label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103
0.03	north8_active	80	15684	4749	3726	2719	1939	2353	2435	704	614	512	509	722	517	739	423	221	167	120	259	117	104	71	52	101	130	52	86	80	28	55	59	69	64	27	56	20	11	28	23	15	10	9	4	31	12	7	7	16	10	2	4	2	1	3	0	0	2	11	1	0	1	2	1	4	1	0	0	0	0	2	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	30146	10719	7629	5314	3968	4135	4110	1632	1312	1119	1036	1217	938	1288	725	467	332	291	445	233	233	167	172	177	201	126	152	130	90	91	110	103	104	48	96	51	28	43	37	31	17	18	18	39	21	31	11	27	14	8	5	8	4	4	3	2	2	11	3	1	1	6	1	4	2	0	0	1	0	3	0	1	0	0	1	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	3	0	0	0	1	1	0	0	0	0	0	0	0	0
0.03	north9_active	80	15852	4805	3745	2684	2006	2354	2454	726	606	527	510	738	497	775	431	234	152	120	271	114	108	78	68	97	129	51	90	68	39	52	56	60	73	24	63	25	13	20	23	13	11	9	10	25	12	5	2	14	10	5	5	3	2	3	0	0	2	10	1	0	1	5	0	4	2	0	0	0	0	2	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	29716	10741	7479	5211	3906	4008	4120	1657	1284	1130	993	1185	908	1265	711	463	305	289	432	224	227	176	177	173	176	127	160	114	80	84	104	101	101	39	86	50	28	41	28	30	21	17	22	32	20	42	13	24	19	7	7	9	4	5	3	3	1	5	2	1	8	5	1	4	2	2	0	1	0	2	0	1	0	0	1	1	0	0	1	0	1	0	2	0	0	1	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	15585	4874	3684	2618	2010	2305	2463	775	606	520	487	680	480	774	414	240	140	128	259	112	99	83	75	93	101	52	97	50	35	40	54	61	60	18	58	26	12	20	18	12	12	11	10	18	11	13	4	11	11	4	5	3	2	3	0	1	1	3	0	0	8	4	0	4	1	1	0	0	0	2	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	32964	11398	8260	5908	4268	4630	4980	1569	1257	1187	1167	1347	965	1469	882	521	335	283	520	248	193	175	139	218	174	127	126	135	78	95	118	115	117	38	86	53	35	54	45	84	15	19	17	15	17	33	6	29	27	5	14	10	4	7	3	3	3	3	4	1	1	2	3	1	3	1	1	0	3	1	1	1	3	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	5
0.03	north11_active	80	18208	5256	4217	3181	2276	2811	3117	697	558	578	605	798	547	1000	517	269	148	119	304	129	87	71	69	109	97	71	69	80	42	58	67	80	85	23	58	22	16	29	25	70	11	9	8	6	9	19	1	16	20	3	10	6	0	4	1	0	0	1	2	1	0	1	3	1	3	0	0	0	2	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	33036	11178	8303	5947	4196	4616	4862	1602	1290	1233	1130	1335	982	1512	872	511	366	286	538	247	184	187	147	232	164	140	130	135	89	120	108	94	137	43	91	55	40	44	45	56	16	23	14	18	18	24	8	36	17	6	11	8	5	5	6	5	2	2	4	0	2	4	2	1	4	2	0	0	0	1	1	0	3	0	3	3	0	0	4	0	1	1	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	1	5
0.03	north12_active	80	18251	5234	4288	3166	2235	2799	2970	701	597	620	590	791	579	979	518	247	176	117	315	122	94	78	68	121	97	79	76	81	46	78	63	59	100	25	69	24	22	27	23	43	12	11	9	9	10	17	2	25	9	4	8	4	0	2	3	0	0	1	2	0	0	4	2	1	4	0	0	0	0	0	1	0	2	0	3	0	0	0	4	0	1	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north13_all	80	33404	11188	8230	5932	4201	4521	4810	1597	1299	1213	1131	1321	1026	1529	837	513	392	286	542	257	208	172	160	240	174	122	143	143	102	127	112	118	114	32	72	58	34	35	46	53	25	26	13	39	15	27	12	41	15	7	16	9	6	6	5	7	1	0	2	1	2	4	2	0	4	2	0	0	0	1	1	0	0	1	4	0	2	0	4	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0
0.03	north13_active	80	18509	5229	4305	3139	2198	2725	2922	701	592	573	594	787	599	995	512	256	186	111	327	127	100	73	74	147	98	71	89	88	46	79	64	73	71	20	51	26	17	22	21	40	13	14	7	27	9	21	4	29	6	7	9	4	0	3	3	1	0	0	0	1	0	4	1	0	3	0	0	0	0	0	1	0	0	0	3	0	0	0	4	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north14_all	80	33793	11215	8171	5979	4202	4507	4644	1573	1300	1190	1143	1323	999	1495	860	518	383	306	536	259	226	157	159	266	192	136	132	146	93	148	118	105	148	35	73	46	31	29	45	45	26	26	20	38	17	21	14	36	17	11	17	7	4	6	7	4	1	4	3	2	1	6	2	0	3	1	1	0	3	0	1	0	0	1	5	1	2	0	4	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0
0.03	north14_active	80	18598	5309	4346	3147	2188	2713	2853	696	585	566	608	799	594	975	525	266	185	130	345	130	108	69	78	175	115	84	77	88	44	98	63	69	99	18	49	23	15	16	18	31	12	16	10	27	9	15	6	27	8	10	7	3	0	4	6	1	0	3	1	2	0	6	1	0	2	0	1	0	0	0	1	0	0	0	4	1	0	0	4	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
0.03	north15_all	80	33493	11166	8205	6029	4256	4559	4691	1573	1299	1146	1126	1286	959	1589	890	516	377	306	505	275	228	152	153	258	204	130	148	167	86	134	101	109	150	46	64	38	23	37	31	49	30	21	19	42	15	23	12	29	19	9	16	7	5	5	10	4	4	4	4	3	1	6	1	0	3	2	1	1	4	0	3	0	0	1	5	1	2	0	4	3	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	18378	5295	4304	3191	2253	2741	2922	707	572	518	613	782	559	1022	549	271	173	142	347	134	104	67	80	160	125	78	91	97	45	89	56	70	94	25	36	19	9	21	10	31	12	9	8	33	8	19	5	20	9	8	8	4	1	2	8	1	0	3	4	2	0	5	0	0	2	0	1	1	0	0	2	0	0	0	4	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	32323	10994	8042	5943	4226	4391	4588	1574	1314	1103	1155	1228	930	1553	846	508	357	309	469	265	210	157	136	245	196	145	141	187	71	147	94	114	149	51	68	30	19	41	30	54	19	15	21	21	14	23	12	16	11	8	9	9	7	5	9	2	4	7	4	4	1	5	0	1	3	7	1	1	5	0	3	0	0	0	1	1	0	0	0	6	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
0.03	north16_active	80	17477	5195	4116	3160	2266	2649	2886	723	570	502	618	716	544	1030	511	272	163	145	312	125	99	70	64	151	123	91	78	112	41	87	50	85	91	25	42	17	6	18	12	38	8	8	8	17	9	19	5	10	4	7	4	6	4	3	6	1	0	6	4	2	0	4	0	1	0	0	1	1	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
0.03	north17_all	80	31200	10689	7888	5767	4145	4426	4496	1572	1341	1129	1097	1165	881	1423	839	498	332	311	482	248	197	179	138	212	187	153	141	163	78	149	79	109	124	51	80	25	24	50	32	45	18	15	14	32	13	30	11	18	6	4	9	10	8	6	7	0	5	8	3	4	2	3	2	2	2	7	1	2	5	0	5	0	1	0	0	0	0	0	0	6	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north17_active	80	16737	4990	3942	3016	2238	2622	2808	714	618	518	560	664	516	917	505	244	153	139	291	115	96	69	65	114	117	98	74	101	44	89	37	77	74	22	45	13	7	22	8	34	8	6	6	29	6	24	4	13	1	2	5	8	5	4	3	0	1	4	3	1	1	2	1	2	0	0	1	1	1	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north18_all	80	30459	10517	7688	5566	4115	4196	4279	1585	1324	1118	1096	1212	894	1390	800	471	323	323	440	239	203	173	144	198	169	137	141	140	83	119	86	104	135	45	86	24	28	45	27	27	18	11	12	30	20	25	15	15	6	11	9	9	10	7	4	3	5	10	4	3	4	2	3	2	2	8	0	2	3	0	2	1	1	0	1	0	0	0	0	7	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north18_active	80	16221	4850	3766	2889	2145	2453	2592	716	636	530	556	677	504	872	482	224	140	141	239	100	95	69	67	109	101	80	78	90	44	67	44	77	84	17	54	11	10	20	8	18	8	6	5	22	13	15	6	11	2	7	4	7	6	4	1	1	1	6	2	0	2	0	1	2	0	0	0	1	1	0	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north19_all	80	30435	10616	7651	5492	4047	4344	4266	1620	1333	1144	1052	1300	909	1358	812	462	337	321	414	228	196	170	139	190	168	117	136	123	85	110	95	107	145	50	79	31	36	48	30	25	19	11	15	30	19	30	18	14	9	16	10	6	6	8	2	5	5	12	2	3	4	2	5	3	1	13	0	3	2	0	3	1	5	3	1	0	0	1	0	1	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
0.03	north19_active	80	16223	4902	3799	2813	2123	2515	2662	701	626	555	534	753	517	845	503	216	157	139	209	102	91	69	68	109	101	67	71	78	43	63	42	62	96	21	46	14	13	22	11	14	9	7	5	18	10	18	7	9	7	7	5	3	4	6	0	3	2	5	0	0	2	1	2	2	1	5	0	0	1	0	2	1	5	2	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north20_all	80	31311	11033	7755	5624	4108	4372	4286	1636	1311	1162	1056	1355	931	1336	828	465	339	326	431	247	209	173	146	177	193	118	122	118	90	100	122	115	147	50	77	38	44	31	32	38	14	13	22	33	15	28	18	12	11	16	10	11	8	7	2	7	5	17	2	2	5	3	4	1	2	7	0	3	1	2	3	2	6	5	2	0	0	1	0	1	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north20_active	80	16722	5046	3902	2941	2168	2585	2681	725	593	578	531	826	522	838	504	218	162	139	245	124	96	76	70	98	117	60	58	67	43	58	64	65	101	29	53	17	13	14	12	25	7	6	8	21	8	18	8	6	7	6	3	5	6	5	0	4	2	9	0	0	4	1	2	0	1	5	0	0	1	1	2	1	6	4	2	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	42995	13144	8586	4495	4729	5576	2691	2137	1882	1358	1284	1910	1378	654	701	742	370	488	353	273	248	341	365	187	163	173	216	101	120	125	59	61	93	63	100	40	48	29	18	30	39	14	29	19	15	26	15	10	14	13	11	12	11	7	9	3	5	9	9	2	2	1	4	0	2	2	1	6	0	3	3	3	0	0	2	1	0	0	0	2	3	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0
0.03	south21_active	80	25626	6799	4549	1983	2578	3497	1401	1133	1048	722	720	1240	875	309	394	449	185	263	186	133	119	227	248	106	92	98	145	39	66	71	31	31	54	40	49	22	34	13	9	15	16	7	19	9	6	15	11	6	10	7	5	5	5	2	6	1	1	5	3	2	0	1	4	0	0	1	0	5	0	2	2	3	0	0	0	1	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
0.03	south22_all	80	42842	13307	8618	4430	4790	5468	2691	2184	1927	1316	1259	1866	1381	633	744	719	353	501	392	252	260	354	352	172	156	197	223	87	106	134	65	59	92	53	89	42	40	30	29	27	34	16	19	24	12	25	13	18	10	11	9	15	8	10	13	3	4	14	6	4	2	0	2	0	2	1	1	7	0	0	3	1	0	0	2	0	0	1	0	0	3	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0
0.03	south22_active	80	25636	6939	4511	1966	2687	3330	1405	1151	1070	703	711	1202	890	305	427	411	174	255	210	125	129	222	235	98	90	122	149	36	62	88	37	37	63	32	52	26	29	14	17	12	14	7	10	11	4	18	6	6	3	3	3	9	2	2	8	0	1	5	0	3	0	0	2	0	0	0	0	5	0	0	2	1	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
0.03	south23_all	80	42332	13167	8548	4420	4723	5652	2697	2179	1915	1287	1265	1697	1377	630	731	779	384	476	394	269	235	331	317	171	143	200	231	83	101	138	66	48	103	46	89	48	38	32	31	22	33	10	15	18	13	30	15	21	15	12	3	13	9	9	22	5	6	10	5	5	0	3	2	0	3	1	2	12	0	0	1	0	2	0	1	0	0	1	0	0	2	0	0	1	0	0	0	0	1	0	0	0	1	1	4	0	0	1	1	0	0	0	0	0
0.03	south23_active	80	25236	6907	4416	1942	2652	3452	1386	1113	1074	670	695	1118	845	313	403	467	173	252	226	145	129	214	205	97	84	125	153	41	52	90	37	30	70	28	49	26	23	18	22	9	14	4	8	10	6	19	7	7	8	6	2	6	6	1	16	1	2	1	0	3	0	1	1	0	0	0	1	6	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	1	0	0	0	0	0
0.03	south24_all	80	42475	13124	8504	4455	4678	5703	2669	2154	1869	1329	1240	1724	1495	655	753	795	426	445	370	281	258	376	330	187	136	186	220	76	108	163	68	55	120	48	78	46	40	30	32	30	21	10	11	15	13	29	12	25	21	10	5	12	10	3	19	7	5	9	4	5	1	4	5	0	2	1	2	8	0	0	0	1	2	0	1	0	0	1	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	1	4	0	1	0	0	0	0	0	0	0
0.03	south24_active	80	25330	6848	4440	1971	2551	3459	1395	1110	1070	680	674	1073	942	332	424	479	190	252	219	157	144	225	219	110	75	118	136	33	54	114	36	31	78	24	45	22	23	15	23	16	13	6	5	6	3	14	5	11	13	5	4	8	7	0	15	2	2	3	3	3	0	1	4	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	42932	13042	8495	4420	4691	5773	2664	2183	1925	1309	1243	1741	1511	662	699	794	416	472	352	282	262	353	317	198	141	156	213	82	117	133	58	53	112	57	86	53	38	32	34	32	19	15	15	7	15	31	7	21	16	9	7	11	9	3	22	7	5	11	3	5	3	4	5	0	2	2	2	7	0	0	1	1	2	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0
0.03	south25_active	80	25662	6793	4480	1972	2549	3535	1407	1189	1087	674	646	1104	947	325	395	492	198	271	207	150	151	210	204	117	76	93	118	39	58	84	25	26	64	35	43	27	21	15	18	20	9	6	6	3	6	11	2	10	12	6	6	8	8	0	19	4	1	4	3	2	2	1	3	0	1	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	43225	13178	8494	4519	4644	5884	2694	2223	1936	1369	1253	1754	1527	648	683	859	414	491	343	281	278	347	356	200	153	166	252	89	123	138	59	64	115	57	77	54	36	35	31	31	22	17	16	8	18	32	7	17	13	11	9	8	13	5	11	8	4	8	5	2	4	3	7	0	2	3	1	2	0	1	2	2	0	0	2	0	1	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0
0.03	south26_active	80	26170	6850	4550	2003	2501	3610	1446	1214	1116	700	654	1057	933	307	393	533	191	282	196	136	155	198	231	112	73	95	141	35	63	95	21	30	66	37	35	32	18	19	12	20	11	7	7	3	10	10	3	11	9	8	8	5	12	1	10	6	0	5	5	1	2	1	6	0	1	2	0	0	0	1	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	41680	12881	8413	4585	4587	5807	2597	2173	1895	1318	1226	1790	1398	614	680	820	388	460	355	276	261	350	392	194	153	165	237	86	108	133	67	68	91	71	73	59	33	30	28	25	29	16	24	13	17	31	13	13	5	8	12	10	11	7	17	7	4	7	9	3	3	4	4	0	0	2	6	1	1	1	2	4	0	1	2	2	1	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south27_active	80	24882	6655	4459	2071	2460	3580	1360	1200	1092	655	625	1097	837	282	380	486	187	254	186	132	142	190	249	102	64	95	119	33	58	86	22	38	50	46	34	37	17	18	9	19	14	6	13	4	12	14	7	6	2	6	11	5	10	2	12	5	0	2	6	0	2	1	3	0	0	2	6	0	1	1	1	2	0	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	40031	12444	8077	4617	4336	5659	2506	2031	1810	1292	1211	1647	1297	577	694	861	363	433	371	256	249	369	367	185	151	177	232	80	101	130	71	66	78	80	70	50	33	26	23	14	24	12	24	11	18	31	17	9	10	7	9	12	10	7	19	2	3	7	13	3	3	3	4	0	1	2	8	0	1	1	1	3	1	1	2	2	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
0.03	south28_active	80	23649	6287	4199	2118	2302	3539	1287	1046	1011	636	623	991	767	262	383	489	164	240	184	117	140	216	225	96	63	107	127	31	56	88	30	36	37	53	41	35	18	15	8	12	11	3	15	4	12	18	10	3	3	5	9	6	10	2	11	2	0	2	9	0	1	1	4	0	1	2	6	0	1	1	0	2	0	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
