label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104
0.03	north1_all	80	46896	20972	7846	5557	6607	3011	3822	4845	2690	1953	1210	908	759	756	922	775	471	913	344	434	296	370	578	392	323	227	138	102	88	85	137	94	114	121	37	40	61	35	31	16	21	10	39	14	24	17	15	10	15	5	5	17	4	1	10	4	5	8	0	5	3	7	5	1	3	3	1	3	1	0	0	0	3	1	5	2	2	0	0	1	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north1_active	80	35722	15781	2454	1903	5018	745	2870	4246	2122	1346	551	197	186	396	707	571	223	795	161	318	167	289	508	342	272	168	80	34	24	29	115	70	98	106	9	9	53	18	8	2	9	0	26	7	21	15	5	4	9	2	3	9	1	0	9	2	2	5	0	0	0	6	5	0	3	1	0	2	0	0	0	0	1	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north2_all	80	47273	20949	7858	5520	6436	3017	3723	4881	2690	1894	1228	898	771	757	917	738	480	874	361	449	281	361	532	399	303	219	108	96	89	89	170	91	104	118	41	41	51	42	28	20	25	12	36	14	27	17	16	12	19	7	5	13	6	1	21	4	4	9	1	5	3	7	11	2	3	3	1	6	2	0	0	0	3	1	5	2	0	0	0	2	0	1	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north2_active	80	36012	15667	2445	1866	4861	728	2753	4279	2145	1306	574	205	203	398	685	542	222	761	166	327	155	279	471	357	251	176	65	28	26	28	141	69	84	103	9	6	45	20	11	3	12	4	22	7	23	12	5	5	10	4	2	8	2	0	21	2	1	7	1	1	1	5	11	0	3	1	0	4	1	0	0	0	1	0	5	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north3_all	80	47408	20954	7787	5480	6470	2921	3674	4922	2749	1884	1222	883	746	786	928	727	487	860	368	459	279	373	509	369	341	223	103	100	95	89	168	98	102	120	38	38	52	43	25	22	23	14	26	17	30	20	19	14	18	13	10	12	6	3	21	6	8	6	2	7	1	4	9	2	2	3	2	5	2	1	0	1	1	1	6	1	0	0	0	2	1	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0
0.03	north3_active	80	36093	15635	2448	1844	4856	673	2690	4321	2181	1303	581	212	211	409	684	532	233	749	166	336	160	285	435	326	280	178	62	33	34	37	147	79	79	105	12	7	46	21	8	4	9	5	17	5	25	17	4	7	11	5	3	9	2	1	21	2	3	3	1	2	1	1	9	0	2	1	0	4	2	0	0	0	0	0	5	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north4_all	80	47196	21011	7860	5479	6574	3038	3703	4967	2801	1943	1166	901	761	773	922	732	496	764	386	469	279	388	447	333	327	254	87	101	101	90	177	112	108	132	42	41	76	45	29	24	23	14	18	18	22	19	27	18	29	17	9	10	4	5	17	6	6	6	2	6	3	3	11	3	4	2	2	3	2	1	1	1	1	0	7	1	0	0	0	2	1	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	1	0	0
0.03	north4_active	80	35865	15694	2474	1822	4967	704	2731	4369	2227	1355	537	206	229	435	686	544	251	664	188	344	158	302	370	291	267	210	47	28	32	36	153	90	85	118	11	6	69	21	8	5	12	6	11	5	18	16	7	12	23	11	2	8	1	1	17	2	2	3	1	2	2	1	11	0	3	1	0	2	2	0	1	0	0	0	6	0	0	0	0	1	1	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north5_all	80	46206	20615	7843	5484	6382	3058	3706	4730	2671	1862	1198	905	759	792	881	773	486	755	368	460	264	388	453	311	345	249	102	108	100	92	151	124	107	130	48	39	76	43	31	28	27	10	20	20	20	18	24	16	26	19	12	11	2	5	6	5	7	4	1	4	2	3	2	3	4	1	1	2	2	2	2	1	0	0	7	1	0	0	0	2	1	1	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0
0.03	north5_active	80	34651	15183	2393	1844	4706	714	2725	4134	2048	1276	552	198	215	445	651	563	265	651	184	331	146	299	369	263	291	200	56	31	31	45	133	97	88	109	12	7	68	18	9	6	13	4	12	6	17	17	9	11	22	12	3	10	0	1	6	1	2	1	0	1	1	1	2	0	3	1	0	1	2	0	2	0	0	0	6	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	44103	19815	7916	5460	6076	3149	3518	4443	2621	1759	1194	937	755	755	871	757	494	740	355	441	272	342	409	316	273	222	114	117	95	81	144	138	101	129	48	38	78	36	29	32	24	9	18	20	19	14	19	14	23	14	10	8	1	2	7	3	6	5	1	4	3	2	3	2	5	3	1	0	2	2	3	0	0	0	4	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0
0.03	north6_active	80	32317	14304	2292	1736	4392	738	2523	3850	1977	1159	524	201	184	407	636	552	250	618	163	313	148	258	323	251	218	173	64	32	25	34	126	98	88	109	12	7	67	13	9	7	10	3	12	7	16	11	7	9	19	12	5	7	0	0	7	0	1	3	0	0	2	1	2	0	3	3	0	0	1	0	2	0	0	0	4	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	42643	18882	7779	5455	5981	3087	3424	4191	2571	1685	1183	920	748	757	836	759	485	807	319	423	269	321	402	289	231	158	133	114	93	88	142	136	106	103	52	48	69	37	25	32	21	9	19	16	19	12	16	8	19	18	9	10	1	2	4	4	7	3	1	3	2	6	4	2	1	2	1	0	2	2	3	0	0	0	1	2	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	30421	13211	2091	1602	4180	715	2348	3598	1891	1070	483	204	187	386	571	562	222	681	135	301	131	226	323	223	184	121	68	29	22	30	128	99	92	88	12	9	57	12	10	9	7	3	13	7	16	9	5	5	14	15	4	7	0	1	4	0	0	3	0	0	1	2	3	0	0	2	0	0	1	0	2	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
