label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94
0.03	north9_all	80	13073	9721	3316	2016	2144	2821	835	692	500	921	326	293	292	247	198	184	113	173	98	162	146	102	72	69	51	42	41	24	48	28	64	23	11	18	16	20	22	22	27	8	8	17	13	4	4	9	1	3	6	2	4	13	2	4	7	4	2	0	2	0	2	0	0	1	0	0	2	0	1	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
0.03	north9_active	80	9268	8327	2162	1008	1646	2468	407	354	202	780	93	112	159	147	57	101	41	114	40	128	107	66	48	49	23	16	26	6	36	13	54	6	3	4	9	15	16	15	25	4	5	8	7	2	2	5	1	0	6	1	4	11	0	3	7	3	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
0.03	north10_all	80	13081	9602	3348	2017	2064	2843	805	715	492	888	332	287	278	249	194	172	121	164	101	160	157	95	63	83	58	55	45	20	43	23	62	27	13	19	16	23	21	25	13	6	6	19	9	5	4	11	1	3	7	1	7	5	2	4	4	4	2	0	4	0	3	0	0	1	0	0	2	0	1	0	1	4	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
0.03	north10_active	80	9260	8214	2200	1004	1573	2474	398	379	198	752	96	118	155	147	55	86	42	108	42	126	110	60	39	50	19	24	27	3	32	13	52	9	2	3	10	18	14	20	13	2	4	12	5	3	1	7	1	1	5	0	5	3	0	2	4	2	1	0	2	0	1	0	0	0	0	0	0	0	1	0	1	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
0.03	north11_all	80	13036	10017	3398	1960	2133	2794	827	721	518	954	313	278	273	273	197	180	129	146	92	141	149	91	81	52	66	37	32	34	27	29	39	16	21	17	17	21	25	23	13	11	15	11	7	10	3	5	5	9	19	1	4	4	3	2	2	2	2	1	2	0	1	1	2	1	1	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north11_active	80	9218	8587	2208	1059	1572	2509	414	401	239	831	94	116	150	163	63	99	41	99	39	105	124	64	59	23	25	15	16	9	12	12	27	7	11	9	9	17	21	19	11	4	9	4	4	9	0	3	3	7	19	0	4	2	2	2	0	2	2	1	0	0	0	0	0	0	1	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north12_all	80	13088	10060	3399	1989	2213	2832	821	735	493	906	320	276	290	258	194	178	141	148	106	134	135	93	82	60	65	41	35	31	34	23	35	20	20	16	28	18	24	31	7	13	20	12	4	12	3	5	4	11	12	0	6	5	3	2	0	2	2	1	1	0	1	1	2	0	3	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0
0.03	north12_active	80	9241	8652	2250	1084	1635	2542	422	417	231	774	89	116	159	168	61	97	37	103	54	103	110	68	54	32	21	20	21	8	20	11	28	8	8	6	13	13	19	27	6	2	15	6	2	8	1	5	2	8	12	0	6	4	2	2	0	1	2	1	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
0.03	north13_all	80	13205	10124	3398	2042	2225	2853	833	703	506	897	337	288	274	259	185	181	143	147	94	139	138	88	68	59	62	46	44	41	43	20	31	27	22	16	28	19	22	29	15	10	25	11	5	23	3	4	4	9	9	2	7	3	3	2	0	2	2	2	1	1	1	2	1	1	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0
0.03	north13_active	80	9316	8703	2233	1135	1646	2568	452	390	236	747	82	117	152	168	71	97	39	104	47	109	107	62	44	33	16	19	25	12	25	10	25	9	8	7	12	16	16	26	13	2	20	7	2	13	1	4	2	7	9	1	6	2	2	0	0	1	2	2	0	1	0	2	1	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
0.03	north14_all	80	13180	9940	3312	2031	2094	2892	839	689	536	953	321	290	275	255	182	182	135	137	100	133	117	97	76	60	51	42	47	40	48	16	41	27	19	20	25	18	19	33	16	12	22	10	7	17	4	4	3	5	2	2	5	2	1	2	0	1	3	3	0	1	0	3	1	1	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	9227	8562	2161	1126	1540	2600	438	386	249	800	60	122	152	157	63	101	37	97	43	104	87	73	47	37	14	18	29	14	32	7	36	9	6	10	11	15	12	30	13	3	19	6	2	7	1	4	1	4	2	1	4	2	1	0	0	0	3	3	0	1	0	2	1	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	13140	9957	3305	2029	2070	2870	827	665	534	945	330	314	276	256	205	200	124	154	103	152	133	94	71	54	48	47	45	41	46	22	36	25	22	17	19	22	21	34	29	9	17	7	11	17	6	5	8	5	4	2	5	3	2	4	1	1	3	2	0	2	0	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	9224	8605	2132	1094	1556	2543	407	359	242	793	72	141	167	146	77	108	39	107	38	113	102	66	45	32	17	17	26	14	34	7	31	8	12	9	8	16	13	31	25	3	14	4	5	8	0	3	3	3	4	1	4	3	1	2	1	0	3	2	0	1	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	13118	9888	3373	2020	2032	2908	870	700	548	970	306	295	273	239	216	214	132	164	124	155	146	101	89	55	60	44	39	38	50	24	26	20	19	17	14	19	21	29	25	9	13	12	9	15	5	4	12	6	9	3	3	4	2	4	1	1	3	4	0	3	1	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	9293	8537	2169	1119	1549	2562	402	371	263	819	67	125	157	134	78	114	46	104	47	116	123	71	63	26	25	14	27	13	39	7	20	7	11	8	6	11	13	26	20	4	9	7	5	8	0	1	4	4	9	1	3	4	1	2	1	1	3	3	0	2	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	13153	9795	3381	1968	2045	2889	874	701	495	1029	304	289	273	248	224	204	145	163	121	146	177	119	90	58	61	52	46	35	43	32	22	21	20	14	16	20	22	27	28	8	12	11	9	8	3	6	10	6	11	3	3	8	2	5	1	2	2	6	0	4	2	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	9326	8455	2206	1042	1560	2531	406	377	240	889	87	117	151	148	70	112	46	105	54	111	151	82	60	29	27	17	23	14	34	13	18	7	11	6	7	11	16	24	25	4	7	6	4	5	0	3	3	4	11	1	3	8	1	3	1	2	2	5	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	13102	9715	3412	1977	2047	2865	844	707	499	1095	314	291	270	243	203	196	159	165	111	143	159	109	90	53	62	51	49	34	39	41	36	23	18	15	12	13	18	20	14	10	17	13	4	6	1	6	7	3	12	5	6	6	0	6	1	2	2	6	0	4	2	0	1	0	1	0	0	0	0	0	0	3	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	9328	8352	2255	1083	1527	2527	400	384	249	947	84	112	141	152	64	98	43	107	52	109	132	72	58	24	29	22	25	13	29	16	28	4	9	6	3	7	16	20	11	5	8	8	1	4	0	5	3	2	12	1	6	6	0	4	1	2	2	4	0	2	1	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	12994	9552	3367	2039	2049	2816	854	715	494	1098	323	309	276	263	177	197	149	137	99	145	121	117	87	57	56	43	57	30	33	37	51	28	23	16	13	18	19	28	15	14	15	8	3	3	1	4	3	3	9	4	3	7	1	3	1	1	3	6	0	4	3	0	2	1	1	0	0	0	0	0	0	3	3	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0
0.03	north19_active	80	9143	8151	2262	1121	1524	2492	425	383	235	938	88	116	145	167	49	111	41	89	41	108	93	79	58	34	29	20	30	13	24	16	42	12	11	8	6	14	16	26	9	8	8	3	0	2	0	4	1	1	8	1	3	7	0	2	0	1	2	4	0	2	2	0	0	0	1	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	12997	9498	3289	1974	2062	2823	814	706	509	1032	329	308	271	254	177	183	144	138	101	157	110	106	88	65	51	47	48	18	45	35	54	27	23	18	14	22	23	36	12	16	13	7	6	7	5	4	2	2	8	2	5	7	2	4	1	2	1	5	1	2	1	0	2	2	0	0	0	0	0	0	0	3	3	1	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0
0.03	north20_active	80	9198	8088	2208	1121	1565	2522	416	374	233	865	72	124	153	157	48	104	41	90	39	123	77	69	59	42	29	21	31	8	33	17	44	12	12	9	6	18	19	33	5	9	5	4	0	4	1	3	1	0	6	0	4	5	0	3	0	1	0	3	0	0	1	0	1	0	0	0	0	0	0	0	0	3	2	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	12851	9539	3322	1997	2162	2853	864	731	525	948	332	296	298	231	204	185	139	201	114	154	163	71	90	52	54	40	50	23	47	27	76	19	20	19	20	17	15	25	23	9	5	6	3	6	4	16	2	3	5	4	7	4	3	1	3	2	3	3	1	3	1	1	0	0	1	4	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1
0.03	south21_active	80	9131	8155	2244	1139	1679	2526	424	382	233	806	66	112	162	127	69	102	35	120	46	118	130	53	60	36	20	16	26	8	34	9	71	8	12	9	7	12	13	20	22	8	2	2	0	1	3	12	2	3	2	1	7	4	1	0	1	0	2	3	0	3	0	1	0	0	1	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	13041	9675	3358	1945	2123	2895	904	710	525	962	342	316	288	236	199	184	128	183	104	157	124	82	87	62	51	50	55	32	39	24	69	29	22	23	22	24	12	25	27	8	4	11	2	4	5	15	3	5	7	5	6	5	1	0	3	1	3	3	0	1	2	0	0	0	0	4	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1
0.03	south22_active	80	9298	8327	2243	1082	1628	2589	455	366	215	820	71	121	166	134	60	99	34	103	41	122	90	57	51	44	15	24	33	11	28	7	62	15	13	12	9	18	10	19	25	8	1	2	0	1	3	11	3	5	5	1	6	5	1	0	3	0	2	3	0	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	12886	9703	3292	1921	2179	2770	886	707	538	986	345	292	293	242	190	189	122	173	104	173	102	91	109	74	44	46	43	43	42	20	45	29	22	27	26	27	19	22	30	9	8	10	2	2	7	12	4	6	7	5	2	2	0	0	2	3	5	5	0	0	1	0	1	0	0	4	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1
0.03	south23_active	80	9091	8333	2181	1060	1694	2467	439	383	210	846	75	104	178	138	57	108	26	102	37	140	74	63	67	54	13	19	23	15	34	6	36	14	12	14	11	21	12	17	27	7	4	3	0	1	4	9	3	6	6	1	2	1	0	0	2	1	5	4	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south24_all	80	12899	9862	3329	1901	2131	2719	893	698	521	946	335	279	282	238	179	197	126	148	90	156	127	97	98	76	45	51	51	49	43	21	43	31	23	26	22	22	18	30	23	11	11	6	3	2	7	8	4	8	26	1	2	2	1	1	2	2	4	6	0	1	1	1	2	0	0	2	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
0.03	south24_active	80	9048	8456	2152	1035	1689	2434	448	398	189	810	85	99	175	142	55	114	33	94	36	125	93	64	59	53	16	21	28	15	33	6	31	12	9	12	9	18	9	25	18	7	5	1	1	1	3	6	2	5	26	0	1	1	0	0	2	1	4	5	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south25_all	80	12907	9726	3275	1896	2122	2838	879	710	537	1002	322	282	288	244	197	184	127	149	85	139	137	95	94	81	44	52	46	44	48	24	40	30	22	20	22	17	18	32	33	12	10	2	5	10	5	6	2	9	27	1	2	1	4	1	0	2	3	6	1	1	0	1	2	1	0	0	2	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south25_active	80	9082	8319	2112	1035	1671	2536	451	399	223	867	84	103	169	147	62	99	41	88	29	109	105	65	62	58	16	20	26	15	40	9	29	12	8	10	9	13	11	29	28	3	5	1	1	9	3	6	0	6	27	0	1	0	2	0	0	1	3	5	0	1	0	1	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south26_all	80	12858	9606	3211	1921	2123	2841	871	733	570	1021	323	290	299	245	203	168	126	152	90	154	147	91	75	75	46	56	48	38	45	27	50	27	19	17	24	22	15	28	27	11	7	1	8	9	5	6	5	11	31	2	2	0	6	1	2	2	3	4	1	1	0	1	2	1	1	0	2	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
0.03	south26_active	80	9014	8223	2056	1021	1651	2544	440	410	258	886	83	117	164	140	66	85	39	94	27	121	114	59	47	54	15	25	27	12	38	13	36	9	5	7	11	17	10	26	22	3	3	0	2	9	3	6	2	5	31	1	1	0	3	0	2	1	3	3	0	1	0	1	1	1	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south27_all	80	12888	9588	3299	1934	2059	2943	842	722	557	964	346	317	329	269	214	162	123	152	99	144	151	72	69	67	47	54	49	42	64	33	60	21	18	14	19	25	14	35	34	13	3	5	10	9	4	5	7	9	32	4	1	0	5	1	2	0	0	10	1	0	0	0	1	2	1	0	3	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
0.03	south27_active	80	9086	8221	2166	1026	1570	2642	423	404	259	834	94	125	186	157	71	81	40	94	28	109	122	45	41	49	16	22	33	16	46	17	50	11	4	7	9	19	11	34	28	6	1	0	3	9	3	5	3	3	32	2	1	0	3	0	2	0	0	8	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south28_all	80	12979	9951	3344	1986	2063	2851	836	733	546	953	335	312	318	250	194	158	117	163	105	151	140	70	65	62	53	52	43	33	65	35	59	21	14	22	18	21	21	42	28	15	6	10	10	9	6	4	11	6	13	3	2	1	4	1	2	0	0	8	0	0	0	1	0	1	1	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0
0.03	south28_active	80	9078	8610	2239	1071	1563	2572	415	406	253	818	90	123	170	140	64	84	41	100	37	113	105	42	36	45	18	24	27	12	48	18	50	10	3	7	12	16	19	40	23	6	5	4	4	9	2	4	5	2	13	2	1	0	2	1	2	0	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south29_all	80	13127	9894	3379	1984	2074	2817	818	673	545	868	353	326	296	256	192	185	135	165	98	170	132	76	65	59	45	46	41	33	64	33	73	23	17	16	22	25	19	38	15	17	10	12	12	3	6	7	10	3	8	3	2	2	4	2	1	0	2	6	0	0	0	1	0	1	1	0	2	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
0.03	south29_active	80	9226	8538	2287	1084	1567	2542	403	381	250	725	104	128	161	163	63	103	47	109	39	127	100	49	40	38	19	17	25	10	43	15	64	10	7	5	11	17	17	35	12	7	7	4	4	1	3	6	4	2	8	1	1	0	0	2	1	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south30_all	80	13172	10020	3339	2004	2039	2671	820	678	519	955	344	315	273	228	183	192	148	163	106	170	121	92	79	65	50	34	40	31	52	33	63	26	20	19	17	25	18	37	17	16	11	10	8	6	7	6	7	3	8	5	2	2	3	3	2	0	4	2	0	1	0	1	0	0	0	0	1	0	1	2	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south30_active	80	9302	8698	2263	1089	1546	2391	400	391	245	818	100	126	141	140	66	107	50	105	47	130	87	62	49	43	24	12	25	7	34	13	53	11	9	5	7	18	16	33	14	6	8	5	4	3	4	5	2	2	8	2	0	0	0	2	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	12903	9871	3390	1911	2039	2786	770	713	554	1008	371	273	306	269	181	190	95	142	118	150	120	79	113	49	44	44	47	24	44	28	70	32	18	18	13	15	17	38	9	13	11	7	3	5	7	6	4	2	12	4	5	13	0	2	1	6	1	1	2	4	0	0	1	0	3	0	1	1	1	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0
0.03	south31_active	80	9042	8504	2190	1042	1528	2465	377	419	247	863	99	107	157	153	55	110	24	80	47	106	81	54	79	35	22	21	31	7	28	12	63	11	13	12	7	13	13	33	5	6	10	6	1	2	1	5	4	0	12	2	5	13	0	2	0	2	1	1	2	2	0	0	0	0	3	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0
