label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44
0.03	north1_all	80	101	61	20	18	27	13	7	5	7	1	7	5	4	1	3	4	10	6	2	1	0	0	1	1	1	1	0	0	0	0	0	2	1	0	0	3	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	41	32	11	10	12	11	1	1	2	0	6	5	1	0	3	1	5	3	1	0	0	0	1	1	0	1	0	0	0	0	0	1	1	0	0	3	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	92	49	18	24	21	15	5	6	9	2	7	2	2	5	6	3	3	4	2	2	0	0	1	0	0	1	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	40	25	10	10	12	12	0	1	2	0	6	1	1	4	4	1	2	3	1	1	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	88	49	22	17	27	13	3	9	9	3	3	4	0	7	7	2	3	3	1	2	0	0	1	3	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north3_active	80	44	26	9	6	16	10	0	3	4	1	2	3	0	6	4	1	2	3	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	84	46	19	15	22	9	6	9	7	3	4	5	1	7	5	3	1	2	1	2	1	0	0	5	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north4_active	80	39	27	8	6	15	7	4	4	4	1	2	4	0	6	2	2	0	1	0	2	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	86	40	20	10	26	6	5	12	4	3	6	6	2	4	5	2	0	2	2	6	1	1	0	5	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north5_active	80	43	25	7	4	18	4	4	8	3	1	2	4	0	2	4	2	0	1	1	5	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	86	42	20	13	20	6	7	8	5	2	6	4	4	3	5	2	3	7	8	5	1	1	0	4	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	37	26	9	9	13	3	6	6	4	1	2	3	1	2	4	2	3	5	5	4	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	82	46	23	14	15	8	9	8	4	4	3	6	4	3	4	3	3	7	7	4	1	2	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	36	29	17	8	10	4	7	5	3	2	0	5	1	2	4	3	3	5	5	3	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	75	45	22	16	16	10	8	3	9	5	1	6	2	3	5	4	7	8	8	0	1	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	33	22	18	9	7	6	5	2	6	2	0	5	1	3	3	4	4	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	70	45	24	18	17	8	9	4	9	3	5	5	1	3	3	4	6	9	12	0	1	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
