label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79
0.03	north1_all	80	64547	14959	9005	14339	4266	3334	4124	1871	1422	1463	1463	724	606	561	504	480	317	354	292	371	173	153	96	110	107	100	45	101	41	36	20	28	21	26	15	19	13	13	6	10	5	7	14	9	3	5	2	0	1	1	2	0	1	0	0	0	2	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north1_active	80	51478	3700	2107	12360	1083	1465	3239	595	332	984	1069	173	148	258	296	320	144	241	201	315	83	91	34	67	80	70	21	86	7	20	4	3	15	18	3	6	9	8	1	3	4	7	11	2	1	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	62155	14920	9004	13580	4258	3208	3840	1812	1418	1520	1374	727	578	527	505	482	295	374	304	314	173	150	99	105	98	93	49	77	43	41	21	26	23	24	17	12	14	13	8	6	7	7	12	7	7	4	2	1	1	2	2	1	2	0	0	0	2	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north2_active	80	48635	3703	2196	11542	1057	1340	2925	534	344	1015	982	156	143	242	286	304	128	262	190	253	83	91	40	51	69	71	22	63	9	15	6	3	15	17	3	4	7	9	1	2	6	6	9	0	5	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	60650	15030	8881	13275	4265	3184	3726	1817	1433	1469	1436	734	578	505	486	436	293	367	277	289	166	141	98	108	128	98	52	86	42	38	26	22	31	28	15	11	14	19	7	6	5	9	6	4	6	2	3	2	2	3	2	1	1	0	0	1	2	0	1	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	47230	3776	2235	11199	1031	1287	2826	507	346	976	1027	159	122	231	277	265	130	242	161	225	87	90	44	57	90	73	23	70	11	17	8	3	20	20	3	4	5	14	0	3	3	7	3	0	4	0	3	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	61413	15244	8810	13354	4175	3186	3851	1872	1410	1508	1401	725	576	530	494	392	297	379	291	283	160	140	91	107	156	125	57	72	37	46	24	18	28	23	16	19	17	15	12	4	20	8	2	0	6	4	1	3	3	3	0	2	1	1	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	48122	3784	2224	11323	1046	1297	2947	524	355	1029	1014	168	132	272	269	231	138	255	161	219	92	88	48	60	124	87	26	60	12	24	11	2	20	20	5	7	7	11	4	1	18	6	0	0	4	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	63298	15137	8845	13705	4135	3262	4062	1909	1492	1551	1466	744	610	573	505	451	302	371	281	248	163	143	89	106	169	146	64	83	35	40	29	18	30	21	13	13	14	15	12	6	17	9	3	3	0	6	4	2	3	4	0	1	0	1	0	2	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
0.03	north5_active	80	50645	3799	2132	11742	1093	1393	3216	581	368	1056	1089	193	150	298	271	293	136	253	176	199	93	79	46	68	142	96	31	69	8	27	12	4	23	18	3	4	6	10	4	3	15	8	0	1	0	2	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north6_all	80	64819	15164	8827	13969	4188	3420	4173	1885	1496	1636	1472	741	594	587	520	493	303	368	282	272	164	156	88	92	147	145	63	71	35	43	27	16	25	32	17	22	19	11	21	4	24	6	6	4	3	5	5	3	5	1	0	1	0	1	0	2	1	1	1	1	4	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0
0.03	north6_active	80	52379	3847	2088	12023	1136	1499	3341	587	367	1104	1081	191	162	306	300	316	146	260	185	224	97	77	48	61	132	95	31	55	9	28	14	4	19	28	3	11	8	6	5	2	22	5	4	2	3	2	1	0	2	0	0	0	0	0	0	0	0	1	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
0.03	north7_all	80	63897	14990	8957	13839	4173	3421	4254	1839	1516	1662	1460	748	617	597	521	532	305	375	280	292	154	161	100	95	155	108	68	82	37	46	23	23	25	29	14	14	17	9	17	5	9	3	6	4	4	6	4	3	4	2	1	0	1	7	0	3	1	1	1	1	4	0	0	0	0	0	4	0	0	0	0	1	0	1	0	0	0	1	0	0
0.03	north7_active	80	51416	3810	2097	11942	1133	1544	3429	575	349	1101	1068	189	161	303	293	352	148	275	188	243	89	75	39	55	137	78	35	67	10	29	9	10	20	23	1	7	8	5	3	2	9	2	4	2	4	2	0	0	2	0	1	0	0	7	0	2	0	1	1	0	4	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	1	0	0
0.03	north8_all	80	63568	15054	9057	14248	4246	3528	4184	1846	1445	1642	1433	747	600	618	531	487	308	351	277	323	174	168	99	109	120	113	60	82	35	51	23	20	31	27	16	19	16	8	15	5	17	1	10	2	4	5	3	3	4	3	3	0	1	7	0	2	1	0	1	0	4	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north8_active	80	51140	3778	2097	12351	1120	1598	3343	583	335	1079	1048	187	157	320	323	316	147	247	196	271	96	92	34	66	101	84	25	69	9	34	11	10	25	21	1	10	6	4	2	2	16	0	9	1	4	2	0	0	2	1	3	0	0	7	0	2	0	0	1	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north9_all	80	63828	15032	9067	14369	4294	3508	4371	1849	1398	1673	1449	743	606	605	539	463	317	362	258	328	165	152	99	105	106	90	62	86	39	52	23	23	29	32	11	13	16	5	9	3	21	3	10	2	4	4	2	2	4	3	3	0	1	7	1	2	0	0	0	0	4	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	51516	3812	2045	12488	1121	1620	3482	573	339	1150	1077	183	158	312	328	301	152	253	177	280	90	91	33	66	85	73	28	68	4	38	9	8	23	28	0	6	3	1	2	1	19	1	10	1	4	1	1	0	2	2	3	0	0	7	0	2	0	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	64447	15023	8986	14049	4250	3464	4136	1845	1424	1706	1409	752	603	616	538	436	314	357	254	343	160	161	98	107	110	102	69	81	41	53	30	25	32	25	11	12	11	10	5	4	14	8	12	2	1	2	3	1	4	3	3	1	0	7	1	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	52017	3791	2061	12140	1096	1574	3277	586	350	1185	1056	198	152	332	325	285	148	256	165	286	87	100	41	72	86	82	30	58	5	43	12	6	25	23	3	5	3	4	1	2	11	6	11	1	1	1	1	1	2	2	3	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	54092	14960	8926	12035	4141	3213	3408	1785	1407	1420	1290	689	586	524	429	469	293	330	209	253	174	152	88	93	119	85	66	77	27	43	21	26	31	37	12	15	13	12	7	11	11	8	8	2	4	4	5	2	1	1	0	1	0	1	2	0	2	0	1	1	2	0	1	3	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north11_active	80	39944	3615	2353	9874	1016	1207	2405	416	300	881	883	162	124	223	219	290	125	241	112	188	83	86	35	36	91	58	23	64	9	23	7	3	22	24	2	5	7	6	3	0	9	5	6	1	4	2	1	0	0	0	0	1	0	0	0	0	2	0	0	0	1	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	54120	15120	8924	11770	4254	3184	3469	1726	1401	1419	1271	710	590	513	432	442	292	352	231	271	173	154	96	96	110	91	62	80	37	44	26	20	31	23	13	11	13	10	6	9	16	10	10	2	6	5	3	3	0	2	0	0	1	1	1	0	0	2	1	1	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north12_active	80	39795	3663	2393	9638	1028	1153	2447	405	318	866	896	154	129	215	231	269	111	252	123	208	83	79	33	39	80	57	22	71	8	25	9	1	23	13	3	3	6	6	3	2	15	5	7	1	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	54002	15217	8950	11785	4332	3163	3556	1747	1423	1454	1258	741	594	511	454	427	306	348	222	295	177	151	100	97	121	83	47	84	29	43	29	20	27	14	13	14	10	8	5	9	10	9	7	3	4	3	2	4	0	2	0	1	1	1	1	0	0	2	0	0	0	0	1	4	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
0.03	north13_active	80	39758	3713	2416	9670	1038	1103	2509	403	357	877	909	172	138	219	259	265	99	240	121	226	80	73	30	43	93	55	20	70	5	21	11	3	22	4	5	3	5	3	2	2	8	4	3	1	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	54170	15336	8990	11612	4289	3191	3526	1751	1418	1451	1191	745	594	498	484	419	293	346	242	291	161	146	101	103	113	81	47	100	35	42	32	21	27	10	13	16	8	6	6	8	15	6	7	3	4	5	3	4	0	3	0	1	1	1	2	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
