label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76
0.03	north1_all	80	29202	21860	11142	5539	8527	3481	2451	3135	2774	1062	837	661	671	728	752	505	280	481	207	163	246	115	89	116	85	89	52	43	26	61	40	25	28	21	20	24	5	5	7	4	7	3	5	9	2	4	3	1	3	1	7	2	1	0	0	0	0	2	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0
0.03	north1_active	80	13104	12861	6299	2676	5452	1848	1191	1917	1735	519	382	301	389	434	426	324	149	326	115	76	135	41	35	73	56	48	25	13	7	27	18	14	21	11	14	14	1	3	6	3	7	0	2	5	1	1	1	0	1	1	3	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	29034	21491	11139	5503	8239	3501	2461	3036	2699	1067	794	636	685	733	764	511	263	491	210	149	265	115	90	135	70	92	52	44	25	62	41	28	31	24	30	17	8	5	8	4	11	4	7	9	3	3	0	1	2	0	2	1	0	1	2	1	0	2	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north2_active	80	13072	12514	6249	2647	5205	1814	1220	1802	1682	528	372	298	387	434	441	307	139	324	111	73	152	38	36	85	44	48	22	16	6	30	17	14	23	16	21	12	4	3	5	4	8	1	4	5	1	1	0	1	1	0	2	0	0	0	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	29319	20626	10730	5437	7865	3485	2346	2817	2647	1061	758	632	653	662	744	505	268	505	203	141	237	116	86	121	74	93	55	46	25	51	38	23	28	18	26	19	8	7	10	3	11	5	8	2	3	1	0	2	2	1	2	1	0	3	5	1	1	2	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north3_active	80	13181	11802	5962	2582	4986	1793	1161	1690	1658	523	341	305	353	383	421	285	130	320	104	69	154	34	35	71	48	48	27	21	10	31	19	12	22	9	18	12	5	3	7	3	5	4	6	1	1	0	0	2	2	0	2	0	0	2	3	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	29296	19683	10474	5286	7391	3349	2306	2698	2583	1031	787	631	637	641	715	498	268	454	201	145	217	113	91	126	80	94	48	46	29	50	30	21	36	25	28	9	10	9	8	1	10	4	7	2	1	2	1	2	2	3	1	1	0	3	5	1	1	2	0	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	13258	11133	5694	2452	4626	1747	1182	1624	1631	519	378	304	339	367	433	291	130	288	94	71	152	42	39	67	50	53	26	28	13	36	15	10	27	13	20	5	6	4	4	1	3	4	6	1	0	0	0	2	2	0	0	0	0	2	3	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	29579	19764	10476	5289	7468	3286	2306	2747	2605	1042	828	622	660	634	715	488	278	433	220	147	212	110	83	116	83	83	45	46	33	57	23	21	39	23	16	10	12	11	7	1	8	4	4	3	2	2	2	1	2	3	1	1	1	2	5	0	1	1	3	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	13377	11170	5776	2449	4638	1747	1192	1636	1691	528	400	300	346	359	456	275	133	241	115	71	138	46	47	60	52	53	27	29	17	44	12	11	27	11	9	6	6	5	4	1	3	4	3	3	0	0	0	1	2	0	0	0	0	2	3	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
