label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74
0.03	north1_all	80	68870	27285	17308	6051	5943	3252	3283	1828	1679	1727	1575	1203	628	902	517	361	305	349	384	198	173	203	185	63	108	71	64	111	48	29	26	19	26	21	20	13	14	13	4	22	11	10	9	2	4	9	3	3	0	3	3	0	0	0	1	0	1	1	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0
0.03	north1_active	80	56430	21536	14010	2034	3889	1277	2174	498	954	1187	1270	913	287	712	342	141	84	246	310	131	102	141	145	16	70	22	28	90	28	18	10	2	11	12	5	6	7	7	3	15	6	8	3	0	2	6	3	3	0	0	2	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
0.03	north2_all	80	64953	25932	16309	6061	5775	3314	3212	1850	1690	1566	1477	1137	666	804	524	349	285	338	366	176	153	191	170	73	109	70	65	84	39	31	25	22	22	24	21	12	13	8	8	13	14	11	7	1	3	6	1	5	3	1	3	0	0	2	2	0	1	1	1	0	1	0	1	0	0	0	1	0	1	1	0	0	0	0	0
0.03	north2_active	80	52124	19933	12906	1901	3663	1200	2035	507	930	1030	1165	847	298	600	324	137	74	222	289	103	78	129	126	14	72	23	28	66	23	20	9	5	11	15	6	5	4	3	4	8	8	9	3	0	1	2	1	5	0	0	2	0	0	2	0	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
0.03	north3_all	80	61520	24705	15379	6102	5563	3242	3096	1865	1650	1513	1378	1104	688	805	508	348	288	327	307	178	138	175	148	95	107	69	72	85	46	38	32	23	16	21	21	7	15	11	7	9	10	10	2	1	4	4	5	8	4	2	1	1	0	3	1	1	6	1	3	0	1	0	1	5	0	0	0	0	1	1	0	0	0	0	0
0.03	north3_active	80	48284	18453	11945	1749	3379	1114	1867	551	850	989	1057	831	302	598	297	120	68	200	226	99	73	123	103	24	66	15	27	67	27	26	10	4	4	8	6	2	4	3	3	5	4	8	0	0	1	2	5	7	0	1	1	0	0	3	0	1	5	1	3	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0
0.03	north4_all	80	60570	24827	15001	6194	5411	3205	3096	1867	1684	1471	1418	1141	683	783	505	361	276	330	295	182	158	163	139	91	83	65	58	86	45	43	25	20	21	21	15	8	10	13	10	4	9	4	3	2	4	2	5	6	4	1	0	1	0	3	1	1	6	0	2	0	1	0	1	5	0	0	0	0	1	1	0	0	0	0	0
0.03	north4_active	80	47335	18442	11502	1768	3234	1114	1865	539	838	921	1078	844	302	573	286	133	60	201	224	101	82	112	97	21	41	12	17	64	21	24	9	4	8	8	4	1	3	6	5	3	4	2	1	0	1	0	5	5	0	1	0	0	0	3	0	1	5	0	2	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0
0.03	north5_all	80	61383	24933	15159	6164	5300	3182	3025	1846	1707	1524	1441	1109	670	824	561	359	286	303	284	200	164	151	136	85	83	66	60	78	45	42	30	17	21	16	12	9	13	11	16	4	8	5	6	5	4	2	5	3	4	1	0	1	0	1	1	1	6	0	2	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0
0.03	north5_active	80	48146	18553	11682	1767	3159	1071	1823	521	880	976	1077	820	289	613	332	134	68	180	218	116	82	107	101	20	43	9	13	61	17	21	12	3	11	5	4	2	4	7	7	1	3	4	2	4	1	1	5	2	1	1	0	0	0	1	0	1	5	0	2	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	63996	25684	15902	6163	5393	3222	3045	1824	1780	1567	1476	1165	693	819	567	378	280	304	316	211	174	169	138	89	91	67	52	76	52	39	25	17	21	18	11	10	8	10	13	5	11	8	6	5	6	1	0	2	1	1	2	1	0	1	1	0	3	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north6_active	80	51067	19493	12488	1840	3299	1156	1903	499	954	1016	1119	883	327	620	358	144	74	191	241	134	96	120	98	28	56	10	13	58	25	15	7	2	11	10	3	1	4	8	5	1	5	7	2	4	3	1	0	1	1	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	67180	26893	16885	6153	5536	3281	3055	1837	1761	1711	1623	1197	675	800	593	354	289	345	370	229	173	182	136	86	80	74	56	88	44	36	30	18	21	20	10	11	13	17	11	10	12	12	4	7	5	1	3	0	1	1	2	1	0	0	1	0	0	0	5	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north7_active	80	54632	21023	13505	1974	3546	1252	1921	491	946	1188	1251	925	337	621	386	120	84	234	294	158	106	140	95	30	54	16	18	72	23	15	6	2	10	12	3	2	5	15	3	2	7	11	1	4	3	1	3	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	70122	27953	17781	6209	5697	3266	3156	1867	1798	1834	1684	1269	661	835	568	388	292	336	395	227	176	188	139	91	81	64	66	68	47	39	26	23	16	19	14	12	16	20	7	6	14	8	7	7	4	2	4	0	0	3	2	1	1	0	1	0	0	0	5	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0
0.03	north8_active	80	57827	22339	14489	2122	3803	1314	2073	481	989	1344	1339	1020	364	662	366	148	94	242	326	165	110	150	92	32	51	13	20	54	28	22	4	5	6	13	4	4	6	16	3	1	10	7	4	4	2	0	4	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north9_all	80	72058	28923	18156	6231	5839	3327	3237	1878	1723	1902	1734	1278	660	899	564	359	297	327	387	213	199	202	156	78	75	65	62	69	38	37	28	19	23	27	12	11	18	16	8	9	9	7	8	4	4	2	5	0	1	3	1	1	1	0	0	1	0	0	5	0	1	1	0	0	2	0	0	0	0	0	0	0	1	1	0
0.03	north9_active	80	60084	23360	14891	2206	3991	1362	2176	474	975	1421	1392	1019	364	737	367	142	89	246	317	160	128	168	115	29	50	12	22	54	22	20	9	5	11	19	4	7	8	12	3	3	5	6	6	1	2	0	5	0	1	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0
0.03	north10_all	80	72285	28328	18068	6188	5969	3267	3203	1912	1698	1806	1638	1227	668	941	555	375	299	316	368	209	201	190	176	85	78	59	58	69	41	34	28	22	24	32	12	18	19	9	7	12	7	10	9	2	5	3	5	0	2	3	0	1	1	0	0	1	0	0	5	0	1	0	0	0	2	0	0	0	0	0	1	0	2	1	0
0.03	north10_active	80	60369	22804	14887	2239	4078	1342	2172	487	993	1344	1289	954	350	791	365	152	87	241	293	147	133	161	137	29	49	8	26	63	21	18	10	10	10	23	5	10	10	4	3	6	4	8	6	1	2	1	5	0	2	0	0	1	1	0	0	0	0	0	5	0	0	0	0	0	2	0	0	0	0	0	1	0	2	1	0
0.03	north11_all	80	72981	28812	18201	6216	6128	3295	3253	1796	1758	1839	1690	1450	713	861	588	351	303	350	308	240	171	194	205	94	82	71	46	89	53	43	23	21	28	26	12	8	9	12	6	18	5	9	5	3	5	4	1	0	1	1	0	2	0	2	1	1	0	0	3	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north11_active	80	60970	23260	15086	2198	4275	1423	2216	450	1016	1345	1347	1140	376	682	377	133	89	253	234	155	94	150	171	22	53	23	16	70	31	28	6	6	13	12	4	3	3	7	3	14	3	6	3	1	0	3	1	0	1	0	0	2	0	1	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	71892	28859	18016	6245	6050	3280	3206	1814	1749	1788	1601	1308	699	840	593	341	286	324	364	244	166	235	231	91	76	63	38	88	56	45	26	18	25	18	12	11	10	15	9	11	8	11	6	5	5	5	1	0	2	0	2	3	0	1	1	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
