label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127
0.03	south27_active	80	10979	5574	2217	378	326	167	1600	158	149	1201	75	118	595	96	584	146	80	189	42	26	26	32	80	67	55	46	42	15	62	23	11	79	83	12	12	7	12	20	9	24	38	5	38	8	6	11	11	14	3	24	1	2	5	17	40	0	3	2	1	2	4	0	3	4	0	8	5	5	0	1	2	3	1	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	13531	6752	3164	1421	1105	726	1904	574	451	1427	338	298	695	252	629	225	172	222	121	114	81	90	102	93	83	63	60	42	93	41	40	83	105	32	25	17	24	40	23	37	33	13	39	3	9	12	20	19	12	17	4	5	6	14	36	6	7	4	4	1	4	4	6	6	1	3	1	3	2	2	0	2	1	2	2	0	3	3	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_active	80	10832	5519	2237	380	328	163	1666	180	124	1290	82	121	606	100	566	141	88	165	41	35	27	32	78	59	47	48	35	17	65	19	10	76	95	15	9	5	14	30	11	33	28	5	35	1	6	8	10	16	5	17	2	3	3	13	35	0	4	2	2	1	3	4	4	4	0	3	1	3	0	1	0	2	1	2	1	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	13496	6716	3215	1436	1100	795	1881	545	461	1422	352	288	657	241	585	216	167	205	119	125	81	101	120	97	83	84	59	49	109	49	33	95	99	32	30	22	23	36	26	43	25	11	31	7	12	16	17	32	11	17	6	6	8	5	35	4	8	4	4	1	7	4	8	6	2	1	1	1	2	0	1	2	1	2	0	0	2	3	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_active	80	10831	5489	2291	382	340	200	1628	166	142	1276	92	113	559	101	513	131	85	146	38	40	27	35	89	67	54	62	32	18	84	22	5	84	86	16	8	6	15	26	11	40	22	3	23	2	6	6	8	28	4	16	3	4	4	3	35	0	7	1	2	1	6	4	5	4	1	1	1	1	1	0	1	1	1	2	0	0	0	2	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	13417	6658	3155	1415	1074	840	1949	549	456	1369	347	310	660	236	546	222	182	225	124	113	90	102	121	127	77	85	58	51	90	50	30	87	84	34	33	20	30	38	20	39	28	16	40	9	11	13	14	30	7	25	8	8	7	5	12	3	10	4	2	1	5	5	6	5	2	2	0	1	4	1	5	2	3	2	0	0	1	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_active	80	10699	5422	2230	354	340	197	1695	162	137	1225	102	111	547	94	480	134	99	174	49	40	28	31	85	91	46	62	35	20	72	19	5	75	74	16	5	5	22	27	8	33	24	6	35	5	5	5	8	27	3	23	3	4	4	2	12	0	7	1	1	0	3	5	4	4	1	1	0	1	1	0	5	0	2	2	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	13675	6600	3147	1467	1074	843	1926	563	450	1296	331	311	622	239	538	222	178	258	130	102	92	102	105	128	84	73	71	38	85	40	34	64	102	30	30	26	29	18	22	43	42	15	35	7	9	14	8	31	5	14	6	0	4	7	16	1	4	7	2	1	4	4	7	1	2	6	1	2	1	3	5	3	2	1	0	3	0	0	2	0	2	1	0	1	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_active	80	10961	5339	2233	406	324	199	1643	154	146	1165	100	93	526	97	476	114	89	196	43	37	38	38	73	90	56	59	50	13	71	17	11	51	94	8	7	8	18	8	11	36	34	4	32	6	2	11	3	27	0	13	0	0	1	7	15	0	1	4	1	0	3	2	1	0	0	6	1	2	0	0	5	2	1	1	0	2	0	0	2	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	13287	6518	3149	1490	1094	885	1849	565	470	1209	338	311	578	249	578	202	173	238	124	99	83	98	126	132	82	88	58	44	97	46	36	88	107	25	24	20	26	16	16	40	32	12	20	13	8	16	10	28	8	17	3	1	4	7	27	0	3	5	1	1	5	3	8	4	3	5	2	3	0	2	4	4	2	1	0	3	0	0	1	1	1	1	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_active	80	10597	5328	2252	388	337	204	1592	150	146	1077	98	108	479	104	515	115	86	191	39	35	37	41	90	93	49	69	38	19	81	20	12	74	101	6	5	7	15	7	7	32	23	4	16	9	2	13	4	25	1	15	0	0	1	6	26	0	2	3	1	0	4	1	1	2	0	5	1	3	0	2	4	3	1	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	13266	6717	3142	1450	1100	890	1799	556	453	1175	353	313	569	240	574	225	183	245	113	103	90	86	116	135	89	76	62	45	103	44	30	87	121	28	27	19	21	21	15	35	23	14	23	15	11	9	14	25	7	18	4	3	3	10	30	2	2	4	3	3	5	1	6	8	2	5	2	4	0	3	1	3	0	1	0	2	0	1	1	1	2	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_active	80	10602	5542	2250	374	341	196	1545	136	136	1051	104	97	469	98	507	139	82	193	40	39	37	32	78	96	48	58	39	15	83	19	13	79	110	9	8	5	12	10	4	29	20	5	19	8	6	7	6	22	2	16	0	0	1	8	29	2	1	3	2	0	3	0	1	6	0	5	1	4	0	2	1	3	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	13087	6828	3179	1447	1099	879	1867	554	469	1211	350	299	575	242	598	239	183	250	113	108	84	85	127	131	74	95	63	53	98	50	26	97	98	28	29	16	31	20	20	33	20	15	33	20	13	10	20	33	9	20	5	7	3	11	35	4	3	3	3	4	4	0	1	8	1	2	2	2	0	4	2	3	2	5	0	2	0	1	1	1	2	1	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_active	80	10430	5673	2305	375	340	194	1624	129	145	1087	109	91	478	102	530	163	87	204	46	41	32	25	85	106	42	73	36	19	79	24	12	89	89	12	10	3	19	10	8	29	17	6	31	11	9	7	12	30	5	19	1	0	2	9	34	2	1	1	2	1	2	0	0	6	0	2	1	2	0	3	2	3	2	4	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	13243	6896	3102	1400	1070	863	1876	541	458	1276	322	285	643	228	624	240	182	254	118	105	99	87	131	130	69	81	71	55	89	44	25	74	87	29	29	22	29	27	20	43	24	18	40	21	16	11	20	45	8	16	3	10	5	8	17	5	3	6	5	3	2	1	1	8	1	2	1	1	0	2	2	0	2	5	0	2	0	1	0	3	1	1	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south35_active	80	10630	5719	2236	345	315	187	1633	132	147	1153	97	94	559	105	560	164	97	205	47	46	33	24	79	103	39	55	40	20	70	21	8	68	76	12	14	4	18	11	14	34	20	9	37	12	11	7	13	43	4	15	1	2	3	7	16	3	0	3	3	1	0	1	0	6	0	2	1	1	0	1	2	0	2	5	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south36_all	80	13368	6914	3147	1413	1076	857	1908	544	477	1365	336	280	675	224	616	234	184	261	133	108	107	92	125	118	72	93	69	53	86	37	32	93	94	35	29	18	24	33	19	35	29	17	50	22	16	11	24	43	6	16	2	10	6	9	12	4	5	7	4	3	3	2	1	6	1	1	4	3	0	2	1	0	2	6	0	2	0	0	0	2	1	1	2	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0.03	south36_active	80	10701	5709	2258	352	321	187	1667	134	157	1225	103	97	593	95	547	163	89	213	49	42	42	25	76	87	34	67	32	19	63	23	9	84	82	15	12	2	16	20	12	26	22	10	47	15	10	8	16	41	3	14	1	2	3	7	11	2	1	3	2	1	1	2	0	4	0	1	4	3	0	1	1	0	2	6	0	0	0	0	0	1	1	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0.03	south37_all	80	13248	6868	3204	1418	1063	836	2016	552	473	1381	327	291	661	229	659	249	189	286	125	115	121	97	111	111	81	86	70	48	67	32	38	77	92	36	28	22	32	33	15	54	32	15	54	16	15	12	19	43	8	15	3	8	6	8	8	4	5	8	3	3	2	3	1	2	1	1	4	3	0	0	1	0	3	4	0	1	0	0	0	2	2	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1
0.03	south37_active	80	10623	5683	2284	367	326	188	1774	141	162	1239	93	109	572	96	590	155	102	241	45	37	52	31	78	78	39	53	34	15	49	14	11	65	80	13	14	4	24	19	10	43	25	8	51	11	9	8	12	42	2	13	0	2	3	5	7	1	2	4	1	1	2	3	0	0	0	0	4	3	0	0	1	0	2	4	0	0	0	0	0	1	2	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1
0.03	south38_all	80	13258	6817	3283	1417	1036	853	2024	566	472	1256	349	320	635	218	634	250	178	267	124	124	124	101	105	108	89	106	60	42	81	33	37	96	109	42	31	23	26	28	18	64	37	17	48	12	9	12	18	36	9	27	4	4	4	8	8	5	5	6	4	4	3	4	1	2	2	1	4	3	0	0	0	0	2	1	2	1	0	1	0	1	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
0.03	south38_active	80	10577	5604	2337	387	305	187	1799	148	161	1122	108	110	544	84	567	163	89	215	44	33	56	32	77	79	44	72	27	16	62	16	10	81	97	20	13	7	19	18	11	56	30	7	45	9	5	8	14	34	2	25	0	1	3	3	7	1	2	4	0	1	3	4	0	0	0	0	4	3	0	0	0	0	0	1	1	0	0	1	0	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
0.03	south39_all	80	13444	6782	3233	1451	1024	831	1930	558	460	1193	353	318	630	239	657	262	173	257	109	122	120	94	103	107	80	90	70	40	69	35	35	98	101	35	27	25	32	22	21	64	41	15	48	10	12	9	23	29	11	33	4	4	4	6	7	6	5	3	3	4	3	4	1	1	2	1	1	1	0	0	0	2	2	0	3	0	1	1	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
0.03	south39_active	80	10744	5535	2306	393	295	180	1699	144	143	1056	110	112	537	90	590	156	85	212	43	35	50	36	80	86	42	60	27	13	56	20	11	85	90	15	12	9	18	14	14	59	34	4	44	8	5	6	16	26	3	30	0	1	4	3	6	1	2	1	0	1	3	4	0	0	0	0	1	0	0	0	0	2	0	0	1	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south40_all	80	13479	6781	3236	1469	1031	844	1867	552	460	1170	370	320	674	236	667	245	165	251	108	124	116	90	116	122	81	103	67	39	65	41	29	84	93	28	19	27	34	28	19	52	37	14	35	8	13	17	19	31	7	33	7	3	6	6	10	5	3	2	2	4	1	6	1	1	2	1	0	1	1	2	2	4	1	2	4	1	1	1	0	0	0	2	2	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south40_active	80	10770	5520	2301	396	293	179	1633	146	142	1032	124	111	594	91	595	159	83	204	44	44	46	35	89	93	50	69	26	15	52	25	11	70	81	12	6	9	19	14	13	47	31	3	32	8	5	13	12	29	2	32	5	1	4	4	9	1	1	1	0	1	1	6	1	0	0	0	0	0	1	2	0	4	0	1	1	0	1	1	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
