label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60
0.03	north14_all	80	24388	5694	4335	2184	1407	2280	1534	727	1151	635	346	246	360	155	152	185	88	64	65	52	42	31	30	26	17	26	36	9	36	14	12	11	9	5	4	3	2	0	4	4	0	0	2	1	1	2	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0
0.03	north14_active	80	20002	3074	3038	1122	320	1912	1244	417	996	525	182	114	295	41	96	149	27	30	33	15	19	14	17	10	11	15	33	3	31	9	11	11	6	1	2	2	1	0	3	4	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north15_all	80	24194	5733	4314	2170	1356	2289	1504	722	1144	646	360	264	335	164	151	182	81	77	73	50	41	28	33	27	15	26	31	8	31	15	15	8	8	6	3	2	6	0	3	2	0	0	2	1	1	3	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0
0.03	north15_active	80	19870	3214	2986	1092	305	1935	1238	439	1004	535	190	124	267	44	99	144	24	34	46	13	18	12	25	8	11	14	29	1	25	9	14	8	5	1	0	1	4	0	2	2	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north16_all	80	23953	5792	4177	2187	1397	2318	1472	762	1160	684	370	259	344	169	158	194	79	83	88	45	39	36	30	29	15	20	28	15	29	15	17	4	7	5	3	4	8	0	1	1	1	1	1	1	1	2	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0
0.03	north16_active	80	19700	3263	2886	1130	329	1974	1205	481	1025	559	195	119	278	47	103	157	27	42	57	9	17	15	21	11	10	6	25	0	23	9	15	3	5	0	0	3	4	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north17_all	80	24244	5809	4297	2207	1345	2413	1410	771	1166	720	362	281	357	169	167	184	78	71	89	44	42	37	37	27	12	21	24	16	28	18	17	7	4	3	4	5	7	4	0	1	2	2	1	2	0	3	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
0.03	north17_active	80	20001	3283	2969	1157	320	2074	1140	498	1027	588	186	119	293	48	113	148	27	32	59	12	17	15	26	6	8	10	20	1	21	11	15	4	4	0	0	5	4	1	0	1	1	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	24157	5904	4246	2178	1333	2349	1462	818	1169	750	340	273	325	164	165	175	85	60	74	41	42	32	40	22	12	16	21	15	19	17	14	17	8	1	4	6	6	4	1	0	3	2	0	1	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
0.03	north18_active	80	19895	3359	2922	1147	312	2011	1168	540	1030	615	178	103	275	47	106	141	29	31	49	11	17	12	31	6	8	7	16	2	14	11	12	14	7	0	1	5	4	1	0	0	2	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	24041	5904	4325	2204	1318	2317	1460	792	1166	729	312	278	320	162	153	174	85	51	63	53	37	29	44	23	12	16	27	16	14	16	14	18	10	0	4	3	4	6	1	1	3	2	0	1	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	19799	3306	2979	1143	327	1971	1167	511	1030	586	163	109	263	47	94	138	23	29	41	15	14	12	31	9	8	8	21	4	10	10	12	15	9	0	1	2	4	2	0	1	2	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	23794	6109	4321	2197	1332	2311	1457	766	1195	727	294	249	309	148	159	182	88	60	70	54	52	32	49	21	10	18	33	12	19	13	12	19	7	0	5	3	3	4	2	6	1	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0
0.03	north20_active	80	19544	3410	3002	1153	333	1970	1172	493	1056	606	169	97	245	44	93	148	26	28	46	18	26	14	38	10	7	9	27	3	15	10	11	16	6	0	1	2	3	1	0	6	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south21_all	80	23214	5971	4279	2152	1375	2351	1485	704	1235	761	326	239	318	138	170	184	77	67	72	55	32	30	44	25	21	16	37	12	23	13	11	6	7	3	5	6	6	4	1	5	2	2	0	2	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0
0.03	south21_active	80	19083	3305	2919	1100	327	2021	1228	403	1098	600	162	104	248	36	106	148	22	29	43	14	17	12	29	6	11	9	31	5	21	8	10	3	1	2	1	5	4	1	1	5	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south22_all	80	23349	5965	4307	2190	1382	2422	1475	709	1239	749	306	242	323	138	185	204	84	77	65	57	30	31	44	23	21	20	27	14	31	12	14	12	7	7	3	4	5	7	1	4	3	2	0	2	1	0	0	1	0	0	2	0	0	0	0	1	1	0	0	0	0
0.03	south22_active	80	19211	3259	3012	1167	337	2078	1225	402	1093	607	144	113	257	41	113	170	22	35	34	12	17	12	27	6	15	14	24	5	28	6	11	10	2	5	1	2	4	2	1	4	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0
0.03	south23_all	80	23526	5910	4262	2207	1401	2444	1495	704	1157	787	289	260	335	140	177	211	74	88	76	48	37	31	34	17	23	19	41	10	35	8	13	12	7	12	3	5	1	8	1	2	2	3	0	1	1	0	0	1	0	0	2	0	0	0	1	1	0	4	0	0	0
0.03	south23_active	80	19345	3194	2995	1175	347	2092	1247	394	1033	645	148	126	264	38	117	180	20	36	47	11	19	12	22	2	17	14	38	1	30	4	11	11	4	10	1	1	0	3	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	4	0	0	0
0.03	south24_all	80	24049	5928	4233	2176	1398	2518	1509	733	1186	803	281	243	343	144	174	206	78	100	68	44	40	34	35	19	17	16	32	10	31	5	16	13	4	12	1	3	3	6	1	4	2	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	4	0	0	0
0.03	south24_active	80	19793	3177	2997	1121	343	2150	1256	413	1057	672	154	116	262	42	113	174	25	43	43	8	23	13	23	4	12	11	30	2	26	3	13	12	3	9	0	0	2	2	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	4	0	0	0
0.03	south25_all	80	24066	5975	4174	2177	1376	2493	1457	750	1192	812	294	242	355	151	155	162	79	99	65	41	49	39	43	24	21	13	48	9	27	10	12	9	6	11	1	3	2	6	2	4	1	1	0	1	1	0	1	0	0	0	0	0	0	0	1	1	0	4	0	0	0
0.03	south25_active	80	19810	3212	2902	1103	339	2130	1190	456	1053	685	167	113	265	41	106	128	27	45	42	14	25	18	23	5	11	8	42	2	21	9	10	9	4	9	0	0	2	3	2	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	4	0	0	0
0.03	south26_all	80	24086	6007	4367	2147	1352	2570	1556	754	1247	774	290	252	351	156	154	161	68	95	53	43	57	35	39	24	21	12	49	10	13	10	15	16	4	8	2	2	2	3	1	4	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south26_active	80	19849	3274	3028	1095	336	2218	1268	467	1109	652	155	103	260	45	104	127	22	40	32	15	25	17	21	6	9	8	41	4	9	9	14	16	2	6	0	0	2	3	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south27_all	80	24012	5941	4362	2227	1309	2539	1508	778	1189	752	301	239	339	150	162	166	64	80	44	53	54	36	43	21	23	11	57	12	10	13	21	13	4	5	4	1	1	2	1	3	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_active	80	19804	3261	3026	1106	327	2190	1223	478	1045	651	153	101	261	45	105	125	22	34	24	19	25	21	22	6	9	7	49	4	8	12	18	12	2	3	0	0	1	2	1	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	24125	5967	4284	2253	1337	2446	1513	785	1205	700	298	236	334	156	165	161	72	79	55	50	46	36	45	12	26	18	44	12	10	11	21	16	2	7	3	4	2	1	1	3	2	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_active	80	19779	3234	2947	1120	348	2109	1233	471	1059	589	136	105	262	52	105	125	20	28	32	18	20	15	24	3	8	14	39	5	7	8	17	14	2	5	0	3	2	1	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	24339	6052	4277	2213	1321	2426	1496	771	1188	704	310	236	329	148	152	162	83	71	73	56	35	38	45	14	26	18	48	9	18	9	20	6	3	5	3	3	8	2	2	3	3	0	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_active	80	20001	3344	2959	1124	359	2099	1236	453	1038	583	152	102	257	54	101	126	22	28	42	14	17	13	29	4	9	12	43	2	15	7	15	3	2	4	0	3	8	2	1	2	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	23511	6017	4125	2110	1361	2357	1441	756	1084	685	321	242	311	156	148	175	91	76	75	54	41	37	36	16	22	19	42	9	20	8	11	10	4	4	3	3	10	1	2	8	2	1	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_active	80	19031	3250	2810	1060	361	2020	1165	446	943	552	152	107	242	51	107	142	25	25	41	17	24	9	23	7	5	15	38	1	15	6	8	7	2	3	0	3	9	1	1	8	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	23580	5915	4183	2217	1323	2507	1423	774	1158	771	329	249	350	163	159	178	75	64	84	40	45	29	45	34	13	22	18	10	30	14	17	13	5	3	3	14	2	4	1	1	1	5	0	0	0	3	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south31_active	80	19284	3163	2837	1153	314	2141	1161	465	1006	650	174	118	287	56	107	134	23	27	49	9	21	12	31	13	7	9	13	3	24	11	12	12	3	3	1	12	1	2	1	1	0	4	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	23547	5936	4206	2179	1323	2468	1432	759	1196	771	333	241	328	178	138	165	77	69	89	47	51	37	43	29	16	19	21	9	30	16	12	16	8	4	3	21	2	5	1	0	2	5	0	0	0	1	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0
0.03	south32_active	80	19280	3229	2856	1132	324	2075	1161	472	1037	646	166	109	260	57	96	114	25	26	55	9	20	14	30	13	8	9	14	1	22	12	10	15	7	2	1	19	1	3	1	0	1	4	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	23747	5957	4304	2254	1374	2549	1448	738	1210	767	299	227	366	163	145	170	80	69	84	51	48	39	44	32	16	19	20	10	36	18	8	15	7	3	2	15	5	5	2	0	1	4	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_active	80	19479	3287	2944	1200	304	2164	1168	470	1040	643	148	93	283	52	99	124	31	27	47	9	21	13	31	15	7	10	14	1	28	12	7	13	6	1	0	13	3	3	2	0	1	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	24207	5908	4365	2224	1403	2503	1448	755	1241	729	309	233	351	163	124	180	84	70	79	55	51	42	41	26	21	25	27	14	36	21	9	16	6	7	1	20	8	4	3	15	2	5	0	0	0	0	0	3	0	2	1	0	0	0	0	0	0	0	0	0	0
0.03	south34_active	80	20001	3286	3015	1162	314	2156	1141	462	1090	601	155	96	262	49	84	139	35	34	42	11	27	18	26	8	10	15	21	3	29	16	8	15	5	3	0	18	5	2	3	15	2	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	24136	5900	4346	2182	1384	2529	1552	758	1200	743	310	234	332	147	144	206	91	67	60	54	46	42	42	26	21	19	38	14	32	18	13	21	10	10	6	14	13	5	6	15	2	4	0	0	0	1	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0
0.03	south35_active	80	19995	3255	2956	1123	292	2200	1261	452	1057	614	141	95	247	46	97	171	41	32	30	14	25	14	30	7	13	12	36	3	26	14	11	20	8	5	3	12	10	2	6	15	1	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	23952	5779	4348	2185	1356	2467	1587	738	1197	761	335	228	313	146	152	213	82	67	62	44	39	39	40	26	19	25	45	13	26	16	15	17	5	9	6	9	9	3	5	18	2	2	0	2	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
0.03	south36_active	80	19816	3146	2957	1110	298	2148	1276	439	1053	624	168	99	233	44	103	180	36	37	32	11	21	18	31	9	12	15	42	5	21	13	12	15	3	5	3	7	7	1	5	18	1	2	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	23643	5834	4287	2172	1384	2424	1572	724	1141	758	330	229	299	128	169	208	77	74	66	47	33	43	28	26	18	21	39	12	29	12	11	15	5	12	8	4	9	3	4	3	1	0	0	2	1	1	1	1	2	0	1	0	0	1	0	0	0	0	0	0	0
0.03	south37_active	80	19464	3158	2910	1089	295	2104	1274	435	1011	626	163	92	219	39	111	176	29	35	38	10	17	20	21	12	11	11	37	5	25	7	9	13	3	6	4	3	8	1	4	3	0	0	0	2	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south38_all	80	23696	5741	4264	2144	1404	2381	1538	746	1164	752	330	230	287	139	176	215	75	80	76	39	20	35	27	27	14	18	41	11	29	11	8	12	5	10	6	3	5	3	3	7	0	1	4	2	1	0	1	0	3	1	1	1	1	1	0	0	0	0	0	0	0
0.03	south38_active	80	19463	3133	2945	1045	312	2034	1253	481	1016	624	169	94	213	38	115	181	31	37	44	8	11	17	20	12	7	11	38	4	27	7	6	10	3	6	3	3	4	3	3	7	0	0	4	2	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0
0.03	south39_all	80	23822	5912	4341	2149	1398	2337	1423	729	1185	754	323	227	305	139	188	177	83	77	70	46	22	39	33	28	14	16	25	10	28	11	3	3	7	9	2	2	5	3	3	4	1	1	4	0	1	1	1	0	2	1	1	1	1	1	0	0	0	0	0	0	0
0.03	south39_active	80	19533	3305	3017	1046	332	2009	1156	472	1041	630	173	91	239	42	119	141	30	27	39	9	10	20	24	12	7	13	23	2	24	5	3	2	5	5	1	1	5	3	2	4	1	0	4	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0
0.03	south40_all	80	22446	5812	4168	2119	1339	2149	1319	693	1164	699	309	234	273	131	163	149	84	76	63	47	22	32	37	34	15	21	21	8	26	10	9	9	7	8	3	1	8	3	4	4	1	2	4	0	0	2	1	0	2	1	1	1	1	0	0	0	0	0	0	0	0
0.03	south40_active	80	17984	3098	2818	974	346	1815	1055	427	993	570	160	94	194	34	94	112	31	25	32	13	9	14	28	14	8	12	18	0	21	6	9	8	5	5	1	0	6	3	3	4	1	1	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
