label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35
0.03	north6_all	80	2161	990	690	668	179	155	118	54	90	45	13	21	11	20	26	5	9	3	5	5	1	2	0	0	3	0	0	0	0	0	0	0	1	0	0	0
0.03	north6_active	80	1128	540	425	441	88	91	59	25	64	24	6	8	3	9	17	2	6	3	2	2	1	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	2193	1017	707	629	184	154	115	56	88	46	16	19	8	16	31	1	7	2	4	6	1	2	0	0	3	0	2	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	1123	549	434	427	99	94	61	21	63	28	7	6	1	8	21	0	4	2	2	2	1	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	2196	1025	732	589	184	186	110	66	73	38	16	18	9	12	32	3	3	3	4	6	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	1128	568	458	403	97	101	60	31	52	25	8	8	1	7	18	0	0	2	3	3	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	2263	1050	734	555	175	181	117	79	81	33	18	14	11	11	42	2	7	2	4	5	1	0	0	1	1	0	2	0	0	1	0	0	0	0	0	0
0.03	north9_active	80	1175	563	471	370	96	107	64	40	59	22	9	7	2	7	34	0	1	1	4	3	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	2263	1039	732	554	170	194	132	76	88	36	24	17	12	16	33	4	7	2	3	5	2	1	0	1	1	0	2	0	0	1	0	0	0	0	0	0
0.03	north10_active	80	1204	544	453	348	93	118	78	41	60	24	13	10	3	11	27	1	1	1	3	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	2134	997	703	542	161	177	97	56	96	37	25	13	5	14	16	4	11	3	0	5	1	3	0	2	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	1103	552	406	314	89	108	55	35	68	25	11	6	2	6	4	1	6	2	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	2135	968	668	556	170	167	102	59	100	37	28	12	5	14	16	8	15	3	0	0	1	3	0	2	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	1118	539	376	347	96	104	58	37	71	20	13	6	1	5	7	3	9	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	2115	1007	639	548	170	141	118	76	85	33	28	16	6	7	14	10	12	2	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1
0.03	north13_active	80	1112	536	356	360	89	85	72	46	53	19	14	12	2	3	6	7	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	2135	1017	623	559	182	154	122	74	88	38	28	16	10	15	9	12	16	2	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1
0.03	north14_active	80	1100	563	348	371	88	86	72	40	52	23	18	11	3	11	4	8	12	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	2188	988	649	543	166	157	107	80	94	33	27	16	13	15	5	12	10	2	1	6	1	0	0	1	0	0	0	1	0	0	1	0	0	0	1	1
0.03	north15_active	80	1118	543	361	355	78	89	65	43	57	28	19	10	4	12	1	11	8	2	1	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	2169	960	690	536	168	166	118	60	107	39	29	14	13	20	20	12	16	2	1	8	1	2	0	1	0	0	0	2	0	0	1	0	0	0	1	0
0.03	north16_active	80	1132	524	403	345	83	85	72	34	69	31	15	9	6	16	11	8	13	2	1	7	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	2136	928	720	538	155	179	108	61	120	35	23	10	10	16	26	15	11	2	1	9	1	2	1	1	1	1	0	1	0	0	1	0	0	0	0	0
0.03	north17_active	80	1132	482	423	341	83	107	66	30	74	26	9	4	7	12	15	10	8	2	0	8	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	2103	925	746	590	176	186	109	57	116	35	19	11	12	14	25	18	10	2	2	4	1	2	1	1	1	1	0	1	0	0	0	0	0	0	0	0
0.03	north18_active	80	1122	479	452	370	88	121	63	27	75	20	5	6	9	11	15	14	9	2	0	3	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	2174	938	740	627	173	174	105	62	106	41	23	13	20	14	18	13	10	1	2	2	1	1	1	1	1	2	0	1	0	0	0	0	0	0	0	0
0.03	north19_active	80	1155	497	456	397	85	113	59	31	64	23	5	5	10	9	8	11	8	1	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	2186	911	736	630	193	173	98	71	106	40	17	12	17	15	6	12	7	0	1	5	1	0	2	2	0	1	0	1	0	0	0	0	0	0	0	0
0.03	north20_active	80	1139	493	461	411	98	115	49	45	74	23	9	4	7	10	3	11	4	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	1992	856	600	453	167	140	89	63	73	44	24	21	9	12	35	9	7	5	2	3	0	0	2	1	0	1	0	0	0	0	0	1	0	0	0	0
0.03	south21_active	80	971	451	364	287	93	82	52	37	47	31	7	10	6	5	32	6	5	2	1	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0
0.03	south22_all	80	1904	888	573	458	149	130	104	55	79	38	22	19	5	12	33	7	7	4	2	2	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_active	80	906	463	336	288	82	69	56	32	54	25	4	10	3	4	29	4	5	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	1918	895	567	402	143	126	81	52	82	30	25	18	6	14	25	1	4	3	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south23_active	80	937	471	347	250	68	69	40	28	59	19	6	9	3	4	19	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	1979	912	546	425	149	137	83	51	94	37	21	12	5	18	18	8	6	3	3	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0
0.03	south24_active	80	972	487	313	251	70	81	33	24	67	24	5	6	2	7	9	4	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	1997	899	560	446	159	130	88	66	89	37	20	13	4	22	21	9	10	1	2	0	1	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0
0.03	south25_active	80	965	489	326	265	68	78	41	37	66	20	6	7	1	10	11	5	4	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	2104	929	647	513	166	148	100	68	86	38	22	14	7	22	27	17	11	2	3	3	1	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0
0.03	south26_active	80	1053	492	387	297	67	91	47	39	60	22	7	7	2	12	11	7	7	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	2129	989	676	595	169	159	104	78	112	34	20	14	10	20	38	20	8	5	2	5	2	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south27_active	80	1093	520	412	357	81	82	57	48	69	20	9	9	2	13	15	12	5	3	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	2196	978	748	620	158	163	104	76	113	35	24	15	13	25	31	17	9	5	1	5	1	7	0	1	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south28_active	80	1152	513	462	375	77	90	58	47	68	20	13	9	3	18	10	7	6	3	0	1	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	2168	1009	708	593	169	172	97	77	118	33	19	16	12	20	23	18	8	4	0	8	1	7	0	0	1	0	0	1	0	0	1	0	0	0	0	0
0.03	south29_active	80	1122	542	441	346	97	96	67	42	68	19	13	6	4	13	7	9	3	3	0	7	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	2150	992	724	586	173	180	115	71	101	36	22	14	11	24	17	16	23	3	2	7	1	7	0	0	1	0	0	0	0	0	1	0	0	0	0	0
0.03	south30_active	80	1093	562	458	336	102	94	77	35	50	21	13	5	7	18	6	10	13	3	1	6	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	2103	908	672	508	174	165	96	50	88	38	29	14	10	19	18	10	7	4	1	2	2	0	3	2	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south31_active	80	1073	478	372	325	89	100	54	28	52	23	18	6	5	11	15	5	6	1	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	2188	962	729	537	166	160	93	56	92	34	31	11	10	25	30	10	9	3	2	10	1	2	3	2	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south32_active	80	1134	520	416	336	82	96	55	33	55	16	15	4	3	17	18	5	6	0	1	7	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	2159	955	684	537	189	136	98	51	86	34	31	8	9	24	25	11	8	2	2	8	3	2	3	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south33_active	80	1085	534	403	340	96	77	51	28	52	17	14	5	3	18	15	6	5	0	1	7	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	2070	921	656	484	184	118	105	51	72	40	26	11	11	18	23	8	9	2	2	8	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_active	80	1028	522	365	306	94	66	60	31	42	20	8	5	5	9	13	5	4	1	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	1991	881	592	473	183	128	110	56	66	40	27	14	9	19	6	6	7	4	0	3	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_active	80	978	481	340	289	99	68	66	27	40	20	11	6	4	12	5	5	2	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	1916	867	570	445	183	134	101	58	71	32	26	21	12	17	9	5	5	4	3	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_active	80	945	453	316	267	98	75	70	25	38	18	13	10	6	10	4	3	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	1948	901	591	461	179	155	94	58	84	27	22	23	8	14	15	6	4	3	4	0	0	2	1	2	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_active	80	982	464	353	277	89	88	64	26	47	15	10	14	4	10	5	1	3	1	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	2041	943	615	481	196	172	99	62	103	25	23	19	14	20	19	7	6	3	4	0	0	2	1	3	1	0	0	0	0	0	0	0	0	1	0	0
0.03	south38_active	80	1026	496	367	279	99	91	59	32	61	15	10	12	8	11	8	0	6	2	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	2120	981	635	519	185	168	95	70	112	32	22	19	13	16	24	6	6	2	2	1	0	2	1	3	0	0	0	0	1	0	2	0	0	1	0	0
0.03	south39_active	80	1075	537	387	294	94	91	59	39	70	18	10	11	7	6	12	0	6	2	1	1	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0
0.03	south40_all	80	2118	1014	675	536	189	170	113	90	117	35	19	17	13	22	25	4	5	1	1	3	0	0	1	1	0	0	0	0	1	0	2	0	0	1	0	0
0.03	south40_active	80	1091	563	413	312	98	94	72	47	77	19	11	10	7	9	17	0	5	1	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
