label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149	Otu150
0.03	north20_active	80	2375	3123	856	701	504	1105	397	520	478	332	370	173	89	167	204	170	75	149	59	42	46	33	86	49	29	29	68	82	26	43	29	38	22	9	43	10	13	34	7	39	6	10	6	12	9	8	10	2	11	15	8	4	4	4	11	3	9	4	2	3	1	0	0	3	3	2	1	5	1	1	2	1	4	0	1	1	4	0	0	0	0	1	0	0	1	5	1	1	0	5	0	0	1	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	6638	2380	1804	1138	1410	810	955	551	349	496	375	203	208	238	213	215	249	146	228	120	87	84	139	95	68	55	65	71	69	42	55	40	26	49	27	25	24	26	25	21	28	17	15	22	14	25	9	18	25	12	14	6	10	6	8	15	6	11	4	6	2	9	5	4	7	4	4	2	6	2	4	4	8	4	4	2	1	0	3	1	2	2	0	2	3	5	1	0	2	2	1	0	1	1	1	0	2	0	1	1	0	1	1	0	0	0	0	0	0	0	7	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
0.03	south21_active	80	3653	1107	970	575	872	444	544	301	148	292	208	92	100	136	128	120	154	82	142	64	34	46	84	43	31	30	32	43	43	19	35	22	11	25	18	14	15	10	9	17	17	10	6	14	5	15	2	15	11	3	4	3	8	1	2	8	1	9	2	1	1	5	2	2	6	1	4	1	2	2	4	2	7	2	4	0	1	0	2	0	1	2	0	0	0	3	1	0	2	1	0	0	1	1	1	0	1	0	1	1	0	1	1	0	0	0	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south22_all	80	6984	2385	1807	1195	1595	850	993	555	332	544	404	231	213	264	234	228	295	170	255	133	86	103	132	107	70	56	59	68	63	53	65	48	24	45	27	29	20	22	23	25	32	16	12	27	15	24	8	23	25	12	14	5	7	3	11	12	8	12	2	4	5	10	3	2	6	4	6	2	2	0	4	5	10	3	14	3	1	0	3	2	2	1	0	2	2	4	1	0	3	0	1	0	1	3	1	0	2	1	1	1	0	1	1	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south22_active	80	3910	1099	964	609	998	474	584	300	158	338	238	105	98	144	145	130	196	101	164	71	37	58	75	59	34	32	30	43	36	25	45	25	11	27	17	18	14	10	9	18	20	10	3	16	9	11	3	20	13	3	2	4	5	0	3	6	1	10	1	2	3	4	2	1	5	2	6	1	1	0	4	4	7	2	13	0	1	0	2	1	1	1	0	0	0	3	1	0	2	0	0	0	1	2	1	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	7597	2345	1932	1244	1869	922	1079	596	359	674	445	247	224	312	268	222	332	188	279	151	92	107	156	119	72	48	59	77	66	46	73	62	23	40	28	22	17	25	24	22	37	15	13	25	13	21	10	26	24	15	21	8	10	5	16	12	5	10	1	5	4	15	3	5	3	4	8	1	6	1	4	5	6	1	14	2	3	0	3	3	1	2	0	3	0	2	1	3	2	0	1	1	1	3	0	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
0.03	south23_active	80	4363	1052	1048	646	1193	539	649	332	158	431	264	112	107	166	169	133	229	106	185	86	40	60	100	68	38	27	37	49	38	24	52	33	10	27	18	13	10	13	7	12	22	8	6	14	8	9	6	21	12	6	7	5	7	0	8	6	0	8	0	3	2	8	1	1	3	2	6	1	3	0	4	3	3	1	13	0	0	0	2	1	1	1	0	2	0	2	1	3	1	0	0	1	1	2	0	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south24_all	80	8306	2291	2119	1333	2148	977	1234	641	361	755	482	253	236	346	258	280	321	202	335	156	89	108	176	134	67	46	67	76	59	44	68	87	30	46	30	26	19	31	20	28	42	10	17	24	18	28	11	31	22	16	17	12	13	6	17	8	5	6	3	5	7	28	3	5	2	5	8	2	4	4	1	5	5	1	12	2	4	2	8	5	1	2	1	3	0	1	1	3	2	0	0	1	1	2	0	0	2	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
0.03	south24_active	80	4950	1034	1157	717	1428	559	784	353	168	482	290	109	124	187	162	171	224	124	221	96	38	59	111	85	41	20	41	43	34	27	44	49	14	34	18	15	10	15	7	16	31	1	7	15	10	15	7	26	10	7	6	6	9	2	9	6	1	5	0	4	4	21	1	1	2	2	5	0	2	1	1	2	2	1	11	0	0	2	1	3	1	1	1	3	0	1	1	3	1	0	0	1	1	1	0	0	2	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south25_all	80	8717	2250	2277	1397	2337	1045	1431	682	410	807	527	266	270	358	295	299	380	205	328	162	85	112	219	141	66	46	67	77	61	45	79	88	42	41	34	31	19	27	20	35	36	9	19	28	18	28	11	24	13	18	13	16	13	8	18	10	4	7	5	6	6	27	3	8	1	4	7	2	5	5	0	5	2	2	0	1	4	3	9	4	1	2	1	4	0	3	2	4	1	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	1	1	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south25_active	80	5312	1008	1281	759	1531	608	932	400	191	508	306	119	137	200	186	182	255	125	211	97	34	60	149	97	43	15	39	40	38	25	57	47	22	28	21	18	10	12	10	15	27	1	9	17	9	16	4	18	7	7	8	8	9	3	11	7	2	4	1	5	4	21	0	3	0	1	4	0	3	1	0	2	2	2	0	0	0	2	2	2	1	0	1	3	0	3	1	3	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south26_all	80	8747	2290	2378	1423	2293	1061	1410	671	418	848	537	262	274	331	311	285	376	195	312	176	89	101	225	125	80	50	66	67	66	43	81	88	49	50	27	34	20	25	16	33	33	12	19	27	20	26	9	21	16	15	9	14	23	9	10	10	3	4	5	8	8	22	5	6	2	3	7	2	4	6	1	7	0	1	0	0	2	4	9	4	0	2	1	5	1	4	1	5	1	1	0	0	0	1	0	1	1	1	0	1	0	1	1	0	0	1	0	0	0	0	5	0	0	1	1	0	1	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	5303	1029	1372	781	1520	602	943	380	199	527	315	115	132	199	193	178	255	110	206	106	28	51	153	83	53	18	39	34	41	26	53	49	29	35	17	19	8	15	8	17	26	3	9	17	11	16	3	14	7	6	4	7	18	4	7	5	2	1	1	5	4	18	2	3	0	2	5	0	3	1	0	2	0	1	0	0	0	2	2	2	0	0	1	1	1	4	0	4	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	8756	2315	2338	1382	2264	1048	1422	690	417	873	555	266	279	345	335	307	394	178	304	158	95	108	213	149	79	45	53	65	71	49	86	85	50	50	32	38	20	26	16	33	31	17	18	25	30	20	9	14	21	15	8	9	18	5	7	12	4	6	5	8	14	10	6	8	2	3	6	7	3	3	1	8	1	1	0	2	2	4	8	5	1	4	1	7	2	4	1	3	1	1	1	0	0	1	0	1	1	1	0	1	1	1	0	0	1	1	0	1	0	0	5	2	2	0	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_active	80	5293	1085	1383	758	1500	597	935	389	201	561	334	111	130	212	212	199	255	102	204	89	36	58	156	103	51	17	28	36	44	27	53	51	30	33	18	20	8	17	8	13	21	8	10	14	20	11	4	9	13	8	4	6	14	2	6	7	1	0	1	5	10	5	2	4	0	2	5	4	2	0	0	4	0	1	0	0	0	2	3	4	1	1	1	2	1	3	0	1	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	4	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	8907	2301	2408	1400	2243	1068	1408	682	379	954	543	257	293	344	339	310	407	197	314	147	110	106	203	149	85	51	53	74	84	46	82	76	38	62	33	38	18	28	19	36	39	19	18	37	33	21	9	11	19	15	11	3	18	4	7	12	4	10	4	4	11	11	8	8	3	2	3	8	2	4	2	10	3	0	1	2	4	1	5	3	3	3	1	5	2	3	0	3	1	1	1	0	0	1	0	2	0	2	0	1	1	1	0	0	1	1	0	1	0	0	1	2	2	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south28_active	80	5364	1073	1444	782	1540	622	913	369	183	634	328	115	135	210	215	194	274	107	216	85	45	57	146	104	56	22	24	43	44	25	48	45	20	38	21	21	7	18	10	19	27	11	11	21	23	10	6	7	12	8	4	2	14	2	6	7	0	3	1	2	6	7	3	4	1	2	2	4	1	1	0	6	2	0	1	0	2	0	4	2	1	1	0	1	1	1	0	2	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	8888	2239	2352	1405	2287	1026	1369	663	376	907	543	282	275	346	297	300	413	221	328	145	116	118	189	143	76	50	62	82	85	43	74	70	31	56	36	38	19	30	24	32	43	25	19	30	35	26	10	8	17	15	15	5	7	2	11	9	4	8	3	2	13	16	10	7	3	0	2	12	1	3	1	5	4	1	2	3	4	1	4	4	3	4	2	4	1	6	0	6	0	0	2	0	0	1	0	1	0	2	0	0	1	0	0	0	1	0	0	1	0	0	3	2	2	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south29_active	80	5378	1060	1395	778	1563	619	885	386	178	607	333	133	127	200	180	188	282	122	225	82	52	66	138	109	47	26	32	41	45	26	45	39	14	29	19	22	10	16	10	16	27	14	9	14	27	12	7	7	10	11	9	1	6	1	7	6	0	4	1	2	6	8	4	2	2	0	1	5	0	2	0	4	2	1	1	1	2	0	4	2	1	2	1	1	0	4	0	5	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	8904	2239	2339	1375	2273	1038	1371	671	381	884	512	279	287	354	297	289	359	230	344	156	116	123	199	121	69	54	60	103	87	44	82	64	27	60	36	48	18	32	29	40	48	21	19	36	34	33	15	13	17	13	17	9	9	3	9	9	2	10	4	1	10	18	11	4	3	0	1	7	0	3	3	3	3	3	3	1	4	0	3	3	3	4	3	3	0	6	0	7	1	0	1	0	0	1	0	1	1	2	0	1	0	0	1	0	1	0	0	0	0	0	3	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south30_active	80	5397	1046	1382	738	1489	632	894	401	185	610	310	147	146	190	186	181	235	129	216	87	51	66	132	96	44	23	31	61	44	26	50	33	11	32	22	29	10	16	14	24	30	10	8	21	22	17	8	10	6	10	9	4	7	1	5	6	0	6	3	0	3	11	7	2	2	0	1	1	0	2	2	2	2	2	2	1	2	0	3	1	0	2	2	2	0	4	0	7	0	0	0	0	0	1	0	0	1	2	0	1	0	0	1	0	1	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	7251	2430	1914	1227	1862	843	1125	632	360	645	447	222	229	283	265	254	297	164	261	129	88	94	155	128	62	56	71	58	62	44	68	71	34	49	30	22	21	19	20	42	34	21	13	30	17	19	18	10	24	8	8	4	12	7	12	13	6	6	7	5	8	4	5	2	6	2	10	7	6	1	4	6	5	4	2	3	1	1	1	1	1	1	0	0	2	1	1	2	0	0	0	2	0	1	1	0	1	2	3	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_active	80	4118	1142	1051	598	1169	448	730	352	181	396	254	102	121	162	149	161	173	89	163	66	46	55	102	62	26	27	38	23	27	17	42	35	12	28	20	11	10	10	12	23	24	7	5	20	11	11	7	6	11	6	1	1	7	2	9	5	5	5	4	3	2	3	2	0	1	1	7	3	4	1	2	2	3	3	2	1	1	1	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	1	1	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	7121	2439	1861	1214	1756	858	1047	592	357	662	410	222	244	287	257	217	269	162	240	133	74	76	148	105	78	58	71	70	63	43	71	62	38	50	30	23	20	28	21	30	31	20	13	23	15	20	17	11	21	7	7	8	10	6	14	12	5	7	5	8	13	9	2	0	9	4	7	9	5	0	3	3	8	2	1	3	2	0	2	1	2	2	2	3	1	2	1	1	1	0	0	2	0	1	2	0	1	1	1	0	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_active	80	4044	1155	1022	591	1150	471	640	313	170	403	231	92	129	177	143	119	162	88	145	62	35	41	90	57	45	24	39	36	26	16	36	34	16	29	15	12	11	16	9	17	18	6	6	11	9	13	7	6	12	6	1	4	6	2	9	5	4	7	3	3	2	3	0	0	2	1	5	5	4	0	1	2	4	2	1	1	1	0	0	0	2	0	1	2	0	1	0	0	0	0	0	1	0	1	2	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	7661	2346	1992	1230	1782	881	1125	606	348	734	423	233	254	288	309	233	298	169	325	138	61	82	164	108	84	62	62	63	68	46	83	73	44	69	35	31	26	31	22	29	40	12	14	20	17	16	14	14	22	7	7	10	9	6	14	8	4	6	2	10	10	8	1	0	8	3	7	9	4	0	3	3	5	2	1	3	2	0	2	2	1	1	2	3	0	2	0	2	1	0	0	2	0	1	2	0	0	1	2	1	0	0	2	0	1	0	1	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_active	80	4506	1094	1097	637	1143	510	703	336	162	458	244	101	141	181	189	127	180	96	193	69	34	46	95	69	51	24	30	37	36	19	46	47	20	44	17	19	11	18	8	19	25	5	5	11	10	11	7	9	14	7	2	6	7	4	6	3	3	5	2	4	3	1	0	0	3	0	4	7	3	0	1	2	3	1	1	1	1	0	0	0	1	0	1	2	0	1	0	0	0	0	0	0	0	1	2	0	0	1	2	1	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	8365	2277	2145	1304	2021	964	1297	666	356	801	433	240	278	291	309	249	327	186	356	157	74	99	180	128	81	65	65	74	65	42	78	74	45	81	35	31	30	36	21	38	45	10	13	27	23	13	11	22	19	12	11	13	9	5	14	11	4	6	5	9	12	8	1	2	5	4	4	7	2	0	5	4	6	2	3	1	2	0	2	1	3	3	2	5	0	3	0	4	2	0	0	1	0	1	2	1	0	1	2	1	0	0	3	0	1	0	1	0	0	3	1	0	0	0	0	0	1	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_active	80	5006	1034	1217	704	1336	574	807	375	166	506	253	112	162	184	196	140	219	114	207	80	40	51	111	88	47	25	33	53	33	26	41	49	24	51	18	21	9	23	9	28	27	4	5	15	8	8	6	15	12	11	5	9	4	3	5	2	2	5	2	3	3	1	0	2	3	1	2	6	2	0	4	3	2	1	3	0	0	0	0	0	3	2	1	4	0	2	0	0	1	0	0	0	0	1	2	0	0	1	2	1	0	0	1	0	0	0	1	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	8878	2230	2261	1324	2117	989	1376	711	370	908	499	251	302	296	338	261	310	191	355	173	88	100	197	127	92	60	62	87	65	49	70	69	44	82	31	38	31	34	21	46	66	13	17	28	23	7	13	26	16	18	12	9	14	7	19	12	3	4	7	7	14	6	7	4	3	3	6	9	1	2	4	7	5	2	3	1	1	1	2	2	3	2	0	7	0	3	0	4	2	0	1	1	0	1	2	1	0	1	2	1	1	1	2	0	1	0	1	0	0	2	1	0	0	0	0	0	0	0	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south35_active	80	5414	1014	1308	723	1374	607	881	402	182	570	295	117	169	187	228	158	215	112	202	96	48	53	130	89	51	25	33	61	36	27	42	50	22	50	14	26	9	17	9	35	41	6	7	19	7	3	9	18	8	14	7	7	4	4	10	3	1	2	2	3	4	2	3	4	1	1	2	8	0	1	4	7	2	0	3	0	0	1	2	0	3	2	0	6	0	2	0	1	1	0	1	0	0	1	1	0	0	1	2	1	1	1	1	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south36_all	80	8809	2233	2277	1294	2239	970	1312	704	399	904	496	243	268	298	317	283	346	174	325	179	102	96	182	131	80	65	65	79	56	51	54	75	42	64	25	35	29	43	20	38	66	13	17	29	26	8	20	25	13	18	10	10	16	9	14	12	7	7	7	7	7	8	7	4	1	3	4	8	2	2	3	6	3	1	2	1	1	1	3	1	2	3	1	6	1	1	0	5	2	0	1	0	0	0	1	2	0	1	3	1	1	1	1	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1
0.03	south36_active	80	5382	1035	1367	699	1458	589	857	407	213	555	298	119	148	186	206	186	226	101	193	107	53	54	116	84	43	26	36	48	30	29	36	49	24	36	11	23	11	23	12	28	42	4	8	21	7	5	11	15	7	13	6	8	5	2	9	2	4	5	2	4	1	3	3	4	1	1	0	7	0	1	3	5	0	0	2	0	0	1	3	0	2	3	0	6	0	1	0	3	1	0	1	0	0	0	0	0	0	1	3	1	1	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south37_all	80	8745	2235	2295	1302	2269	959	1379	707	409	903	523	244	249	343	314	283	327	171	315	164	97	80	202	127	86	65	64	87	59	45	59	87	32	67	21	48	26	36	14	28	62	12	14	24	30	11	22	19	17	13	9	9	13	12	10	14	6	7	5	7	5	9	14	5	4	3	5	9	5	2	0	7	1	1	7	0	1	1	3	2	4	3	1	6	1	0	0	5	1	0	1	0	0	0	1	4	1	1	1	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1
0.03	south37_active	80	5391	1015	1386	708	1508	562	920	395	217	573	312	118	141	202	203	181	205	95	194	98	46	47	139	78	50	26	40	53	35	19	38	60	17	38	9	31	14	16	7	20	39	4	5	18	17	8	14	10	8	8	5	4	4	3	8	6	4	3	2	4	3	3	8	4	2	2	2	9	2	1	0	5	0	0	6	0	0	1	3	0	4	3	0	6	0	0	0	3	0	0	1	0	0	0	0	2	1	1	1	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south38_all	80	8655	2260	2307	1308	2383	998	1343	706	399	896	502	243	260	362	292	271	388	177	353	168	90	79	203	152	84	72	66	91	61	38	73	87	29	61	18	48	22	34	13	26	60	16	10	26	34	18	23	22	18	9	5	11	9	10	10	14	5	8	4	6	7	10	17	4	4	2	3	6	4	1	1	7	6	3	7	0	0	0	1	4	6	2	3	10	1	0	0	4	1	0	1	1	0	0	1	4	2	0	1	0	0	1	1	0	1	0	0	0	0	2	2	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1
0.03	south38_active	80	5333	1057	1397	702	1572	603	875	397	208	572	286	124	146	215	175	171	251	103	242	98	44	45	132	97	44	34	37	54	32	19	47	66	13	39	9	26	11	16	8	15	38	4	3	17	21	15	12	10	9	5	3	4	5	2	10	5	4	4	2	4	5	3	10	3	2	1	2	6	2	1	1	4	6	0	6	0	0	0	1	3	6	2	1	10	0	0	0	2	0	0	1	0	0	0	0	3	2	0	1	0	0	1	0	0	0	0	0	0	0	2	2	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	8692	2243	2326	1365	2340	1054	1466	668	407	858	500	248	256	356	282	266	426	190	357	166	86	89	230	145	82	78	68	86	75	36	79	76	23	65	18	51	21	23	19	25	50	19	12	16	31	16	17	24	15	8	9	17	13	5	5	13	3	10	5	7	9	10	13	3	4	5	5	6	4	0	1	6	6	2	7	0	0	0	0	5	6	1	2	6	0	0	0	2	2	0	1	1	0	1	0	4	2	0	1	0	0	0	1	0	1	0	0	0	0	2	2	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south39_active	80	5416	1047	1399	728	1523	641	968	373	187	560	293	116	147	208	176	168	293	113	253	110	40	49	143	97	44	38	43	52	45	19	49	54	11	45	10	26	8	12	13	14	37	6	7	10	19	13	10	15	8	3	8	9	8	2	5	5	3	1	2	4	7	4	8	2	2	4	4	5	2	0	1	3	6	0	6	0	0	0	0	3	6	1	1	6	0	0	0	0	1	0	0	0	0	0	0	3	2	0	1	0	0	0	0	0	0	0	0	0	0	2	2	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	8722	2279	2259	1414	2273	1078	1442	708	396	798	499	250	272	356	278	272	442	190	369	176	89	103	217	144	80	77	72	90	75	41	82	56	29	62	24	47	28	26	21	26	49	20	11	22	26	20	15	26	15	11	11	17	17	3	6	13	3	7	8	9	10	9	9	2	4	5	3	3	3	2	4	7	10	3	2	3	1	0	1	5	2	1	5	6	0	1	0	0	2	1	1	1	0	1	0	2	2	0	0	0	0	0	1	0	1	0	0	0	0	2	1	2	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_active	80	5366	1041	1325	754	1458	672	938	394	177	520	299	107	156	221	175	177	294	111	262	110	41	58	143	103	41	39	43	54	45	23	52	34	11	40	12	25	13	12	13	12	33	7	6	15	13	14	7	14	9	6	9	12	8	3	5	4	3	1	4	5	7	3	4	1	3	4	2	2	1	0	2	4	7	0	1	3	0	0	0	3	2	1	1	6	0	1	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
