label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146
0.03	north6_all	80	5202	2567	4108	1211	990	770	519	397	523	326	294	303	243	185	341	157	179	151	168	107	120	142	104	86	66	242	51	47	43	47	206	50	32	32	24	24	24	29	57	17	18	22	17	56	11	25	18	9	9	11	9	7	8	15	10	20	5	32	9	15	5	6	5	5	7	3	4	4	6	6	6	2	0	0	3	3	1	1	0	1	2	1	3	4	2	1	0	0	1	0	0	3	3	2	0	1	0	0	1	1	2	0	0	0	1	1	1	0	0	1	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north6_active	80	2321	1360	3607	535	558	411	152	94	341	96	173	183	142	78	261	96	107	83	112	35	71	111	70	61	32	228	10	23	22	21	197	21	11	19	8	11	8	22	52	7	5	18	8	52	4	23	11	5	2	4	2	2	7	12	4	19	1	31	5	14	1	3	0	5	6	2	2	0	3	2	3	0	0	0	2	3	0	1	0	1	2	0	3	1	0	0	0	0	1	0	0	1	3	1	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north7_all	80	5178	2647	4073	1203	974	756	507	388	508	331	318	326	252	182	323	162	178	160	182	95	115	151	73	96	73	242	54	46	50	41	177	52	32	39	20	30	29	35	62	13	18	21	15	47	13	29	13	14	9	8	6	6	9	11	14	13	6	30	14	14	6	7	9	3	4	3	5	6	6	5	7	4	0	0	2	3	1	2	3	1	2	3	3	4	3	0	1	0	1	0	1	2	1	2	0	1	0	0	2	0	2	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north7_active	80	2291	1454	3559	553	547	399	130	93	338	102	169	214	142	67	249	103	91	89	119	30	68	115	49	71	37	228	13	16	22	17	167	23	10	25	2	13	10	30	57	5	7	17	8	43	4	25	9	4	4	2	1	2	7	6	4	12	1	28	10	12	2	4	2	3	4	2	2	2	3	2	5	1	0	0	1	3	0	1	3	1	2	1	3	1	0	0	0	0	1	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north8_all	80	5229	2586	3726	1216	930	772	479	395	542	326	369	313	239	186	306	178	167	160	158	92	113	146	87	102	79	241	48	50	50	38	121	50	38	32	25	32	27	39	60	13	19	23	20	31	15	25	12	15	7	5	5	2	9	11	13	12	7	28	19	12	7	4	9	4	6	2	5	6	4	5	6	3	0	0	1	1	3	3	3	1	2	3	3	4	3	0	1	2	0	0	1	1	0	2	1	0	0	0	1	0	2	0	0	0	0	1	0	1	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north8_active	80	2297	1382	3191	565	503	412	128	85	355	96	190	200	133	70	234	112	80	92	91	29	67	109	53	69	40	228	9	17	21	14	112	23	15	17	3	8	8	32	57	5	9	20	12	27	4	22	6	7	3	2	1	0	6	6	3	11	0	27	16	11	1	3	3	2	5	2	2	3	1	3	3	1	0	0	0	0	0	2	3	1	2	1	3	1	0	0	0	2	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north9_all	80	5089	2565	3332	1147	899	739	477	403	499	340	367	301	256	181	302	168	161	137	145	93	104	125	94	106	79	187	54	52	51	30	116	46	34	31	25	26	29	42	65	17	16	23	19	32	13	19	10	15	8	5	8	8	10	10	12	10	7	6	22	13	5	3	9	9	6	1	5	7	3	6	5	2	2	0	1	3	2	3	4	3	3	4	0	1	1	2	1	2	0	0	1	0	0	1	1	0	0	0	1	0	2	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	2078	1285	2759	546	451	358	128	95	310	94	176	189	137	65	219	105	77	71	87	28	53	86	59	70	35	176	11	21	18	4	105	20	12	18	6	4	10	33	63	4	7	19	9	26	3	14	6	6	2	1	1	1	7	3	2	9	0	5	19	11	1	2	5	2	4	1	1	4	2	5	3	1	2	0	0	1	0	2	3	2	3	1	0	0	0	0	0	2	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	4918	2515	2853	1109	836	717	480	396	466	313	351	271	239	161	268	169	137	135	121	103	107	102	115	90	81	166	47	56	37	33	85	43	34	27	23	21	26	40	56	24	18	19	18	27	14	22	8	15	9	8	6	9	13	9	8	15	6	3	27	14	5	1	11	9	7	3	4	7	4	4	4	3	2	0	1	3	2	2	5	3	2	3	1	1	0	2	1	2	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	1	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north10_active	80	1911	1148	2267	483	406	341	120	101	276	82	162	159	125	57	188	101	58	62	56	24	45	58	67	53	39	152	10	27	12	7	76	19	9	15	8	2	7	29	49	7	7	15	9	20	4	17	3	6	1	0	1	1	9	4	2	13	0	2	23	13	0	1	3	1	4	2	0	3	2	4	2	1	2	0	0	1	0	2	3	2	2	1	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	5217	2638	3993	1177	948	752	516	449	483	306	347	329	236	227	355	184	158	136	127	104	105	143	94	83	67	239	67	57	58	42	264	33	35	40	22	23	19	63	41	19	25	22	19	39	18	20	12	19	8	6	6	10	8	6	7	44	9	35	25	8	6	6	2	0	4	4	4	4	2	5	3	4	4	3	8	4	2	0	8	3	6	1	3	3	1	1	0	1	0	2	3	0	3	0	2	1	0	0	0	0	1	2	0	0	1	0	1	0	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	2359	1399	3517	565	534	413	120	93	328	77	201	199	134	87	282	114	97	73	80	43	63	110	57	51	30	220	20	26	18	19	251	10	7	21	7	12	6	40	36	6	9	14	9	37	4	17	3	12	2	1	1	2	7	0	2	40	1	31	24	5	3	2	0	0	2	2	2	2	1	4	2	2	2	1	6	3	0	0	8	3	6	0	1	0	1	1	0	1	0	0	1	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	5237	2664	3929	1109	944	746	515	475	466	315	361	305	251	223	326	209	162	132	136	98	94	166	102	94	71	274	63	56	57	43	275	33	36	36	18	24	24	50	54	17	18	23	18	47	15	25	11	13	8	6	7	9	17	10	7	50	6	29	21	4	6	9	3	3	6	4	3	5	3	5	3	2	4	2	6	6	0	3	6	3	6	1	3	2	1	1	0	1	0	2	1	0	1	0	2	1	0	0	1	0	0	0	0	0	1	0	0	0	3	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
0.03	north12_active	80	2411	1362	3463	539	544	413	128	92	302	84	215	186	145	74	262	119	102	68	88	42	54	138	64	55	30	257	14	25	16	16	262	9	8	23	5	11	4	31	48	3	7	13	7	43	3	20	3	7	4	2	1	2	17	6	3	45	0	26	20	3	3	2	0	3	4	2	2	2	2	4	2	1	2	0	3	5	0	3	6	3	6	0	1	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north13_all	80	5152	2696	3880	1138	942	762	498	440	480	305	359	288	241	219	328	208	164	136	129	108	120	176	108	89	76	332	55	56	53	40	190	38	41	35	23	21	28	48	57	23	17	28	19	52	16	18	11	7	7	4	7	11	17	11	6	45	8	30	17	10	6	7	4	3	5	5	6	6	1	1	2	1	4	2	3	11	0	3	6	3	4	1	2	3	0	0	4	1	0	2	2	0	0	0	2	1	0	0	1	0	0	0	0	0	1	0	0	0	3	0	0	1	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0
0.03	north13_active	80	2346	1386	3425	559	536	415	129	83	321	91	209	191	131	72	260	117	105	64	83	54	73	147	70	47	36	310	13	31	15	14	180	13	13	19	6	10	7	30	52	5	5	18	5	49	4	13	1	3	5	1	2	2	17	7	3	43	1	26	16	8	3	4	0	3	3	2	5	4	1	1	1	0	2	1	1	10	0	3	6	3	4	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0
0.03	north14_all	80	5092	2642	3818	1121	958	764	487	431	511	304	347	289	260	205	362	194	151	141	141	106	117	183	112	92	67	325	49	51	45	38	139	42	34	27	25	21	31	53	53	23	22	31	18	57	18	18	11	4	8	7	11	10	18	12	4	26	9	26	20	22	5	8	3	6	7	5	7	5	2	0	3	3	2	3	4	11	1	3	2	0	3	0	0	2	0	0	4	2	1	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	1	0	2	0	0	1	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0
0.03	north14_active	80	2284	1377	3363	560	540	416	123	83	348	98	194	184	149	67	289	110	93	69	91	50	74	152	75	50	30	301	12	26	14	12	131	18	14	16	7	7	9	34	49	4	8	19	6	53	6	13	3	2	5	2	4	3	17	8	2	24	5	22	20	21	3	4	0	5	6	1	6	3	2	0	3	0	0	2	3	10	0	3	1	0	3	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0
0.03	north15_all	80	5118	2617	4013	1185	972	765	513	419	518	307	351	296	268	216	372	188	147	141	135	91	121	176	104	87	57	316	57	53	53	28	145	41	32	31	33	30	30	39	66	23	21	26	16	52	14	13	8	8	7	7	11	8	13	7	1	14	7	11	13	29	3	9	1	9	6	5	5	3	2	1	4	2	2	2	4	11	4	2	1	1	3	0	1	2	0	1	4	1	1	0	1	0	6	0	0	1	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0
0.03	north15_active	80	2253	1364	3510	581	541	423	128	78	362	95	198	190	145	77	298	111	83	79	85	38	77	140	70	45	22	294	17	27	13	12	136	19	11	19	7	13	10	31	57	6	9	18	4	49	7	8	2	4	2	2	5	3	9	2	1	11	5	9	12	27	2	3	0	7	5	2	5	2	1	1	3	0	0	2	3	11	0	2	0	1	3	0	0	0	0	0	4	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0
0.03	north16_all	80	5084	2603	4112	1166	973	763	520	421	536	306	327	307	286	204	354	180	169	138	150	80	116	158	105	91	55	219	55	49	46	31	151	37	25	35	31	26	21	41	54	21	15	30	14	40	14	22	13	11	4	11	10	10	11	6	1	4	7	23	12	30	5	6	0	12	7	5	2	2	2	2	4	3	1	2	4	11	4	2	1	2	0	0	2	0	0	1	0	2	1	1	1	1	7	0	0	1	0	1	1	1	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
0.03	north16_active	80	2238	1376	3612	572	535	435	121	78	356	98	183	198	152	77	283	116	96	84	102	30	76	128	65	44	24	199	19	22	11	13	142	18	8	26	9	11	6	33	41	7	6	19	4	38	9	17	6	4	0	2	5	3	7	3	1	2	5	20	11	28	2	2	0	10	5	2	2	1	1	1	3	0	0	1	4	11	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	1	7	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north17_all	80	5066	2636	4082	1159	939	774	521	420	543	321	319	298	286	193	331	178	158	139	154	93	109	141	108	83	50	217	52	46	45	34	149	33	26	42	31	36	22	29	64	22	13	27	17	29	10	26	13	21	7	15	9	8	12	5	2	12	2	27	7	29	5	4	0	13	5	5	3	3	2	4	4	2	1	1	6	3	3	2	0	4	1	1	4	0	1	2	0	2	2	1	1	1	8	0	0	1	0	1	1	1	1	1	2	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north17_active	80	2241	1408	3549	560	513	439	133	89	344	96	172	196	152	68	267	113	80	86	92	33	69	113	69	53	20	191	17	23	13	12	142	13	7	31	7	16	8	24	49	9	4	17	4	27	5	22	8	10	1	2	6	2	8	2	1	9	0	25	5	27	2	0	0	10	3	2	3	1	0	3	3	0	0	0	6	3	0	2	0	1	1	0	1	0	0	1	0	1	1	0	0	1	7	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	5149	2712	4079	1211	893	770	498	420	528	306	316	294	272	203	293	179	163	134	166	93	101	135	110	74	50	194	57	56	48	38	125	35	22	44	27	34	23	28	76	23	10	30	17	26	13	38	16	24	6	17	8	5	9	6	6	25	5	34	4	29	5	1	0	11	3	5	5	2	1	7	0	2	1	4	4	1	1	1	1	3	2	1	4	2	2	4	1	1	2	1	1	2	8	2	0	0	1	1	1	1	0	1	1	0	0	0	0	1	1	0	0	2	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north18_active	80	2307	1419	3526	573	494	427	125	87	329	90	178	193	151	76	230	109	88	84	106	34	63	113	66	51	17	174	14	25	21	13	119	14	6	30	5	16	11	20	60	10	5	18	6	23	7	33	10	11	1	3	5	1	5	3	1	24	0	31	2	26	2	0	0	8	2	2	2	1	0	4	0	0	1	1	3	1	0	0	0	0	1	0	1	2	1	1	0	1	1	0	0	1	7	1	0	0	1	0	0	1	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	5176	2731	4136	1244	914	740	481	418	488	306	319	294	260	194	305	195	175	127	150	93	111	122	95	80	53	195	62	51	47	46	128	43	30	43	28	38	20	21	67	20	13	29	18	31	14	32	16	16	9	15	9	2	8	6	7	50	5	31	9	27	4	3	1	8	1	5	5	3	3	9	2	2	1	5	3	2	0	1	3	2	2	1	3	2	3	4	1	1	2	1	1	1	2	2	0	1	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
0.03	north19_active	80	2347	1422	3567	592	502	398	128	93	305	77	193	193	152	79	245	102	95	71	89	32	65	102	61	53	20	174	10	20	26	13	122	15	7	22	6	20	11	12	56	10	5	18	9	24	6	27	8	8	2	2	5	0	7	2	1	49	0	29	6	24	2	0	0	5	1	1	2	1	2	6	0	1	1	1	2	2	0	0	1	0	1	0	1	2	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	5265	2696	4078	1194	982	739	462	428	478	307	317	325	246	199	320	165	174	140	155	79	105	123	102	100	57	203	68	60	46	45	136	48	26	36	32	40	16	30	73	15	14	28	17	35	18	35	13	10	8	11	11	3	6	7	5	50	7	32	10	28	2	4	2	6	4	4	3	4	2	9	3	2	2	5	5	5	0	1	3	1	1	1	2	2	2	3	1	0	2	1	2	1	1	2	0	1	1	0	0	0	0	0	0	0	0	0	0	3	1	0	0	2	0	0	1	0	0	1	2	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
0.03	north20_active	80	2412	1383	3542	579	536	397	117	92	316	76	196	216	146	85	264	87	97	83	102	24	63	101	64	72	24	184	16	24	19	13	124	17	6	17	5	23	9	21	65	5	4	16	10	28	9	28	6	3	2	1	2	0	6	2	0	49	0	30	7	25	0	0	0	1	3	2	0	2	2	7	1	1	1	1	4	5	0	0	1	0	0	0	0	2	1	0	0	0	1	1	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	3	1	0	0	1	0	0	1	0	0	1	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
