label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149
0.03	north6_all	80	6200	2786	4203	2914	2229	1736	676	775	1084	683	508	323	343	242	289	231	149	179	136	118	191	102	91	160	149	48	138	136	71	41	42	82	67	66	36	44	28	31	64	31	25	57	25	9	16	27	23	17	13	9	12	10	10	18	8	9	9	7	4	11	8	28	5	11	6	4	6	6	4	2	5	3	6	6	4	4	4	1	3	1	2	2	3	0	0	0	0	1	1	3	0	0	0	4	1	1	1	6	4	0	0	2	0	0	0	0	1	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0
0.03	north6_active	80	3168	1389	2687	1942	1448	1103	348	433	687	422	320	183	203	128	148	141	72	93	74	64	113	61	50	105	100	26	95	93	41	23	20	49	42	41	19	24	16	15	47	18	14	28	11	3	5	13	13	8	8	6	6	8	6	12	4	8	3	5	1	6	6	17	5	11	6	1	4	4	2	1	5	2	0	4	3	2	1	1	1	1	2	0	2	0	0	0	0	1	1	2	0	0	0	3	0	1	0	0	4	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north7_all	80	6138	2731	4184	2798	2144	1709	662	788	1038	643	518	317	326	253	281	247	137	169	146	126	181	118	95	163	136	45	134	130	86	43	44	92	79	61	39	49	35	30	60	34	22	47	19	12	19	30	25	18	10	10	15	10	6	19	10	12	11	6	6	11	6	19	2	9	6	4	6	7	3	3	2	3	1	4	4	2	2	2	4	3	3	9	4	0	1	1	1	1	1	3	1	1	0	2	2	0	0	2	3	0	0	2	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
0.03	north7_active	80	3096	1365	2691	1825	1411	1098	341	436	647	405	315	176	178	138	150	152	63	95	75	69	116	68	46	104	89	23	89	80	54	25	20	55	50	41	19	21	24	16	37	17	10	26	6	7	9	19	15	10	6	5	7	9	3	15	6	10	6	6	2	7	3	8	2	8	4	0	4	3	1	1	1	2	0	2	3	1	1	2	2	1	1	8	3	0	1	1	1	1	1	2	0	1	0	1	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north8_all	80	6089	2727	4182	2927	2192	1637	637	825	998	687	506	304	324	272	272	258	132	174	146	132	175	106	89	158	135	45	138	139	80	50	43	118	75	64	34	44	37	29	63	25	21	38	19	15	24	30	25	12	10	7	12	12	6	20	8	9	8	7	6	10	8	9	4	3	6	6	7	7	4	2	3	2	1	5	7	3	1	2	4	3	3	9	4	0	1	1	2	0	0	2	1	1	2	2	2	0	0	0	3	0	0	2	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
0.03	north8_active	80	3069	1361	2731	1839	1425	1017	318	475	621	439	313	181	165	154	140	165	61	90	71	66	108	64	40	95	85	22	89	87	50	33	16	75	43	37	12	20	24	14	39	10	8	22	3	9	13	25	10	4	6	4	6	8	3	16	5	7	5	6	3	8	5	8	4	1	3	1	5	2	1	1	2	1	0	4	4	1	1	2	2	1	1	8	3	0	1	1	1	0	0	1	0	1	2	1	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
0.03	north9_all	80	6010	2767	4124	2929	2132	1613	679	768	1045	715	506	320	321	266	247	250	152	171	148	136	179	107	71	145	147	64	126	131	76	56	40	123	79	60	26	51	38	29	55	28	23	35	16	14	30	32	21	13	13	9	11	8	10	17	5	12	7	9	6	10	7	7	4	3	5	6	5	7	1	1	3	1	1	3	7	1	2	3	5	3	3	10	3	0	1	1	2	1	2	1	1	1	2	0	1	0	0	1	0	0	1	2	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0
0.03	north9_active	80	3024	1374	2763	1849	1366	1025	347	440	652	467	299	205	162	143	132	161	76	90	78	64	96	64	29	80	88	34	81	75	41	37	15	73	46	31	11	20	29	12	40	14	9	25	3	8	18	28	11	7	8	6	6	4	9	15	2	7	5	8	3	7	3	7	4	1	2	1	4	3	0	0	2	0	0	3	4	0	0	2	4	0	1	10	1	0	1	1	1	1	0	1	0	1	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0
0.03	north10_all	80	6031	2842	4145	3156	2147	1585	674	783	1040	708	494	311	322	289	242	222	147	174	132	137	179	101	69	120	147	58	123	108	70	64	42	123	66	61	22	53	35	34	52	28	28	36	16	17	27	33	22	15	17	8	4	8	19	9	5	17	10	18	8	10	6	4	9	7	5	5	2	5	2	1	4	1	1	3	7	5	2	1	5	5	3	3	3	0	0	0	3	1	2	0	1	2	2	0	0	1	0	2	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0
0.03	north10_active	80	3034	1441	2727	2020	1350	1021	346	462	645	441	295	193	173	161	128	132	67	89	62	63	96	62	31	65	85	29	84	68	34	43	15	71	39	24	7	26	21	14	34	13	12	24	6	9	17	23	12	9	8	6	2	4	17	8	3	9	6	14	5	7	3	4	9	3	3	2	2	3	0	0	2	0	0	3	4	3	0	0	4	1	2	3	1	0	0	0	2	1	0	0	0	1	2	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0
0.03	north11_all	80	5800	2681	3540	2539	1871	1576	681	736	873	641	464	282	316	236	268	222	112	169	130	106	163	106	99	131	115	57	101	108	51	50	33	73	39	68	38	44	42	28	48	25	27	17	25	20	23	17	38	19	9	10	13	10	21	19	7	17	5	7	6	5	1	6	5	7	4	6	4	1	3	4	5	4	3	5	2	4	1	2	6	5	4	1	1	0	1	2	2	2	0	2	1	0	0	0	0	3	2	2	1	3	2	0	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north11_active	80	2734	1367	2294	1596	1171	998	329	431	558	409	289	148	170	127	153	102	55	90	63	44	97	58	46	72	62	22	66	61	34	22	18	44	21	46	19	29	23	19	27	16	11	10	17	12	16	7	20	13	6	8	6	6	13	13	4	13	4	5	4	1	0	2	3	3	2	3	2	1	1	4	5	3	2	3	2	4	0	1	2	2	4	0	0	0	1	2	1	0	0	0	1	0	0	0	0	1	0	2	0	3	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north12_all	80	5615	2637	3240	2384	1716	1411	678	690	855	573	428	270	288	230	259	210	131	156	142	96	150	113	83	121	112	55	98	101	56	57	42	80	51	59	30	39	32	24	40	26	26	23	26	21	19	15	31	20	11	12	14	8	17	19	5	17	6	11	6	4	1	8	8	4	4	6	3	1	4	2	8	6	3	4	2	3	1	1	4	5	2	2	1	1	4	0	1	3	0	2	1	0	1	0	1	3	0	2	1	0	2	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north12_active	80	2648	1304	2061	1472	1086	882	317	404	548	367	258	136	153	121	140	107	60	77	75	41	87	63	40	76	62	25	62	59	35	30	20	53	26	33	17	24	19	15	24	17	12	14	16	13	13	8	21	12	6	8	5	5	11	11	3	12	5	10	4	0	0	4	5	3	3	1	1	1	2	2	7	4	2	2	2	3	0	1	2	2	2	1	0	0	3	0	1	0	0	1	1	0	1	0	0	1	0	2	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north13_all	80	5660	2678	3381	2594	1847	1461	668	680	870	583	418	284	306	236	251	214	141	176	131	97	148	105	89	136	127	53	126	97	65	60	47	81	67	61	29	42	44	17	41	23	27	28	26	21	18	16	28	29	10	12	13	12	15	20	4	10	5	8	5	4	1	10	8	6	7	6	2	1	3	2	11	5	1	1	0	5	1	1	6	4	2	2	1	2	3	0	1	4	7	2	0	2	1	1	2	3	0	2	2	0	2	0	0	1	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	2677	1306	2118	1622	1187	929	315	397	534	351	234	146	171	121	138	101	67	99	72	41	92	61	46	98	71	28	74	57	43	33	17	57	41	33	15	25	26	8	26	14	15	16	16	13	11	8	18	16	3	8	5	8	10	12	1	6	4	7	3	0	1	7	6	4	5	1	1	1	2	2	10	3	0	1	0	5	1	0	4	1	2	1	0	1	2	0	1	1	7	1	0	2	1	0	0	1	0	2	1	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	5752	2735	3633	2803	2020	1545	665	690	984	596	428	309	317	261	253	228	153	183	133	96	170	138	100	124	147	64	111	130	77	54	52	93	61	58	26	37	39	15	41	24	27	32	31	21	17	13	26	28	12	15	11	12	11	18	5	15	10	11	8	5	4	12	10	5	12	6	3	3	3	1	11	4	1	0	3	6	1	2	3	1	1	3	0	3	4	1	1	4	7	2	0	6	2	1	2	2	0	2	1	0	1	0	0	1	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north14_active	80	2809	1322	2258	1812	1305	1002	317	387	611	375	229	166	177	138	139	120	77	105	67	42	104	86	52	92	83	27	69	81	47	29	22	69	41	30	14	21	24	5	31	15	12	21	21	11	8	8	22	15	6	10	4	8	6	10	1	12	5	11	4	2	2	9	8	4	9	2	0	2	2	1	10	2	0	0	3	5	1	1	2	0	1	1	0	1	2	1	0	1	7	1	0	6	1	0	0	0	0	2	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	5975	2855	3787	2900	2203	1625	654	703	1035	647	465	305	346	267	270	255	145	193	115	98	176	139	104	120	152	65	109	142	81	52	49	86	58	66	24	42	42	21	48	20	29	36	29	18	22	9	29	27	12	15	11	12	14	15	7	11	13	8	7	3	5	14	10	5	12	6	3	3	2	1	8	3	1	1	3	5	3	6	4	1	2	3	1	4	2	1	1	2	8	1	0	6	2	1	3	1	0	0	1	0	1	0	0	2	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north15_active	80	2941	1412	2355	1921	1396	1066	324	388	624	407	239	156	199	141	152	136	72	114	53	44	117	85	52	94	82	23	62	88	49	29	22	66	42	45	15	26	26	8	34	11	16	22	22	8	10	6	22	11	7	7	5	8	9	9	3	8	5	8	3	3	2	10	9	4	9	3	1	1	1	1	8	1	1	1	3	4	3	5	2	0	2	2	1	1	1	1	0	1	8	0	0	6	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	6031	2871	3936	2858	2223	1689	646	712	1110	640	509	312	363	286	265	266	158	174	114	116	172	143	104	103	141	69	116	143	68	46	40	88	52	75	20	45	32	23	51	22	30	32	24	16	21	15	30	19	14	15	14	8	13	15	8	14	13	9	7	4	8	17	4	6	11	4	3	4	2	0	5	2	1	3	3	4	2	7	3	1	2	2	1	3	1	1	1	0	2	1	0	6	1	1	1	1	0	1	1	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north16_active	80	3045	1427	2524	1896	1391	1088	326	410	709	414	272	168	197	165	141	140	72	97	46	59	102	86	50	69	85	29	70	94	40	29	19	62	32	52	12	25	20	12	35	15	15	20	20	8	9	13	22	6	11	8	7	6	10	7	3	10	3	8	3	4	3	10	3	3	7	2	1	1	1	0	5	1	1	2	3	2	2	7	2	0	2	1	1	1	0	1	0	0	2	0	0	6	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	5870	2823	3707	2583	2039	1587	653	731	1000	597	497	320	360	265	251	258	175	168	129	121	162	126	95	111	117	59	114	115	67	48	42	73	59	71	21	50	32	27	54	22	27	25	19	17	17	19	26	12	10	13	16	8	13	26	10	15	11	11	4	4	8	11	3	6	9	2	4	2	0	3	2	3	1	3	0	4	2	7	1	1	2	5	1	3	0	1	1	1	4	4	1	4	0	2	1	1	0	1	0	0	1	1	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north17_active	80	2901	1387	2371	1691	1271	1010	328	424	645	385	272	185	205	151	136	139	82	92	48	62	96	68	46	67	71	23	69	74	36	27	16	44	33	49	11	26	17	14	34	12	15	14	15	13	5	15	16	4	9	5	8	6	8	17	4	12	3	9	2	3	4	6	2	2	5	2	2	0	0	3	2	3	1	2	0	1	2	7	0	0	2	5	1	2	0	1	0	1	3	0	1	4	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	5733	2796	3519	2380	1915	1538	633	685	900	576	496	324	352	275	236	230	169	178	132	131	141	117	96	113	128	76	135	96	63	49	42	79	63	53	21	47	32	25	59	24	24	22	14	16	17	29	32	10	9	16	15	6	7	24	7	10	7	5	4	5	6	10	4	10	5	3	3	3	0	3	4	3	1	3	1	5	2	5	1	1	0	6	2	2	2	0	2	1	3	3	2	1	0	2	0	0	0	2	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	2750	1369	2279	1545	1186	973	305	402	584	363	265	173	193	165	122	126	72	89	60	66	77	63	47	63	87	35	80	69	36	25	17	44	29	31	7	25	16	13	39	15	15	9	10	12	7	22	22	5	8	10	8	6	4	15	3	6	4	2	2	3	4	5	3	3	1	3	1	0	0	3	4	2	1	1	1	2	2	3	0	0	0	5	2	2	2	0	0	1	2	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	5697	2706	3253	2209	1802	1429	606	672	816	546	472	315	329	267	237	187	163	172	131	130	139	98	88	120	127	73	134	90	53	55	43	82	62	45	19	43	44	25	54	28	22	25	21	18	16	26	32	12	8	14	13	9	5	21	7	10	6	5	9	6	6	8	3	9	3	3	3	1	3	3	6	4	2	3	4	6	2	4	2	1	0	5	3	3	2	1	2	1	4	6	2	1	0	1	0	1	0	2	0	0	1	2	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	2647	1285	2075	1378	1124	896	293	374	532	330	256	162	186	136	125	96	70	81	64	68	80	51	44	62	88	28	83	59	27	24	17	42	25	27	6	23	24	14	33	13	12	7	14	14	9	16	23	5	5	9	8	7	2	15	3	7	4	1	6	1	4	4	2	2	0	2	1	0	2	3	4	3	1	1	4	3	0	1	1	0	0	4	1	3	2	1	0	1	2	3	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	5670	2641	3381	2310	1828	1403	577	658	827	558	469	313	325	247	233	192	135	186	127	127	151	95	73	123	123	76	136	98	55	61	40	88	54	43	20	37	42	22	54	29	24	24	24	16	14	28	33	16	10	19	11	8	9	12	6	11	9	7	6	4	4	7	2	5	3	3	4	2	3	2	8	3	5	2	7	4	2	4	3	2	0	3	8	4	2	1	1	1	2	8	1	1	1	0	0	1	0	1	0	1	1	2	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
