label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125
0.03	north6_all	80	21688	9866	9147	7372	3287	2526	5170	2501	1616	1764	1029	2487	821	1828	596	604	596	642	312	415	488	235	274	236	248	194	128	134	213	153	228	217	87	96	132	70	163	60	40	43	32	67	36	64	48	39	28	23	39	16	23	14	25	20	13	16	13	23	11	13	8	4	1	6	7	5	1	1	9	10	4	5	0	1	8	1	5	2	2	1	1	1	2	1	0	1	1	1	0	1	0	0	1	1	0	0	0	0	0	1	1	1	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	10116	4422	5215	4386	1580	1139	3173	1366	862	978	474	1610	388	1150	266	335	307	333	159	203	290	108	140	122	131	97	64	55	118	100	164	152	42	43	69	32	122	26	18	24	11	42	16	36	31	17	16	16	18	6	14	4	18	11	10	9	12	17	8	3	3	1	0	3	4	3	1	1	3	5	2	2	0	1	8	0	2	2	2	0	0	1	1	1	0	1	1	1	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	21791	9793	9154	7329	3359	2494	5317	2522	1647	1820	1001	2436	816	1867	560	550	591	622	330	389	497	257	280	234	268	217	136	135	196	179	218	203	93	89	138	76	150	55	46	46	40	49	36	44	45	34	21	29	33	17	24	16	23	14	15	19	22	22	10	3	5	4	2	11	8	5	5	3	6	9	3	2	0	3	13	1	3	3	0	2	0	0	2	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	1	0	0	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	10170	4382	5260	4315	1606	1144	3235	1376	830	1039	464	1578	382	1151	246	275	314	327	161	200	294	114	142	121	142	120	70	55	103	115	147	145	42	41	83	35	102	22	18	28	16	29	19	23	24	15	10	16	18	3	13	6	15	4	10	12	19	16	6	2	2	1	2	8	3	4	0	2	2	4	3	2	0	3	13	0	1	2	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	21826	9818	9240	7097	3411	2495	5258	2524	1645	1768	1037	2488	789	1818	549	560	599	582	347	377	479	248	280	236	270	219	141	141	169	154	211	204	108	75	137	75	134	61	49	44	44	64	36	33	46	37	19	25	41	14	19	17	22	18	13	21	22	21	9	16	7	6	2	15	6	3	5	4	4	6	5	3	0	3	6	1	2	2	1	2	0	1	3	0	2	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	1	0	0	2	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	10130	4369	5282	4108	1603	1151	3260	1381	822	991	491	1640	378	1143	244	267	318	299	171	213	299	113	131	116	141	121	65	57	88	99	133	142	51	31	77	43	78	25	19	24	25	43	17	23	25	23	10	13	18	4	11	5	13	6	7	13	17	15	6	9	2	2	2	10	2	2	0	2	2	3	4	2	0	3	6	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	21961	9856	9362	7172	3373	2508	5064	2570	1651	1753	1030	2486	779	1785	544	568	597	572	352	429	407	256	289	245	242	218	150	144	170	156	169	212	88	76	135	73	144	52	54	44	51	47	36	37	41	38	23	29	44	13	16	18	16	23	14	18	25	25	11	23	7	4	2	12	4	2	7	5	3	2	5	3	2	2	7	0	1	2	2	1	0	1	3	1	2	0	1	0	0	0	1	0	0	1	0	1	0	0	0	1	1	1	0	1	0	2	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	10141	4427	5330	4126	1571	1136	3203	1455	820	983	483	1649	367	1154	241	268	328	306	159	247	251	119	138	116	127	119	72	60	89	96	108	155	43	41	75	40	77	17	21	21	28	32	16	20	23	22	12	13	16	3	7	7	8	7	10	13	17	19	6	10	4	2	2	9	0	1	2	2	1	1	4	2	1	2	6	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	21704	9888	9395	7062	3396	2469	5030	2508	1688	1655	1027	2562	782	1812	543	603	607	579	338	464	421	254	280	247	234	191	130	120	181	147	181	232	89	85	146	73	142	49	53	36	56	41	44	60	39	42	28	26	40	16	14	17	12	29	20	9	25	22	10	34	10	5	3	9	2	2	6	9	3	1	4	3	2	1	4	0	0	0	2	0	1	2	3	1	2	0	1	0	0	1	2	0	0	1	1	1	0	0	0	0	1	0	0	1	0	2	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	9983	4426	5352	3994	1607	1088	3226	1417	829	894	484	1681	370	1135	233	287	331	318	150	267	259	124	141	117	125	100	53	53	105	84	106	152	43	42	78	40	80	12	29	17	36	29	21	36	25	22	16	12	15	8	9	4	3	18	15	6	16	17	6	12	5	3	2	6	0	0	3	6	2	0	2	2	1	1	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	21725	9705	9142	7362	3392	2553	4942	2403	1570	1638	967	2596	777	1768	530	546	554	610	359	471	466	236	291	201	210	202	145	115	208	175	182	212	78	94	129	67	139	39	42	50	39	48	34	40	38	25	27	18	25	15	14	17	27	20	22	21	22	12	7	8	7	9	15	7	4	5	7	5	12	1	9	1	2	5	10	3	3	11	3	1	1	5	1	1	0	1	0	0	1	2	1	0	1	1	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north11_active	80	10185	4437	5089	4315	1622	1136	3051	1309	778	912	446	1745	359	1157	235	279	342	356	149	248	279	114	176	84	111	115	68	52	119	106	95	143	35	54	72	25	80	19	14	26	26	30	21	18	18	16	17	7	13	6	5	7	15	12	16	12	21	5	2	7	5	4	8	4	1	3	4	1	9	0	8	0	2	3	9	1	3	10	2	1	1	5	0	0	0	1	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north12_all	80	21461	9662	9257	7404	3400	2537	5074	2418	1636	1693	960	2546	763	1797	546	567	561	602	342	439	467	227	295	231	237	187	136	109	210	177	215	200	82	90	128	60	176	57	44	53	46	47	36	55	49	22	34	16	31	15	11	17	15	18	17	11	23	11	9	20	6	8	11	8	5	4	6	4	18	4	9	2	3	5	7	3	1	11	3	1	0	5	0	1	0	0	0	0	1	3	0	0	0	0	0	0	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north12_active	80	10066	4429	5158	4422	1615	1172	3226	1319	819	958	434	1712	342	1156	255	296	340	336	152	244	267	103	177	103	138	102	64	55	121	109	135	121	36	48	68	19	121	31	16	25	28	24	21	21	26	14	23	3	16	5	7	7	7	10	13	6	18	6	5	19	5	4	5	4	1	2	3	0	16	2	7	0	2	4	6	1	0	9	2	1	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north13_all	80	21570	9708	9364	7358	3343	2555	5057	2535	1682	1684	969	2645	745	1908	528	580	614	584	318	460	448	226	289	218	245	176	140	121	220	144	247	202	88	86	144	69	150	62	52	51	41	48	34	47	43	25	40	22	35	18	11	13	19	15	8	13	33	10	8	22	6	4	7	7	3	4	6	7	10	7	12	2	2	3	8	3	2	11	3	3	1	0	0	1	3	0	0	0	1	1	0	0	0	0	2	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
0.03	north13_active	80	10121	4379	5307	4330	1583	1163	3238	1461	827	956	452	1782	334	1212	253	296	367	314	142	255	255	110	175	100	144	91	65	57	121	80	164	119	41	48	93	22	106	33	22	28	25	24	19	19	27	16	21	8	24	7	6	6	13	9	3	8	26	4	6	21	4	3	2	3	0	4	3	3	7	5	9	0	1	3	7	1	1	9	2	3	0	0	0	0	2	0	0	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north14_all	80	21650	9683	9364	7075	3378	2509	5342	2556	1673	1668	1002	2548	730	1900	526	566	579	569	324	434	405	230	281	221	264	184	131	116	218	126	289	200	73	86	145	57	162	57	53	45	52	57	40	52	37	24	42	20	30	18	11	16	16	19	7	17	19	10	6	19	10	3	5	8	3	4	4	9	16	10	12	2	3	3	2	3	3	6	1	3	2	0	0	1	3	0	0	0	1	1	1	0	0	0	2	0	0	1	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0	0	1	0
0.03	north14_active	80	10175	4371	5300	4094	1608	1160	3434	1485	856	930	455	1660	328	1147	253	293	331	302	145	249	228	108	147	101	155	100	60	51	125	63	193	127	40	45	95	21	119	35	24	19	29	31	23	22	22	14	22	10	20	8	5	6	12	9	3	12	11	4	5	18	6	2	1	2	0	4	1	4	15	8	6	0	2	3	2	0	2	5	0	3	0	0	0	0	2	0	0	0	1	0	0	0	0	0	2	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0
0.03	north15_all	80	21549	9756	9270	7038	3351	2493	5431	2537	1672	1567	1002	2443	750	1778	536	563	545	562	332	444	416	234	263	233	249	202	132	115	219	146	260	207	62	80	184	69	113	45	47	40	49	58	33	48	29	35	34	26	32	18	10	15	15	32	6	13	20	9	6	23	8	4	4	7	5	5	3	7	25	9	14	2	1	3	1	2	2	1	2	4	3	2	0	1	3	2	0	0	2	1	1	0	1	0	2	0	0	1	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0
0.03	north15_active	80	10071	4402	5265	4007	1571	1154	3449	1473	846	849	464	1570	337	1063	249	290	294	312	158	257	236	107	132	107	129	108	62	49	125	74	151	124	37	42	131	29	69	27	20	19	27	32	19	17	14	19	12	12	21	7	5	6	12	12	3	9	11	4	4	23	4	2	0	2	2	4	1	4	24	8	10	0	1	3	1	0	2	0	1	4	1	0	0	0	2	2	0	0	0	0	0	0	1	0	2	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
0.03	north16_all	80	21462	9683	9401	7019	3322	2488	5452	2515	1626	1592	1028	2561	743	1707	530	579	552	545	335	432	436	245	276	236	238	208	137	105	205	159	245	223	60	77	174	72	137	42	45	37	54	47	39	51	49	28	42	21	36	16	10	14	24	35	15	13	17	14	6	22	9	5	5	8	8	4	5	3	25	6	10	3	2	1	2	2	2	0	5	2	3	2	0	2	0	2	0	0	3	1	2	0	1	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0
0.03	north16_active	80	10006	4365	5317	4075	1616	1152	3432	1465	823	863	486	1630	337	1040	236	306	289	314	155	240	257	109	127	111	113	119	58	48	117	87	145	149	35	44	123	33	84	26	16	18	32	20	27	19	21	14	20	12	19	10	5	8	17	16	7	9	9	9	2	22	5	2	1	3	4	1	3	1	20	6	7	1	1	1	2	0	1	0	2	2	1	0	0	2	0	2	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
0.03	north17_all	80	21533	9630	9439	7149	3295	2507	5420	2495	1609	1592	1024	2564	756	1687	540	561	547	532	349	483	469	245	260	238	236	220	153	110	222	164	232	246	79	71	157	80	169	38	46	40	51	47	30	39	62	30	38	23	42	14	14	14	16	38	17	17	15	15	6	17	7	8	5	7	9	5	5	4	24	4	9	3	3	2	3	1	1	0	5	2	1	2	0	2	0	2	0	0	3	2	2	0	1	1	1	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0.03	north17_active	80	9971	4388	5389	4232	1607	1153	3460	1463	826	891	498	1655	332	1059	243	302	272	318	154	263	272	105	124	111	113	129	62	57	139	98	140	158	45	42	112	35	105	20	16	20	29	22	24	12	28	17	22	12	20	7	5	8	8	19	7	10	6	10	2	16	6	4	2	3	4	2	3	2	19	4	9	1	2	1	3	0	0	0	2	2	1	0	0	2	0	2	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north18_all	80	21584	9654	9312	7183	3326	2526	5139	2529	1626	1619	1041	2570	734	1736	516	560	570	533	341	465	451	240	260	232	234	223	157	116	232	154	220	256	85	67	161	86	160	38	52	38	44	47	30	38	62	22	43	20	35	8	12	11	32	27	20	21	14	16	9	12	14	9	6	10	7	6	5	4	16	2	8	1	4	2	3	1	1	0	5	1	1	1	0	3	0	1	1	0	1	1	1	0	0	1	1	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north18_active	80	9945	4393	5362	4264	1624	1175	3264	1463	812	928	509	1639	338	1129	234	296	306	318	153	242	285	110	133	109	117	130	71	56	140	100	136	164	49	37	120	40	105	21	17	18	25	22	24	15	28	15	24	10	14	5	6	6	16	18	10	14	6	12	3	9	8	5	3	7	5	3	3	3	11	1	7	1	2	1	3	0	0	0	1	1	1	1	0	3	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	21694	9694	9195	7280	3340	2528	5205	2492	1689	1629	1047	2565	726	1741	514	565	572	579	336	445	449	250	258	216	214	215	160	116	241	166	178	262	89	83	142	72	172	42	52	43	42	52	28	29	52	31	41	21	27	10	11	13	29	29	17	37	9	10	9	12	16	8	6	14	6	3	4	5	18	2	7	0	5	1	3	1	2	1	2	0	0	1	0	1	0	1	1	0	1	2	0	0	0	2	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
0.03	north19_active	80	10005	4372	5233	4305	1625	1157	3321	1413	841	933	505	1687	343	1117	235	280	304	336	155	233	274	113	133	103	112	126	72	53	146	92	114	165	49	44	105	31	121	20	17	21	23	27	17	14	30	20	21	8	11	5	6	4	13	14	11	23	3	7	3	9	10	4	3	10	4	3	1	4	16	1	6	0	3	0	3	0	2	1	1	0	0	1	0	1	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	21814	9702	8997	7370	3386	2539	5262	2513	1702	1707	1037	2583	717	1592	528	583	573	602	341	415	443	246	285	229	220	218	156	113	204	147	189	257	85	84	155	69	173	48	53	47	54	55	31	44	41	37	43	20	17	11	17	13	33	29	16	29	14	10	11	4	11	7	5	18	4	4	6	4	21	4	8	0	3	3	4	4	2	3	1	1	0	2	0	1	1	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	4	0	1
0.03	north20_active	80	10015	4368	5014	4345	1627	1160	3275	1431	831	982	500	1700	328	1040	237	279	315	346	158	227	277	122	151	110	108	127	76	46	118	82	115	169	43	41	115	31	122	28	23	19	27	29	16	24	26	21	21	10	9	5	8	4	19	20	12	17	5	7	4	2	6	3	3	14	3	3	2	3	20	3	5	0	2	1	2	1	2	3	0	0	0	1	0	1	0	1	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	21024	10688	14117	7404	6209	5452	3983	1678	3106	2590	2095	1804	1223	909	1523	473	664	605	865	517	627	233	236	160	217	189	210	157	181	115	157	87	131	66	96	94	58	51	70	75	56	31	51	30	30	77	44	18	32	17	22	16	27	24	26	35	10	10	7	4	6	7	6	2	7	6	3	2	3	2	7	1	1	3	3	2	1	0	2	1	0	0	1	0	0	2	3	1	0	0	1	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	9519	5133	9035	4382	3848	3298	2484	750	1871	1598	1319	1110	675	512	997	211	395	356	581	313	405	109	107	69	125	92	125	71	114	64	99	49	78	33	58	60	30	24	52	32	31	14	21	18	14	58	24	8	23	9	12	8	19	15	19	24	6	4	2	4	0	3	4	1	3	6	3	0	1	2	4	0	1	0	3	0	0	0	1	0	0	0	1	0	0	0	3	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	20829	10713	14341	7429	6128	5485	4098	1684	3162	2608	2231	1864	1320	883	1494	469	738	613	772	530	648	227	237	153	199	173	221	150	178	132	157	78	125	78	88	82	67	50	63	82	47	36	41	32	30	86	39	18	34	17	17	13	35	15	34	40	10	9	8	3	8	6	8	2	8	8	3	1	2	0	8	4	1	3	3	2	1	0	2	2	2	0	0	0	1	3	2	5	0	0	0	0	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_active	80	9385	5195	9123	4455	3811	3285	2559	749	1970	1599	1420	1134	779	479	1004	210	434	349	495	315	409	108	99	54	106	90	138	76	111	77	103	41	72	39	50	50	33	23	42	36	22	16	20	22	10	64	18	6	20	11	10	6	29	6	25	27	4	4	1	3	3	6	6	2	1	8	3	0	1	0	5	2	1	1	2	1	0	0	0	1	2	0	0	0	1	2	2	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	20877	10633	14339	7395	6067	5486	4124	1659	3104	2655	2251	1956	1338	830	1482	467	721	652	744	512	718	213	246	170	180	175	212	150	178	121	186	71	107	84	98	75	72	50	63	61	58	36	45	31	26	54	42	13	47	23	24	16	29	22	37	28	7	7	4	15	11	4	9	1	8	8	1	1	2	0	8	13	1	4	3	1	2	0	1	2	3	0	0	0	1	2	3	4	0	0	3	0	1	1	1	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_active	80	9437	5212	8989	4437	3728	3295	2476	740	1976	1555	1404	1204	831	437	964	209	419	383	476	296	458	97	113	63	97	96	131	65	104	65	134	37	61	37	49	42	39	22	40	36	30	15	27	21	10	39	19	4	35	11	13	7	20	12	29	14	1	3	0	10	7	4	7	1	2	8	1	0	1	0	5	12	1	2	2	1	1	0	0	1	2	0	0	0	1	2	3	4	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
