label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149	Otu150	Otu151	Otu152	Otu153	Otu154	Otu155	Otu156	Otu157	Otu158	Otu159	Otu160	Otu161	Otu162	Otu163	Otu164	Otu165	Otu166	Otu167	Otu168	Otu169	Otu170	Otu171	Otu172	Otu173	Otu174	Otu175	Otu176	Otu177	Otu178	Otu179	Otu180	Otu181	Otu182	Otu183	Otu184
0.03	north6_all	80	11166	2066	2523	1622	780	1042	433	526	330	409	282	219	194	426	201	255	125	143	165	223	115	75	121	89	70	184	60	55	58	52	71	72	45	48	62	32	52	45	43	15	28	64	31	32	42	21	46	18	24	16	20	9	6	46	16	22	7	19	9	8	13	16	5	8	7	3	10	0	4	7	2	4	10	8	7	7	9	3	11	4	7	5	6	4	6	1	2	1	1	2	1	3	3	0	1	0	2	1	1	4	3	0	0	1	0	1	1	3	0	4	1	0	1	2	0	0	0	1	0	2	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north6_active	80	7196	979	1598	986	382	626	199	286	153	242	163	105	81	279	119	153	64	64	106	152	57	30	76	44	32	110	32	27	18	23	37	44	26	24	38	15	25	26	25	10	11	34	20	14	21	10	30	10	13	7	13	2	5	34	11	15	3	16	8	4	7	2	2	4	4	2	4	0	4	5	2	2	6	3	4	5	8	1	8	2	4	3	6	2	3	1	1	0	1	0	0	2	0	0	0	0	0	1	0	4	1	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north7_all	80	11135	2053	2405	1606	771	1036	422	518	336	449	284	198	182	439	186	228	132	129	183	226	114	77	140	87	66	163	58	59	70	53	72	73	48	50	67	40	42	48	41	17	36	66	30	33	47	20	43	19	27	20	22	8	11	41	13	32	3	19	10	9	13	14	3	9	9	5	9	0	3	7	2	5	9	10	8	3	3	3	9	6	11	6	3	2	5	1	7	1	1	0	1	2	3	0	1	1	3	1	0	6	7	0	0	1	0	0	1	3	0	3	1	0	1	1	1	0	0	0	0	1	0	0	1	2	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north7_active	80	7205	1006	1529	959	362	617	186	291	162	279	163	100	87	301	118	133	63	55	123	152	56	34	83	42	32	90	29	28	29	26	39	47	23	26	39	23	26	25	25	10	20	36	20	14	22	10	27	8	13	12	14	2	8	30	7	25	1	13	8	6	6	3	1	5	5	3	4	0	2	6	2	2	4	3	4	1	2	2	8	5	8	4	3	1	3	1	6	0	1	0	0	2	0	0	0	0	1	1	0	4	5	0	0	0	0	0	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north8_all	80	11072	2083	2362	1612	783	1006	405	543	366	462	297	192	166	462	174	242	135	121	195	223	119	86	147	92	59	172	52	55	68	57	75	74	49	45	62	44	46	53	32	17	34	59	28	36	51	21	37	19	23	22	17	11	12	38	17	31	11	22	8	11	13	16	6	6	4	5	9	2	6	8	3	6	6	9	6	7	2	4	11	4	11	4	3	3	5	0	6	1	1	0	2	2	2	1	1	1	2	1	1	4	5	0	0	1	0	2	1	2	0	3	2	0	3	1	1	0	0	0	0	0	0	0	2	2	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0	2	1	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north8_active	80	7201	1028	1501	985	380	606	172	308	185	280	165	88	76	323	110	153	66	53	127	147	58	39	84	46	27	103	24	28	33	30	47	50	26	22	36	29	24	28	20	11	19	37	17	17	24	11	26	7	11	14	11	4	8	28	9	29	5	17	5	8	7	9	3	4	3	2	3	1	5	6	2	3	3	3	4	4	1	1	8	4	8	3	3	1	3	0	5	0	1	0	1	2	0	1	0	0	1	1	1	2	5	0	0	0	0	1	1	0	0	1	2	0	2	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north9_all	80	10905	2031	2355	1658	752	1008	423	565	350	471	276	199	169	465	189	240	133	108	190	209	142	94	156	76	63	178	62	51	73	57	77	79	43	42	86	62	45	51	32	13	33	45	23	32	50	17	28	18	22	20	10	14	11	37	16	33	11	24	9	9	8	13	7	6	4	5	9	10	5	7	4	10	4	13	8	8	5	3	5	4	11	6	3	2	1	0	8	1	1	0	3	0	1	2	0	1	1	0	1	7	5	0	1	0	0	2	2	1	0	1	2	0	3	0	1	1	0	0	0	0	0	0	2	1	0	0	0	0	3	0	2	0	0	1	0	0	0	0	1	1	1	0	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	7094	987	1474	1019	368	596	189	317	179	288	153	92	84	313	110	147	56	50	119	123	74	54	90	43	20	90	24	27	42	33	49	54	20	21	59	45	23	26	23	7	23	29	15	19	23	8	14	8	8	14	6	4	7	31	8	30	6	14	7	6	5	8	4	4	2	1	5	5	4	6	3	8	2	7	6	4	2	1	1	4	8	4	3	0	0	0	6	0	1	0	1	0	0	1	0	0	1	0	1	4	5	0	0	0	0	1	1	0	0	0	2	0	2	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	3	0	2	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	10584	2037	2362	1655	743	1039	410	571	380	477	296	201	176	490	196	226	139	114	184	233	153	97	141	89	63	200	69	56	67	51	84	70	39	40	95	55	45	49	36	11	35	34	27	30	48	16	30	16	18	18	9	13	11	18	20	23	15	34	7	10	12	15	8	5	5	4	6	11	7	4	6	12	5	9	5	10	3	3	6	3	6	5	4	3	1	0	3	1	1	1	3	0	0	3	0	0	2	2	1	5	0	0	1	0	0	2	2	0	0	0	2	0	3	1	0	1	0	0	0	0	0	0	11	1	0	0	0	0	3	0	0	0	0	1	0	0	0	0	1	0	1	0	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north10_active	80	6898	980	1484	1013	377	624	190	295	208	269	160	88	81	316	109	141	61	49	113	144	83	52	85	47	23	120	37	28	37	29	47	46	24	20	70	38	24	27	22	6	22	20	17	22	23	6	17	5	7	12	3	4	4	15	10	19	9	17	4	7	10	9	5	3	3	1	3	6	6	2	5	10	2	6	3	5	1	1	0	2	5	2	3	1	0	0	1	0	1	1	1	0	0	2	0	0	2	2	1	3	0	0	0	0	0	1	1	0	0	0	2	0	2	1	0	0	0	0	0	0	0	0	10	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north11_all	80	10004	2008	2248	1496	708	982	473	511	333	415	273	228	243	452	204	210	114	125	155	204	117	78	123	78	63	177	73	77	60	46	71	55	37	54	73	48	47	31	36	28	31	57	25	15	43	11	26	7	23	10	17	13	10	30	20	26	10	20	13	3	11	20	8	10	8	9	6	6	14	3	2	13	7	9	9	6	5	5	2	1	9	2	3	2	4	0	3	3	2	3	7	2	4	1	0	1	3	2	2	0	1	2	1	1	0	2	1	0	1	0	1	2	2	0	1	2	0	1	0	1	0	0	0	0	0	0	2	0	2	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north11_active	80	6465	945	1406	911	339	595	221	289	176	240	140	98	120	280	116	115	51	52	82	117	59	34	64	48	23	128	35	34	31	20	43	25	23	32	46	28	30	18	19	9	17	38	16	8	24	4	16	2	9	7	10	7	7	19	10	14	5	11	8	1	7	13	4	6	4	5	5	4	8	3	1	5	4	9	6	1	2	3	1	0	8	2	0	1	3	0	3	1	1	2	6	1	4	1	0	0	0	1	0	0	1	2	1	0	0	2	1	0	1	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north12_all	80	9058	1931	2063	1470	689	946	477	487	363	368	274	231	243	472	182	211	116	114	143	182	115	87	108	72	76	165	69	71	54	46	55	55	42	54	77	45	41	38	41	30	33	58	20	16	51	11	27	13	20	9	18	12	16	28	17	29	6	16	13	4	13	23	4	8	8	8	8	6	7	5	3	11	7	11	7	6	5	8	0	3	11	2	0	2	1	1	1	3	1	1	13	3	5	1	0	1	3	2	1	0	2	1	1	1	0	2	0	0	1	0	2	2	4	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	5876	907	1302	898	332	571	225	270	181	214	143	108	114	305	107	98	50	59	74	100	61	33	53	39	28	119	35	35	18	20	34	29	20	37	52	19	23	25	20	10	20	38	12	8	26	4	20	6	8	5	7	7	8	23	7	14	4	10	7	1	7	14	1	3	4	4	5	4	4	5	2	2	5	10	6	1	2	7	0	1	8	2	0	1	1	0	1	1	0	0	11	1	4	0	0	0	1	1	0	0	1	1	1	0	0	2	0	0	1	0	2	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	8985	1883	2075	1459	707	904	464	502	364	401	273	239	235	468	182	204	124	112	138	178	124	83	130	71	74	181	68	64	54	44	62	59	44	52	55	50	39	40	41	28	26	46	19	19	45	13	26	16	20	14	16	13	16	34	14	30	5	18	14	6	21	16	5	9	6	6	9	6	7	4	3	10	5	9	7	3	5	9	0	5	11	4	1	4	1	1	14	5	1	1	11	2	1	1	0	1	2	2	0	0	2	0	1	1	1	0	0	0	1	0	2	1	4	2	0	1	1	0	2	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	3	0	0	2	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	5755	896	1310	883	334	547	213	293	178	247	150	114	107	325	105	96	47	60	68	104	66	28	82	39	30	131	35	27	18	18	35	32	20	34	38	28	21	24	21	11	17	35	10	9	24	6	21	6	12	7	7	7	8	27	6	16	3	9	9	2	9	8	2	4	3	3	6	5	6	4	2	1	4	8	6	1	1	7	0	1	8	3	1	3	1	0	14	0	0	1	8	1	0	0	0	0	1	2	0	0	1	0	1	0	0	0	0	0	1	0	1	0	4	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	2	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	9601	1949	2256	1542	708	950	461	509	381	404	271	240	223	513	191	212	140	114	156	199	126	83	142	82	74	190	62	60	51	43	58	57	45	56	69	54	39	36	50	31	24	41	19	24	40	15	26	17	19	16	13	12	12	34	28	28	5	24	8	6	24	17	5	9	9	5	6	5	11	5	2	9	5	2	6	2	3	8	1	15	4	3	1	4	3	2	14	4	1	1	11	3	3	1	1	0	1	2	0	0	2	0	4	2	1	2	0	2	2	0	2	1	2	2	0	0	1	0	3	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	3	0	0	2	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	6033	952	1422	924	338	577	204	302	194	247	148	111	95	370	107	91	50	64	73	134	63	32	82	49	34	140	35	27	17	18	36	27	20	33	51	30	24	21	35	14	18	32	9	16	20	6	22	7	11	7	7	6	4	26	15	17	3	6	4	3	14	9	4	3	5	2	3	4	6	3	2	1	2	1	2	1	0	6	0	10	2	2	1	3	2	0	13	0	0	1	8	2	1	0	1	0	1	2	0	0	1	0	3	0	0	2	0	2	2	0	1	0	2	2	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	2	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	10397	1959	2370	1610	740	962	415	524	388	416	285	240	219	562	206	247	157	122	157	215	142	81	149	92	68	177	52	59	54	55	60	59	41	61	61	62	41	36	50	30	23	41	26	27	41	14	42	18	24	15	17	12	13	37	37	28	5	24	7	7	23	19	7	9	8	5	5	5	12	4	4	5	5	2	11	2	4	6	2	13	9	5	1	2	2	2	25	6	2	1	5	1	2	0	1	0	0	3	1	0	3	0	7	1	1	3	0	2	3	0	3	1	0	3	0	1	1	1	3	0	1	1	1	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	3	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	6660	946	1487	962	348	584	181	316	200	246	159	109	88	400	104	122	56	69	74	158	69	40	86	55	32	126	27	28	22	29	34	30	20	38	43	37	23	19	41	16	18	32	14	20	21	7	30	6	14	9	11	5	6	25	25	18	4	5	4	3	15	11	6	2	4	2	3	4	6	2	4	1	2	2	2	0	0	3	0	10	8	3	1	2	1	0	21	1	0	1	4	1	1	0	1	0	0	2	1	0	2	0	3	0	0	2	0	2	3	0	2	0	0	3	0	0	0	1	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	11153	2007	2581	1593	763	1004	436	554	394	422	297	241	218	554	210	257	157	126	169	212	153	88	141	91	67	158	57	74	61	57	62	59	39	56	61	74	49	34	51	26	20	33	26	26	43	14	45	15	26	14	17	10	14	19	40	22	5	23	10	7	16	19	9	8	12	4	4	3	8	6	2	9	4	4	10	4	6	5	2	14	8	5	2	6	3	1	15	6	2	1	6	1	2	0	1	0	0	2	2	0	3	0	7	1	0	3	0	2	3	0	2	1	2	1	1	1	0	1	3	0	1	1	0	0	2	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
