label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149	Otu150	Otu151	Otu152	Otu153	Otu154	Otu155	Otu156	Otu157	Otu158	Otu159	Otu160	Otu161	Otu162	Otu163	Otu164	Otu165	Otu166	Otu167	Otu168	Otu169	Otu170	Otu171	Otu172	Otu173	Otu174	Otu175	Otu176	Otu177	Otu178
0.03	north6_all	80	4450	2468	1426	1238	1578	536	526	438	814	316	440	248	212	170	150	171	141	371	124	101	105	95	83	204	220	92	78	64	55	82	35	40	48	27	51	36	35	31	29	30	24	15	34	24	25	22	38	17	22	38	27	29	9	11	19	39	14	18	14	6	19	8	7	5	24	3	5	7	4	23	2	6	2	2	4	3	2	1	1	2	7	3	5	4	3	5	2	2	2	5	1	3	2	5	3	0	3	0	4	1	0	0	1	3	1	1	0	0	1	3	2	0	1	0	5	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	1912	1425	665	778	1320	132	267	107	681	129	313	126	83	35	45	72	34	339	30	32	20	53	45	168	201	47	52	37	24	51	8	22	14	6	26	21	15	4	14	18	6	1	26	14	13	3	33	4	16	36	17	25	0	2	14	32	6	17	8	2	18	5	2	1	23	2	3	7	1	23	1	4	0	1	0	0	2	0	0	2	6	1	4	3	0	2	0	1	1	3	0	3	0	1	2	0	1	0	4	0	0	0	1	1	1	0	0	0	1	3	1	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	4441	2473	1502	1237	1649	558	525	437	907	322	474	239	213	158	172	164	130	395	131	99	95	98	92	236	267	82	85	62	52	68	38	49	50	29	53	46	34	34	35	33	24	17	29	24	23	16	36	17	23	47	29	30	12	16	19	52	14	24	12	9	19	7	10	5	22	5	7	9	6	28	3	3	3	3	6	3	5	2	2	18	6	3	8	4	4	4	2	2	2	3	0	2	1	4	3	1	2	0	5	0	6	0	1	2	1	2	0	3	1	3	0	1	1	0	5	1	0	1	2	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	1958	1456	719	770	1390	146	284	104	768	132	348	122	83	31	59	79	29	361	36	30	15	51	47	201	250	43	61	36	25	39	7	26	8	7	29	28	14	5	19	19	6	2	19	15	10	5	29	5	18	43	19	26	1	4	13	46	8	21	8	6	18	5	2	1	20	3	3	9	1	27	1	2	0	2	0	0	4	0	0	18	6	2	7	3	0	2	0	1	1	1	0	2	0	2	2	0	1	0	5	0	6	0	1	1	1	0	0	3	1	3	0	1	1	0	5	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	4442	2573	1501	1286	1904	577	545	427	1072	331	508	256	218	165	165	182	137	446	120	96	80	100	91	252	290	85	76	59	49	77	38	43	44	27	49	56	29	30	36	36	29	21	30	23	17	20	32	14	45	55	27	23	9	10	20	57	9	52	7	11	16	9	8	4	18	7	7	8	7	16	4	2	3	3	6	4	10	4	2	17	9	4	9	4	2	2	1	1	2	2	0	2	2	2	2	1	0	0	1	0	6	0	0	2	0	1	0	3	1	1	0	1	0	0	12	2	0	1	2	0	0	0	3	2	2	0	0	0	1	1	0	2	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	2075	1590	744	843	1632	159	311	114	949	145	392	140	99	38	62	81	33	410	33	25	14	59	46	226	271	48	55	35	26	51	7	21	9	8	31	29	10	7	23	26	8	4	19	15	7	7	23	5	38	51	17	19	1	2	14	52	6	48	4	6	15	8	1	1	17	5	3	6	2	15	1	1	1	2	1	0	9	0	1	17	8	3	9	3	0	2	0	0	1	0	0	0	0	2	1	0	0	0	1	0	6	0	0	1	0	0	0	3	1	1	0	1	0	0	12	0	0	0	2	0	0	0	3	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	4491	2601	1540	1333	2062	609	572	438	1300	357	524	275	225	172	173	193	136	582	122	109	73	122	79	272	299	80	65	49	47	86	40	53	49	35	54	58	29	29	45	59	32	23	30	21	20	15	26	13	50	74	28	24	9	12	25	45	8	56	9	15	12	15	11	2	15	5	6	13	5	13	4	3	4	5	5	2	11	4	3	18	6	4	8	1	3	4	1	2	2	1	0	2	3	1	5	3	0	0	1	0	6	1	0	2	0	1	0	3	1	2	0	1	0	1	12	2	0	1	2	1	0	0	3	2	2	0	0	0	1	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north9_active	80	2170	1663	811	902	1808	168	354	123	1188	169	421	162	109	52	61	99	37	546	35	28	14	78	40	243	276	44	50	31	22	63	6	28	9	10	42	32	11	7	32	47	10	5	20	15	10	6	17	6	41	70	19	19	2	5	19	43	6	52	4	4	11	14	4	0	13	4	2	10	1	12	2	2	1	3	2	0	10	0	1	18	5	3	8	1	0	4	1	0	1	0	0	0	0	1	1	1	0	0	1	0	6	0	0	1	0	0	0	3	1	1	0	1	0	0	12	0	0	0	2	1	0	0	3	1	2	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north10_all	80	4504	2727	1586	1385	2284	604	593	459	1423	340	572	292	230	190	189	193	143	574	112	114	76	129	82	275	268	75	70	45	50	100	46	66	40	39	50	54	39	22	41	62	25	31	41	23	21	17	33	13	56	65	31	19	11	12	40	45	9	66	8	13	26	33	7	3	20	4	4	11	4	28	7	3	3	7	5	2	7	4	2	2	3	4	7	2	5	2	1	3	1	2	0	3	7	0	4	3	0	0	2	3	1	3	0	2	0	1	0	0	2	1	0	8	0	1	7	1	0	0	0	1	0	0	3	2	2	0	0	0	2	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north10_active	80	2246	1797	849	950	2017	169	383	151	1314	175	475	181	120	57	63	104	45	543	33	27	18	89	58	250	237	47	58	29	20	79	11	37	10	7	43	24	16	5	30	48	10	7	35	19	9	6	23	7	47	62	25	15	4	8	34	45	7	62	4	2	25	32	5	0	18	3	2	8	4	26	4	2	1	5	2	0	7	0	1	2	2	3	7	2	1	2	1	0	0	1	0	1	5	0	0	1	0	0	2	2	1	1	0	1	0	0	0	0	1	0	0	8	0	0	7	0	0	0	0	1	0	0	3	1	2	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north11_all	80	4615	2653	1527	1333	2152	622	608	390	1320	391	544	293	220	176	171	165	124	662	124	99	99	87	90	276	272	72	87	60	54	100	38	55	37	30	53	35	36	24	32	40	28	15	23	38	18	12	29	10	55	71	26	26	13	14	35	55	16	28	9	7	59	18	8	9	17	7	10	12	5	15	3	7	5	10	3	4	15	5	10	6	14	4	2	10	2	13	0	1	1	6	2	0	1	3	3	1	2	5	10	1	0	1	1	1	0	1	1	1	0	1	0	1	2	0	1	0	0	1	2	0	0	0	0	0	0	2	0	0	0	0	0	0	1	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	2308	1705	816	858	1927	199	368	128	1202	196	426	176	100	46	66	88	32	618	33	26	33	48	49	264	252	41	59	37	26	72	4	30	8	6	39	19	16	9	15	33	5	2	14	33	10	4	22	9	47	68	24	23	3	9	32	54	12	26	5	1	54	14	8	1	16	2	8	11	4	15	0	5	1	9	0	1	15	3	4	5	11	3	1	7	0	12	0	1	1	5	1	0	0	2	3	0	1	5	10	1	0	1	0	1	0	1	1	1	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	4568	2625	1502	1301	2066	643	599	409	1181	379	514	295	216	171	165	156	109	654	112	100	104	91	94	265	265	75	87	66	51	101	37	48	44	35	50	32	39	30	23	45	23	13	23	35	17	18	26	8	50	65	26	32	15	12	28	39	16	23	6	8	35	30	6	11	18	5	11	12	5	6	3	5	5	8	3	4	7	2	7	6	12	4	3	14	3	13	0	2	2	7	3	0	3	1	2	1	3	3	5	1	0	0	0	2	2	2	1	1	0	2	0	1	2	1	2	0	1	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	2208	1638	823	847	1818	193	347	119	1061	183	395	168	93	38	59	80	23	611	26	26	34	50	51	244	242	44	62	40	22	72	6	28	14	10	36	18	16	11	13	36	6	2	17	25	9	9	22	7	44	64	22	30	5	8	25	38	12	21	3	2	29	23	6	2	17	0	9	11	3	6	0	3	0	7	1	2	7	1	3	5	9	3	2	12	0	12	0	1	2	6	1	0	0	1	2	0	1	3	5	0	0	0	0	2	1	1	1	1	0	2	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	4523	2650	1443	1230	1927	607	619	387	1145	348	512	279	223	170	167	141	120	600	114	96	101	89	82	252	247	63	86	66	53	115	41	44	43	35	45	29	33	26	29	37	14	14	27	39	19	17	29	8	54	73	24	33	17	14	33	48	17	49	7	7	23	37	5	9	22	3	10	14	5	24	3	2	5	6	5	4	8	1	7	3	1	3	4	14	3	12	0	2	3	4	2	1	3	0	2	1	3	1	6	1	0	0	0	1	3	4	1	0	0	2	0	3	1	1	2	0	1	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	2146	1646	773	808	1683	175	356	103	1018	170	399	157	93	37	65	70	25	557	27	25	27	50	37	225	225	37	61	42	20	94	8	27	16	9	31	18	13	9	18	26	4	4	17	28	11	10	26	5	47	70	19	30	6	7	31	47	14	46	3	2	19	31	5	3	21	0	8	12	1	23	0	2	0	5	2	1	8	1	3	2	0	3	3	14	0	10	0	0	2	3	0	1	0	0	2	0	1	1	6	0	0	0	0	1	1	2	1	0	0	2	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	4431	2643	1413	1189	1798	562	566	376	1022	303	528	252	237	174	177	153	142	560	107	103	97	88	83	231	210	67	73	64	49	108	41	46	46	33	41	36	34	31	38	38	17	18	25	38	17	18	27	10	50	78	20	27	16	8	29	33	13	45	3	7	20	39	10	8	20	3	9	11	6	32	4	3	4	5	6	3	7	2	3	1	7	6	7	7	2	4	0	3	4	6	4	7	3	1	2	0	2	3	4	1	0	1	0	1	3	4	0	1	0	1	1	3	0	2	2	0	1	2	0	1	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	2048	1593	735	758	1542	142	306	99	913	141	413	132	99	35	60	77	30	517	24	30	21	46	33	200	184	39	52	34	15	94	8	26	15	8	24	23	15	8	24	27	6	3	16	25	8	9	23	4	44	72	13	25	4	3	27	33	7	42	0	3	17	33	6	4	19	1	7	9	2	30	2	1	0	4	3	1	7	1	1	1	6	4	5	7	0	2	0	1	2	5	2	7	0	0	1	0	1	1	4	0	0	0	0	1	1	1	0	0	0	1	1	3	0	1	2	0	0	1	0	0	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	4449	2695	1471	1217	1884	588	584	384	1072	290	601	257	231	170	165	162	144	569	103	108	85	88	84	247	259	69	72	62	52	109	41	49	50	31	35	33	25	26	35	33	23	21	22	40	18	13	31	13	40	84	27	29	17	11	40	38	12	51	5	8	20	34	11	6	17	2	7	23	7	37	5	4	2	10	6	6	4	1	4	9	12	4	6	2	1	3	2	2	4	6	3	8	2	3	2	0	1	2	6	1	5	2	0	0	1	4	0	3	2	0	2	3	0	1	0	0	1	2	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	2108	1642	766	781	1645	147	321	100	952	132	476	122	101	38	57	81	34	528	20	36	15	50	39	217	232	37	51	33	17	94	9	29	15	7	19	18	8	3	20	23	7	3	13	26	12	4	27	4	36	76	18	25	3	4	36	36	4	49	1	2	18	33	5	3	15	1	4	21	2	33	3	2	0	6	3	2	4	0	2	7	11	2	5	2	0	1	1	1	1	6	2	7	1	0	1	0	0	0	6	1	5	0	0	0	0	1	0	2	2	0	2	3	0	1	0	0	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	4471	2699	1497	1273	2099	571	609	381	1183	291	641	265	252	172	166	162	138	577	111	122	92	98	89	240	247	85	77	74	43	92	43	52	46	32	40	31	28	29	34	36	25	16	27	39	19	16	29	14	57	73	28	32	13	12	54	44	17	47	9	9	43	13	17	6	16	2	7	25	10	42	5	9	4	8	1	6	4	1	4	11	13	4	4	6	2	2	2	3	4	6	4	8	5	3	2	0	1	4	5	2	5	2	0	2	1	4	1	3	3	0	3	1	0	1	0	0	0	2	0	2	0	0	1	2	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	2173	1692	815	844	1850	137	335	104	1058	128	515	126	122	48	55	88	38	541	24	41	23	51	50	220	227	47	60	41	16	76	12	32	14	8	20	15	11	6	18	31	7	0	19	25	10	6	22	5	54	66	21	27	1	4	48	41	5	45	3	2	42	13	10	3	13	1	3	24	2	38	4	2	2	4	1	1	4	0	3	9	11	2	3	6	0	1	1	2	1	5	2	7	4	0	1	0	0	1	5	2	5	0	0	1	0	2	0	2	3	0	2	1	0	1	0	0	0	1	0	0	0	0	1	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
