label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149	Otu150	Otu151	Otu152	Otu153	Otu154	Otu155	Otu156	Otu157	Otu158	Otu159	Otu160	Otu161	Otu162	Otu163	Otu164	Otu165	Otu166	Otu167	Otu168	Otu169	Otu170	Otu171	Otu172	Otu173	Otu174
0.03	north1_all	80	3091	2940	1099	1956	1657	1276	332	521	232	877	391	164	193	118	171	137	113	127	83	168	166	154	130	143	60	59	73	55	91	44	45	86	32	43	36	42	57	60	23	55	22	20	39	33	8	27	19	17	12	38	26	5	11	10	10	16	12	12	6	7	10	18	22	5	6	3	2	7	1	4	20	9	9	7	2	3	6	4	7	6	8	2	2	2	4	2	1	7	1	2	2	0	4	5	4	0	0	0	2	0	0	1	9	0	0	0	1	0	0	0	0	1	3	1	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	1446	1769	525	1257	1117	817	157	301	96	603	241	69	90	54	102	66	53	71	39	101	114	102	73	95	30	33	39	31	48	13	28	65	14	24	22	24	26	40	9	38	11	8	26	21	4	16	10	12	4	31	15	2	1	5	5	9	5	8	2	4	4	14	20	3	6	1	1	5	1	2	19	7	2	4	0	0	3	1	0	4	3	1	0	0	3	2	0	3	0	1	0	0	2	2	2	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	3112	2932	1086	1966	1660	1288	324	509	249	816	388	158	206	124	165	116	116	114	70	162	170	155	140	192	62	56	77	54	89	50	44	90	30	36	36	48	58	49	25	67	21	18	36	47	12	16	17	18	11	36	23	6	13	10	5	14	8	12	7	5	6	20	20	6	3	3	1	8	3	5	16	8	8	10	3	4	4	2	5	4	8	6	3	2	4	1	1	7	2	1	4	0	3	3	6	0	0	0	2	0	0	1	2	0	0	1	1	0	0	0	0	2	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	1433	1773	524	1246	1080	825	154	315	94	550	230	68	98	59	97	43	51	61	36	97	115	94	87	115	31	30	47	27	49	15	26	74	11	23	21	26	30	29	13	46	11	7	25	24	5	6	9	12	5	29	13	4	4	7	2	10	2	7	3	3	1	16	17	3	3	1	0	4	1	2	15	6	0	5	0	1	2	1	0	3	2	5	1	0	3	1	0	4	0	0	2	0	3	2	4	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	3146	2963	1047	1973	1707	1271	304	520	253	784	382	165	193	126	190	112	115	114	63	160	170	141	110	196	58	62	78	45	80	48	56	77	27	41	34	47	60	35	27	60	19	20	51	42	9	15	19	28	12	28	25	10	13	8	8	12	6	12	6	4	3	18	14	3	1	6	3	6	5	6	16	6	7	9	3	5	2	2	6	3	4	9	5	2	1	1	0	5	1	1	3	0	2	3	5	0	1	0	0	0	0	0	0	1	1	1	1	1	0	9	0	1	0	0	0	1	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	1443	1805	495	1229	1088	809	143	315	100	503	238	73	92	55	112	49	52	62	42	100	116	84	69	120	29	38	44	19	47	18	33	61	12	26	16	24	34	22	16	39	7	8	37	21	4	6	9	21	5	20	15	4	7	6	2	9	2	7	3	3	1	14	9	1	1	3	1	2	3	2	15	3	0	5	0	1	1	2	0	2	1	9	3	0	1	1	0	4	0	0	2	0	2	2	4	0	0	0	0	0	0	0	0	0	1	1	0	0	0	9	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	3169	2883	1028	1919	1721	1292	330	550	241	696	369	174	182	116	193	107	119	121	64	163	176	136	111	190	49	66	76	46	75	49	55	78	43	54	35	52	40	32	26	47	14	16	41	60	9	15	16	26	11	31	27	11	11	7	8	7	6	7	7	7	6	13	12	5	3	5	4	8	5	5	17	10	5	5	3	9	0	2	6	0	4	10	7	1	0	1	1	4	2	1	4	1	2	3	3	0	1	0	0	0	0	0	2	1	1	1	0	1	0	9	0	1	0	0	0	1	1	1	0	0	0	2	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	2	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	1478	1792	486	1200	1088	824	159	339	98	433	226	76	81	50	119	51	55	69	41	108	114	82	73	109	21	38	43	23	49	23	31	62	23	36	16	30	28	19	15	23	4	6	25	33	3	9	4	14	7	22	16	4	8	4	1	4	3	3	4	5	4	10	6	2	2	3	2	3	3	1	15	9	3	2	0	4	0	2	0	0	3	9	4	0	0	1	1	3	0	0	3	1	2	2	3	0	0	0	0	0	0	0	1	0	1	1	0	0	0	9	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	3130	2938	981	1970	1720	1267	321	569	257	706	371	173	162	124	193	106	122	129	77	151	165	153	142	167	46	68	69	59	58	41	40	63	40	53	39	47	37	30	28	48	11	14	46	46	8	18	21	24	15	37	30	12	13	7	7	5	8	6	6	9	5	7	10	2	6	5	4	10	5	9	16	17	3	5	3	9	3	3	7	3	3	6	5	1	0	2	1	3	1	1	1	1	9	1	3	0	2	0	0	0	2	0	4	1	1	2	0	2	0	10	0	0	0	0	0	1	1	2	0	0	0	1	1	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	1470	1828	480	1224	1122	815	159	364	108	422	237	72	76	61	116	50	61	71	42	104	106	91	93	111	21	39	37	37	41	24	26	46	25	34	13	27	21	18	16	24	1	6	28	36	4	11	6	15	9	27	16	4	12	3	1	1	3	4	3	8	4	5	4	1	5	3	2	4	5	7	14	16	3	1	0	4	2	3	0	2	2	4	3	0	0	2	1	2	0	0	1	1	4	0	2	0	0	0	0	0	0	0	1	0	1	2	0	0	0	10	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
