label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35
0.03	north1_all	80	1098	697	797	221	104	169	151	34	28	25	16	13	28	6	6	1	5	4	5	3	2	1	0	0	0	1	2	0	1	0	0	0	0	2	0	0
0.03	north1_active	80	483	380	510	118	56	97	93	16	16	10	5	4	19	4	5	0	3	3	1	3	1	1	0	0	0	0	2	0	1	0	0	0	0	2	0	0
0.03	north2_all	80	1102	660	811	204	95	172	137	37	35	29	16	16	25	9	5	3	5	1	11	1	2	1	0	0	0	2	2	0	1	0	0	0	0	2	0	0
0.03	north2_active	80	499	346	521	119	47	104	78	17	16	12	5	4	16	7	3	1	4	1	4	0	1	1	0	0	0	2	2	0	1	0	0	0	0	2	0	0
0.03	north3_all	80	1176	708	738	182	100	162	135	39	33	27	15	12	27	9	4	3	5	1	13	2	1	1	1	0	0	2	0	0	0	0	0	0	0	2	0	0
0.03	north3_active	80	527	396	483	112	45	100	79	12	16	15	5	3	16	5	3	1	4	1	5	0	0	1	1	0	0	2	0	0	0	0	0	0	0	2	0	0
0.03	north4_all	80	1132	741	748	191	93	148	129	41	38	32	12	10	22	6	4	4	6	0	9	3	2	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0
0.03	north4_active	80	521	421	499	124	39	89	76	14	17	19	3	4	14	3	3	1	6	0	4	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0
0.03	north5_all	80	1117	759	753	200	93	142	153	42	30	33	16	8	29	7	11	2	7	0	2	4	1	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0
0.03	north5_active	80	475	447	507	114	36	89	83	13	14	21	6	4	19	1	11	0	7	0	1	2	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0
0.03	north6_all	80	1096	758	726	191	102	163	165	42	33	33	14	6	41	8	14	3	5	2	1	3	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0
0.03	north6_active	80	481	461	498	108	35	106	93	19	15	20	6	3	25	1	12	1	5	1	1	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0
0.03	north7_all	80	1094	783	662	177	93	180	169	45	31	27	14	6	40	9	12	3	4	3	1	2	1	0	1	1	2	0	0	0	0	0	0	2	0	0	0	0
0.03	north7_active	80	470	474	444	91	32	116	98	16	12	13	6	3	23	2	10	2	3	2	1	2	0	0	1	1	1	0	0	0	0	0	0	2	0	0	0	0
0.03	north8_all	80	1117	741	636	192	101	175	161	49	33	22	12	7	41	8	4	3	5	3	2	0	0	1	1	1	3	0	0	0	0	0	0	2	0	0	0	0
0.03	north8_active	80	490	422	416	100	35	111	95	17	14	8	5	4	23	4	2	2	2	2	1	0	0	0	1	1	1	0	0	0	0	0	0	2	0	0	0	0
0.03	north9_all	80	1133	710	571	195	104	153	141	53	32	19	13	10	36	6	4	2	6	2	2	0	0	2	0	1	2	0	0	0	0	0	0	2	0	0	0	0
0.03	north9_active	80	483	375	369	104	37	97	87	20	13	6	5	5	15	3	1	1	2	2	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0
0.03	north10_all	80	1176	673	572	220	97	140	123	45	26	16	14	9	22	5	9	1	5	1	4	0	0	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	490	332	354	118	39	95	69	20	11	7	6	5	10	2	3	0	1	1	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	1191	671	859	204	92	160	154	31	26	28	16	14	51	5	6	2	1	1	0	3	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0
0.03	north11_active	80	551	372	534	110	35	97	107	16	11	15	5	6	21	1	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north12_all	80	1242	697	804	213	90	186	144	30	27	25	17	16	55	4	3	2	1	1	2	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	565	405	500	106	42	113	87	14	12	15	8	6	19	1	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	1198	748	784	203	90	182	123	30	19	27	14	21	59	6	3	4	3	1	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	543	422	505	98	46	119	78	11	8	15	10	7	24	3	1	1	1	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	1168	757	781	188	102	195	120	34	22	21	16	21	34	7	5	6	3	1	2	2	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	537	430	535	97	60	131	69	13	7	12	14	9	17	4	2	3	2	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	1111	745	747	188	101	180	161	47	16	27	12	17	27	6	6	5	4	0	2	2	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	516	424	521	101	57	118	105	18	5	16	9	7	18	5	2	3	2	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	1149	739	749	210	94	180	172	43	22	27	13	12	49	5	3	4	3	1	0	4	0	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	529	433	520	112	52	116	104	21	7	14	8	7	32	4	1	2	2	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	1153	692	692	215	94	174	174	37	25	21	12	13	42	5	3	4	2	1	0	2	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	1
0.03	north17_active	80	533	389	481	125	46	108	113	17	9	12	7	8	31	4	1	2	1	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	1114	705	684	210	93	166	167	35	24	20	11	15	41	4	1	3	4	2	1	2	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	1
0.03	north18_active	80	525	400	464	120	41	102	111	19	11	11	7	3	28	3	0	1	2	2	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	1067	642	668	204	91	146	135	36	25	17	11	16	24	3	1	3	3	1	4	2	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north19_active	80	513	351	435	114	35	80	89	18	11	8	6	6	10	2	0	1	1	1	3	2	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	1033	649	616	202	94	113	125	34	21	19	9	13	23	4	1	2	5	2	4	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	484	348	373	105	38	57	86	18	10	9	3	3	13	3	1	0	3	1	3	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	1187	714	814	197	99	176	192	41	22	29	12	10	36	6	8	5	2	1	2	5	2	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0
0.03	south21_active	80	540	393	538	107	41	98	114	20	11	15	7	3	29	2	7	4	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south22_all	80	1186	720	751	201	88	163	140	39	28	28	12	11	50	2	3	6	3	1	2	2	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0
0.03	south22_active	80	522	391	482	109	37	93	81	22	15	17	6	3	42	1	3	4	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
0.03	south23_all	80	1155	735	738	193	87	166	127	37	28	32	10	8	37	4	3	7	2	1	1	2	1	0	0	2	1	3	0	0	0	0	0	0	1	0	0	0
0.03	south23_active	80	516	416	443	111	41	99	83	18	13	20	6	1	33	2	2	5	0	0	1	0	0	0	0	1	0	3	0	0	0	0	0	0	1	0	0	0
0.03	south24_all	80	1116	710	715	200	83	162	112	32	26	31	12	11	48	5	4	9	2	1	0	0	1	0	0	2	0	3	0	0	0	0	0	0	1	0	0	0
0.03	south24_active	80	489	409	451	119	39	86	73	16	12	20	3	6	38	1	2	6	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	1	0	0	0
0.03	south25_all	80	1118	717	713	194	91	168	116	29	30	32	13	16	27	6	6	8	2	2	0	0	1	1	0	2	0	3	0	0	0	0	0	5	0	0	0	0
0.03	south25_active	80	498	414	441	115	39	97	70	10	14	21	3	12	20	3	2	5	2	0	0	0	0	0	0	1	0	3	0	0	0	0	0	5	0	0	0	0
0.03	south26_all	80	1101	766	715	204	100	159	125	37	36	31	16	21	49	5	5	6	3	3	1	3	2	2	0	0	0	1	0	0	0	0	0	5	0	0	0	0
0.03	south26_active	80	490	435	456	113	43	89	74	13	13	19	6	16	38	3	2	5	3	0	0	2	1	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
0.03	south27_all	80	1109	788	714	197	100	176	132	38	36	29	14	23	41	4	4	4	4	2	2	4	2	2	1	1	1	1	0	0	0	0	0	5	0	0	0	0
0.03	south27_active	80	483	440	441	106	39	112	84	16	14	14	6	17	30	3	2	2	4	0	1	2	1	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
0.03	south28_all	80	1120	786	767	202	108	185	135	43	32	20	14	16	48	3	3	5	5	4	2	4	2	1	1	1	1	1	0	0	0	0	1	5	0	0	0	0
0.03	south28_active	80	512	439	494	108	42	121	99	20	15	6	6	10	36	1	3	2	4	0	1	2	1	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
0.03	south29_all	80	1142	722	780	196	104	181	152	40	24	26	8	13	24	4	3	5	2	2	3	1	2	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0
0.03	south29_active	80	536	399	518	102	44	116	106	23	13	14	2	8	13	1	3	2	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	1134	720	794	173	109	174	161	38	27	24	7	11	24	3	5	3	2	4	2	1	0	0	0	0	1	1	4	0	0	0	1	0	0	0	0	0
0.03	south30_active	80	547	393	518	85	44	102	114	20	13	14	2	7	15	1	4	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	1115	725	824	211	96	157	137	40	27	19	15	8	33	4	9	2	5	1	4	3	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0
0.03	south31_active	80	520	429	531	120	35	108	80	19	12	7	7	4	19	3	4	2	0	1	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south32_all	80	1140	744	789	206	110	163	138	36	27	23	16	4	25	6	7	1	5	2	5	5	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_active	80	537	446	516	116	44	105	89	15	14	9	7	2	13	3	3	1	1	2	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	1126	740	792	209	108	169	145	36	30	24	15	7	22	7	9	2	5	2	4	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_active	80	535	428	512	119	46	108	95	12	15	10	6	1	12	3	3	1	1	2	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	1163	754	790	187	112	203	146	34	32	27	15	10	30	6	11	3	4	3	2	3	1	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south34_active	80	536	434	513	102	57	127	103	12	13	13	7	2	22	2	4	0	1	2	2	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south35_all	80	1152	750	771	191	103	198	142	33	32	26	10	10	40	4	12	4	0	1	3	0	1	3	1	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south35_active	80	530	431	513	103	50	130	97	10	13	14	4	2	33	1	5	1	0	0	2	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south36_all	80	1177	753	754	190	116	212	126	37	35	26	14	12	47	4	9	5	1	2	1	0	0	3	1	0	0	0	2	1	0	0	0	0	0	0	0	0
0.03	south36_active	80	528	447	479	99	57	148	84	18	12	19	6	4	39	1	4	2	0	0	0	0	0	2	0	0	0	0	2	1	0	0	0	0	0	0	0	0
0.03	south37_all	80	1210	722	696	206	110	189	143	39	41	29	12	11	51	4	9	5	2	1	2	0	0	2	1	0	0	0	5	0	0	0	0	0	0	0	0	0
0.03	south37_active	80	532	416	429	116	47	128	88	24	21	14	5	3	40	1	5	2	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	1180	769	764	200	111	188	131	40	46	30	18	14	42	2	7	5	4	2	1	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0
0.03	south38_active	80	512	449	496	117	51	131	72	23	25	14	10	5	30	1	4	3	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	1191	755	819	210	91	157	133	36	38	28	18	11	43	2	13	2	6	2	2	0	0	0	2	0	0	1	3	0	0	0	0	0	0	0	0	0
0.03	south39_active	80	543	455	526	119	37	102	81	18	24	9	10	3	33	0	8	1	1	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	1165	767	824	203	96	148	136	38	26	25	19	9	39	2	12	3	4	1	4	0	2	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south40_active	80	535	452	546	107	40	100	85	16	13	10	13	4	26	0	10	1	1	0	3	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0
