label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149	Otu150	Otu151	Otu152	Otu153	Otu154	Otu155	Otu156	Otu157	Otu158	Otu159	Otu160	Otu161	Otu162	Otu163	Otu164	Otu165	Otu166	Otu167	Otu168	Otu169	Otu170	Otu171	Otu172	Otu173	Otu174	Otu175	Otu176	Otu177	Otu178	Otu179	Otu180	Otu181	Otu182	Otu183	Otu184	Otu185	Otu186	Otu187	Otu188	Otu189
0.03	north15_active	80	600	747	882	215	128	233	110	114	306	33	68	145	36	23	20	25	21	93	16	74	13	65	9	86	233	49	4	6	7	12	9	4	16	10	67	10	15	12	2	6	19	5	8	4	1	3	5	3	2	7	30	2	9	13	4	1	1	1	3	14	9	5	2	0	2	15	2	4	1	2	3	1	0	2	2	0	1	0	1	8	6	5	2	3	3	2	1	1	0	6	1	0	8	1	0	1	0	0	1	0	0	1	0	0	0	0	0	1	2	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north16_all	80	2000	1264	1150	495	325	385	254	218	367	141	143	184	120	87	84	89	65	124	71	103	57	115	36	91	244	59	22	22	39	25	28	27	25	20	108	25	38	13	13	17	25	10	13	11	11	10	7	6	11	11	48	5	8	15	5	5	8	3	8	15	13	8	2	3	4	17	4	3	3	5	5	2	5	3	7	3	2	1	3	3	5	5	4	15	2	2	0	2	0	6	6	2	3	2	0	2	0	2	1	4	1	1	2	0	0	1	0	1	2	2	0	4	1	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north16_active	80	588	741	865	218	114	220	115	105	287	33	71	136	38	27	16	24	22	89	16	91	13	89	9	72	231	48	5	3	12	12	9	7	11	9	99	13	28	8	3	6	20	3	7	7	2	5	4	3	1	5	46	3	7	12	3	0	1	1	5	12	10	4	2	0	1	16	2	2	0	3	4	1	0	2	3	0	2	0	0	1	3	3	1	15	2	1	0	2	0	6	1	0	3	0	0	1	0	1	0	4	0	1	0	0	0	0	0	1	2	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north17_all	80	2051	1248	1139	490	341	402	250	209	392	164	140	205	111	81	91	82	68	125	75	110	50	121	37	96	215	54	26	24	34	24	26	29	23	24	99	20	43	15	19	22	35	11	11	10	10	13	6	3	13	12	55	5	9	20	6	4	8	2	8	21	12	7	7	4	4	10	6	6	2	7	6	3	7	3	5	4	2	4	3	4	2	7	4	15	2	6	0	2	2	4	3	2	0	1	1	1	0	2	2	4	2	1	1	0	0	2	0	1	0	2	0	3	2	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
0.03	north17_active	80	599	734	856	219	109	242	122	108	304	32	67	149	37	25	20	23	17	90	17	96	10	89	7	80	203	41	5	6	11	8	7	8	13	11	93	9	33	11	8	7	30	1	6	6	2	9	4	2	2	5	51	2	8	16	4	0	1	0	6	17	8	3	6	0	2	8	2	2	0	5	5	1	0	2	3	0	2	2	0	3	0	5	1	15	2	3	0	2	1	4	0	0	0	0	0	1	0	1	1	4	0	1	0	0	0	0	0	1	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north18_all	80	2031	1253	1157	483	347	412	263	215	372	165	148	226	116	85	96	77	68	122	57	115	44	117	45	95	194	57	35	32	34	25	30	25	27	25	101	19	54	18	23	21	29	11	11	11	10	14	7	4	15	13	68	5	9	22	7	3	7	6	8	24	10	6	11	3	3	10	6	7	1	11	6	4	8	3	4	4	3	4	3	4	2	5	4	23	3	6	1	3	2	1	3	2	0	2	2	0	0	1	2	4	2	0	0	0	1	2	1	0	0	1	0	0	1	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
0.03	north18_active	80	585	731	878	193	115	268	134	116	286	30	69	169	36	30	22	22	17	89	10	99	7	84	8	80	182	38	9	9	9	10	7	7	16	10	95	10	44	10	12	6	23	1	5	7	2	7	2	2	3	6	62	3	7	17	5	1	1	2	5	20	7	2	10	0	1	8	2	3	0	8	5	1	0	1	2	1	2	3	0	3	0	3	1	23	3	4	0	3	1	1	0	0	0	1	0	0	0	1	1	4	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north19_all	80	2006	1234	1167	498	370	383	263	220	416	165	158	244	104	84	111	69	62	120	61	117	40	103	46	97	188	58	39	32	24	25	27	25	24	21	121	14	42	19	25	20	25	10	10	10	10	11	6	11	13	13	54	7	11	25	8	5	4	8	4	22	7	7	11	3	3	20	7	6	2	10	7	4	4	3	2	5	1	7	3	3	7	4	2	11	3	6	1	1	2	2	2	1	0	1	2	1	0	0	2	0	1	0	0	0	1	3	1	0	0	0	0	11	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
0.03	north19_active	80	565	711	894	192	129	230	131	106	316	31	77	177	34	26	29	18	15	88	12	95	8	77	8	79	174	42	9	8	4	9	4	7	15	9	117	6	36	12	18	4	20	2	1	5	3	5	1	6	2	6	47	4	9	20	5	1	0	3	2	19	3	1	10	1	1	19	2	2	0	8	6	1	1	1	1	1	0	5	0	3	6	3	1	11	3	4	0	1	1	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	11	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north20_all	80	1948	1251	1122	512	375	387	280	249	367	162	172	236	95	91	111	71	65	112	57	102	40	76	56	107	159	70	42	35	30	29	19	25	30	20	80	17	33	24	27	19	15	8	12	15	15	13	8	15	12	13	50	10	15	18	6	9	4	8	4	24	5	15	13	3	2	19	4	4	1	9	8	5	5	1	1	4	2	6	1	1	6	5	2	22	3	5	3	4	1	2	1	2	0	1	5	1	0	0	1	1	0	1	0	0	1	1	2	0	1	0	0	11	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	579	713	855	210	139	242	132	126	280	30	92	168	30	26	29	18	12	83	11	80	13	50	10	82	143	57	9	8	6	10	1	5	18	8	74	6	30	13	22	4	9	2	1	5	3	3	1	8	2	8	46	5	9	12	3	2	0	4	1	20	1	4	10	1	0	19	1	2	0	7	7	0	1	0	1	1	0	4	1	1	6	3	1	22	2	3	0	4	0	2	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	2	0	1	0	0	11	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	2072	1157	1124	492	355	353	263	225	327	142	148	213	124	80	89	72	71	145	65	109	62	71	50	125	273	86	31	27	24	20	20	19	16	16	80	11	51	25	22	14	22	9	7	13	3	12	11	11	12	18	66	11	17	33	10	4	7	7	9	12	5	7	5	4	5	9	3	2	1	0	17	2	2	0	2	6	3	5	3	4	7	10	0	14	7	2	3	10	2	6	1	1	1	2	1	0	1	0	0	4	1	2	1	1	1	0	1	0	1	1	0	0	1	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	5	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	572	668	832	229	108	223	134	109	257	25	86	159	32	23	21	20	19	117	13	80	20	57	9	111	257	71	6	8	6	14	5	2	7	5	73	3	42	18	9	2	13	2	2	9	1	2	4	5	1	14	62	4	9	29	7	3	2	3	6	12	4	1	2	1	3	8	2	2	1	0	17	0	0	0	0	4	2	1	3	4	5	9	0	13	7	0	0	10	2	6	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	1986	1184	1140	499	370	354	269	223	302	133	147	220	130	73	94	75	77	122	57	109	54	77	45	117	253	86	33	22	20	29	18	18	17	21	94	18	38	20	15	15	29	9	9	11	7	15	11	12	12	18	57	13	17	28	8	6	8	5	9	10	5	6	8	5	4	13	3	2	3	4	18	2	2	0	3	3	5	5	5	5	6	5	1	7	1	2	3	12	1	5	1	2	1	1	0	0	1	0	1	4	1	2	0	1	1	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	1	1	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	1	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_active	80	550	707	846	224	105	215	133	118	231	20	86	153	37	20	13	19	17	88	15	83	17	64	10	108	236	72	9	8	6	19	3	2	10	8	78	6	30	14	9	2	17	2	2	8	0	2	4	6	2	12	53	5	10	26	6	3	1	3	5	9	2	1	4	3	2	12	2	1	1	3	18	0	0	0	0	2	2	1	5	5	4	5	1	7	1	0	0	12	1	5	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	1918	1202	1194	523	353	372	258	199	338	134	153	205	118	85	101	73	73	146	55	110	56	82	47	96	244	86	34	19	24	29	19	19	17	28	80	17	41	19	11	13	30	16	11	8	9	16	11	10	19	12	58	14	19	29	6	7	8	6	6	17	5	4	7	7	4	19	3	3	3	6	14	2	3	0	4	3	5	4	2	27	6	6	3	19	2	1	5	2	2	6	1	1	1	1	0	0	1	1	2	4	0	1	0	0	3	1	1	0	2	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	1	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_active	80	518	701	881	242	100	225	127	109	262	25	84	149	36	25	17	18	17	114	16	88	16	63	13	89	228	75	7	5	6	19	3	3	10	13	64	4	37	12	8	1	19	7	5	5	1	4	1	5	7	8	54	6	11	27	3	3	0	2	3	16	2	1	5	4	2	18	2	2	0	5	14	1	0	0	0	2	2	1	2	27	5	6	1	19	2	0	1	2	2	5	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	1968	1205	1180	519	375	387	256	204	344	123	143	200	106	96	98	76	77	133	50	108	50	82	48	102	218	77	30	24	28	33	17	16	26	26	67	22	34	19	19	11	27	15	11	11	12	12	9	8	17	8	44	11	8	29	7	6	8	7	6	21	5	3	8	9	2	13	3	5	3	8	5	3	2	2	3	3	4	2	2	33	4	7	3	15	3	0	4	2	2	1	3	1	2	1	0	0	1	1	3	12	0	0	0	0	2	1	0	0	3	2	0	0	1	0	0	1	0	0	0	1	0	2	1	0	0	1	1	1	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_active	80	555	691	862	229	122	249	123	104	275	22	77	148	35	25	21	18	21	108	13	86	17	59	11	93	201	69	7	9	6	18	2	5	15	10	54	9	32	12	11	1	15	8	4	7	3	4	3	4	7	4	41	5	4	28	2	1	0	2	4	18	2	1	6	5	1	13	1	3	0	7	4	1	0	1	0	1	0	0	2	33	3	6	1	15	3	0	2	2	2	0	1	0	1	0	0	0	1	0	0	12	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	1967	1182	1171	511	357	376	240	233	341	140	156	191	100	99	84	73	85	125	51	119	48	86	49	84	217	73	25	23	41	32	19	21	27	18	86	15	31	22	20	11	29	15	10	11	9	5	7	12	16	9	39	10	6	21	12	7	8	7	7	19	6	1	3	8	1	21	6	4	5	4	7	2	3	2	3	3	3	3	1	36	6	8	3	25	3	3	4	0	5	2	2	1	3	1	0	0	1	1	2	8	0	0	0	1	3	1	0	0	3	1	0	3	2	0	0	1	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	568	676	862	234	116	240	114	127	267	31	90	145	24	23	18	21	27	104	8	92	18	57	5	78	203	67	6	9	11	17	2	7	13	8	69	8	30	14	12	2	17	9	4	7	3	3	2	7	8	6	38	5	2	21	5	2	0	2	6	16	3	0	2	3	1	21	2	3	0	4	5	1	0	1	1	0	0	0	1	36	6	7	1	25	3	3	2	0	5	1	1	0	3	0	0	0	1	0	0	8	0	0	0	0	0	1	0	0	3	1	0	3	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	2004	1154	1165	521	352	389	243	230	328	161	175	181	101	116	84	71	88	109	62	110	49	78	49	87	234	64	24	20	43	30	19	27	33	16	99	14	34	21	17	14	18	10	8	17	8	3	9	11	14	10	30	6	9	17	12	5	6	7	8	10	8	3	2	6	1	12	5	4	3	7	9	2	2	4	3	4	3	4	2	10	6	10	1	12	6	3	4	0	4	6	2	1	4	1	0	0	1	0	2	8	0	0	1	2	1	1	0	0	3	1	0	5	2	0	1	1	1	0	1	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south26_active	80	587	658	858	224	124	259	106	126	264	38	97	141	21	26	21	18	25	95	9	91	17	51	9	78	222	54	6	8	14	15	4	9	17	4	90	10	33	13	8	5	9	5	1	11	3	1	4	5	6	7	29	2	3	16	7	1	0	3	7	7	5	1	1	2	1	12	2	2	0	7	7	1	0	1	1	0	1	1	2	10	6	9	0	12	6	3	1	0	4	6	1	0	4	0	0	0	1	0	0	8	0	0	1	0	0	1	0	0	3	1	0	3	1	0	0	1	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south27_all	80	1955	1125	1117	507	326	371	236	252	297	155	166	164	105	126	81	89	82	78	55	105	39	66	40	84	237	60	34	25	39	28	20	29	24	19	79	13	30	23	16	16	21	14	10	15	8	7	7	16	6	10	26	7	9	17	14	4	6	7	12	2	7	4	0	5	1	15	3	3	4	6	7	3	2	4	3	4	3	2	6	4	3	9	0	14	6	4	2	0	3	9	1	1	3	1	0	1	0	0	2	1	1	0	1	2	1	2	0	0	1	0	0	5	1	0	1	1	1	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south27_active	80	548	607	809	208	105	229	101	144	229	40	85	116	21	30	20	23	21	61	8	85	14	39	8	74	225	47	6	11	14	13	6	9	13	5	71	10	27	14	7	5	10	6	2	8	2	2	3	5	3	7	24	3	6	14	9	2	1	2	7	1	3	2	0	2	0	15	1	1	0	6	6	1	0	0	1	0	1	1	5	4	3	9	0	13	6	3	1	0	3	8	1	0	3	0	0	0	0	0	1	1	1	0	1	0	0	1	0	0	1	0	0	3	1	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south28_all	80	1981	1133	1017	491	344	380	247	234	322	160	153	144	113	123	90	90	55	73	57	101	44	65	37	63	204	62	31	26	36	26	22	31	24	26	70	17	33	22	14	17	21	17	8	13	10	7	8	19	6	9	16	4	11	12	12	6	5	8	14	1	5	6	1	4	4	7	0	3	5	9	8	3	2	4	1	3	3	2	6	5	0	5	0	14	7	1	3	0	0	12	1	2	3	0	0	1	0	1	2	1	2	1	2	1	0	2	0	0	0	0	0	2	0	0	3	0	1	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
0.03	south28_active	80	534	584	696	179	94	235	90	118	239	38	73	107	25	24	22	20	15	59	8	81	18	39	10	53	194	47	6	6	11	11	5	7	12	7	60	13	27	12	3	3	12	8	2	6	3	1	3	6	3	6	11	3	8	9	10	2	1	2	7	0	2	4	1	2	1	7	0	1	1	8	8	1	0	0	0	1	2	2	5	2	0	5	0	13	7	0	1	0	0	11	0	0	3	0	0	0	0	0	1	1	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
0.03	south29_all	80	1976	1135	903	492	331	362	272	252	273	149	144	145	121	109	85	99	54	75	52	91	40	64	38	58	163	63	43	30	24	27	23	23	20	30	52	15	26	23	19	16	20	19	15	14	12	12	8	15	4	9	35	3	11	9	10	8	5	11	12	1	3	5	1	5	5	8	2	4	4	7	7	4	2	4	1	2	3	2	6	7	10	2	0	5	4	1	3	1	0	10	2	3	0	0	0	3	0	2	2	2	2	1	2	0	0	1	1	0	0	0	0	0	0	0	2	0	2	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0
0.03	south29_active	80	488	531	574	157	81	202	97	117	187	35	78	103	27	22	21	20	10	47	7	69	15	39	11	47	149	47	9	5	3	8	4	8	9	12	43	11	21	13	5	3	10	9	2	4	4	5	3	4	1	4	28	2	7	7	7	2	1	1	5	0	1	4	1	2	1	8	0	2	1	6	7	1	0	0	0	1	3	1	5	4	9	2	0	4	4	0	2	1	0	9	0	0	0	0	0	0	0	1	1	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	1977	1096	850	491	338	342	264	225	272	142	149	140	120	100	83	87	63	78	54	99	40	59	32	56	118	48	35	41	26	24	30	21	19	27	46	18	28	20	16	25	15	17	18	14	13	13	7	10	3	9	39	3	7	12	9	12	5	9	8	3	2	7	3	3	7	6	6	4	6	6	3	3	3	3	1	2	4	2	4	9	10	3	0	3	2	1	5	1	0	4	3	3	1	0	2	2	1	3	1	2	1	2	2	0	0	0	1	0	0	0	0	0	0	0	3	0	1	1	0	1	1	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0
0.03	south30_active	80	484	489	515	160	74	183	99	96	179	31	76	94	26	18	16	17	12	50	9	73	14	36	7	37	98	35	6	10	2	7	6	6	8	11	35	12	20	9	9	3	8	8	1	6	5	4	0	4	1	4	33	1	3	10	4	2	0	1	3	3	0	5	2	2	1	6	1	2	1	5	3	0	0	1	0	1	2	1	2	6	9	2	0	3	2	0	2	1	0	4	1	0	1	0	1	0	1	1	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	2045	1242	1142	454	338	440	255	215	385	152	142	253	124	76	80	84	61	127	63	114	55	97	41	107	267	75	41	41	18	23	20	21	36	23	76	18	43	25	10	16	18	16	12	21	12	12	16	12	12	11	35	3	12	15	11	8	6	11	10	14	8	7	10	5	4	15	1	4	3	3	10	6	7	5	3	2	2	2	5	5	11	3	2	7	2	3	1	2	1	20	5	2	5	1	0	4	1	1	1	5	1	3	0	1	2	1	1	2	1	2	3	1	1	1	0	0	0	0	0	0	1	0	1	2	0	0	1	0	2	1	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_active	80	598	710	860	189	114	271	117	113	284	37	67	186	29	23	20	21	12	99	17	82	14	78	6	96	256	56	11	18	8	9	7	3	18	6	71	9	35	15	4	2	10	6	1	15	1	6	10	4	3	10	35	3	11	15	8	2	2	6	5	10	2	3	6	0	4	15	1	1	2	1	7	3	1	3	0	0	1	1	3	5	10	3	1	7	2	1	0	1	1	20	3	0	4	1	0	0	1	0	1	5	1	1	0	0	2	0	0	1	1	0	2	1	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
