label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94
0.03	north1_all	80	6430	5861	1675	1782	1657	1793	996	977	315	647	393	436	224	197	113	261	133	81	187	80	125	58	52	59	35	39	25	22	18	10	24	19	14	16	13	7	10	17	4	8	16	10	6	3	2	9	4	4	4	1	2	4	0	0	1	2	2	0	2	2	0	0	0	1	2	0	1	2	1	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	3209	3700	855	1072	1083	1171	656	647	152	418	246	282	114	97	59	159	73	43	137	40	73	27	28	39	26	26	14	10	6	6	14	10	6	9	4	3	4	12	2	3	15	4	3	2	1	7	3	3	1	1	1	2	0	0	0	1	1	0	2	2	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	6386	5681	1676	1747	1657	1851	981	974	322	609	385	416	234	190	117	240	124	101	190	83	136	58	49	49	38	36	35	21	20	12	17	24	20	20	8	7	14	19	9	5	12	9	10	3	3	5	4	4	4	0	3	3	1	0	1	0	3	0	2	2	1	2	0	0	2	0	1	1	1	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	3189	3468	844	1035	1061	1211	626	641	136	395	230	278	119	99	64	150	65	58	132	37	78	29	30	29	28	26	20	8	12	8	8	14	12	11	4	3	9	14	6	3	11	4	5	2	1	3	3	3	1	0	3	2	1	0	0	0	2	0	2	2	1	2	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	6381	5730	1663	1701	1722	1805	989	977	335	643	383	393	222	164	109	238	125	98	173	77	133	50	59	46	42	31	30	19	18	10	18	25	18	18	14	7	10	18	11	8	11	8	10	4	2	3	3	1	5	0	3	2	1	0	2	1	1	0	1	1	2	2	0	0	3	0	0	2	0	0	3	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north3_active	80	3133	3514	829	972	1086	1167	635	636	156	428	226	253	114	83	60	132	68	56	105	31	84	23	36	22	30	18	18	7	13	7	8	16	10	11	9	3	7	11	6	4	10	4	7	1	0	1	2	0	1	0	3	1	1	0	0	0	1	0	1	0	1	2	0	0	1	0	0	2	0	0	3	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	6461	5573	1634	1674	1689	1858	987	876	320	606	375	347	213	161	111	198	141	87	176	86	107	56	65	42	34	32	25	21	20	10	13	19	17	13	15	11	11	17	10	7	5	9	10	5	2	2	1	0	4	1	3	1	1	1	1	2	3	0	0	1	3	2	0	0	1	0	0	3	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north4_active	80	3108	3411	802	936	1057	1160	607	533	150	407	208	217	110	90	60	98	78	51	102	29	63	30	39	16	20	18	15	11	12	7	7	10	10	8	10	5	7	8	5	4	5	4	7	1	0	1	1	0	2	0	3	0	1	0	0	0	1	0	0	0	1	2	0	0	1	0	0	2	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	6150	5105	1579	1586	1550	1636	876	794	320	591	341	326	217	172	112	192	139	76	130	79	101	53	57	49	30	34	21	19	23	11	12	19	11	7	16	10	7	14	5	6	5	5	9	9	4	3	1	1	2	1	1	1	1	1	1	2	2	0	0	2	3	0	0	0	2	0	0	3	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north5_active	80	2902	3103	744	853	959	1013	521	469	158	407	185	201	117	86	59	94	75	41	71	29	64	26	32	23	17	16	10	12	9	6	8	10	5	5	12	5	5	6	2	3	5	3	7	2	3	2	1	1	1	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	2	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
