label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97
0.03	north6_all	80	7753	4311	5236	3271	1124	1038	1213	664	819	1159	284	408	563	221	414	152	171	181	106	119	156	67	65	61	138	112	36	46	36	48	31	12	13	27	11	25	29	7	13	9	15	3	5	4	3	10	6	5	6	3	3	1	2	0	1	2	0	3	3	2	0	3	1	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	2234	2580	4403	2685	274	612	958	350	636	1040	84	300	493	53	345	57	125	117	48	65	125	28	37	44	125	101	15	35	24	36	22	4	5	21	2	20	22	2	9	4	15	1	1	2	1	4	4	3	2	2	1	1	1	0	0	0	0	3	2	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	7918	4534	5457	3348	1148	1065	1209	703	902	1216	280	463	587	220	464	157	165	194	124	120	191	69	69	77	154	137	33	55	40	52	24	10	12	28	8	24	40	9	9	11	23	6	8	5	4	8	4	5	8	4	4	2	2	0	2	1	0	1	7	0	0	1	1	0	0	0	1	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	2382	2766	4646	2774	276	640	962	379	727	1094	100	345	512	51	397	64	124	137	60	64	165	26	38	64	139	126	15	45	29	36	15	3	6	22	2	19	34	4	7	5	22	4	0	2	1	1	3	3	3	4	3	2	1	0	2	0	0	1	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	7917	4509	5468	3372	1162	1079	1247	735	921	1220	296	460	546	220	445	157	158	190	118	119	176	77	69	73	152	156	31	43	39	67	17	12	13	25	7	37	38	11	16	11	15	14	7	4	3	6	3	5	5	4	4	3	2	1	2	0	1	6	9	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north8_active	80	2337	2728	4716	2796	289	640	974	412	747	1099	118	339	478	46	385	58	113	134	59	66	152	31	42	59	134	142	14	34	29	45	9	3	4	19	2	31	33	4	15	3	12	11	0	1	0	1	2	3	2	4	2	3	0	1	2	0	1	6	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	7897	4631	5378	3312	1141	1117	1253	721	931	1220	314	466	490	206	459	139	162	172	107	112	161	84	63	77	124	135	34	49	29	51	21	12	15	24	7	37	34	12	16	10	22	18	6	5	3	6	3	5	7	3	4	7	1	1	2	0	3	6	9	1	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1
0.03	north9_active	80	2402	2770	4617	2769	291	657	964	400	755	1081	114	344	416	37	402	52	110	123	54	60	142	36	39	63	98	125	13	41	24	34	14	3	4	18	2	31	30	3	16	3	18	14	0	1	0	1	2	3	4	3	2	6	0	1	2	0	3	6	7	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
0.03	north10_all	80	7898	4638	5437	3482	1125	1109	1325	702	954	1232	319	458	527	175	426	130	161	152	95	98	128	82	56	63	110	131	39	43	34	56	22	13	16	17	8	39	27	12	16	10	19	17	2	5	3	10	1	4	6	1	2	6	2	6	0	0	3	6	9	1	0	0	1	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1
0.03	north10_active	80	2372	2809	4663	2933	287	635	1041	389	779	1083	104	342	452	26	364	45	111	106	57	53	108	39	40	46	81	120	11	36	26	42	17	5	3	11	2	32	24	3	15	3	16	14	0	4	0	6	0	4	3	1	0	5	1	6	0	0	3	6	8	1	0	0	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
0.03	north11_all	80	7895	4423	5117	3297	1152	1089	1196	615	831	1149	305	404	525	181	324	127	185	169	115	90	131	54	102	82	96	121	33	44	39	38	30	22	16	15	16	37	15	14	38	7	18	6	5	9	7	8	5	2	3	2	2	5	0	6	3	1	1	0	1	1	11	1	0	2	1	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north11_active	80	2274	2528	4293	2706	297	649	900	320	645	1031	108	296	425	49	260	58	130	124	61	52	111	24	63	53	85	112	6	34	24	28	22	6	3	9	7	31	11	5	33	2	14	1	1	6	3	0	4	1	2	2	2	5	0	6	1	0	0	0	0	0	9	0	0	2	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	7791	4314	4770	3107	1134	1079	1164	616	772	1065	310	389	538	181	324	135	178	164	125	94	122	59	93	79	77	154	29	41	26	48	28	23	15	17	15	37	20	9	33	4	18	7	7	10	8	11	4	1	5	3	2	7	2	5	3	2	2	0	6	1	7	1	0	2	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north12_active	80	2123	2384	3900	2493	293	614	859	310	592	943	101	284	448	53	259	55	111	117	55	56	101	22	56	50	70	145	6	37	13	38	21	7	3	12	5	29	15	1	27	0	16	4	3	6	3	2	3	0	4	3	2	7	2	5	1	0	1	0	5	0	5	0	0	2	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	7813	4419	4766	3101	1108	1079	1158	625	778	1049	283	393	518	173	318	138	176	150	112	102	107	61	86	73	90	121	31	50	30	50	31	22	13	21	16	24	24	10	18	5	16	12	7	7	4	7	1	3	8	3	0	8	3	4	2	1	3	2	6	0	5	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
0.03	north13_active	80	2133	2470	3904	2450	292	609	864	333	581	927	93	284	436	53	249	50	109	100	47	60	85	24	56	47	77	114	10	41	17	39	20	5	4	16	5	17	21	3	14	0	13	10	3	4	0	2	0	2	5	3	0	8	2	4	0	0	1	2	5	0	3	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north14_all	80	7853	4568	4952	3174	1086	1066	1222	614	854	1114	291	394	532	177	379	145	169	144	106	111	136	66	76	78	113	126	30	52	36	53	33	18	16	21	13	27	31	7	15	6	18	12	5	6	4	11	3	4	7	1	1	6	3	0	1	1	2	2	7	0	8	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north14_active	80	2271	2660	4117	2572	284	611	952	339	658	997	108	291	454	44	306	47	107	100	45	65	114	23	50	51	98	116	12	39	25	43	19	5	4	19	4	21	30	3	11	1	15	11	2	4	1	8	2	2	5	1	0	6	2	0	0	0	1	2	7	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north15_all	80	7755	4607	5433	3388	1064	1078	1239	666	897	1167	277	410	565	174	415	143	193	134	90	119	166	73	84	89	151	102	36	57	42	48	35	24	14	22	10	28	30	4	19	6	26	12	3	7	4	13	5	3	6	2	1	5	1	0	2	1	2	2	7	3	12	2	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north15_active	80	2413	2781	4641	2837	277	650	951	390	710	1056	107	299	486	43	350	51	137	94	40	75	140	30	60	58	134	94	18	41	27	38	20	7	2	19	4	23	29	4	16	2	23	10	2	3	3	11	4	2	4	2	0	5	0	0	1	0	1	2	7	3	11	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north16_all	80	7840	4577	5433	3444	1068	1121	1277	659	957	1257	299	433	557	179	435	144	202	146	92	111	195	68	89	81	178	96	31	45	41	37	36	22	18	14	10	27	29	7	18	7	18	6	2	5	6	15	6	1	3	1	1	4	0	0	2	0	2	0	2	3	12	3	1	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	2423	2811	4650	2916	261	686	961	384	774	1147	120	316	481	46	370	57	144	108	49	71	164	27	61	54	156	86	15	33	25	30	22	6	4	12	4	21	28	4	15	4	17	5	1	1	5	12	5	0	3	1	0	4	0	0	1	0	1	0	2	3	11	3	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	7847	4459	5472	3550	1097	1115	1327	702	987	1279	294	460	579	171	442	142	188	161	85	102	186	61	82	84	136	125	35	46	39	37	45	28	14	13	13	25	20	7	15	9	12	12	2	7	6	13	3	0	1	1	2	19	0	0	4	1	2	0	0	3	6	3	1	1	0	2	0	0	0	3	0	2	2	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	2361	2720	4642	3016	255	664	1004	421	802	1168	102	351	493	42	364	56	140	119	40	66	155	27	56	56	120	115	15	33	18	29	31	7	4	8	4	18	19	3	10	4	11	10	1	0	5	12	3	0	1	1	0	19	0	0	1	0	1	0	0	3	5	3	0	1	0	2	0	0	0	3	0	2	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	7761	4590	5277	3623	1084	1111	1316	670	1024	1240	295	493	563	188	409	147	180	160	96	93	202	56	78	78	127	137	33	47	39	43	44	24	15	18	16	25	32	8	13	7	10	17	4	7	5	15	5	1	2	0	2	18	0	0	4	1	1	0	0	4	6	4	1	4	0	2	0	0	0	3	0	2	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	2316	2788	4467	3048	244	650	1005	393	847	1127	104	384	479	45	333	70	133	111	42	55	150	27	54	52	115	126	10	37	20	30	28	4	5	13	6	18	30	3	10	3	10	12	2	0	3	14	4	1	1	0	0	18	0	0	0	0	0	0	0	3	5	4	0	4	0	2	0	0	0	3	0	2	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	7757	4593	5418	3654	1124	1090	1269	626	965	1148	305	495	566	187	448	146	166	145	92	96	200	51	75	75	144	166	48	57	48	46	49	24	17	29	11	30	31	6	18	9	3	19	5	4	7	14	3	1	4	1	3	25	0	0	5	2	1	1	0	2	4	6	0	4	0	2	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	2320	2774	4624	3097	256	651	991	346	793	1035	116	402	484	36	375	61	114	92	37	60	153	24	54	54	129	152	15	48	33	33	29	7	8	23	4	23	30	3	14	1	3	15	3	0	1	13	2	1	1	0	0	24	0	0	0	1	0	0	0	1	4	6	0	4	0	2	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	7751	4693	5585	3539	1119	1062	1249	625	940	1134	304	507	561	185	440	153	177	158	101	115	205	51	73	64	135	130	40	57	49	47	42	24	14	31	14	53	39	8	19	11	6	19	5	3	7	10	5	1	6	3	3	13	0	1	5	1	2	1	0	2	5	7	0	5	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	2310	2847	4815	2969	256	645	1000	338	763	1029	127	399	486	35	385	67	118	103	42	73	155	24	56	48	121	121	13	45	35	33	28	8	6	22	6	47	34	5	15	2	6	15	2	1	1	10	4	1	2	0	0	12	0	0	0	1	0	0	0	1	5	7	0	5	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	7896	4661	5487	3625	1113	1036	1353	643	938	1237	341	487	532	197	353	145	168	195	108	117	179	71	65	69	146	115	34	34	33	50	33	23	19	24	15	23	30	9	18	6	30	9	5	3	4	14	3	5	2	6	3	14	2	2	0	1	1	2	0	0	4	4	0	2	0	0	0	1	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	2364	2833	4718	3084	268	645	1065	386	759	1135	127	361	445	54	301	51	114	154	52	74	152	32	47	49	128	109	10	28	19	43	17	8	2	20	8	17	25	2	15	2	26	5	1	2	3	13	2	4	1	5	1	14	1	1	0	0	1	2	0	0	4	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	7893	4597	5444	3571	1092	1044	1284	658	930	1406	311	451	531	196	366	145	177	190	118	103	171	67	67	64	158	104	35	39	31	43	35	22	18	26	14	25	24	5	22	3	23	6	4	6	5	14	8	7	1	4	1	10	2	2	1	0	1	2	0	0	7	4	0	1	0	0	0	0	1	0	0	1	0	2	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_active	80	2351	2805	4682	3017	266	648	1013	394	756	1284	114	336	440	52	315	53	117	146	66	67	150	34	49	48	135	99	12	30	17	37	22	7	4	22	8	19	19	1	18	0	19	4	0	3	2	13	3	6	1	4	1	9	2	1	1	0	0	2	0	0	7	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	7863	4668	5530	3694	1082	1012	1269	730	943	1368	312	442	536	197	312	158	177	184	117	89	151	63	73	73	140	91	39	44	29	63	32	20	23	23	14	27	37	9	23	4	8	3	5	7	5	14	8	6	1	0	1	3	2	2	1	0	1	2	2	0	6	1	0	1	0	0	1	0	1	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_active	80	2356	2850	4749	3136	267	632	999	429	765	1249	110	328	451	52	254	62	118	133	75	62	124	30	56	52	118	85	13	30	15	53	20	7	4	20	4	20	33	1	17	0	3	3	0	3	0	14	3	3	1	0	1	2	2	1	1	0	0	2	2	0	5	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	7733	4663	5499	3545	1082	1067	1248	718	922	1317	299	466	586	195	377	157	182	151	120	101	149	68	76	72	146	106	43	51	26	61	30	19	24	27	13	32	33	8	16	7	7	3	3	7	8	5	9	7	1	3	2	4	1	2	1	1	1	2	5	0	6	0	0	1	0	0	1	0	1	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south24_active	80	2340	2852	4732	2978	280	642	982	421	759	1202	109	356	490	58	310	61	126	97	70	67	130	34	54	49	128	98	19	34	9	52	19	5	4	23	4	24	30	1	10	2	3	3	0	3	1	5	3	4	1	2	0	2	1	1	1	1	0	2	5	0	4	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	7783	4609	5495	3582	1086	1107	1293	724	906	1209	301	470	582	214	388	163	193	168	115	117	160	60	78	72	128	116	36	50	33	64	31	13	21	24	17	34	36	10	16	8	8	5	5	6	8	6	3	6	2	4	3	1	0	3	0	2	2	2	7	0	2	0	0	1	0	0	1	0	1	0	0	2	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south25_active	80	2378	2831	4674	3037	283	649	1016	429	737	1102	103	366	484	62	318	64	128	115	67	81	137	31	62	52	113	105	17	34	14	56	19	3	2	22	5	27	36	1	11	2	4	5	1	4	3	6	0	3	2	2	0	0	0	2	0	2	1	2	6	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	7758	4558	5572	3596	1104	1145	1255	718	919	1201	305	493	578	207	440	168	200	175	111	125	164	70	86	63	138	121	40	55	36	60	31	10	21	29	15	26	30	8	19	4	7	9	4	4	7	5	1	6	1	4	4	2	0	3	3	2	1	1	7	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south26_active	80	2383	2788	4755	3050	277	674	972	425	745	1093	111	385	477	59	372	63	131	121	64	85	145	30	71	44	121	111	19	39	19	54	18	1	3	27	5	17	29	1	16	2	5	7	1	4	3	4	0	4	1	2	1	1	0	3	3	2	1	1	6	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	7777	4574	5580	3583	1098	1163	1287	712	974	1244	309	463	557	233	428	155	193	166	94	129	154	67	90	63	139	125	26	47	45	58	36	14	15	21	14	19	29	9	33	4	15	13	4	6	7	12	1	6	1	6	3	3	0	3	3	2	3	1	3	1	0	3	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south27_active	80	2370	2789	4757	3023	274	696	1000	413	790	1126	118	353	457	57	362	58	125	115	52	78	130	36	74	49	123	115	14	33	31	52	19	2	4	20	4	13	27	4	27	2	11	11	1	5	4	10	1	4	1	4	1	2	0	3	3	1	3	1	1	0	0	3	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	7839	4649	5628	3514	1087	1166	1356	701	1034	1249	318	453	576	211	416	146	197	170	100	133	155	74	92	60	131	133	22	52	54	57	35	17	17	16	15	14	40	8	31	4	32	14	4	6	6	10	2	4	1	5	1	3	0	3	3	2	2	9	3	1	0	3	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0
0.03	south28_active	80	2295	2840	4798	2923	270	719	1065	429	851	1126	128	342	480	48	343	59	133	121	58	84	128	34	72	45	113	124	11	36	37	50	19	4	4	13	3	9	38	3	26	4	27	12	0	4	3	8	1	3	0	4	1	2	0	3	3	1	2	9	1	0	0	3	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
0.03	south29_all	80	7928	4575	5603	3565	1116	1153	1395	648	1028	1282	318	475	560	221	406	142	214	164	94	119	136	67	87	66	131	117	15	54	55	69	28	16	15	14	14	22	41	9	35	8	36	13	7	5	7	8	3	2	4	5	0	2	1	4	0	1	2	11	4	2	0	2	0	2	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0
0.03	south29_active	80	2327	2789	4802	2960	286	739	1119	378	854	1163	120	363	473	47	328	60	145	117	50	68	111	35	58	42	122	107	5	37	38	60	16	3	3	8	3	21	40	5	32	4	32	11	1	3	2	7	1	1	2	5	0	1	0	4	0	0	2	11	3	1	0	2	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
0.03	south30_all	80	7972	4513	5660	3560	1120	1103	1253	663	964	1289	327	473	555	210	360	134	196	153	101	128	147	65	96	71	143	95	23	54	47	70	23	14	18	20	19	27	35	9	21	8	31	9	8	10	4	8	3	1	4	6	0	3	1	5	1	0	2	11	6	2	0	0	0	2	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0
0.03	south30_active	80	2336	2763	4851	2988	292	706	1001	389	788	1160	123	356	473	46	288	61	135	101	53	76	124	31	65	48	136	86	12	38	31	60	16	4	2	12	5	27	33	4	17	4	28	8	1	4	1	7	1	1	2	6	0	2	0	5	1	0	2	11	6	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
