label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149	Otu150	Otu151	Otu152	Otu153	Otu154	Otu155	Otu156	Otu157	Otu158	Otu159	Otu160	Otu161	Otu162	Otu163	Otu164	Otu165	Otu166	Otu167	Otu168	Otu169	Otu170	Otu171	Otu172	Otu173
0.03	north6_all	80	4213	1766	811	695	1310	933	296	296	201	287	155	243	123	95	87	109	63	101	99	93	114	124	67	162	93	101	36	46	33	85	33	28	38	37	13	29	83	20	17	34	14	8	22	7	18	22	9	51	16	23	8	14	15	3	16	9	7	9	7	3	9	9	7	3	7	8	4	2	4	2	5	10	6	7	2	1	12	3	4	0	1	4	2	3	3	3	1	3	1	0	0	0	5	2	3	0	1	0	4	2	0	0	3	0	1	0	0	0	0	3	0	2	0	0	0	0	2	0	0	2	1	0	0	0	0	0	0	2	1	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north6_active	80	2549	1018	398	410	881	579	142	160	99	169	77	126	57	52	47	64	30	57	63	50	77	72	35	107	56	78	17	19	14	65	12	14	23	20	5	17	61	8	8	30	6	3	13	2	11	20	2	40	6	19	5	7	11	2	12	4	3	6	5	1	8	4	7	2	3	4	2	2	4	0	5	4	4	0	1	0	7	3	2	0	0	2	1	1	1	3	0	3	0	0	0	0	3	1	0	0	0	0	3	1	0	0	0	0	1	0	0	0	0	3	0	2	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north7_all	80	4194	1710	811	697	1324	984	280	286	202	299	157	206	126	117	108	121	68	113	80	100	102	145	72	158	89	107	35	49	38	98	32	21	51	41	14	31	65	22	18	46	15	11	20	11	16	15	10	38	15	25	10	13	13	4	19	8	8	9	4	3	9	10	7	4	7	7	5	2	3	1	5	9	4	4	2	1	13	1	5	3	1	2	1	1	5	3	0	3	1	0	0	0	5	1	3	1	1	1	6	2	0	0	1	0	0	0	2	1	0	3	0	0	0	0	1	0	2	0	0	2	2	0	0	0	0	0	0	0	1	2	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north7_active	80	2549	981	397	410	866	612	130	153	97	180	85	107	57	63	57	80	33	62	44	56	68	96	44	112	53	79	14	24	16	65	11	11	32	26	7	17	52	9	9	33	6	4	14	5	11	12	4	29	6	21	7	6	10	3	12	4	4	4	2	0	9	4	7	3	2	6	3	2	3	0	5	3	3	2	1	1	7	1	2	2	0	2	1	0	3	3	0	3	0	0	0	0	3	0	0	0	0	0	6	1	0	0	0	0	0	0	2	1	0	2	0	0	0	0	1	0	0	0	0	2	2	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north8_all	80	4152	1644	833	710	1351	948	302	268	191	311	156	185	137	112	102	116	74	96	79	119	111	151	60	151	87	84	38	55	37	118	32	20	52	51	16	27	58	22	17	47	17	9	24	16	15	15	11	31	10	21	9	19	23	6	9	7	8	5	3	2	6	8	8	5	5	6	2	4	1	1	5	12	3	8	1	1	7	1	5	6	0	1	0	1	4	1	0	0	2	1	0	0	3	0	4	1	1	1	3	0	0	0	0	0	0	0	2	2	0	3	0	0	0	0	1	0	1	1	0	1	1	0	1	0	0	0	0	0	1	1	0	2	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north8_active	80	2554	925	409	408	897	582	141	152	93	193	79	103	63	58	52	73	32	54	47	73	65	97	39	102	58	56	17	30	15	79	12	12	35	32	9	14	38	10	10	30	6	3	19	9	11	11	8	25	5	17	6	5	16	5	3	5	4	3	0	1	6	2	7	4	2	4	1	4	0	0	4	8	2	7	0	1	2	1	3	5	0	1	0	0	3	1	0	0	1	1	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	1	0	0	1	0	1	1	0	1	0	0	0	0	0	1	1	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north9_all	80	4081	1598	824	698	1361	932	299	275	205	298	167	184	152	103	101	106	74	92	76	105	95	138	62	128	72	97	43	55	35	101	29	22	56	52	16	38	56	23	14	48	22	11	24	20	16	11	12	34	12	21	6	18	24	7	15	4	7	5	3	3	12	5	4	3	3	8	4	2	3	5	9	10	9	8	1	1	3	0	4	6	1	2	2	2	3	1	0	0	2	1	0	0	2	1	2	1	0	1	3	4	0	0	1	0	0	0	2	2	1	3	0	0	0	0	4	1	1	1	1	0	1	0	1	0	0	1	0	0	0	1	0	2	1	0	2	1	0	0	0	0	0	3	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	2500	885	422	391	885	566	131	150	85	172	75	112	74	51	51	56	33	47	44	72	54	90	42	94	39	67	21	31	15	65	13	15	41	32	10	21	36	11	9	28	9	5	17	11	11	6	7	31	7	16	4	5	18	5	11	4	4	1	0	2	8	0	3	2	1	7	1	2	1	3	7	5	8	7	0	1	1	0	3	5	1	2	1	0	3	1	0	0	1	1	0	0	1	0	0	0	0	0	3	4	0	0	1	0	0	0	2	2	1	0	0	0	0	0	4	0	0	1	1	0	1	0	1	0	0	0	0	0	0	1	0	2	1	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	3844	1555	763	680	1181	845	294	262	198	304	164	192	141	93	92	116	77	77	83	102	84	112	55	137	64	111	45	50	25	90	39	25	48	40	13	34	50	21	17	39	21	12	31	17	17	12	13	49	13	15	7	22	26	7	15	4	5	3	5	3	10	4	5	5	3	8	5	4	6	7	8	9	9	6	0	1	0	0	3	5	1	3	2	3	2	2	0	0	1	1	0	0	1	1	4	0	0	0	3	4	0	0	1	0	0	0	3	1	1	2	0	0	0	1	4	1	0	1	1	0	0	0	1	0	0	1	0	1	0	0	0	2	0	0	1	1	0	0	0	0	0	3	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north10_active	80	2334	823	385	374	776	502	137	134	82	179	72	121	68	48	39	60	36	40	50	70	49	70	37	95	39	80	22	26	14	55	20	18	33	22	7	16	32	13	11	15	8	5	26	10	11	7	7	44	8	8	4	9	19	4	13	4	2	0	2	2	5	1	4	3	1	6	2	4	4	4	5	5	8	5	0	1	0	0	3	5	1	1	1	1	1	1	0	0	1	1	0	0	1	0	2	0	0	0	3	4	0	0	1	0	0	0	2	1	1	0	0	0	0	1	4	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	3545	1546	788	613	1078	750	318	270	197	257	145	189	111	110	96	119	72	70	79	84	88	103	54	102	63	92	37	39	26	51	31	27	28	36	18	23	57	7	14	30	22	11	26	11	10	24	9	32	10	43	8	17	11	7	29	9	1	11	5	2	21	12	10	5	15	3	6	3	4	4	4	5	3	2	3	4	1	0	0	3	1	1	1	3	0	0	1	5	1	0	3	2	1	1	0	1	0	1	4	0	0	0	1	0	1	2	0	0	3	3	0	1	11	2	0	1	2	1	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	2086	877	379	326	684	452	155	133	86	148	67	97	59	62	50	51	28	34	45	45	46	71	25	63	35	49	17	24	9	30	19	16	14	19	9	11	44	2	8	16	8	7	20	2	5	16	2	25	6	34	3	11	6	3	25	7	0	9	1	1	19	7	7	4	11	2	2	0	3	3	4	4	1	0	1	4	0	0	0	3	0	0	0	1	0	0	1	4	0	0	1	0	1	1	0	0	0	0	1	0	0	0	1	0	1	1	0	0	1	3	0	0	10	2	0	1	2	1	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	3767	1525	822	647	1293	819	311	294	191	281	150	205	109	121	75	123	64	65	83	100	102	119	63	97	56	109	47	35	24	59	34	30	35	42	17	33	74	8	14	28	22	17	27	10	13	21	9	42	10	42	10	28	15	6	28	11	2	13	5	3	16	12	7	4	8	6	6	3	6	3	4	3	4	2	3	3	5	1	0	1	0	1	1	2	0	1	1	3	1	1	2	2	3	1	0	0	0	1	3	4	0	0	0	0	1	2	0	0	2	3	0	0	1	4	0	1	2	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	2268	838	411	343	832	508	151	154	88	166	75	111	54	77	36	59	24	32	45	53	51	85	28	65	27	59	25	21	8	36	21	17	17	28	8	15	59	1	9	15	11	11	16	3	7	13	2	34	6	33	2	25	3	1	25	9	0	11	1	1	11	9	5	3	3	1	2	0	4	2	4	2	2	0	2	3	4	0	0	1	0	0	0	1	0	1	1	2	0	0	0	1	0	1	0	0	0	0	1	4	0	0	0	0	1	1	0	0	0	3	0	0	1	2	0	1	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	3997	1652	883	700	1397	847	306	279	190	281	157	213	122	140	78	139	73	68	88	115	89	135	56	100	65	104	54	41	26	68	33	20	33	41	20	29	63	11	15	34	26	15	26	10	15	9	8	47	9	37	10	26	17	7	24	11	5	22	7	5	25	11	8	2	4	6	7	3	4	4	9	1	5	6	3	1	7	2	0	1	0	1	1	1	5	3	1	2	1	1	1	2	4	0	1	1	1	1	2	4	0	0	0	0	0	0	0	0	1	3	0	0	1	3	0	1	2	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	2420	950	455	366	909	550	135	149	100	173	83	118	59	82	43	70	26	32	53	65	54	96	26	60	30	64	32	23	7	37	17	11	20	26	7	16	47	6	6	22	16	8	18	5	5	5	2	35	6	34	3	23	2	2	21	9	0	19	5	1	13	8	6	2	1	1	3	1	2	2	9	0	3	6	1	0	5	1	0	1	0	1	1	0	5	2	1	1	0	0	0	1	1	0	1	0	1	0	1	4	0	0	0	0	0	0	0	0	0	3	0	0	1	1	0	1	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	4058	1695	874	694	1466	865	273	281	202	269	148	217	126	136	85	135	80	76	78	119	92	138	53	136	67	100	60	45	27	66	29	18	39	49	20	24	77	15	16	30	24	19	30	11	13	14	9	52	6	17	7	22	24	4	18	12	4	12	7	4	20	8	4	1	7	4	6	4	5	1	8	2	8	7	2	1	6	2	0	0	0	2	1	0	5	3	1	2	1	1	1	2	6	0	2	1	1	0	1	6	0	0	1	0	0	0	2	1	1	2	0	0	0	3	2	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north14_active	80	2459	953	436	360	949	580	130	155	108	169	80	117	56	71	44	72	31	39	48	65	56	99	19	97	37	66	33	29	7	40	14	7	27	32	4	13	63	7	8	21	15	9	20	7	6	8	2	41	4	14	2	19	3	1	15	10	0	10	4	1	7	7	3	1	1	0	2	2	2	0	7	1	5	6	1	0	5	1	0	0	0	2	1	0	5	2	1	1	0	0	0	1	3	0	2	0	1	0	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north15_all	80	4040	1729	867	708	1374	889	283	284	205	287	141	220	135	135	85	129	76	81	74	114	85	133	50	157	71	86	56	45	31	76	22	18	37	50	19	18	63	19	19	30	18	11	23	14	12	17	6	37	7	18	7	8	21	5	28	6	7	13	9	3	15	3	4	2	10	1	5	6	3	3	7	8	11	8	3	2	5	3	0	3	0	2	2	0	6	4	1	2	0	0	2	1	4	0	3	2	1	0	0	2	0	0	1	0	0	0	2	1	1	2	0	0	0	1	2	0	0	3	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north15_active	80	2397	960	424	377	878	609	145	158	106	184	76	130	67	69	48	69	36	39	45	64	53	96	20	104	45	50	29	28	12	46	6	9	26	29	5	9	49	10	11	23	10	4	16	10	6	10	2	30	7	16	2	4	7	3	24	4	3	10	6	1	5	2	2	1	2	0	3	4	1	0	6	8	8	6	0	0	4	1	0	2	0	2	1	0	5	2	1	1	0	0	1	1	3	0	3	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north16_all	80	4118	1717	840	709	1350	914	265	286	204	286	138	226	134	116	86	134	74	86	65	102	91	135	52	181	64	91	54	49	33	74	27	17	39	54	16	17	67	22	16	32	15	13	31	16	13	18	5	27	6	22	4	8	16	6	28	10	10	5	7	3	14	2	8	3	11	4	3	7	3	10	1	8	10	4	2	2	0	2	0	6	0	1	1	0	1	3	0	3	0	0	2	0	3	0	2	1	0	0	2	3	0	0	1	0	0	0	2	1	1	3	0	0	0	0	2	0	0	3	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
0.03	north16_active	80	2467	977	408	393	837	637	136	159	93	188	70	140	71	56	48	76	35	43	32	56	53	96	24	121	40	50	30	28	12	53	11	9	28	28	7	6	47	9	11	26	7	3	24	12	10	10	1	20	5	18	2	4	7	3	21	6	5	4	3	2	4	2	6	2	3	1	2	5	1	0	0	8	7	1	0	0	0	1	0	5	0	1	0	0	0	1	0	2	0	0	1	0	2	0	2	0	0	0	2	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	2	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
0.03	north17_all	80	4097	1678	810	735	1294	939	319	287	200	302	147	233	143	118	83	129	69	89	75	101	84	122	65	168	59	102	43	52	30	80	26	19	35	54	18	17	66	25	17	22	14	13	33	16	13	21	3	24	10	15	4	9	18	9	26	9	7	5	7	4	13	2	6	5	12	5	4	7	4	11	1	8	4	6	2	1	3	3	0	7	2	0	1	0	1	3	0	3	0	0	2	0	1	0	4	1	0	0	4	3	1	0	1	0	1	0	0	0	0	2	0	0	1	0	2	0	0	3	0	0	1	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0
