label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53
0.03	north1_all	80	1622	1228	440	384	453	191	124	107	61	156	44	26	35	14	48	32	8	27	23	11	11	4	17	3	6	7	4	3	6	1	2	1	1	0	0	3	0	2	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	716	737	204	221	280	112	52	50	30	102	17	12	23	6	39	15	6	18	15	5	3	2	12	3	3	5	2	2	0	1	1	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	1611	1296	398	418	484	202	130	94	66	175	42	30	32	17	52	31	8	27	17	8	13	4	11	1	4	8	3	2	6	1	9	1	1	0	1	4	0	2	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	706	797	204	238	316	112	60	47	35	124	24	15	24	10	37	17	5	19	8	4	6	1	8	1	1	6	1	1	0	1	4	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	1649	1343	380	451	507	204	130	102	61	221	40	34	26	20	54	42	9	21	27	6	15	5	6	2	3	10	2	1	8	1	9	5	1	0	2	2	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0
0.03	north3_active	80	737	831	184	249	349	118	57	49	28	154	21	16	19	10	41	19	6	15	15	2	8	1	5	1	0	8	1	0	2	1	4	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north4_all	80	1587	1291	363	456	447	206	136	103	62	240	49	35	37	22	44	41	13	24	18	4	12	3	12	2	3	9	4	0	4	1	12	4	1	0	2	1	0	0	0	0	0	2	0	1	0	0	2	0	0	0	0	1	0	0
0.03	north4_active	80	734	794	176	253	301	118	59	48	28	166	27	17	21	11	26	21	5	19	11	2	8	0	11	0	0	9	3	0	3	1	7	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north5_all	80	1603	1295	377	433	428	218	137	107	68	209	46	34	45	19	51	51	15	24	23	4	8	4	12	2	2	5	4	0	3	2	7	4	0	0	1	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	1	0	0
0.03	north5_active	80	745	793	180	248	275	122	61	52	28	143	24	15	26	8	32	30	7	21	15	1	5	2	11	0	1	5	3	0	3	2	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north6_all	80	1610	1242	433	413	467	191	119	105	69	191	42	30	53	16	35	40	15	30	28	6	7	4	13	2	3	3	5	1	4	3	8	5	0	0	0	1	0	1	0	0	0	1	0	0	0	0	2	0	0	0	0	1	1	0
0.03	north6_active	80	742	748	209	238	300	98	48	53	33	121	22	12	30	5	18	29	8	22	18	2	3	2	11	0	2	3	3	0	3	2	7	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
0.03	north7_all	80	1619	1255	459	414	528	190	114	108	68	190	48	31	51	15	38	34	17	20	23	7	5	6	5	2	3	4	7	2	9	4	8	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north7_active	80	722	763	224	242	351	96	51	55	29	123	23	11	28	5	19	25	7	12	18	3	3	2	3	0	2	3	4	0	6	2	7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north8_all	80	1617	1288	460	406	486	186	127	114	67	175	49	28	38	17	32	21	18	21	16	7	7	4	5	3	3	4	4	2	9	2	4	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
