label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59
0.03	north1_all	80	9027	3390	2277	1169	952	719	505	427	276	243	238	225	116	152	60	54	47	38	39	18	32	8	6	11	13	8	8	10	6	10	6	4	3	3	0	4	6	1	2	0	0	0	0	0	2	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0
0.03	north1_active	80	5137	1795	1237	606	518	380	257	246	137	128	144	149	58	99	33	29	26	18	26	8	16	4	5	7	9	1	2	8	2	8	3	4	1	1	0	3	3	1	2	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	9068	3431	2254	1209	980	749	483	448	270	256	240	217	106	146	66	60	48	40	44	27	31	11	10	6	10	10	7	4	5	8	6	7	6	2	0	3	5	0	1	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	5211	1863	1257	643	509	416	242	238	130	141	146	137	54	93	32	31	29	21	28	11	17	6	7	0	6	4	2	4	1	6	4	6	1	1	0	2	2	0	1	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	9053	3476	2242	1245	996	725	453	446	280	255	211	197	114	150	67	63	45	37	38	39	28	11	11	9	13	12	4	7	5	4	6	4	7	3	2	2	5	0	1	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	5127	1910	1279	647	530	386	244	239	149	138	122	119	54	92	30	26	30	20	24	17	14	7	7	1	10	6	1	6	1	2	3	3	2	2	1	0	2	0	1	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	8967	3565	2216	1246	1000	702	446	477	293	260	215	200	117	158	73	56	48	39	37	43	19	13	11	11	15	13	3	8	8	3	6	3	6	2	2	2	2	0	1	3	0	1	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north4_active	80	5038	2004	1268	645	537	359	241	255	144	151	127	113	55	95	35	22	33	19	19	21	11	7	5	4	10	8	2	6	4	1	3	2	2	1	1	0	2	0	1	1	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	8847	3515	2287	1229	1014	684	450	450	279	265	210	201	113	171	69	78	44	42	34	50	22	13	8	12	16	9	5	9	11	4	11	3	6	2	3	3	6	0	2	3	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north5_active	80	4961	1942	1326	624	558	339	241	243	147	155	119	112	56	108	33	37	31	20	16	26	10	9	2	6	9	4	4	7	8	1	5	2	1	1	2	0	5	0	2	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
