label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68
0.03	north1_all	80	58214	15750	8490	4819	3692	2794	1991	2917	1729	1888	1082	599	715	416	317	501	282	161	247	138	126	130	107	100	53	46	50	40	55	22	27	18	22	9	17	14	8	22	8	6	2	7	3	3	3	1	4	4	2	1	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	2	0	0	0
0.03	north1_active	80	36056	8277	4339	2270	1802	1465	942	1743	974	1218	616	273	417	212	152	330	129	64	164	70	60	80	65	63	20	20	29	22	33	8	17	12	9	5	9	8	2	16	3	4	1	4	3	1	1	0	2	4	2	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0
0.03	north2_all	80	55618	15211	8221	4715	3676	2681	1933	2650	1702	1726	1061	588	718	401	340	470	263	161	234	133	136	127	81	89	51	50	49	37	50	24	28	19	29	13	30	12	8	24	9	3	6	8	4	4	1	2	6	3	4	2	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	2	0	0	0
0.03	north2_active	80	34186	7888	4132	2236	1804	1360	918	1571	967	1133	608	267	406	203	159	282	127	61	139	64	72	71	43	48	20	21	35	24	35	10	18	9	15	5	23	8	3	15	3	2	5	5	4	1	1	0	2	3	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
0.03	north3_all	80	55522	15165	8360	4797	3748	2721	1942	2764	1681	1700	1038	583	719	391	341	465	273	157	229	156	131	134	105	94	53	48	45	35	47	25	17	17	34	14	38	11	11	6	6	0	6	6	3	3	3	4	5	3	4	1	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
0.03	north3_active	80	33942	7835	4177	2222	1877	1347	910	1677	963	1103	615	258	393	194	162	269	132	59	147	82	64	79	42	56	23	17	32	20	36	14	10	8	22	4	33	5	3	1	2	0	5	4	3	1	2	0	3	3	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	55790	15213	8381	4791	3785	2678	1912	2789	1702	1682	1057	566	708	372	337	453	249	162	222	161	137	145	125	81	46	48	51	43	48	30	18	18	33	15	37	9	10	9	6	1	6	6	4	2	3	3	5	3	5	1	1	2	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	34305	7920	4160	2176	1893	1324	919	1689	964	1085	642	260	388	182	160	266	131	67	133	83	69	93	46	49	21	19	36	23	35	18	10	9	22	4	33	5	1	2	2	1	5	6	4	1	2	0	2	3	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	56653	15147	8462	4875	3675	2712	1880	2800	1794	1675	1040	551	735	360	341	446	239	158	198	186	141	155	114	78	53	50	49	48	64	29	15	19	34	12	33	12	7	10	3	2	5	5	2	0	5	2	5	3	3	0	1	2	2	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	34988	7932	4216	2174	1820	1305	894	1708	1027	1021	638	265	433	168	156	265	118	70	117	101	64	108	40	52	23	24	30	21	45	21	6	8	25	2	27	2	1	7	1	1	5	3	2	0	2	0	3	3	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
