label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76
0.03	north1_all	80	31453	13721	17429	5502	3733	4953	4326	1647	3788	1085	791	616	575	616	685	332	267	225	170	162	113	95	71	105	98	64	34	33	46	36	28	16	40	12	9	29	13	37	12	8	9	1	1	5	4	1	1	1	0	2	2	2	1	0	1	1	3	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	9641	3913	14637	1759	877	3872	3594	633	3417	458	211	136	316	430	539	165	95	44	26	70	28	25	24	90	78	46	23	13	26	27	8	9	36	5	3	25	4	34	11	2	2	1	1	0	2	0	1	1	0	0	2	2	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	31610	13895	17672	5531	3739	4903	4281	1688	3802	1129	784	656	578	622	725	338	276	220	189	150	108	113	73	91	106	63	38	39	37	38	29	21	38	17	11	17	11	27	17	7	9	2	2	4	4	2	0	1	1	1	2	2	0	0	0	1	3	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	9650	3914	14882	1724	873	3787	3522	645	3458	474	198	147	302	439	582	177	89	41	27	65	29	29	20	72	84	48	28	15	25	27	8	9	33	9	2	14	5	25	16	2	2	1	2	0	2	0	0	1	1	0	2	2	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	31714	13960	17776	5501	3663	4862	4397	1663	3663	1094	803	624	583	586	775	312	260	215	182	148	105	109	72	104	122	95	48	36	38	44	19	23	46	21	11	22	14	29	18	4	9	3	2	3	2	3	0	2	1	2	0	2	0	0	0	1	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	9729	3894	15012	1686	842	3727	3624	610	3325	463	188	134	297	409	643	150	83	44	32	69	26	23	16	85	97	79	36	14	25	29	4	10	41	8	4	16	8	26	16	1	3	1	2	0	1	1	0	1	1	0	0	2	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	31832	14117	17682	5516	3672	4946	4438	1670	3755	1058	788	656	575	583	775	309	246	213	177	143	116	93	75	81	136	107	45	47	23	44	18	22	37	19	11	22	8	24	16	3	7	3	4	4	2	3	0	1	3	1	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	9854	3918	14929	1698	817	3765	3672	600	3422	427	188	139	289	408	636	155	75	47	34	66	28	20	16	66	111	90	34	21	17	29	4	10	32	6	4	17	5	22	14	3	3	1	2	0	2	1	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	31668	14050	17873	5481	3707	4961	4446	1638	3783	1045	780	637	558	580	782	292	222	193	152	148	117	93	83	88	167	110	45	51	27	48	16	14	26	12	9	27	7	18	11	4	6	1	6	3	4	1	0	1	2	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0
0.03	north5_active	80	9821	3940	15079	1700	818	3822	3665	598	3430	445	206	138	273	418	647	150	70	41	36	63	32	18	20	73	135	93	32	27	18	37	1	10	21	4	4	21	6	16	9	3	4	0	4	0	3	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
