label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51
0.03	north1_all	80	10922	7763	2998	1130	1334	576	543	463	239	334	211	144	71	51	99	24	29	46	26	19	26	31	9	9	6	3	6	6	3	3	0	0	1	4	1	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0
0.03	north1_active	80	6055	4950	1837	524	815	279	307	285	132	191	133	87	33	21	56	9	13	35	16	10	15	18	4	5	3	1	4	3	1	2	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	11336	8067	3085	1141	1356	579	523	466	234	351	230	171	76	54	102	26	31	42	27	23	20	28	11	9	7	1	1	6	3	3	0	0	1	5	1	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0
0.03	north2_active	80	6405	5213	1880	539	839	286	281	279	112	217	155	107	40	26	57	12	16	29	16	14	12	23	6	6	4	1	0	3	2	2	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	11646	8359	3148	1162	1376	597	540	482	278	362	234	160	68	63	126	38	31	50	22	23	16	25	16	8	4	2	3	5	4	5	1	0	1	5	1	1	0	0	0	1	3	0	0	0	0	0	0	0	3	0	0	0
0.03	north3_active	80	6586	5441	1941	558	855	281	296	278	137	232	141	106	35	31	76	19	20	35	8	12	5	18	10	5	1	1	1	3	2	4	0	0	1	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	12174	8982	3342	1238	1465	614	560	498	278	404	234	170	60	72	142	43	28	44	23	26	15	28	15	4	5	4	3	2	2	4	1	0	1	3	1	1	1	0	0	1	3	0	0	0	0	0	0	0	3	0	0	0
0.03	north4_active	80	7014	5884	2081	583	917	289	318	284	132	274	138	115	31	34	99	25	20	29	10	12	8	22	10	1	2	2	1	1	1	4	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	12150	8907	3407	1259	1521	611	578	543	315	423	230	161	57	65	136	44	26	47	23	19	29	25	12	3	2	5	3	5	2	2	2	1	1	2	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	7035	5791	2078	598	948	302	325	315	147	292	129	109	24	34	99	24	17	29	8	9	21	18	7	2	1	2	1	3	0	2	1	1	0	2	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	12164	9053	3410	1270	1618	612	560	553	310	422	238	169	59	66	122	45	19	60	28	25	29	27	10	4	3	4	4	5	2	2	1	2	1	2	1	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	7004	5805	2060	603	1019	306	330	330	142	287	153	108	27	37	89	25	9	39	13	14	23	21	7	2	2	1	2	3	0	2	1	1	0	2	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	12047	8913	3398	1262	1622	630	581	536	309	378	206	171	70	81	126	40	22	67	16	23	37	18	6	9	6	9	3	5	1	0	1	2	1	2	1	1	1	0	1	1	1	0	2	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	6908	5771	2034	623	1020	296	339	306	158	246	127	99	34	44	90	21	10	43	6	14	28	12	4	6	3	5	2	3	0	0	1	1	0	2	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	11883	8800	3477	1193	1649	599	575	546	303	366	220	173	76	88	116	48	31	67	21	25	46	24	8	17	5	9	6	7	1	0	4	2	1	1	1	1	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	6753	5730	2118	613	1047	275	350	323	171	220	141	92	38	40	73	23	17	54	9	13	38	19	4	13	2	5	5	5	0	0	4	1	1	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	11901	8840	3516	1254	1588	591	633	546	308	334	187	154	73	93	118	46	42	43	24	21	41	28	9	25	6	11	6	6	0	1	4	1	6	1	1	2	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	6826	5690	2188	634	988	267	395	320	187	195	108	79	37	44	73	27	21	32	12	14	33	19	4	18	2	6	5	5	0	0	4	0	5	1	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	11930	8937	3478	1283	1574	585	619	562	300	358	188	162	71	67	109	52	41	40	26	17	37	25	8	22	6	7	4	8	2	5	4	0	6	3	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north10_active	80	6907	5762	2175	649	992	276	377	331	175	214	108	88	32	32	68	26	19	31	14	8	30	15	3	16	2	3	4	7	0	4	4	0	5	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	11638	8449	3276	1185	1481	595	529	512	275	316	205	161	78	53	131	36	34	73	25	16	22	50	8	5	6	7	9	1	1	4	4	0	0	0	2	1	1	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0
0.03	north11_active	80	6565	5408	1968	583	892	297	306	316	140	195	121	97	43	27	96	22	19	54	13	9	18	34	5	3	3	4	5	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
0.03	north12_all	80	11524	8786	3295	1232	1504	584	549	521	280	317	207	153	78	57	133	41	27	74	27	15	25	38	10	8	8	7	10	2	1	2	3	1	1	0	1	1	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0
0.03	north12_active	80	6489	5643	2000	600	945	282	326	314	158	195	127	91	37	29	99	25	15	54	13	8	21	22	6	4	5	4	6	1	1	0	3	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
0.03	north13_all	80	11788	9095	3461	1240	1517	580	583	526	275	334	213	162	81	66	120	42	28	55	24	21	33	20	10	8	9	4	8	1	2	0	3	2	1	0	1	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
0.03	north13_active	80	6701	5903	2093	593	964	275	347	321	159	224	139	107	40	31	91	21	14	38	9	10	29	13	5	3	5	3	6	0	1	0	3	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
0.03	north14_all	80	11974	9131	3562	1244	1468	572	599	525	293	338	208	150	86	67	97	44	29	65	26	18	34	18	11	8	8	4	9	3	2	0	2	3	1	2	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
0.03	north14_active	80	6806	6051	2196	565	922	275	337	328	176	229	133	92	34	35	71	22	17	45	11	7	29	11	5	3	5	3	6	2	1	0	2	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
0.03	north15_all	80	12136	9096	3590	1223	1442	576	620	577	300	352	191	158	74	76	71	41	29	50	20	17	33	20	4	7	9	5	9	4	5	1	6	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	6913	6053	2225	547	872	281	344	362	179	234	119	100	27	46	48	19	16	31	9	6	29	14	1	3	5	2	4	3	1	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	12053	8999	3517	1232	1448	578	608	566	310	345	181	161	78	64	85	40	26	46	24	11	29	19	5	9	11	5	8	5	5	2	6	3	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	6938	5935	2184	555	876	288	350	359	182	219	106	93	31	41	51	20	18	29	12	6	21	15	1	3	6	3	3	5	1	1	5	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	12054	8901	3448	1285	1467	588	580	615	312	356	172	161	84	78	94	38	24	40	23	11	34	19	5	11	8	7	9	6	4	6	6	2	1	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	6861	5790	2143	590	874	280	334	386	179	223	93	95	38	48	54	18	12	21	12	7	26	13	1	5	4	4	3	5	0	5	5	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	11982	8983	3415	1242	1470	580	557	583	315	346	202	193	86	73	111	40	27	56	19	17	33	32	8	16	4	5	4	7	2	5	3	0	1	2	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
0.03	north18_active	80	6816	5764	2073	579	879	265	315	360	182	220	102	116	38	40	63	19	13	33	11	8	24	24	3	9	2	4	2	4	0	5	2	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	11933	8947	3386	1280	1456	634	552	580	295	346	219	189	81	78	122	42	22	72	12	15	31	41	12	16	3	3	3	6	2	5	1	0	1	2	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
0.03	north19_active	80	6774	5798	2058	603	877	283	302	339	167	220	120	112	40	37	69	17	7	47	4	5	24	25	5	12	1	1	2	3	0	4	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	11972	8989	3393	1238	1459	634	575	570	288	349	229	189	79	73	128	51	26	51	12	16	40	41	12	14	1	4	5	4	1	4	2	1	0	13	0	0	1	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0
0.03	north20_active	80	6829	5850	2095	597	886	276	317	368	163	232	126	105	38	33	75	26	12	33	6	6	29	28	5	8	1	1	5	1	0	2	2	0	0	10	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	11713	4683	3749	2183	1260	612	401	424	316	388	196	149	165	72	46	81	38	22	27	23	19	13	7	10	8	2	6	5	1	4	1	0	0	0	1	0	3	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south21_active	80	6713	2647	2301	1343	734	290	178	233	175	237	118	92	95	43	22	52	14	13	19	12	11	10	3	10	4	2	4	1	0	1	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	11714	4792	3792	2159	1271	620	389	440	344	437	201	154	150	80	47	64	34	23	41	22	19	8	8	11	11	4	9	7	2	1	3	1	0	0	1	1	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0
0.03	south22_active	80	6694	2698	2340	1336	733	316	169	247	210	269	114	95	92	42	23	34	13	12	29	12	11	5	3	8	6	3	7	3	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	11779	4851	3775	2159	1299	629	390	419	342	477	215	154	147	89	40	70	33	23	46	19	15	8	9	10	7	4	11	4	2	1	2	1	0	0	1	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0
0.03	south23_active	80	6689	2726	2335	1335	723	332	175	226	210	294	127	96	101	51	25	42	10	13	32	10	8	4	6	7	4	3	9	2	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	11846	4924	3793	2181	1256	647	406	413	333	503	202	149	162	82	38	90	33	22	43	23	10	8	11	13	8	6	9	2	1	1	3	1	1	0	1	1	4	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
0.03	south24_active	80	6745	2766	2299	1354	702	335	190	223	202	321	106	87	108	48	21	62	10	11	27	15	7	4	7	7	5	4	7	2	1	0	1	0	0	0	1	1	4	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	11924	4970	3747	2212	1240	655	404	375	297	485	218	161	168	77	41	127	43	24	34	24	10	12	17	12	9	4	3	3	0	0	3	1	1	0	0	2	5	0	1	0	0	1	0	0	4	0	0	0	0	0	0	0
0.03	south25_active	80	6839	2780	2273	1351	693	341	203	206	175	304	120	92	118	46	22	93	14	11	20	15	7	8	7	7	4	2	3	3	0	0	1	0	0	0	0	1	5	0	1	0	0	1	0	0	4	0	0	0	0	0	0	0
0.03	south26_all	80	11936	5002	3727	2212	1224	676	404	416	295	462	202	146	166	66	41	136	39	29	27	22	11	12	15	13	17	4	4	6	0	0	4	2	1	0	1	1	6	0	1	0	0	1	0	0	4	0	0	0	0	0	0	0
0.03	south26_active	80	6863	2816	2297	1334	696	342	193	232	163	287	111	86	120	29	19	107	13	11	17	16	9	8	7	8	10	2	3	6	0	0	3	0	0	0	0	0	6	0	1	0	0	1	0	0	4	0	0	0	0	0	0	0
0.03	south27_all	80	11928	4896	3656	2127	1231	676	405	467	298	461	219	159	155	73	40	129	33	32	30	19	15	12	19	17	21	2	2	8	0	0	4	2	0	0	1	1	2	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0
0.03	south27_active	80	6861	2759	2273	1301	715	339	190	267	165	307	131	92	115	30	17	92	14	14	19	13	13	8	12	11	14	1	1	6	0	0	3	0	0	0	0	0	2	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0
0.03	south28_all	80	11797	4766	3549	2096	1234	672	399	477	300	472	207	158	148	64	45	134	18	27	34	16	23	13	16	9	16	2	2	5	1	2	3	2	0	0	1	0	5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
