label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50
0.03	north1_all	80	13732	7257	2225	1455	1360	1204	866	533	365	248	178	112	166	99	75	83	48	24	49	42	14	8	5	9	9	6	3	3	1	5	3	2	0	2	0	1	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0
0.03	north1_active	80	8085	4559	1118	718	776	722	538	332	207	152	89	42	108	61	50	56	25	10	24	23	8	2	2	6	7	3	1	0	1	4	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north2_all	80	14136	7438	2286	1474	1373	1238	915	509	356	239	185	108	176	108	79	74	51	21	57	36	20	13	4	3	12	5	2	1	1	4	3	1	1	0	1	1	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0
0.03	north2_active	80	8366	4738	1164	729	789	742	532	319	206	142	98	46	112	69	50	46	28	11	31	17	12	4	2	1	9	2	1	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north3_all	80	14271	7350	2281	1490	1378	1290	917	489	393	267	178	96	175	98	86	79	41	20	58	31	22	17	8	3	7	4	7	1	2	3	4	1	1	0	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north3_active	80	8551	4615	1131	736	794	807	550	308	231	166	90	40	106	61	52	50	19	9	33	14	16	7	2	1	5	1	5	0	1	2	3	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north4_all	80	14174	7228	2258	1474	1386	1303	876	479	429	273	169	94	181	107	71	82	39	15	59	28	21	18	5	3	5	3	6	1	2	3	4	1	2	0	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north4_active	80	8456	4520	1108	727	772	821	533	294	255	167	91	45	107	65	40	52	20	5	36	20	17	8	1	1	2	1	5	1	1	2	3	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north5_all	80	14110	7264	2228	1510	1456	1299	893	537	430	268	167	97	151	111	63	81	40	21	53	35	20	13	6	4	3	5	6	3	3	2	4	1	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	8449	4498	1101	790	824	863	550	332	261	162	90	46	89	69	39	49	18	9	38	24	17	6	1	3	1	2	5	2	2	2	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	14136	7313	2232	1492	1434	1309	899	558	388	286	143	90	156	107	62	69	39	22	43	47	18	12	4	5	1	4	2	3	2	4	3	6	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	8406	4518	1107	772	824	876	580	345	233	167	73	41	99	62	32	40	19	8	25	37	15	7	2	3	0	2	1	2	1	4	2	5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	14078	7333	2234	1518	1433	1299	931	582	377	296	147	78	149	92	61	66	38	21	50	46	19	8	9	6	1	7	5	3	2	7	1	6	1	3	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	8378	4553	1110	794	819	874	608	370	225	166	80	34	89	51	31	37	22	12	33	34	12	7	3	3	0	3	1	1	1	5	1	5	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	14127	7380	2224	1493	1451	1351	936	575	400	307	143	79	142	93	67	71	30	22	47	46	16	12	10	5	1	5	9	3	1	5	2	5	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	8453	4633	1121	754	866	876	587	362	250	173	84	36	83	47	34	43	18	10	28	34	6	6	4	2	0	2	2	0	0	3	2	5	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	14064	7434	2223	1485	1518	1420	911	574	458	286	153	88	150	92	67	84	30	26	53	46	16	10	11	1	1	14	14	3	6	3	1	0	0	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	8391	4645	1105	733	929	913	568	349	289	170	90	39	98	51	37	57	16	12	32	35	5	4	4	0	0	12	7	1	0	1	1	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	14078	7491	2209	1509	1501	1429	873	581	429	292	161	103	151	109	62	98	34	30	45	45	17	10	11	1	3	14	17	2	6	0	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	8416	4675	1084	757	926	904	529	347	272	189	86	50	102	64	34	66	17	15	29	30	6	3	3	1	2	12	11	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	13854	7370	2229	1509	1520	1285	877	544	376	264	174	91	156	105	83	69	34	28	45	38	14	9	10	4	7	7	14	2	9	0	2	0	0	2	2	0	1	0	0	1	0	1	0	0	0	1	0	0	0	1	0
0.03	north11_active	80	8359	4637	1134	783	931	788	568	337	209	160	95	39	87	61	53	48	14	12	24	27	6	5	1	0	7	2	9	2	6	0	2	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	14108	7362	2282	1525	1460	1271	884	562	368	246	166	86	175	111	83	68	30	27	50	30	13	8	6	5	8	7	11	2	9	0	1	0	0	5	0	1	0	0	0	1	1	1	0	0	0	1	0	0	0	1	0
0.03	north12_active	80	8505	4579	1177	793	914	789	582	343	198	154	86	37	103	63	57	45	10	10	29	23	8	4	1	2	7	2	8	2	6	0	1	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	14263	7421	2255	1509	1385	1293	893	519	377	238	156	94	188	95	77	84	21	26	41	30	17	7	5	7	7	6	12	1	6	0	0	1	1	5	0	1	0	0	0	1	2	1	0	1	1	1	0	0	0	0	0
0.03	north13_active	80	8467	4626	1153	756	863	821	592	311	207	143	80	45	116	50	46	53	7	12	27	22	8	4	2	4	5	3	9	1	6	0	0	1	1	2	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0
0.03	north14_all	80	14298	7380	2275	1487	1330	1321	967	534	377	257	180	100	192	92	83	88	28	34	41	29	15	9	5	9	5	2	12	0	7	3	0	1	1	5	0	1	1	0	0	1	2	0	0	1	1	0	0	0	0	0	0
0.03	north14_active	80	8483	4626	1144	733	811	831	656	326	202	153	101	49	119	46	47	47	12	16	21	19	8	5	2	6	2	2	9	0	7	2	0	1	1	2	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
0.03	north15_all	80	14157	7468	2190	1459	1358	1338	960	540	400	245	191	91	179	93	90	86	27	30	51	49	14	10	6	11	11	4	9	0	3	4	0	2	1	2	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0
0.03	north15_active	80	8391	4756	1098	709	818	816	641	333	227	146	115	42	120	51	52	47	12	16	25	34	8	7	2	6	5	4	7	0	3	2	0	2	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north16_all	80	14104	7624	2274	1523	1353	1352	920	559	420	253	207	102	179	97	82	78	39	28	60	50	14	9	7	10	13	6	10	3	5	4	1	3	0	3	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	8439	4855	1131	765	815	839	614	338	253	151	124	49	126	51	47	41	21	13	28	30	9	6	3	4	7	5	5	2	3	2	1	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	14050	7579	2341	1526	1393	1335	867	524	451	261	198	98	169	95	75	81	44	21	48	47	16	10	7	9	12	5	10	3	7	3	1	2	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	8285	4814	1182	766	862	838	553	312	284	147	113	44	117	56	45	55	27	11	24	28	11	6	3	2	6	4	5	2	3	2	1	2	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	14122	7464	2304	1538	1388	1294	869	545	457	262	188	99	198	90	67	73	53	25	38	29	18	13	8	9	9	5	6	4	7	2	1	5	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north18_active	80	8360	4748	1159	762	845	834	548	332	291	142	96	47	129	50	44	46	33	15	20	13	11	6	3	2	4	3	2	2	3	0	1	4	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north19_all	80	14234	7306	2280	1527	1423	1276	883	528	445	251	158	101	184	85	60	70	47	28	29	27	20	12	6	7	7	4	3	5	8	3	1	3	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north19_active	80	8366	4588	1152	780	875	840	531	330	284	131	72	40	118	53	39	42	29	15	15	15	10	7	2	2	4	3	2	1	4	1	1	2	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north20_all	80	14331	7448	2281	1458	1432	1260	907	550	412	259	143	111	168	112	75	60	41	27	35	35	21	8	5	10	5	8	4	3	2	4	2	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north20_active	80	8520	4681	1120	764	837	825	557	345	264	140	65	50	109	77	52	36	25	17	19	24	9	5	1	3	2	7	1	0	2	2	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south21_all	80	13959	7529	2187	1520	1358	1310	868	545	398	274	194	92	154	118	80	84	46	23	59	43	11	8	13	9	6	19	7	2	3	4	1	0	0	2	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
0.03	south21_active	80	8373	4646	1094	776	818	825	550	309	248	175	93	40	98	68	42	52	22	10	39	34	6	3	7	7	4	12	5	0	2	3	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	14139	7528	2257	1510	1323	1309	907	575	421	275	179	89	150	129	82	79	42	22	45	49	9	7	15	9	4	16	9	2	3	3	2	0	0	2	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1
