label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71
0.03	north7_active	80	11918	806	1761	503	379	263	1174	134	616	822	45	44	78	55	147	96	20	76	44	129	8	6	12	28	24	54	38	4	41	0	7	4	4	2	3	12	0	0	6	2	0	0	0	0	1	0	0	1	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	13157	2767	2524	1214	845	622	1216	365	658	854	188	156	147	114	170	127	76	78	57	138	36	29	19	34	33	49	43	13	41	6	8	9	8	6	6	8	2	1	6	4	2	2	2	0	1	0	3	1	0	2	0	0	2	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	10752	740	1684	465	337	242	1052	118	569	752	44	47	80	55	134	89	31	57	33	121	10	5	9	25	25	41	38	6	38	1	3	4	5	5	3	7	0	1	4	3	1	1	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	12267	2796	2420	1203	851	591	1062	411	633	860	180	166	143	106	174	123	73	57	54	130	39	33	20	39	31	46	44	10	22	8	6	7	8	7	7	8	3	2	5	3	2	2	2	0	1	0	3	0	0	2	0	0	2	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	9727	706	1582	401	317	236	892	115	517	766	36	47	66	50	140	79	31	35	26	113	8	4	6	29	23	31	37	5	19	2	2	3	4	5	5	7	0	2	3	2	1	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	11121	2794	2317	1183	813	602	953	413	575	741	188	163	137	109	149	115	84	64	51	102	41	37	19	26	22	47	38	10	25	10	10	8	8	12	6	3	3	4	1	3	2	2	2	0	0	0	1	0	6	1	0	0	1	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north10_active	80	8494	668	1433	378	304	219	788	122	441	652	38	42	65	53	116	82	36	39	24	83	9	3	6	16	11	35	25	4	20	4	6	3	4	6	3	1	0	3	0	1	1	1	0	0	0	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north11_all	80	14015	2876	2631	1192	840	666	1333	403	768	915	202	152	140	137	139	107	86	91	53	131	45	29	27	30	19	50	45	11	76	9	7	11	14	4	7	9	2	12	4	3	1	1	2	1	2	1	2	0	3	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	11638	805	1874	458	376	276	1169	131	648	839	44	56	74	62	103	68	47	65	27	117	6	10	18	22	14	48	38	3	72	2	4	4	8	0	3	6	0	11	2	0	0	0	1	1	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	14049	2934	2606	1208	869	646	1355	386	754	882	227	148	160	136	139	105	70	88	51	90	41	26	28	29	35	57	38	14	65	9	7	9	7	4	6	3	1	9	2	3	2	1	1	2	1	1	2	0	3	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north12_active	80	11652	830	1825	454	385	286	1185	128	631	803	50	56	87	56	105	69	36	65	26	75	5	5	21	23	26	56	33	3	62	0	2	4	6	0	1	2	0	8	2	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	14034	2887	2548	1205	884	666	1431	360	728	921	232	142	160	129	159	121	56	80	41	101	41	28	25	37	40	49	26	12	45	9	8	9	7	3	8	5	5	7	5	0	3	1	1	2	1	1	3	1	0	2	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north13_active	80	11633	838	1801	441	381	282	1256	128	612	835	48	49	75	61	114	76	30	58	23	85	3	8	19	32	29	44	23	1	43	0	2	3	5	1	2	3	5	6	5	0	0	0	0	2	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	14061	2944	2509	1205	901	657	1362	364	690	929	213	145	157	122	165	103	51	78	42	79	32	31	27	44	44	45	18	10	33	11	9	6	4	4	8	4	6	4	6	1	2	0	0	1	2	2	2	1	1	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north14_active	80	11709	845	1782	434	386	298	1188	129	577	845	42	38	81	59	118	67	26	58	22	64	5	7	14	39	31	39	13	1	30	1	2	1	3	2	3	2	5	2	4	0	0	0	0	1	1	2	1	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	14021	2855	2390	1203	898	681	1327	346	644	967	187	153	144	122	166	95	62	85	50	89	40	36	30	44	35	41	21	10	32	8	8	4	4	4	6	5	7	4	6	1	3	1	0	3	1	2	3	1	2	2	1	0	0	4	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
0.03	north15_active	80	11698	818	1702	429	393	304	1161	120	534	885	38	47	73	63	120	68	33	62	30	73	8	10	16	36	26	34	16	1	29	1	3	1	2	2	2	3	6	2	3	0	0	1	0	2	1	2	1	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	13935	2860	2476	1185	865	659	1265	363	665	991	186	167	139	126	169	107	72	92	54	83	38	35	26	46	32	32	29	13	27	7	8	9	5	6	5	6	4	4	3	1	3	1	0	3	1	3	3	0	2	6	1	0	0	2	0	1	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	11588	813	1722	439	385	289	1089	127	559	915	31	52	72	67	121	75	40	60	31	68	8	10	12	37	24	25	24	5	24	2	3	6	2	3	1	4	3	2	0	0	1	1	0	2	1	2	0	0	0	5	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	13448	2768	2406	1179	851	662	1201	352	704	932	195	154	143	135	153	115	79	88	47	104	34	33	29	43	39	32	39	14	27	7	8	9	6	6	5	7	4	10	3	2	2	2	0	5	1	1	3	0	2	6	1	0	0	0	0	1	2	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	11067	771	1635	410	368	290	1025	125	589	859	34	51	79	69	113	85	40	54	27	88	6	7	13	32	30	25	34	6	25	3	4	6	1	2	2	5	3	9	1	0	1	1	0	4	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	12647	2788	2396	1161	827	655	1120	373	685	805	191	142	135	128	150	110	79	89	40	88	29	28	32	37	49	31	45	15	33	11	8	8	8	6	3	9	4	9	1	2	2	1	0	3	0	1	2	0	5	7	0	0	1	0	0	1	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	10172	733	1552	394	324	284	931	138	557	734	44	45	69	59	100	71	39	60	19	70	6	6	14	27	38	25	36	6	30	6	3	7	2	3	1	7	2	9	1	0	1	0	0	3	0	0	0	0	5	6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	11629	2794	2271	1116	820	632	1055	383	637	735	208	140	148	129	129	110	82	87	37	94	25	32	31	35	42	40	37	14	27	12	8	4	8	6	2	8	4	10	3	3	0	3	1	6	1	0	1	1	5	8	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
0.03	north19_active	80	9054	688	1410	342	291	253	872	135	515	665	47	32	69	52	81	63	38	55	17	76	5	3	13	27	30	34	26	2	24	5	2	3	4	3	1	4	1	10	3	0	0	0	0	3	0	0	0	0	5	7	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	10803	2776	2108	1121	824	614	935	377	548	639	210	144	151	115	132	89	76	83	36	94	30	31	28	28	44	33	28	12	23	14	9	3	8	6	1	9	4	7	3	3	0	4	1	3	1	0	1	1	7	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
0.03	north20_active	80	8126	635	1303	357	277	220	753	119	429	548	55	32	71	40	81	47	32	51	16	82	7	5	12	22	29	30	13	0	20	4	2	2	6	3	1	5	1	7	3	0	0	0	0	0	0	0	1	0	7	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	14167	2871	2480	1078	883	664	1276	346	713	1129	214	125	162	116	168	117	64	98	68	163	25	24	31	50	32	43	36	11	23	9	6	10	12	5	2	5	3	2	4	3	4	1	1	1	3	1	0	0	1	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south21_active	80	11769	795	1719	382	357	277	1110	123	596	1041	50	42	89	60	138	74	34	72	41	152	5	6	13	39	23	34	32	0	20	2	3	4	5	3	1	2	2	1	3	2	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south22_all	80	14293	2906	2490	1085	863	663	1280	351	738	1078	217	143	157	112	166	128	69	113	62	145	26	21	28	39	28	37	35	8	26	13	6	14	12	5	3	2	4	1	7	4	3	3	1	1	3	2	0	1	1	3	0	0	1	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south22_active	80	11896	821	1749	389	357	291	1124	126	617	992	49	41	81	56	132	94	41	79	41	139	5	5	11	30	19	28	31	3	23	3	3	5	10	3	1	1	3	1	6	3	0	2	0	0	2	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south23_all	80	14262	2845	2512	1077	848	657	1268	353	725	1055	216	157	165	101	172	154	74	108	51	131	27	23	26	41	31	27	26	10	24	15	7	12	9	5	2	3	4	3	4	5	3	3	1	1	2	2	0	1	1	2	0	0	0	1	1	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south23_active	80	11921	815	1711	391	353	299	1113	123	604	974	49	47	81	45	136	108	40	69	31	125	6	7	10	32	22	21	25	3	22	5	3	3	8	1	0	1	3	2	4	3	0	2	0	0	2	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south24_all	80	14145	2843	2519	1120	859	683	1318	380	771	978	205	159	156	100	176	164	89	121	46	145	33	28	24	30	31	29	22	13	20	14	5	11	9	5	4	7	4	3	4	4	3	3	2	0	3	4	0	1	3	1	0	0	0	2	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_active	80	11819	825	1733	419	364	307	1170	126	649	897	45	37	83	44	135	117	37	90	24	135	8	7	10	25	24	25	18	5	18	5	2	2	9	1	1	4	2	2	4	2	0	2	1	0	3	3	0	1	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	14335	2844	2519	1133	825	723	1326	411	714	977	200	156	157	116	173	162	105	96	48	155	36	23	23	42	26	32	24	15	46	14	6	9	10	4	4	11	2	4	4	3	2	0	1	3	2	6	1	0	3	1	0	1	1	1	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	11957	816	1748	440	357	327	1171	133	597	905	40	46	86	53	129	113	42	68	24	142	10	4	6	31	22	27	18	4	43	5	2	5	7	1	1	7	1	2	3	1	0	0	1	3	2	5	1	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	14269	2850	2584	1168	810	731	1346	403	754	923	194	167	144	117	173	143	101	103	55	148	37	30	23	36	26	36	26	12	49	10	7	9	14	5	6	9	4	9	5	4	1	0	2	4	1	6	1	1	2	0	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	11897	781	1821	450	343	317	1211	128	637	856	39	59	74	54	125	101	38	74	30	132	11	7	4	28	22	31	20	3	45	4	2	5	9	3	2	7	1	8	4	1	0	0	1	4	1	6	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	14206	2845	2619	1172	846	706	1347	380	674	925	184	175	167	122	181	128	84	85	48	146	38	29	21	42	26	34	34	12	50	10	7	12	12	6	4	11	3	9	8	4	3	1	2	4	0	6	1	1	4	0	0	2	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south27_active	80	11799	773	1878	444	355	296	1206	115	563	847	50	69	83	59	133	96	36	60	26	129	10	7	4	32	20	28	31	4	44	4	2	7	5	4	1	7	1	8	7	2	0	1	1	4	0	6	1	0	4	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	13954	2848	2660	1148	874	680	1357	346	694	860	178	186	172	114	214	101	69	80	49	150	29	34	21	39	30	36	34	11	54	9	11	6	15	7	6	7	6	9	7	3	3	1	3	1	0	6	0	1	2	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south28_active	80	11605	792	1889	434	362	279	1210	110	568	778	45	74	85	54	160	70	30	56	28	135	6	9	5	29	22	29	33	4	47	3	3	3	8	5	4	4	3	8	6	2	0	1	1	1	0	5	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	13942	2833	2668	1180	900	673	1362	354	690	967	169	178	177	115	225	109	64	68	40	132	30	34	16	37	25	50	40	11	30	13	8	6	13	7	4	7	5	4	9	1	3	1	4	1	0	2	0	1	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_active	80	11617	771	1904	461	383	251	1210	117	558	888	51	59	93	54	176	73	28	47	26	124	6	9	6	29	16	44	37	3	24	3	4	2	7	4	3	3	2	2	6	1	0	1	1	1	0	1	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	13938	2807	2596	1183	890	666	1472	377	649	1011	179	161	173	120	229	115	76	62	50	137	24	35	16	34	20	76	58	11	22	12	7	3	13	7	6	4	4	2	6	1	1	3	3	1	0	3	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_active	80	11640	779	1826	468	387	252	1309	132	532	938	45	51	89	61	178	77	42	42	34	126	5	8	6	28	12	67	51	2	18	1	2	1	9	3	3	1	2	0	2	0	0	3	1	1	0	2	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	14537	2882	2529	1190	875	672	1298	325	699	906	194	176	149	116	171	106	81	58	54	144	39	29	15	40	25	36	40	6	45	16	7	10	6	7	6	10	5	2	1	4	0	1	2	0	0	0	0	1	12	5	1	2	0	2	1	1	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0
0.03	south31_active	80	12060	803	1750	422	381	282	1150	117	591	822	39	52	76	55	129	69	38	35	32	133	9	8	7	27	14	28	34	2	43	2	2	6	1	2	2	6	5	0	0	1	0	0	1	0	0	0	0	1	12	5	1	2	0	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0
0.03	south32_all	80	14400	2850	2523	1205	836	679	1310	334	692	922	208	172	156	110	166	91	80	53	51	123	37	28	25	44	22	34	40	6	43	13	8	11	5	8	7	8	7	1	1	3	0	1	2	0	2	2	1	0	12	9	1	2	0	2	1	1	0	0	0	1	0	0	0	0	0	1	1	3	1	0	0	0
0.03	south32_active	80	11984	788	1719	426	373	281	1146	111	592	830	51	55	82	56	115	54	36	33	26	106	10	6	11	32	12	29	32	2	37	2	1	6	2	2	3	6	6	1	0	0	0	0	1	0	1	2	0	0	12	9	1	2	0	1	1	1	0	0	0	1	0	0	0	0	0	1	0	3	1	0	0	0
0.03	south33_all	80	13667	2813	2389	1192	860	646	1250	346	639	861	201	153	157	114	184	85	72	62	46	150	35	28	21	44	17	37	29	11	38	8	7	12	10	5	4	11	7	2	1	3	0	2	3	0	2	2	2	1	5	9	0	2	0	3	0	1	0	0	2	1	0	0	0	0	0	1	0	3	0	0	0	0
0.03	south33_active	80	11245	798	1597	395	369	255	1065	104	533	760	43	51	70	54	129	45	38	37	22	128	10	5	10	34	11	29	21	3	33	0	3	3	6	1	3	6	6	1	0	0	0	0	1	0	1	2	1	0	5	9	0	2	0	2	0	1	0	0	2	1	0	0	0	0	0	1	0	3	0	0	0	0
0.03	south34_all	80	12086	2745	2206	1202	822	624	1014	351	590	783	198	152	160	118	142	84	72	66	42	101	37	30	23	35	17	30	22	9	40	6	9	9	12	4	4	6	7	2	6	2	1	1	4	1	2	4	2	1	3	4	0	0	0	2	0	1	0	0	3	1	0	0	0	0	0	0	0	3	0	0	0	0
0.03	south34_active	80	9504	766	1391	352	320	226	804	97	475	678	50	44	70	51	94	35	40	39	15	76	14	4	9	26	10	23	14	1	34	1	3	1	9	0	2	2	6	1	2	0	0	0	1	0	1	3	1	0	3	4	0	0	0	2	0	0	0	0	2	1	0	0	0	0	0	0	0	3	0	0	0	0
0.03	south35_all	80	11751	2759	2214	1205	854	608	1063	359	565	766	175	161	140	123	173	105	77	75	44	129	38	25	24	36	18	24	23	12	21	7	9	7	10	3	2	5	4	4	6	1	1	2	3	1	1	4	1	1	3	0	0	0	0	2	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_active	80	9194	780	1379	355	325	219	856	100	441	665	45	44	63	52	128	48	46	38	21	102	10	4	8	25	13	17	17	2	17	1	4	1	8	0	1	1	2	2	2	0	0	0	0	0	1	2	1	0	3	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	11774	2710	2238	1194	858	646	1084	350	600	789	184	156	136	127	159	110	74	94	43	111	37	24	25	39	20	23	24	12	14	9	9	6	5	4	1	2	3	4	6	3	1	3	4	1	2	4	0	1	4	0	0	0	0	1	0	1	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	1
0.03	south36_active	80	9234	766	1415	374	311	230	897	103	477	693	49	42	61	56	116	54	37	50	25	87	9	3	9	30	14	16	19	2	12	2	5	1	3	0	0	1	1	3	3	1	0	0	0	0	1	2	0	0	3	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south37_all	80	13224	2671	2436	1191	847	651	1262	341	688	946	190	146	144	129	189	107	76	98	53	129	35	25	29	32	16	33	34	11	32	13	9	3	2	3	1	2	4	7	2	5	3	3	2	1	2	2	1	0	1	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
0.03	south37_active	80	10902	784	1668	431	344	256	1095	116	575	865	54	41	80	65	146	62	39	55	34	105	5	7	13	25	13	29	26	2	30	4	3	0	1	0	0	1	2	4	1	2	0	1	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south38_all	80	13933	2753	2517	1176	843	638	1243	352	718	1048	193	130	156	117	199	103	72	87	58	139	28	23	36	34	19	37	34	10	40	12	5	4	2	5	2	4	2	7	1	6	3	2	2	1	2	2	1	2	1	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
0.03	south38_active	80	11643	811	1772	450	361	262	1104	128	617	971	55	41	83	61	149	72	45	55	37	119	4	5	19	28	14	34	27	1	35	4	1	0	0	1	0	2	1	4	1	2	0	1	0	1	1	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south39_all	80	14018	2787	2532	1106	831	647	1306	360	691	1003	186	134	175	115	205	118	73	84	57	119	24	23	29	37	18	60	36	13	40	7	5	4	3	5	4	5	2	6	0	5	4	3	1	2	2	2	1	2	0	3	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1
0.03	south39_active	80	11672	811	1776	408	370	274	1157	130	587	932	51	37	93	57	168	79	49	60	37	102	5	5	19	32	12	54	26	4	35	3	0	1	1	2	0	3	1	2	0	2	0	2	0	2	1	1	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south40_all	80	14091	2860	2503	1095	866	639	1311	369	697	1008	186	154	162	122	191	116	80	84	57	102	32	20	29	41	24	69	48	16	32	8	8	4	3	5	5	6	0	4	1	3	6	2	1	2	1	1	0	2	0	3	0	0	0	3	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south40_active	80	11738	800	1742	396	367	282	1163	132	584	947	47	40	83	54	147	81	57	67	35	88	9	4	15	35	17	62	39	5	25	2	2	1	1	3	2	3	0	2	0	2	0	1	0	2	0	0	0	2	0	1	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
