label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72
0.03	north1_all	80	4733	2007	1568	1405	485	353	317	249	154	249	109	186	71	60	63	54	48	51	21	20	21	35	13	33	16	6	9	10	10	5	9	2	11	7	2	3	3	7	2	7	2	1	6	1	1	0	0	1	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north1_active	80	2649	1117	937	889	238	184	166	142	69	152	48	117	39	29	36	32	28	33	11	15	10	14	7	26	11	2	5	2	7	0	3	1	7	6	2	2	2	3	2	5	1	1	5	1	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north2_all	80	4748	2109	1615	1458	488	363	346	288	157	256	104	192	78	58	60	47	41	49	25	23	15	36	15	44	13	8	10	11	9	5	7	2	15	7	4	9	7	7	2	10	4	3	6	1	1	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
0.03	north2_active	80	2719	1160	973	931	246	180	195	167	70	161	46	112	40	29	32	28	25	26	14	16	9	16	9	34	7	4	5	3	7	2	2	0	8	7	4	7	6	3	1	7	3	3	5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
0.03	north3_all	80	4877	2172	1688	1446	477	400	351	297	170	259	113	175	77	64	57	52	38	52	26	30	17	38	14	56	15	6	8	15	9	4	4	1	14	4	3	9	6	6	2	8	4	4	4	0	1	1	0	1	0	3	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0
0.03	north3_active	80	2823	1220	1017	935	243	188	197	164	89	166	50	104	36	35	31	24	23	27	15	15	9	20	8	46	10	4	3	7	6	2	1	0	8	4	3	6	5	5	1	4	4	2	4	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
0.03	north4_all	80	4839	2167	1730	1383	476	404	390	315	162	267	107	192	69	58	66	50	34	51	33	30	19	40	24	52	11	11	6	14	10	6	6	2	13	7	2	18	5	4	1	10	4	5	0	0	0	2	0	2	0	3	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0
0.03	north4_active	80	2830	1221	1060	923	252	203	233	175	86	178	51	127	34	34	36	23	23	29	21	14	10	22	15	44	7	7	2	8	7	4	2	0	7	6	2	12	5	4	0	7	4	2	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	4805	2133	1655	1386	470	395	381	271	149	245	106	186	53	62	73	50	36	47	32	28	26	41	23	55	10	13	7	18	8	5	6	2	7	8	2	13	1	4	0	7	2	3	1	0	0	1	1	2	2	3	0	0	0	0	0	0	1	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0
0.03	north5_active	80	2807	1192	1016	908	251	209	228	152	83	160	52	124	25	29	41	26	25	28	22	13	13	31	15	46	5	7	2	11	6	3	3	0	0	6	2	8	0	4	0	5	1	0	0	0	0	0	0	2	2	3	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	4684	2079	1514	1278	453	346	341	277	129	269	108	167	67	61	69	50	37	39	25	22	29	37	21	52	9	12	6	17	5	7	4	6	10	4	0	12	2	4	2	10	5	2	2	0	1	1	1	3	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0
0.03	north6_active	80	2703	1162	917	858	237	183	207	151	71	177	47	107	33	21	41	26	25	24	17	9	12	30	14	43	2	6	1	11	2	5	3	0	2	2	0	7	1	3	0	9	4	0	1	0	1	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	4519	2032	1506	1224	462	328	310	275	128	253	114	138	67	60	60	49	37	34	25	26	28	35	14	36	8	11	5	16	7	9	6	7	12	2	0	8	4	4	2	4	6	0	2	0	1	1	3	1	2	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	2553	1103	903	811	238	159	180	154	68	154	52	77	31	17	31	29	24	20	18	13	13	27	9	28	1	3	1	12	2	6	5	0	4	1	0	3	3	3	0	4	4	0	1	0	1	0	2	0	2	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	4408	1930	1464	1196	436	333	268	314	144	242	108	151	86	62	60	55	37	34	26	28	22	24	6	26	9	10	6	18	10	6	4	7	11	5	2	7	3	4	2	4	9	0	2	0	2	0	2	3	2	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	2467	1037	863	782	210	150	142	171	81	135	48	84	40	22	25	30	22	22	17	14	12	14	3	17	2	2	2	12	3	4	4	1	6	5	2	3	3	2	0	4	7	0	1	0	2	0	2	1	2	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	4409	1864	1473	1211	454	342	298	324	143	250	98	163	84	66	64	54	40	34	28	22	22	28	14	27	7	10	8	11	11	6	5	5	8	5	2	8	4	6	0	6	8	1	0	0	2	0	3	3	0	3	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	2490	995	882	766	219	149	154	180	68	134	44	99	41	27	30	31	24	23	14	12	13	14	6	17	2	4	4	6	3	3	4	1	6	5	2	4	4	4	0	6	4	0	0	0	2	0	2	2	0	1	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	4619	1918	1437	1269	482	380	318	331	142	237	96	166	80	57	63	62	37	33	28	26	21	30	17	32	7	9	8	9	12	10	3	4	10	9	5	3	2	12	0	5	7	1	0	1	1	1	4	6	0	3	2	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
0.03	north10_active	80	2630	1040	877	823	235	171	171	202	66	113	45	100	35	24	33	38	20	25	16	16	12	19	8	17	2	4	4	4	6	3	1	1	3	8	5	2	1	10	0	5	3	0	0	1	1	0	3	5	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north11_all	80	4523	1942	1547	1326	431	391	306	253	177	268	85	170	75	71	60	41	35	33	22	36	17	44	20	31	12	12	6	8	12	5	2	4	8	6	9	7	1	7	2	6	0	0	3	1	1	0	3	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north11_active	80	2526	1070	883	837	205	194	153	148	81	157	43	96	49	35	24	15	17	18	10	20	8	25	14	16	5	4	1	5	8	1	0	1	4	3	2	5	0	4	2	0	0	0	1	1	1	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north12_all	80	4646	1984	1639	1383	467	403	348	285	161	270	96	172	83	72	67	38	41	38	18	43	14	37	24	30	7	10	5	14	9	5	3	2	10	6	10	14	3	5	3	4	0	0	4	1	0	0	5	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
0.03	north12_active	80	2657	1089	924	869	244	223	175	157	73	167	47	109	51	29	33	15	19	18	11	20	9	21	18	13	3	3	1	10	4	2	1	1	6	2	3	12	1	2	2	1	0	0	2	1	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
0.03	north13_all	80	4849	2039	1698	1533	520	388	375	311	154	260	104	170	99	69	68	37	46	39	20	41	17	37	22	28	9	7	5	18	10	6	3	4	9	9	5	14	3	7	4	6	0	0	4	1	0	0	6	1	1	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0
0.03	north13_active	80	2827	1119	996	1017	277	214	192	179	69	168	50	110	57	32	36	18	24	20	11	17	9	25	14	15	3	2	2	11	5	1	2	3	7	5	1	12	1	3	3	1	0	0	2	1	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
