label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57
0.03	north1_all	80	32311	16908	7468	6930	3667	2386	2258	1198	1129	1900	736	782	322	659	210	196	171	236	185	166	114	72	27	48	29	65	18	17	12	21	18	10	4	3	2	7	3	3	2	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	15180	8844	3346	3834	1826	1126	1229	511	564	1175	421	434	152	438	106	104	92	154	100	119	75	32	9	27	16	53	7	3	6	13	12	9	0	1	1	5	3	3	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	32366	17027	7610	6913	3654	2359	2232	1207	1157	1934	733	778	347	723	235	182	179	249	179	155	108	67	28	58	36	58	19	24	11	20	14	7	4	3	2	3	3	2	2	0	0	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	14995	8980	3372	3825	1815	1117	1178	536	576	1193	393	466	159	486	121	86	85	160	105	101	74	30	12	30	24	48	11	8	6	11	9	5	0	2	1	2	3	2	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	32286	16872	7611	6945	3582	2324	2160	1224	1125	1866	681	754	348	723	244	186	155	273	171	150	87	68	28	74	38	44	17	27	12	15	12	2	2	4	3	6	4	1	1	0	0	1	0	0	2	5	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	14794	8891	3421	3876	1753	1074	1122	550	563	1174	359	450	159	481	121	88	72	177	101	83	49	33	10	39	22	36	11	10	7	6	8	1	0	3	1	3	3	1	0	0	0	1	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	31566	16567	7662	6722	3486	2306	2176	1288	1113	1654	655	734	344	706	230	168	156	245	143	136	82	58	32	58	39	27	17	31	11	18	6	4	4	4	3	6	2	1	4	0	1	1	0	0	1	5	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	14112	8634	3472	3704	1684	1043	1116	602	559	1031	320	437	154	462	119	74	78	152	82	70	45	24	12	31	21	17	11	13	10	5	5	1	0	3	2	3	0	1	1	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	31082	15973	7531	6506	3414	2218	2128	1303	1102	1572	653	723	300	626	223	166	134	249	114	132	66	52	35	52	44	33	15	21	13	9	8	4	6	6	3	6	3	2	3	0	1	1	0	0	0	5	1	1	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	13750	8158	3445	3586	1610	939	1096	620	540	1006	294	433	134	404	112	76	72	149	63	69	29	26	12	31	20	16	7	7	11	1	5	2	1	4	2	2	1	1	1	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
