label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62
0.03	north6_all	80	43532	16769	14013	6737	3943	2888	1960	1657	1404	1685	659	505	900	412	368	239	432	116	144	84	59	143	71	39	51	28	24	25	14	12	22	13	6	4	6	5	2	0	3	8	2	2	0	0	0	2	3	1	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	23139	6802	10120	3860	1264	1195	567	805	858	1388	144	178	791	262	273	151	375	25	70	30	19	127	52	22	37	21	8	17	3	2	20	11	4	1	4	5	1	0	2	4	0	1	0	0	0	0	3	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	43506	16676	13988	6777	3902	2888	1978	1685	1426	1580	660	523	920	409	387	221	361	108	150	90	72	166	64	40	42	38	27	25	15	10	28	10	9	2	4	9	1	4	2	7	2	1	1	0	0	2	3	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	23060	6756	10056	3851	1238	1183	550	832	852	1309	149	195	802	245	301	139	322	23	81	30	26	147	44	21	30	26	6	15	3	3	27	9	8	0	2	9	1	4	2	4	0	0	1	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	43277	16700	13965	6901	3881	2908	1992	1683	1396	1487	646	537	955	401	388	249	311	117	127	98	60	143	52	44	24	33	18	13	11	11	30	8	9	1	3	10	2	5	2	5	1	0	3	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	22971	6729	10145	3934	1251	1181	553	843	839	1191	135	188	826	238	294	163	276	24	63	28	21	122	31	22	15	17	4	7	3	4	28	7	8	1	3	9	2	4	2	3	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	43105	16539	13793	6945	3916	2916	2015	1660	1421	1480	658	546	913	420	431	238	288	122	120	95	63	133	64	48	40	45	23	13	11	8	23	14	19	3	2	15	2	6	2	4	0	1	5	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	22808	6702	9997	3946	1287	1177	547	857	863	1170	137	181	786	240	332	144	244	27	74	28	22	110	46	18	27	30	8	9	3	4	19	6	16	3	2	14	2	5	1	4	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	42892	16504	13651	6810	3921	2946	2027	1676	1432	1528	634	529	973	403	441	234	315	120	96	88	70	96	63	48	42	43	21	17	8	13	10	12	18	4	1	11	1	3	2	4	0	1	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	22736	6696	9905	3869	1269	1216	564	856	848	1211	129	173	841	239	336	147	261	32	55	25	27	76	48	20	29	33	9	11	1	7	6	4	15	4	1	10	1	2	0	4	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	43426	16491	13785	7062	3933	2876	2002	1679	1383	1640	717	506	979	428	362	216	316	131	106	92	86	120	100	34	52	30	30	9	14	12	15	13	6	5	3	14	7	7	1	0	1	1	5	0	0	3	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	22986	6618	9916	4036	1266	1225	553	847	882	1326	147	183	845	249	266	125	262	34	55	41	35	101	83	15	34	22	13	5	3	5	14	11	4	3	3	12	6	7	0	0	1	0	4	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	43572	16487	13643	6900	3985	2927	1989	1607	1350	1653	735	532	1003	422	363	233	305	132	127	93	82	135	102	32	38	26	24	16	15	14	31	24	9	3	2	14	5	8	1	0	3	1	5	0	1	3	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	23093	6723	9787	3843	1231	1249	516	796	842	1339	138	184	871	256	267	129	257	45	61	42	32	120	85	13	28	15	10	5	5	5	28	22	6	2	2	12	4	7	0	0	1	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	43568	16588	13449	6835	3995	2922	1953	1587	1388	1670	740	526	1011	415	364	242	299	126	123	83	73	156	94	34	39	26	23	13	12	16	41	28	12	4	2	4	7	3	2	0	3	2	2	0	1	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	23034	6774	9614	3792	1259	1190	515	779	846	1341	145	189	882	242	264	141	245	39	62	34	24	144	76	14	32	15	11	2	5	4	37	27	10	0	1	2	5	1	0	0	1	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	43753	16687	13534	6857	3968	2916	1946	1625	1408	1741	671	543	1015	400	387	264	283	124	123	79	57	160	84	31	39	17	17	17	11	14	35	27	10	4	2	3	7	6	1	1	7	2	1	0	1	1	2	0	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	23266	6859	9673	3841	1277	1134	504	809	855	1426	114	195	887	230	281	151	234	37	61	28	19	146	64	12	32	8	6	6	5	4	31	26	9	1	1	2	6	4	0	1	2	0	1	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	43430	16732	13596	6897	3925	3003	1910	1625	1454	1753	634	554	982	387	447	252	297	122	119	87	59	160	76	34	37	14	15	13	13	16	23	18	10	5	2	3	7	6	3	1	6	1	1	0	1	0	0	0	2	4	1	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north15_active	80	23171	6851	9693	3853	1256	1192	508	802	875	1437	125	190	870	229	314	143	233	36	66	30	17	145	58	12	29	9	7	7	2	7	18	18	10	2	0	2	6	4	1	1	1	0	1	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	43772	16520	13835	6861	3880	2955	1978	1604	1495	1716	602	546	980	387	423	274	297	118	115	91	63	168	86	33	40	17	16	16	12	14	14	15	12	3	1	5	3	4	4	1	5	2	1	0	0	3	0	0	2	4	1	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north16_active	80	23409	6720	9949	3837	1233	1188	533	797	890	1413	112	188	855	243	304	158	244	30	59	41	27	150	65	9	29	11	6	10	3	7	11	14	12	2	0	4	3	4	2	1	1	1	1	0	0	3	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	43395	16491	13760	6845	3866	2943	1989	1602	1484	1676	606	558	946	385	417	252	302	119	116	97	76	184	87	38	37	20	18	18	16	10	28	24	15	1	1	6	4	0	3	0	3	1	1	0	0	3	0	0	2	4	1	0	0	0	1	0	0	0	0	0	1	0	0
0.03	north17_active	80	23192	6741	9932	3818	1226	1218	540	790	889	1376	127	183	811	252	290	156	248	29	54	46	29	162	72	7	24	13	7	13	7	6	22	22	15	1	0	4	3	0	2	0	1	1	1	0	0	3	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	43165	16619	13628	6801	3807	2828	1945	1599	1434	1618	607	569	945	382	399	243	341	119	105	95	86	181	97	40	38	24	16	16	12	7	32	22	15	2	1	6	6	1	1	2	3	1	0	0	0	3	0	0	0	2	0	1	0	0	1	1	0	0	0	0	0	0	1
0.03	north18_active	80	22954	6770	9876	3879	1197	1154	527	784	888	1314	132	181	801	240	279	154	289	28	44	41	33	159	80	11	26	15	4	12	7	2	27	20	15	0	0	4	5	0	1	0	1	1	0	0	0	3	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north19_all	80	43241	16751	13523	6871	3899	2844	1931	1631	1363	1646	638	571	905	408	382	252	327	115	101	90	82	167	88	34	36	42	21	15	10	9	34	16	7	2	3	2	7	1	2	2	2	0	0	0	1	0	0	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	1
0.03	north19_active	80	22949	6892	9813	3894	1234	1169	521	807	828	1355	134	192	758	243	259	162	273	25	40	32	32	146	74	11	22	31	9	14	6	3	30	14	6	0	1	0	5	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north20_all	80	42986	16787	13457	6838	3871	2844	1983	1694	1409	1578	688	553	847	413	409	253	357	123	94	92	66	169	86	40	40	50	17	20	8	10	36	16	4	5	7	2	6	1	2	6	1	0	0	0	1	0	0	0	0	1	1	1	0	0	0	1	0	1	0	0	0	0	1
0.03	north20_active	80	22546	6882	9738	3892	1221	1127	525	838	858	1277	126	194	708	245	286	152	303	32	41	31	22	150	78	13	21	34	8	18	1	2	32	14	3	3	4	0	4	0	1	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0
0.03	south21_all	80	43852	16713	13673	6735	3957	2855	2008	1696	1403	1573	633	544	1066	387	401	231	277	121	113	87	68	116	72	30	35	28	19	19	10	10	40	6	16	2	4	17	2	7	3	0	1	1	0	0	0	0	3	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south21_active	80	23490	6767	9829	3705	1253	1174	585	855	845	1270	156	169	940	245	290	131	229	25	57	32	24	107	57	7	28	26	5	14	3	5	39	5	15	2	0	13	2	7	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	44236	16721	13763	6840	3938	2868	1975	1667	1414	1486	653	529	1092	395	404	244	261	127	112	88	78	115	72	34	43	26	16	20	17	12	41	6	11	6	8	12	3	19	1	0	2	0	0	0	0	3	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south22_active	80	23665	6731	9896	3804	1246	1169	556	858	841	1199	132	163	955	242	295	146	214	28	57	35	32	107	52	4	36	25	6	15	7	4	38	5	9	5	0	8	3	19	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	43388	16556	13642	6719	3862	2920	1964	1695	1415	1508	674	536	1019	370	394	256	252	118	124	89	73	97	76	32	43	34	18	13	19	16	35	13	12	9	13	9	7	15	4	0	2	0	1	1	0	7	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_active	80	22629	6491	9702	3672	1157	1161	477	856	815	1208	138	165	883	216	291	151	194	21	68	40	26	86	56	8	34	30	6	7	6	6	31	12	10	6	5	5	7	15	1	0	2	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	42107	16383	13132	6686	3831	2895	1952	1670	1402	1456	640	524	937	378	319	239	280	132	110	83	73	87	75	38	50	37	21	18	16	19	30	11	12	10	12	6	9	13	3	0	2	0	4	1	0	7	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south24_active	80	20859	6076	9007	3519	1092	1076	460	770	767	1141	135	170	775	209	226	132	216	24	54	32	23	75	53	12	39	30	9	11	7	4	27	10	9	7	5	4	9	13	1	0	2	0	3	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south25_all	80	41035	16075	12567	6507	3860	2850	1979	1607	1374	1343	656	504	897	360	317	226	298	140	112	83	61	133	59	34	46	32	18	20	15	19	11	12	5	6	6	5	7	6	4	1	2	1	4	1	0	4	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south25_active	80	19083	5670	8266	3286	1030	989	436	687	713	1025	146	156	729	202	209	118	238	19	55	27	16	111	44	13	34	24	6	9	4	5	8	9	2	4	5	4	7	6	1	1	2	1	3	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south26_all	80	40131	15926	12075	6306	3877	2775	2012	1558	1307	1313	632	503	894	361	307	195	283	139	115	88	63	149	47	33	48	30	18	20	9	16	14	5	8	5	0	0	3	3	3	3	0	1	3	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south26_active	80	17816	5345	7679	3037	989	895	436	619	663	980	143	154	738	197	197	95	223	21	49	21	15	124	34	9	34	19	9	10	2	4	13	1	5	3	0	0	3	3	0	2	0	1	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south27_all	80	40055	15980	11884	6272	3877	2796	1988	1543	1368	1362	668	502	812	361	330	202	278	146	107	77	67	165	50	35	44	21	19	16	11	13	12	7	6	10	1	2	1	3	2	3	1	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0
0.03	south27_active	80	17914	5401	7540	3085	962	913	445	618	684	1000	155	169	689	199	215	103	220	21	47	17	15	135	33	9	31	11	9	7	3	5	11	1	5	7	0	2	1	3	1	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	41082	15996	12448	6554	3885	2778	2015	1627	1371	1452	662	523	905	361	332	238	368	132	110	78	65	137	75	40	44	31	17	15	11	11	14	6	17	15	4	4	8	0	2	2	1	0	0	1	0	5	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0
0.03	south28_active	80	19489	5718	8270	3412	1022	976	480	716	763	1094	149	178	791	203	228	126	303	23	46	18	18	107	55	12	31	19	11	9	2	2	12	1	17	11	0	4	8	0	1	1	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	42032	16149	13045	6722	3909	2804	2042	1639	1406	1586	664	538	1042	335	343	268	392	124	112	76	69	134	81	47	46	40	19	10	17	11	9	13	19	15	7	4	10	3	2	2	1	1	0	1	0	4	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0
0.03	south29_active	80	20973	6138	9007	3645	1136	1063	508	788	813	1240	149	190	921	199	237	145	319	26	47	23	22	109	59	17	33	28	9	8	4	1	7	7	19	12	1	4	10	3	1	1	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	42940	16489	13622	6859	3914	2791	2057	1674	1445	1643	672	540	1060	368	382	265	402	124	121	87	67	118	93	51	53	47	20	8	14	14	7	13	19	14	7	4	11	3	2	1	0	1	0	2	0	4	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0
0.03	south30_active	80	22388	6575	9721	3886	1197	1153	535	842	869	1335	132	187	939	230	276	156	324	29	53	35	27	99	68	18	35	27	7	7	3	3	4	9	16	11	1	4	11	3	1	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	43326	16684	13625	6959	3875	2885	1968	1674	1362	1471	599	508	932	416	369	243	262	109	116	86	83	114	68	42	29	28	21	20	9	12	16	9	6	8	5	16	1	0	0	1	0	1	4	1	1	4	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south31_active	80	22932	6891	9867	3918	1256	1190	546	821	854	1169	120	174	792	227	267	136	205	30	65	25	30	102	55	16	20	17	11	10	2	1	13	8	6	4	1	15	1	0	0	1	0	1	4	0	1	4	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south32_all	80	43592	16687	13871	6979	3854	2848	1971	1642	1352	1588	613	483	912	412	407	256	276	111	114	92	78	118	75	44	37	34	20	27	7	10	18	12	8	10	5	11	3	3	0	1	1	2	4	1	1	4	6	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south32_active	80	23082	6938	10036	3955	1295	1175	576	848	824	1280	121	160	771	248	303	147	217	27	56	25	28	102	66	14	26	20	8	13	1	3	16	10	8	6	2	10	3	3	0	1	0	1	4	0	1	4	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south33_all	80	43231	16666	13647	6796	3880	2747	1923	1668	1349	1646	647	512	970	390	420	241	273	108	104	97	87	101	78	46	43	25	18	22	7	14	21	9	12	10	4	5	4	3	1	0	1	2	3	0	0	4	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_active	80	22470	6759	9777	3829	1305	1089	576	829	818	1307	134	158	828	256	313	137	210	24	51	25	32	82	70	17	30	17	7	10	1	6	19	7	12	6	2	5	3	3	0	0	0	1	3	0	0	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	42586	16424	13274	6618	3927	2689	1964	1616	1353	1595	674	520	916	370	422	234	283	109	103	101	85	145	95	42	51	29	23	21	12	14	24	7	13	11	4	0	4	5	1	0	2	1	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_active	80	21024	6230	9182	3569	1224	965	532	789	784	1237	160	151	772	239	295	127	226	24	48	30	31	120	84	19	36	15	8	8	2	7	21	5	11	6	2	0	3	4	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	41294	16122	12656	6294	3916	2641	2041	1664	1347	1504	670	524	880	361	407	234	259	110	93	96	85	136	94	47	50	28	31	15	12	11	18	9	14	9	4	2	1	2	2	0	1	1	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south35_active	80	19460	5606	8383	3241	1131	889	512	764	771	1127	171	148	740	221	271	127	204	22	36	31	30	110	81	15	33	13	10	6	2	5	16	7	12	3	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south36_all	80	40855	16009	12491	6290	3884	2640	1989	1675	1327	1420	646	536	740	378	379	206	291	112	111	98	73	138	80	38	36	32	41	16	14	5	19	10	14	10	5	10	1	2	1	0	1	1	0	2	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south36_active	80	18923	5438	8174	3180	1044	869	449	753	752	1051	179	157	603	221	244	116	226	19	39	29	21	118	63	13	26	19	15	7	2	3	17	8	12	6	2	9	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south37_all	80	41656	16251	12862	6551	3851	2702	1968	1688	1343	1488	633	546	760	385	403	188	349	124	114	99	73	129	89	38	40	31	33	22	12	7	11	10	7	8	4	10	3	1	2	0	1	2	1	5	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south37_active	80	20244	5948	8684	3495	1126	975	487	780	781	1160	156	174	621	227	272	106	281	25	44	31	26	113	65	13	25	20	10	12	2	1	7	9	7	6	1	9	3	1	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south38_all	80	42608	16556	13191	6786	3898	2770	1950	1659	1371	1633	641	540	840	400	393	206	369	117	133	88	68	132	101	32	53	37	20	19	12	10	11	8	9	9	5	9	3	1	4	1	0	1	1	3	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south38_active	80	21771	6472	9299	3795	1227	1088	512	805	824	1308	141	173	710	233	280	113	298	29	55	27	29	121	80	14	38	29	8	11	1	1	7	5	8	8	2	9	3	1	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south39_all	80	43363	16525	13676	6880	3881	2875	1904	1667	1423	1730	655	524	880	379	401	219	399	108	141	97	77	138	106	41	48	49	18	20	12	12	16	5	16	7	4	12	4	2	3	2	1	2	2	3	0	0	0	1	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0
0.03	south39_active	80	22890	6707	9973	3941	1240	1189	534	833	869	1408	142	177	743	224	286	123	340	25	68	37	31	129	88	17	32	40	5	13	1	1	13	1	15	7	2	11	4	2	1	2	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	43423	16620	13939	6910	3872	2871	1950	1638	1385	1718	675	524	926	419	424	232	375	112	139	95	76	149	116	37	47	48	14	17	11	12	17	7	18	10	3	4	4	1	2	2	1	4	1	0	0	0	0	1	1	1	1	1	0	2	0	0	0	0	0	0	0	0	0
0.03	south40_active	80	23149	6753	10147	3967	1247	1185	562	818	843	1355	154	160	799	239	308	127	322	30	73	41	27	141	103	12	37	39	6	10	1	2	15	1	17	9	1	3	4	1	0	2	0	4	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
