label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62
0.03	north1_all	80	30525	16673	8431	4630	4900	5364	1900	3031	1077	1319	657	918	592	264	220	239	326	114	195	77	133	65	57	34	69	23	31	30	28	15	27	9	6	2	15	7	4	0	7	3	2	0	1	0	2	1	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	13814	8728	4115	2072	2767	3312	969	1957	548	794	302	624	332	114	94	121	213	48	128	30	80	38	37	22	53	10	22	18	18	5	24	2	3	0	11	5	1	0	5	2	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	30148	17031	8512	4605	5141	5663	1974	3210	1085	1394	636	1009	607	262	229	274	296	121	199	81	141	58	50	31	56	21	34	39	28	15	21	9	6	4	11	3	6	0	5	1	2	0	1	0	2	1	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	13624	8991	4134	2029	2937	3544	1034	2015	545	853	304	661	358	117	103	155	194	52	132	34	89	38	28	19	41	10	23	24	17	5	15	1	2	1	7	2	3	0	3	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	30122	16779	8491	4600	5208	5729	1960	3338	1068	1394	655	1128	569	259	214	267	313	121	181	85	159	67	48	30	51	23	29	35	20	16	17	4	9	5	11	4	4	0	4	2	2	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	13563	8849	4155	2054	3043	3600	1013	2030	543	859	332	760	322	121	91	151	213	53	120	37	95	43	27	17	43	11	22	23	13	8	11	2	4	1	7	2	3	0	3	1	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	30002	16809	8571	4662	5234	5818	1962	3351	1047	1425	632	1156	542	249	209	271	319	119	190	79	139	74	49	33	46	20	30	30	23	19	18	6	6	6	7	3	4	0	2	3	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	13452	8800	4253	2064	3016	3632	980	2055	544	901	320	763	291	115	93	148	220	48	127	44	75	48	21	18	28	12	24	20	15	13	4	4	2	2	6	2	3	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	29983	16737	8634	4634	5281	5746	1968	3240	1041	1467	632	1169	533	238	209	256	302	104	181	74	167	76	62	30	50	15	23	6	17	20	19	4	6	6	7	2	3	0	1	3	0	0	1	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	13372	8772	4313	2006	3012	3554	969	1950	563	950	332	775	281	99	91	145	206	43	113	40	81	49	31	12	35	7	17	3	11	13	5	3	3	2	6	1	1	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	30488	16642	8518	4624	5129	5450	1951	3088	1070	1399	643	1090	536	240	218	248	273	111	172	70	159	63	69	31	57	21	25	7	18	17	23	5	3	5	14	3	2	1	1	3	0	0	0	0	4	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	13662	8711	4295	2037	2877	3381	966	1974	571	882	337	708	285	96	103	131	174	44	99	36	78	43	39	13	40	11	20	1	13	12	9	2	2	3	12	3	0	0	0	2	0	0	0	0	4	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	30754	16242	8218	4631	5010	5122	1858	2800	1075	1334	637	1068	507	239	211	250	238	106	162	53	145	61	63	29	72	24	20	15	18	12	15	8	3	8	8	3	4	1	2	1	0	0	0	0	4	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	13868	8268	4026	2044	2800	3178	923	1777	554	830	329	707	261	92	103	142	141	42	85	21	67	38	37	12	49	12	15	6	16	5	9	3	2	5	7	3	2	0	1	0	0	0	0	0	4	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	31183	15669	8022	4672	4812	4692	1790	2762	1079	1232	620	984	521	249	211	259	247	115	169	52	133	51	56	27	68	28	15	18	15	8	19	6	2	6	9	3	3	1	3	2	1	0	0	0	4	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	14204	7887	3904	2083	2647	2948	847	1789	535	742	318	601	287	111	103	148	139	51	99	26	83	29	41	13	43	13	9	5	13	1	14	2	1	4	7	3	2	0	1	0	1	0	0	0	4	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	31028	15169	7920	4722	4644	4642	1746	2635	1023	1183	625	954	497	275	208	242	259	109	154	52	109	59	62	26	65	22	20	20	15	11	20	5	4	6	7	2	3	1	3	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north9_active	80	14148	7458	3790	2103	2586	2913	800	1680	493	713	311	594	270	136	89	137	146	49	92	29	65	32	40	15	40	12	12	6	11	2	12	2	1	3	6	2	2	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north10_all	80	31089	15096	7929	4834	4558	4554	1746	2713	1019	1208	625	897	470	287	222	261	255	94	135	62	114	50	67	30	63	20	20	22	13	10	18	4	5	5	2	1	3	1	3	1	1	0	0	1	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0
0.03	north10_active	80	14263	7527	3758	2179	2512	2851	821	1700	507	713	305	548	251	139	98	149	135	47	89	34	69	31	41	19	38	12	11	10	10	3	9	2	1	3	1	1	2	0	1	0	1	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
0.03	north11_all	80	30590	16841	8512	4460	5122	5410	1907	3621	1021	1385	606	1226	520	211	204	289	253	103	197	75	106	67	69	32	79	28	60	13	16	19	18	10	6	0	3	9	1	2	5	1	3	21	0	3	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0
0.03	north11_active	80	13722	8940	4320	2014	2984	3360	936	2305	498	810	325	773	306	98	99	148	155	61	130	40	69	44	39	11	57	10	37	9	11	12	11	6	3	0	2	7	0	1	4	1	3	20	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	30499	16732	8719	4496	5071	5253	1951	3556	1079	1452	597	1244	507	235	223	288	240	94	210	70	104	62	81	33	74	18	64	21	16	19	29	7	8	0	6	4	2	2	5	2	2	21	0	2	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
