label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60
0.03	north1_all	80	37084	21418	10378	6200	4210	6166	2274	1486	1181	1578	1367	842	473	329	260	241	304	168	127	143	69	54	45	36	34	24	28	10	14	11	16	6	10	11	4	0	6	3	2	4	4	1	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	9101	13849	5428	2770	1906	5350	1023	438	434	1244	1169	594	253	76	54	138	256	120	76	122	17	12	21	8	23	4	11	7	2	4	14	1	8	6	2	0	3	3	2	3	2	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	37317	21302	10461	6168	4294	6143	2232	1522	1131	1531	1371	878	474	304	246	232	268	177	112	173	70	54	48	34	34	27	22	16	16	10	17	7	8	7	5	2	6	4	2	2	4	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	9030	13800	5513	2738	1952	5283	1036	454	410	1194	1174	619	272	73	46	127	213	131	66	143	18	13	28	8	24	4	9	11	2	3	15	1	7	4	2	1	3	4	2	1	2	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	37411	21392	10486	6083	4296	6409	2170	1536	1101	1443	1381	888	485	303	254	204	265	163	103	145	67	50	55	38	42	32	17	20	15	7	12	8	7	3	5	2	4	2	3	1	3	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	9053	13848	5549	2653	1939	5510	948	433	412	1116	1156	640	272	78	40	106	211	106	52	114	17	13	30	10	29	6	7	13	4	2	10	2	5	2	2	1	2	2	3	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	37246	21289	10343	6197	4340	6302	2118	1522	1089	1371	1353	851	511	310	247	232	277	184	106	161	60	49	65	40	47	35	15	21	11	7	12	6	9	5	3	3	1	2	3	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	9046	13720	5528	2679	2035	5394	940	435	392	1042	1127	607	286	80	42	126	221	121	51	131	15	11	35	9	29	9	5	15	2	1	9	2	7	2	1	1	1	2	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	36901	21236	10279	6292	4271	6331	2185	1520	1101	1403	1373	773	530	316	246	248	295	169	117	125	60	45	53	38	36	33	16	18	8	6	9	5	13	5	0	3	1	3	2	0	2	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	8947	13609	5423	2777	2020	5422	971	438	390	1075	1143	541	303	66	41	141	247	108	58	97	16	9	21	8	19	10	5	14	2	2	8	2	8	1	0	0	1	3	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
