label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128
0.03	south24_all	80	12545	5122	1817	951	963	601	719	505	822	314	448	266	293	482	112	112	101	132	90	115	104	78	122	55	63	73	47	26	37	76	27	67	18	21	15	47	14	10	20	18	31	7	15	17	6	8	6	3	7	11	11	6	3	4	6	8	2	0	3	6	2	1	2	4	0	1	4	2	0	3	0	1	2	0	2	2	0	0	0	2	1	2	1	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0
0.03	south24_active	80	8267	3342	1060	431	553	293	430	271	529	164	288	147	170	329	48	56	52	77	32	72	48	43	77	27	29	31	21	11	23	43	15	42	7	15	8	32	3	8	11	16	15	7	11	16	4	6	4	2	6	8	7	5	2	0	6	3	1	0	3	2	1	0	1	1	0	0	2	0	0	1	0	0	2	0	2	1	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	12479	5120	1797	976	993	579	710	477	829	292	466	256	297	438	115	116	109	136	88	111	90	76	107	52	60	106	46	31	34	71	23	69	18	24	22	44	18	12	21	13	30	10	13	17	8	14	4	4	9	16	9	4	3	3	8	8	3	1	4	7	2	0	2	2	2	1	3	3	2	1	0	2	1	0	1	2	0	0	0	0	0	0	1	0	0	0	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
0.03	south25_active	80	8229	3343	995	453	554	289	409	254	541	157	296	136	186	292	53	56	55	85	30	57	47	48	59	24	28	43	25	14	21	49	13	37	10	14	14	32	5	9	10	11	15	9	10	16	4	9	3	3	6	11	5	2	2	0	7	4	1	0	3	2	1	0	1	2	0	0	1	1	1	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	12618	5095	1747	985	1019	566	713	452	838	293	459	253	281	466	114	109	106	131	87	141	84	71	126	57	69	108	40	41	38	78	20	70	21	27	22	45	15	21	19	19	27	13	17	13	5	12	4	7	7	9	5	6	4	8	9	7	2	3	4	3	2	0	2	2	2	1	2	3	2	4	0	2	2	0	1	1	0	2	0	0	0	0	0	0	1	0	0	2	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0
0.03	south26_active	80	8189	3353	930	456	582	286	411	241	550	155	304	131	180	315	58	48	49	77	36	78	43	48	66	28	35	59	23	15	24	52	14	37	11	16	14	35	6	12	12	12	12	8	12	11	2	8	3	5	4	7	0	4	1	0	8	5	1	0	1	1	1	0	1	2	0	0	1	1	1	3	0	1	2	0	1	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	12807	5008	1745	968	985	587	725	489	829	298	437	231	277	443	124	108	97	147	93	142	98	62	113	50	65	132	50	49	41	71	23	74	27	29	26	48	16	25	12	26	22	14	18	21	5	15	5	9	8	13	4	9	2	6	7	5	4	3	3	4	1	0	2	3	2	1	2	3	4	4	0	3	2	0	1	2	0	2	0	0	0	0	0	0	1	0	0	2	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_active	80	8368	3273	951	462	562	286	413	260	559	152	278	106	177	310	65	45	44	88	43	80	53	39	62	26	35	80	24	21	24	49	13	47	14	14	16	40	11	13	8	18	12	7	11	14	2	10	3	5	6	6	0	6	0	1	5	3	3	0	0	1	1	0	1	2	0	0	0	1	1	2	0	1	2	0	1	2	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	12823	5054	1800	988	988	597	739	478	833	315	435	238	272	534	118	92	93	134	90	141	94	55	115	62	53	106	49	49	43	69	26	78	31	23	24	61	17	27	13	31	20	11	18	20	5	8	6	9	10	14	2	10	3	10	10	4	8	3	3	3	1	1	0	1	2	3	1	2	3	4	1	3	2	2	2	2	1	2	0	1	1	0	1	0	1	0	0	0	0	3	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_active	80	8341	3266	996	475	583	275	410	251	535	156	268	111	167	388	53	43	53	71	46	88	54	30	67	37	30	68	19	19	24	47	9	51	12	13	12	44	10	13	6	21	9	5	9	13	3	5	4	5	8	4	0	7	1	3	7	2	3	0	0	1	1	0	0	0	1	1	0	1	0	2	0	2	2	2	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	12576	5036	1820	993	958	600	714	537	830	312	429	259	267	507	113	95	102	134	82	144	88	60	95	62	45	101	47	44	39	65	28	69	31	16	22	59	16	22	11	26	20	11	17	22	10	15	4	10	8	10	3	10	3	7	9	6	8	2	4	4	2	3	0	1	5	3	2	1	4	5	3	3	1	3	3	2	2	1	0	1	1	1	1	2	1	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_active	80	8250	3210	1061	480	551	282	422	295	532	155	263	126	156	350	43	41	55	79	42	93	44	30	60	34	27	62	20	19	22	37	11	47	14	8	10	40	9	12	4	17	10	4	6	16	7	8	3	4	7	2	1	7	1	3	7	5	2	0	2	2	2	2	0	0	2	1	1	0	0	3	0	2	0	2	2	2	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	12605	5152	1830	995	1014	596	718	535	809	313	441	254	285	543	107	119	102	116	67	116	71	64	94	68	61	95	53	37	40	68	30	81	25	20	19	51	17	11	13	20	16	8	19	14	15	13	5	8	15	12	4	8	3	7	10	9	8	2	2	2	2	3	0	0	5	5	2	1	2	5	3	1	1	3	2	1	2	0	0	1	1	1	1	2	1	0	1	0	0	2	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_active	80	8275	3265	1074	485	607	283	410	306	491	158	272	123	160	378	41	53	49	65	29	78	38	38	66	36	40	58	25	20	23	38	12	49	13	9	10	30	9	7	5	17	9	3	9	12	11	6	5	2	11	3	1	5	1	2	6	5	2	0	2	2	2	2	0	0	2	1	1	1	0	3	0	1	0	2	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	12869	5113	1734	971	1045	630	698	502	704	288	479	235	278	473	125	119	101	127	88	134	103	89	89	46	52	110	66	31	34	73	18	41	28	15	21	48	14	16	24	43	14	15	15	25	10	6	8	5	13	12	6	3	5	9	13	2	6	1	2	4	4	2	2	2	1	0	3	0	1	4	1	0	1	3	0	0	4	0	0	1	0	1	0	0	3	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south31_active	80	8514	3240	929	438	566	307	407	269	464	129	301	118	153	312	51	48	54	78	39	80	68	55	50	29	25	61	40	15	19	44	8	26	14	4	11	25	6	7	12	29	7	8	12	16	4	4	2	0	5	9	3	1	2	3	5	0	2	0	0	1	0	0	0	0	1	0	2	0	1	3	1	0	1	3	0	0	3	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	12924	5032	1734	993	1061	634	688	514	740	289	441	230	271	484	127	116	105	130	88	121	111	96	90	49	56	114	61	32	29	55	21	60	27	17	19	43	12	11	18	41	9	13	15	23	11	8	7	6	10	15	8	4	5	10	18	2	4	2	1	5	4	1	2	4	2	0	4	0	2	4	2	0	1	2	0	1	3	0	0	3	0	1	0	0	3	0	1	0	2	0	1	3	0	0	0	0	1	2	2	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south32_active	80	8579	3156	947	461	608	297	394	272	503	135	267	118	158	332	60	50	54	78	40	76	74	55	58	31	31	72	28	18	11	33	11	44	13	7	9	13	4	3	10	27	7	6	13	17	5	4	3	0	4	11	5	2	2	5	7	1	0	0	0	0	0	0	0	2	2	0	3	0	1	2	1	0	1	2	0	0	2	0	0	2	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	12796	5065	1734	968	1067	646	699	493	730	290	475	218	283	479	125	111	102	124	86	112	114	85	88	62	56	106	63	30	37	48	22	76	25	21	22	53	15	15	17	38	9	10	17	23	9	8	10	5	8	14	5	3	4	10	12	2	4	2	4	4	5	3	2	4	3	1	1	0	2	4	2	0	1	1	1	1	4	1	0	3	0	2	0	2	0	0	1	0	4	0	2	2	0	0	0	0	1	1	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
0.03	south33_active	80	8452	3221	932	444	603	300	420	260	472	145	301	112	170	329	60	51	55	74	34	74	75	44	63	43	33	68	25	15	16	22	12	51	14	9	11	25	9	5	5	28	7	5	9	17	5	5	6	0	5	10	3	3	0	5	3	1	0	0	1	0	1	1	0	2	2	0	1	0	1	2	1	0	1	1	1	0	3	0	0	2	0	2	0	2	0	0	1	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	12603	5005	1752	914	1026	602	683	498	802	314	460	210	279	534	132	122	107	123	91	93	121	74	93	75	64	84	66	27	44	46	20	83	28	21	17	59	13	14	19	35	7	10	22	22	6	7	8	7	12	10	6	2	5	10	8	1	8	2	5	3	4	2	2	3	3	1	2	1	4	1	1	0	0	1	1	1	3	1	0	9	0	2	0	2	0	0	1	0	4	0	1	2	0	0	0	0	1	1	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_active	80	8344	3178	976	428	575	279	415	256	541	161	293	121	151	350	63	58	56	65	38	54	71	36	62	49	43	62	27	14	20	27	13	59	12	9	10	35	7	4	9	25	4	5	11	16	2	3	5	1	7	7	4	2	1	6	2	1	6	1	2	0	2	1	0	2	1	0	2	1	2	0	0	0	0	1	1	0	2	0	0	8	0	2	0	2	0	0	1	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	12411	4943	1815	908	1001	603	741	502	793	336	498	223	282	486	136	119	96	124	77	107	120	70	110	74	69	89	66	26	40	55	17	79	30	20	16	55	10	15	20	32	10	12	20	22	7	7	10	7	16	8	4	6	4	6	7	2	9	2	5	3	3	2	2	1	3	2	3	1	3	1	0	0	0	1	2	0	3	1	0	7	0	2	0	2	0	1	2	1	3	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0
0.03	south35_active	80	8236	3177	1034	431	557	283	452	255	533	184	305	122	150	302	64	57	51	70	39	58	73	30	68	45	43	59	27	11	21	34	9	56	13	5	8	35	5	4	10	18	4	5	7	14	3	3	4	2	11	4	3	4	1	6	2	2	6	1	2	0	2	1	1	0	0	0	2	1	2	0	0	0	0	1	1	0	2	0	0	7	0	2	0	2	0	1	2	0	1	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	12572	5054	1798	896	959	568	729	488	781	320	495	218	283	465	134	125	112	118	83	131	127	74	107	68	66	104	53	24	38	53	20	68	23	25	13	36	8	11	18	34	18	10	20	15	8	5	8	10	15	10	3	9	3	8	7	2	10	2	4	1	2	1	2	2	3	2	3	1	3	0	3	0	0	1	2	0	2	1	0	7	0	2	0	0	1	1	2	1	1	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south36_active	80	8311	3288	1056	431	542	275	444	247	527	176	305	116	149	303	62	62	61	66	42	71	80	36	47	41	43	72	25	12	21	41	10	41	10	9	6	20	2	3	13	16	9	3	5	10	3	1	2	2	11	6	3	5	1	6	3	1	6	1	2	0	2	0	1	1	1	0	2	1	2	0	2	0	0	1	0	0	1	0	0	7	0	2	0	0	1	1	2	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	12685	5012	1783	958	948	601	728	499	818	303	547	229	265	419	119	112	117	124	76	140	120	76	113	59	65	101	54	22	32	73	27	65	23	30	14	28	10	7	16	38	23	12	13	15	10	8	9	12	12	15	7	10	2	7	8	3	8	3	4	2	2	3	1	1	3	5	7	1	2	0	3	1	2	1	3	0	1	1	1	1	0	0	0	0	1	1	2	1	1	1	3	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south37_active	80	8336	3229	1046	456	535	280	437	271	522	161	340	112	137	283	53	61	57	73	38	81	73	37	54	31	30	66	25	12	16	57	14	40	11	12	4	12	5	3	11	21	14	3	5	10	5	4	3	1	9	9	4	5	0	4	4	1	5	1	3	1	1	2	1	1	1	1	6	1	1	0	2	1	0	1	0	0	0	0	0	1	0	0	0	0	1	1	2	0	0	1	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	12948	4991	1809	989	993	586	716	507	838	284	566	225	264	443	107	107	124	126	87	141	103	71	122	66	66	107	48	25	33	60	24	66	18	32	17	37	18	13	9	39	21	9	20	17	11	6	7	9	9	21	5	9	3	6	9	9	4	1	2	3	5	3	0	2	3	5	6	1	2	0	3	2	3	0	3	0	0	1	1	1	1	1	0	1	1	0	2	0	0	2	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_active	80	8507	3237	1050	481	579	265	436	279	530	155	346	102	143	275	50	56	56	80	47	86	63	35	64	29	32	70	17	16	15	43	10	43	8	15	7	18	9	9	7	21	16	2	15	9	4	3	3	2	5	14	2	4	0	2	4	7	1	0	2	1	2	2	0	2	3	1	5	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	2	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	12917	5007	1824	1012	966	594	674	535	890	262	534	223	268	518	117	105	106	130	88	123	87	65	107	66	63	104	48	32	37	57	27	75	19	31	18	50	17	11	9	39	22	12	23	14	12	9	7	5	9	25	6	5	6	8	7	9	6	2	2	10	5	5	1	2	3	4	7	1	2	1	1	2	3	0	2	1	0	2	1	1	1	1	0	1	1	0	0	0	0	2	3	1	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_active	80	8499	3190	1069	489	581	261	410	296	590	144	319	96	152	323	53	55	44	75	48	74	50	32	61	22	29	59	20	20	18	39	12	48	11	16	8	33	10	8	2	31	18	4	19	6	3	7	4	1	4	19	2	1	3	3	2	6	3	0	2	3	1	3	1	1	2	1	6	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	12696	5115	1832	1025	953	579	689	499	844	301	523	213	298	571	132	102	112	128	93	125	74	62	110	62	62	124	51	30	32	50	31	83	23	21	19	49	22	16	9	34	15	14	18	19	8	5	8	2	17	26	4	5	7	8	10	9	8	5	4	10	4	3	4	3	4	2	3	1	2	1	2	1	1	1	1	1	0	3	0	5	2	1	0	1	1	1	0	1	1	2	2	1	0	0	0	0	0	0	0	0	0	3	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_active	80	8320	3278	1054	480	557	270	410	272	563	162	298	90	171	370	66	52	47	73	55	76	43	33	62	23	34	71	26	17	13	32	10	60	12	12	8	33	9	11	2	26	10	8	17	10	1	4	5	2	10	21	1	3	4	2	4	6	3	2	3	2	1	2	4	1	2	1	2	0	0	0	2	0	0	1	0	1	0	0	0	4	1	0	0	1	1	1	0	0	1	2	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
