label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130
0.03	south23_active	80	2368	3657	1155	547	262	172	758	457	251	630	110	522	99	109	61	54	52	45	232	29	26	71	90	31	61	15	15	19	9	9	27	25	28	8	16	20	12	7	17	6	3	6	5	9	13	7	1	0	2	9	9	0	4	1	16	1	8	3	4	2	1	7	0	2	1	1	3	0	0	3	5	1	0	1	5	0	6	0	0	0	1	1	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south24_all	80	6335	4733	2029	1374	950	714	958	664	450	730	293	540	273	208	167	169	131	160	222	108	87	95	123	72	94	51	50	45	45	43	52	37	34	34	33	33	32	21	23	22	11	12	13	10	15	7	9	6	12	18	13	8	8	3	17	4	7	2	3	8	2	8	4	3	2	2	4	3	1	4	3	1	2	4	3	1	7	2	0	0	2	1	0	0	1	0	2	4	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
0.03	south24_active	80	2289	3446	1064	537	273	176	717	387	222	581	106	446	93	107	59	42	34	44	194	33	17	54	82	25	62	13	11	18	10	9	32	19	20	8	14	22	10	6	13	5	3	6	1	6	8	7	2	1	2	14	9	0	4	0	12	2	4	2	3	1	1	7	0	2	1	1	4	0	0	3	2	1	1	2	3	0	7	0	0	0	1	1	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south25_all	80	6364	4807	2036	1353	966	715	998	653	463	731	291	516	250	232	177	169	139	152	231	116	97	92	133	59	97	59	52	44	37	34	53	37	33	28	32	32	38	18	24	17	16	14	11	13	20	10	9	6	14	19	14	6	7	6	15	4	7	1	8	10	3	11	5	3	2	3	4	3	1	3	3	3	1	4	1	0	7	3	0	0	1	0	0	0	2	0	2	6	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south25_active	80	2389	3534	1088	519	264	181	740	359	235	592	112	431	74	114	66	41	38	42	193	31	24	47	95	23	63	18	13	12	7	8	37	24	19	6	13	19	14	5	14	3	4	3	1	7	16	9	2	2	2	15	9	1	3	1	11	2	2	1	6	1	1	10	1	2	1	2	3	1	0	3	2	3	1	2	0	0	7	0	0	0	0	0	0	0	2	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south26_all	80	6218	4808	2041	1360	973	728	1032	625	481	746	314	539	252	233	178	157	152	143	230	129	89	104	135	68	98	65	60	46	40	36	43	48	27	23	30	35	35	17	15	14	20	16	7	14	14	16	8	9	10	15	17	8	6	7	11	6	4	4	6	10	2	7	4	3	1	5	4	3	3	2	2	3	3	1	2	2	1	4	0	0	0	0	0	2	2	2	1	2	1	0	0	1	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	2358	3526	1097	537	277	195	758	350	249	599	112	455	75	113	65	34	43	43	184	33	23	56	102	23	69	14	13	8	10	11	29	34	14	8	15	21	14	3	7	4	6	4	1	9	11	14	3	3	3	11	12	2	3	2	9	3	2	3	4	1	0	6	1	1	0	4	3	1	1	2	1	3	3	1	1	1	1	0	0	0	0	0	0	1	2	2	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	6143	4793	2076	1366	956	761	1058	621	509	717	314	541	235	232	189	156	155	126	271	129	103	105	123	85	98	68	60	52	40	35	48	46	27	22	21	32	26	20	17	14	26	19	9	10	18	17	10	8	9	14	12	11	8	7	12	5	8	3	6	9	1	4	3	4	2	4	3	2	4	1	1	3	3	0	2	3	0	5	0	0	0	3	0	3	2	2	0	2	1	0	0	1	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south27_active	80	2368	3537	1140	529	245	207	768	367	259	582	109	456	68	114	69	31	49	34	224	29	30	58	88	30	72	14	16	8	9	10	35	34	13	6	11	19	13	4	8	4	14	6	2	7	16	14	5	3	3	11	8	4	2	2	10	1	3	2	4	2	0	4	1	1	1	4	2	1	2	1	1	3	3	0	1	1	0	1	0	0	0	2	0	1	2	2	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	6238	4736	2035	1353	957	788	1013	612	509	673	309	523	246	237	197	162	142	122	306	139	106	96	109	89	79	66	52	44	45	38	49	41	33	23	24	33	18	18	21	14	21	18	12	9	13	11	11	8	5	13	9	10	8	6	12	5	6	3	5	8	1	9	2	2	2	4	3	2	4	2	1	1	2	0	1	4	0	5	0	0	1	3	1	3	2	2	0	2	2	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south28_active	80	2345	3461	1118	512	254	206	724	370	254	539	115	428	72	111	62	31	43	37	264	36	36	52	77	31	57	12	17	5	11	13	36	26	17	8	11	22	10	5	10	3	13	12	6	6	8	8	6	4	2	9	5	4	1	1	11	1	2	2	3	1	1	9	0	0	1	4	0	0	2	1	1	1	2	0	1	1	0	1	0	0	1	2	0	1	2	2	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	6258	4677	2022	1292	951	775	1007	634	505	665	308	535	251	247	200	158	140	143	334	127	102	94	94	92	77	70	56	45	41	39	57	41	31	25	16	33	14	20	24	19	18	18	12	6	25	12	13	7	5	15	7	8	11	7	20	7	5	4	3	9	3	9	2	11	5	1	4	3	4	2	2	0	1	2	0	4	1	1	0	0	2	4	1	2	1	0	1	0	1	0	0	0	0	1	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south29_active	80	2307	3414	1130	490	251	196	707	393	240	549	115	421	74	115	54	29	46	43	287	28	34	51	60	33	55	12	20	9	9	14	44	25	14	6	7	22	5	4	12	4	12	14	6	2	20	9	6	2	1	13	3	3	1	0	18	1	1	3	2	3	2	9	0	7	5	1	0	1	2	1	2	0	0	0	0	1	1	1	0	0	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	6284	4636	2022	1320	947	766	992	644	497	688	314	512	249	244	196	180	141	146	304	116	95	100	119	84	94	63	56	40	41	39	49	43	33	30	23	34	14	18	27	17	16	14	15	11	39	11	12	7	6	13	4	7	13	6	19	8	4	10	5	7	7	10	2	10	4	0	4	2	3	3	5	0	1	3	0	4	1	0	0	1	2	1	1	1	1	0	1	0	1	0	0	0	0	1	0	0	0	1	1	1	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_active	80	2272	3357	1127	488	274	197	698	392	235	559	115	391	76	109	50	33	49	47	253	30	28	55	78	34	68	9	23	10	10	13	35	22	12	9	11	25	2	5	13	3	11	10	7	6	30	10	5	3	0	11	1	2	2	0	17	2	1	8	4	4	4	10	1	7	4	0	0	1	1	2	5	0	0	0	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	6345	5848	2280	1396	967	736	1185	761	540	861	310	735	261	231	175	156	160	132	337	119	115	105	148	89	117	60	55	54	46	38	58	52	39	14	34	45	17	31	37	21	22	14	13	19	26	22	12	17	7	14	13	12	5	6	20	9	3	18	16	1	2	16	2	4	12	3	4	1	5	3	3	0	3	1	2	2	5	0	0	0	8	0	0	4	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_active	80	2684	4703	1341	621	221	238	945	512	291	733	133	630	112	127	79	36	67	40	290	29	39	65	115	30	91	17	21	22	15	15	42	32	25	4	19	37	6	14	22	6	11	10	7	10	22	16	4	3	4	10	11	5	1	1	15	5	2	13	16	1	0	14	0	4	10	2	3	0	3	2	2	0	0	0	1	2	5	0	0	0	8	0	0	4	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	6244	5411	2196	1354	936	724	1135	731	519	825	323	663	243	237	192	147	153	126	301	121	111	103	141	81	105	66	55	47	53	36	52	53	38	23	33	44	18	29	41	25	17	14	20	14	24	18	10	12	9	16	13	6	4	3	21	8	3	21	16	3	2	15	2	3	17	3	4	1	4	1	2	1	3	3	0	1	3	2	1	0	6	0	0	4	2	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_active	80	2468	4240	1256	570	226	227	875	468	285	691	131	554	101	129	81	34	60	33	263	29	39	60	109	30	77	15	18	18	12	12	39	32	21	5	21	35	4	13	26	6	8	8	10	8	20	15	2	4	5	13	9	3	1	1	18	5	2	16	15	3	1	14	0	3	16	2	3	0	4	1	2	0	0	0	0	1	3	1	0	0	6	0	0	4	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	6227	5126	2147	1292	909	723	1063	682	502	753	323	601	236	238	197	163	149	125	310	120	101	116	116	71	113	58	51	47	60	41	44	52	28	25	28	41	16	27	39	22	9	14	15	13	14	18	10	10	8	18	10	5	3	7	13	6	2	18	6	3	5	7	1	2	16	1	2	2	1	2	2	3	3	3	2	2	1	2	1	0	5	0	0	2	2	1	1	0	2	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_active	80	2406	3933	1212	519	240	218	797	416	263	604	125	501	82	129	75	40	52	31	271	27	26	69	88	20	81	11	16	18	13	11	32	31	12	5	16	27	4	11	25	7	2	6	7	9	10	12	2	4	4	16	7	2	0	3	11	2	1	14	3	3	3	6	0	2	15	1	1	0	1	1	2	0	0	0	1	0	1	1	0	0	5	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	6294	5289	2223	1315	910	719	1095	686	484	771	310	571	243	224	219	160	143	124	300	109	96	122	126	77	118	55	56	43	60	42	39	65	45	31	34	43	19	24	23	24	9	11	14	16	15	24	10	8	6	31	12	2	6	10	20	3	1	16	10	3	5	3	3	3	12	0	1	2	3	3	1	10	1	3	5	3	1	2	1	1	0	0	0	1	1	1	1	0	2	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_active	80	2502	4116	1302	554	244	225	822	419	256	625	127	491	90	116	86	41	50	22	266	29	30	79	97	27	92	10	15	17	14	14	26	42	24	10	21	24	4	9	18	9	2	4	7	12	12	14	1	3	1	29	9	0	1	3	19	0	1	12	7	3	3	2	1	2	12	0	1	0	3	2	1	7	0	0	4	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	6426	5545	2281	1317	915	761	1139	676	519	804	302	595	241	232	229	156	144	127	354	107	91	117	119	87	103	54	54	45	51	48	45	62	51	27	45	46	15	20	21	19	11	11	10	14	22	24	10	4	5	32	15	4	6	12	21	7	2	31	17	3	6	3	4	7	11	0	1	2	2	3	1	10	1	2	7	5	0	4	1	1	1	0	1	1	0	0	1	0	2	0	0	0	1	0	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_active	80	2649	4360	1390	599	235	242	877	419	286	650	128	502	84	125	88	41	50	22	305	32	31	75	89	30	80	10	18	17	14	18	31	40	33	8	21	27	4	6	13	7	4	3	4	12	18	13	4	2	0	30	13	1	1	4	20	0	1	30	12	2	3	2	2	6	11	0	1	0	2	2	1	7	0	0	6	1	0	4	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	6389	5526	2279	1345	980	773	1096	659	522	809	306	608	249	236	231	141	152	127	336	99	95	123	137	92	115	59	70	42	50	51	44	57	48	29	51	41	19	23	21	17	17	9	10	17	28	26	11	4	6	23	12	5	6	11	18	7	4	32	14	2	4	3	4	9	7	0	1	1	3	3	1	8	0	2	12	3	0	3	0	2	2	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_active	80	2609	4354	1357	606	264	250	843	408	290	665	122	510	87	121	84	42	52	23	287	28	34	76	100	35	93	13	22	14	16	18	32	35	29	8	19	24	7	7	12	6	8	3	3	14	25	19	5	3	1	19	10	1	3	3	17	0	2	31	11	0	2	2	2	8	7	0	1	0	2	2	1	7	0	1	12	1	0	3	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	6318	5069	2171	1349	1008	754	1002	649	538	769	312	597	233	234	212	137	140	131	310	105	96	123	118	82	101	52	65	51	41	50	49	44	40	29	46	34	19	24	19	15	17	15	13	15	28	19	9	6	10	15	13	7	8	8	12	9	7	26	9	3	3	1	4	9	4	0	1	3	2	3	1	9	0	2	11	2	2	5	0	2	3	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
0.03	south37_active	80	2377	3833	1236	573	282	225	739	393	301	623	119	487	76	109	69	35	41	25	255	28	31	78	81	30	80	14	21	18	11	11	32	29	24	9	16	25	5	9	10	4	9	8	5	10	25	13	5	3	1	13	10	2	5	3	11	0	1	26	7	0	1	0	2	7	4	0	1	2	0	1	1	9	0	1	11	1	2	5	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	6140	4773	2045	1327	999	763	906	624	521	705	331	527	252	237	191	145	141	126	280	105	83	120	142	74	112	58	67	56	45	45	45	39	29	29	38	23	25	19	20	16	15	20	18	16	23	18	9	6	14	15	11	7	8	8	8	7	10	7	7	3	1	1	4	9	3	0	1	2	3	5	1	2	0	2	6	1	2	2	0	2	2	1	0	2	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
0.03	south38_active	80	2173	3509	1095	525	287	221	620	368	273	553	123	429	69	106	66	34	41	32	225	24	24	77	107	25	82	11	18	19	10	5	28	26	13	8	18	15	7	7	11	7	8	13	7	9	19	15	4	3	2	10	7	2	5	3	7	0	3	7	6	1	0	0	0	7	2	0	1	2	0	1	1	2	0	1	6	0	2	2	0	1	2	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	6171	4707	2085	1303	1003	756	910	647	528	709	317	525	240	232	185	159	146	134	240	110	98	112	136	71	98	60	52	56	44	39	48	33	25	24	33	26	28	18	23	19	18	14	16	17	27	14	5	7	12	16	8	6	6	10	9	6	8	8	10	5	0	1	5	7	3	2	6	2	3	5	2	2	0	1	2	0	3	2	0	1	3	1	0	2	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south39_active	80	2159	3451	1126	507	282	200	619	375	254	548	116	434	74	107	69	34	44	29	193	27	31	79	100	27	69	10	17	20	10	3	28	18	11	8	22	21	9	8	14	8	5	11	9	6	22	10	1	1	1	10	4	3	3	4	8	1	2	8	9	2	0	1	1	5	1	2	5	2	0	1	1	2	0	1	0	0	2	2	0	1	2	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	6144	4704	2087	1306	991	776	897	653	517	636	295	535	267	234	193	161	161	141	259	102	97	86	133	90	92	61	50	46	45	37	40	35	36	20	25	29	25	13	26	15	17	14	14	20	28	18	5	10	14	13	7	3	6	13	8	4	6	9	9	5	2	2	7	2	3	2	6	0	3	3	1	0	0	1	2	0	4	2	0	1	1	1	0	2	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_active	80	2163	3451	1154	501	274	193	627	386	235	488	111	449	83	108	80	31	47	34	211	21	31	55	99	33	63	10	15	16	10	2	20	19	17	5	15	22	9	7	17	7	7	12	7	10	20	14	1	3	2	7	3	2	1	5	6	1	2	8	8	2	2	2	1	2	1	2	4	0	1	0	0	0	0	0	0	0	2	2	0	1	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
