label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112
0.03	south27_active	80	3984	899	472	498	1001	502	469	201	216	342	186	119	151	65	43	173	34	50	73	45	44	34	15	21	27	23	25	31	27	22	15	10	9	15	18	8	6	2	21	6	4	2	2	2	1	3	2	3	1	2	2	2	2	1	6	1	2	3	5	0	4	1	0	0	0	0	0	0	1	2	0	7	0	0	0	0	2	3	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	6258	1812	1086	917	1477	779	701	360	353	462	319	220	246	134	101	247	81	101	134	90	78	65	47	43	35	41	51	48	35	25	28	20	15	19	32	14	10	10	20	8	6	9	7	6	6	5	4	7	2	1	4	2	0	2	6	3	4	3	6	2	5	1	2	1	1	0	0	1	1	1	0	3	0	1	1	0	5	1	0	0	0	1	2	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
0.03	south28_active	80	3710	874	461	499	952	433	455	192	210	297	164	117	153	57	42	161	39	50	82	45	49	28	15	20	21	21	28	31	25	13	14	11	7	14	21	5	6	2	13	5	2	5	2	2	3	2	2	5	1	1	2	0	0	1	3	2	2	2	6	1	3	0	0	0	1	0	0	1	1	1	0	3	0	1	1	0	5	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	6037	1774	1074	924	1425	742	702	361	373	409	327	215	254	110	101	215	81	97	137	84	63	60	33	43	37	38	52	46	36	19	27	23	15	19	31	17	8	10	18	8	6	9	6	6	10	8	4	8	3	1	3	1	3	3	4	2	3	1	6	2	3	1	2	1	1	1	0	1	0	3	0	3	0	1	1	0	3	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south29_active	80	3513	861	452	487	914	431	448	185	217	238	179	123	167	52	42	131	44	48	92	44	38	29	9	23	20	20	31	28	25	8	16	14	7	15	19	9	5	3	13	5	2	6	2	2	3	2	1	5	2	1	2	1	2	1	2	1	2	1	6	1	3	0	0	0	1	0	0	1	0	3	0	3	0	1	1	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	6223	1791	1048	953	1465	781	739	393	375	485	326	221	294	110	96	246	92	90	155	84	67	49	37	35	49	39	53	47	37	22	27	24	21	25	34	26	6	10	17	6	8	14	7	8	11	7	4	13	2	5	5	1	5	5	5	2	5	2	4	2	3	3	0	1	1	1	0	1	1	4	1	2	1	1	1	0	3	0	0	1	0	0	1	0	0	3	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south30_active	80	3680	870	453	492	965	463	470	200	205	296	177	135	205	55	46	148	48	48	103	46	46	26	13	20	28	22	31	26	24	12	18	15	9	15	21	15	3	4	12	5	4	9	3	3	4	2	1	8	1	4	4	1	3	1	2	1	3	2	4	1	3	0	0	0	1	0	0	1	1	4	0	0	1	1	1	0	3	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	6753	1813	1049	951	1467	949	781	420	420	578	292	203	247	123	102	252	77	98	157	92	85	53	37	36	44	43	38	46	60	29	32	20	18	25	27	25	12	13	40	9	10	26	10	8	11	9	5	8	6	12	5	5	3	3	4	2	0	2	10	0	8	2	1	0	3	0	0	1	1	1	0	0	1	1	2	0	0	0	0	1	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0
0.03	south31_active	80	4094	878	469	476	923	562	492	222	245	394	179	109	158	64	48	166	34	56	99	54	45	28	22	19	26	19	21	31	39	13	17	10	10	18	16	15	7	7	25	6	7	17	5	0	7	3	2	6	4	8	2	3	2	0	3	2	0	0	7	0	5	1	1	0	1	0	0	0	1	1	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south32_all	80	6821	1815	1013	944	1565	933	801	439	431	556	307	212	246	115	102	284	80	103	190	91	87	55	49	40	48	49	44	41	66	30	27	19	13	23	24	25	13	12	37	12	13	20	11	6	5	10	8	8	8	9	5	4	5	3	3	0	0	1	5	0	5	2	1	0	4	0	2	1	1	1	0	1	1	2	3	0	0	1	0	1	0	0	1	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0
0.03	south32_active	80	4129	888	456	491	993	562	521	233	261	359	184	114	164	61	42	199	39	57	130	51	50	28	23	23	29	28	27	26	40	12	13	10	5	17	15	14	7	7	25	9	9	11	7	1	2	3	6	7	5	7	2	2	2	0	3	0	0	0	2	0	5	1	1	0	2	0	1	0	1	1	0	0	0	2	1	0	0	1	0	1	0	0	1	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south33_all	80	6874	1853	1073	984	1595	941	817	416	433	529	334	245	242	135	113	290	74	106	192	86	92	55	58	46	38	42	37	42	51	36	33	18	17	20	25	21	13	15	42	9	11	25	8	7	4	9	6	8	5	6	5	3	7	5	1	1	1	1	7	0	5	2	1	0	2	0	2	1	0	0	1	1	2	1	3	0	0	1	0	1	0	1	1	0	1	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south33_active	80	4223	914	489	512	1006	568	514	218	262	350	204	138	158	66	53	215	37	61	131	47	54	30	26	27	19	23	28	31	31	18	16	10	5	13	19	14	6	7	20	6	6	16	5	1	0	3	6	8	1	5	3	1	4	2	1	1	1	0	1	0	5	1	1	0	2	0	1	0	0	0	1	0	1	1	1	0	0	1	0	1	0	1	1	0	1	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south34_all	80	6813	1845	1074	990	1671	919	825	375	426	516	330	251	263	137	126	261	71	86	192	75	94	51	62	53	45	35	35	34	54	38	25	15	20	26	23	14	9	13	35	11	7	18	7	8	5	3	6	8	6	2	5	2	8	8	1	3	1	2	9	1	1	0	1	0	2	0	2	0	0	1	1	2	1	1	2	0	0	1	0	0	0	1	2	0	1	4	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_active	80	4235	901	489	511	1079	559	536	183	262	328	198	147	173	65	58	186	38	46	141	42	57	25	27	28	25	18	24	22	34	20	12	10	5	13	18	8	4	6	16	6	3	14	4	3	2	0	5	7	1	0	4	1	4	3	1	1	1	2	3	0	1	0	0	0	1	0	1	0	0	0	1	1	1	1	1	0	0	1	0	0	0	1	1	0	1	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	6737	1903	1061	1032	1614	909	831	361	437	531	323	268	263	146	122	274	63	95	198	79	89	58	48	41	51	33	39	44	47	38	30	17	18	29	25	11	9	12	30	13	5	18	7	7	5	3	7	5	4	2	3	3	4	8	2	3	3	4	6	2	2	1	3	0	1	0	1	0	0	3	1	1	1	0	2	0	0	1	0	0	0	1	1	0	1	2	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_active	80	4154	937	473	530	1018	555	529	185	258	368	205	148	165	68	56	189	31	50	155	47	48	31	22	16	33	19	23	28	33	25	16	9	5	13	19	9	3	4	15	4	0	14	2	4	4	1	4	4	2	0	2	1	3	4	1	1	1	2	3	0	1	0	2	0	0	0	0	0	0	2	1	1	1	0	1	0	0	1	0	0	0	1	0	0	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	6790	1854	1076	1048	1627	870	840	363	440	509	318	269	289	146	116	244	59	88	184	77	91	61	42	34	61	28	41	51	47	38	21	18	22	37	20	15	5	12	19	12	6	11	6	7	9	2	6	4	3	3	3	4	2	9	7	3	4	5	2	3	12	1	4	1	1	0	0	0	3	3	0	1	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_active	80	4185	909	476	532	1029	509	533	184	266	345	199	144	177	74	52	161	26	52	134	47	54	31	20	11	40	15	24	31	30	24	13	9	7	19	15	12	2	5	9	2	0	9	2	5	4	1	2	2	2	1	2	3	1	5	5	1	2	3	2	1	11	0	3	0	0	0	0	0	3	2	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	6837	1904	1041	1026	1547	841	818	396	475	513	303	254	296	148	109	260	61	102	205	95	103	64	42	37	58	34	53	47	37	33	22	16	23	43	21	14	6	8	16	12	10	9	3	7	6	2	5	8	3	3	2	4	3	3	6	3	6	6	0	4	14	1	4	3	1	1	0	1	3	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south37_active	80	4172	965	460	537	976	509	522	206	288	345	194	137	182	70	44	180	25	57	135	51	58	38	20	13	39	21	29	27	23	18	13	9	13	22	16	12	3	4	8	3	3	5	1	5	2	1	1	4	2	1	2	3	1	3	4	1	3	3	0	3	13	0	3	0	0	1	0	0	3	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	6853	1884	1049	1037	1450	844	849	389	481	522	285	251	284	146	115	264	67	103	213	103	94	58	42	36	60	35	44	50	42	31	20	17	29	33	19	12	6	9	18	9	10	9	5	5	7	3	3	16	2	3	1	4	2	5	5	4	5	5	3	4	17	1	2	3	1	2	0	1	3	2	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0
0.03	south38_active	80	4266	954	484	543	920	508	542	212	274	359	192	145	169	73	48	186	31	59	146	57	55	32	21	16	38	22	24	28	26	16	14	9	15	18	17	10	3	6	9	3	3	5	3	3	3	2	0	7	2	1	1	3	0	2	4	2	3	4	3	3	16	1	2	0	0	1	0	0	3	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	6898	1834	1087	1042	1558	839	877	418	484	513	291	246	293	139	104	263	74	104	219	106	91	48	43	40	53	42	40	43	32	28	24	14	35	25	15	12	4	11	21	8	11	7	7	3	4	7	3	19	2	3	1	2	3	5	5	3	5	6	3	3	8	1	1	2	1	3	1	1	2	1	3	1	1	1	0	0	0	0	2	2	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0
0.03	south39_active	80	4303	937	513	553	1020	532	561	227	271	335	190	147	184	67	42	189	34	51	140	55	55	26	21	18	33	29	20	25	18	12	13	8	20	13	13	8	2	6	11	3	4	4	3	1	3	4	0	10	1	1	1	1	1	2	4	1	3	5	3	3	8	1	1	0	0	2	0	0	1	0	2	1	1	1	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	6859	1782	1094	1027	1573	780	875	396	477	564	274	233	267	130	117	255	73	101	229	111	75	51	45	42	44	46	36	45	43	27	32	14	24	29	12	18	6	8	22	10	8	9	10	6	7	6	5	19	2	4	3	3	6	5	5	3	1	4	4	0	8	2	4	3	1	3	1	1	2	3	3	0	1	1	0	1	0	0	2	2	1	0	0	1	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
0.03	south40_active	80	4256	880	504	546	1016	489	554	205	262	366	170	143	157	62	56	185	30	50	151	60	44	27	23	21	28	27	18	31	25	12	20	8	13	17	9	9	2	4	15	2	3	5	5	3	4	4	2	10	1	0	3	2	4	2	4	2	0	4	3	0	8	1	1	0	0	2	0	1	1	1	2	0	1	1	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
