label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85
0.03	north6_all	80	14351	4087	2349	2957	1240	1385	748	554	458	327	290	786	509	176	192	130	225	102	181	73	91	45	51	51	41	39	52	20	20	36	22	19	29	10	9	7	5	13	9	8	7	17	3	1	4	4	0	3	1	1	0	1	4	1	1	1	2	2	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0
0.03	north6_active	80	10936	1895	1034	2328	578	1006	353	168	203	101	71	707	435	47	115	56	192	53	144	23	65	13	14	25	14	29	45	6	9	26	16	4	25	2	5	6	2	9	6	7	2	15	2	0	4	4	0	1	0	1	0	1	3	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	15396	4190	2456	3132	1300	1526	725	563	463	358	311	889	539	188	195	141	240	116	207	69	89	41	54	50	41	42	60	24	30	37	18	17	39	16	10	12	6	17	7	7	7	14	2	1	3	3	0	1	0	3	0	0	5	1	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0
0.03	north7_active	80	12039	1999	1119	2544	623	1152	355	179	218	122	85	807	462	56	109	72	208	58	171	24	66	11	14	26	15	31	49	6	10	26	14	2	33	5	6	10	2	11	5	6	2	12	2	0	3	3	0	0	0	3	0	0	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	16029	4152	2480	3193	1294	1490	741	555	451	358	302	1002	569	177	221	136	270	117	229	67	83	39	38	37	44	47	61	21	23	37	14	13	42	16	11	15	8	17	6	12	6	10	2	4	5	3	0	1	1	6	1	0	3	0	0	1	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0
0.03	north8_active	80	12790	2049	1167	2578	618	1127	383	181	216	115	81	931	496	56	124	67	230	62	198	23	62	13	11	14	16	33	50	6	9	26	11	1	32	5	9	12	1	10	5	9	2	7	2	2	5	3	0	0	0	6	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	15971	4207	2512	3234	1306	1422	767	550	460	360	311	949	534	184	208	142	255	120	218	64	77	48	41	43	46	47	50	26	20	36	20	15	39	17	10	17	14	14	7	10	4	11	2	3	6	3	1	1	1	7	2	0	4	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	12706	2109	1152	2633	658	1083	394	186	209	120	85	877	449	51	123	74	215	72	190	25	58	13	17	19	14	30	40	4	9	26	17	2	30	5	7	13	4	9	6	5	2	7	2	2	4	3	0	1	0	7	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	15812	4235	2459	3218	1291	1457	799	544	462	356	278	866	577	190	208	141	256	111	196	68	78	52	43	41	48	51	57	24	21	40	20	16	37	14	13	21	14	18	8	9	4	21	1	3	7	1	1	1	1	4	2	0	3	1	0	2	1	0	0	1	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	12598	2161	1130	2612	659	1125	418	191	213	117	67	791	500	54	136	67	222	65	171	23	57	15	19	17	15	32	45	7	11	32	15	3	31	3	7	15	5	14	7	4	3	17	1	2	5	1	0	1	0	4	0	0	2	1	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	15934	4279	2501	3223	1274	1442	765	528	461	402	317	832	522	185	198	155	277	114	235	84	96	55	44	43	46	55	92	19	21	29	21	13	21	13	14	15	11	35	8	10	11	6	5	11	3	10	2	3	4	0	2	2	1	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	12644	2229	1153	2642	641	1097	386	194	213	105	110	747	450	53	119	72	240	60	204	20	62	10	14	25	17	43	79	6	10	23	14	6	18	5	9	8	5	28	6	8	10	5	4	9	2	7	1	2	3	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	15160	4198	2513	3068	1273	1438	730	528	449	381	309	746	478	202	202	160	238	126	208	89	96	50	57	42	45	54	79	20	24	30	18	14	20	14	9	16	11	39	6	10	7	6	7	10	1	7	2	3	3	0	2	2	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	11813	2102	1161	2422	615	1079	354	191	206	110	97	653	398	59	113	72	204	63	181	21	68	11	22	23	17	41	67	5	9	22	7	6	15	6	5	11	4	33	3	7	5	6	5	7	0	4	1	2	2	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	14209	4032	2461	2940	1238	1393	722	546	492	351	288	725	431	204	195	134	219	116	196	76	86	54	57	35	46	55	74	23	28	38	22	17	19	15	13	10	11	28	8	5	7	4	6	10	3	4	2	1	3	0	0	1	0	2	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0
0.03	north13_active	80	10695	1924	1113	2287	586	1034	340	172	201	106	86	639	353	54	103	64	190	55	170	18	57	17	28	14	14	42	64	6	14	31	12	6	13	5	9	8	4	25	5	3	5	4	4	6	0	1	1	1	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0
0.03	north14_all	80	13383	3911	2411	2813	1252	1337	675	545	493	348	279	665	433	208	172	120	202	120	142	69	80	51	53	28	32	45	61	19	19	34	19	20	25	12	9	10	9	21	6	4	9	7	5	8	4	3	4	2	1	0	0	0	0	2	1	1	1	1	1	2	0	0	0	5	0	0	0	0	0	1	0	0	0	1	0	2	0	0	1	1	0	0	0	0	0	0
0.03	north14_active	80	9761	1801	1050	2176	571	977	313	155	198	103	67	571	357	56	80	60	162	53	114	15	53	15	22	8	10	35	47	5	7	26	10	6	20	2	7	7	3	20	4	2	5	6	4	2	0	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0
0.03	north15_all	80	13775	3886	2401	2767	1236	1394	698	540	488	351	277	682	523	200	188	114	194	119	137	67	83	50	52	34	27	51	55	20	18	35	26	25	21	9	15	9	7	21	7	9	9	8	2	10	5	2	4	3	0	1	0	0	2	2	2	1	2	1	0	2	1	0	0	5	0	0	0	0	0	1	0	0	0	1	0	2	0	0	1	1	0	0	0	0	0	0
0.03	north15_active	80	10244	1827	1046	2166	583	1017	330	151	187	96	67	594	440	47	98	62	156	55	108	17	55	16	19	17	11	37	40	4	9	30	17	6	16	1	12	6	3	21	4	8	6	6	1	2	1	0	1	2	0	1	0	0	2	0	2	1	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0
0.03	north16_all	80	14505	4039	2476	2824	1224	1395	718	540	482	374	287	735	558	203	198	115	217	115	151	67	98	49	50	36	31	50	62	21	19	34	25	25	21	9	19	14	6	16	4	12	11	8	2	10	6	5	3	3	1	2	0	1	2	0	2	0	2	3	0	3	1	0	0	9	1	0	1	0	0	0	0	0	0	1	0	2	4	0	1	0	0	0	0	0	0	1
0.03	north16_active	80	11123	1947	1091	2253	590	1027	351	157	197	102	72	646	489	49	110	60	178	63	118	18	73	18	22	25	17	36	50	3	12	25	16	8	16	4	14	8	4	16	2	12	6	6	2	3	2	1	1	2	1	1	0	1	2	0	2	0	1	1	0	1	0	0	0	9	0	0	1	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	15216	4179	2452	2893	1224	1475	764	539	478	386	308	778	631	192	198	112	235	113	180	68	95	49	41	44	32	57	64	18	22	43	24	22	20	13	20	15	4	17	6	15	12	13	3	7	5	5	3	2	1	3	0	1	3	1	1	1	1	3	0	1	1	0	0	6	1	0	1	0	0	0	0	0	0	1	0	0	4	0	0	1	0	0	0	0	0	1
0.03	north17_active	80	11964	2088	1123	2332	621	1109	377	171	229	107	83	697	578	49	115	51	200	71	152	24	69	20	14	33	15	40	55	3	17	32	16	6	11	6	15	10	3	16	3	15	7	11	3	3	2	3	2	2	1	2	0	1	2	0	1	1	1	1	0	1	0	0	0	6	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	15634	4245	2500	3045	1278	1517	782	556	469	375	310	816	642	199	190	134	246	113	188	71	104	57	39	49	33	63	79	22	22	41	16	19	18	16	19	23	5	18	7	10	8	22	3	4	5	8	1	1	3	3	0	3	1	2	0	2	0	3	0	1	3	0	0	4	1	0	2	0	0	0	0	0	0	0	0	1	4	0	0	1	0	0	0	0	0	1
0.03	north18_active	80	12417	2113	1165	2491	651	1175	379	183	227	115	87	749	585	54	112	62	212	77	158	24	81	22	13	34	15	46	74	5	18	32	11	4	8	7	15	18	3	17	3	9	5	20	3	3	2	6	1	1	1	2	0	1	0	1	0	1	0	1	0	1	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	15742	4307	2520	3097	1305	1528	775	573	467	360	313	789	627	185	193	124	225	126	190	70	94	47	38	42	29	58	91	28	29	37	21	12	19	16	21	24	9	18	5	8	6	22	3	4	4	9	3	1	2	3	0	2	1	2	0	2	0	0	0	0	3	0	0	0	2	0	1	0	0	0	0	0	0	1	0	1	4	0	0	1	0	0	0	0	0	1
0.03	north19_active	80	12514	2150	1177	2548	653	1170	372	189	241	117	90	719	560	57	118	46	189	86	162	21	73	13	14	27	11	42	82	5	22	32	16	3	11	5	16	19	6	17	3	5	3	19	3	3	1	9	1	1	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	4	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	15860	4391	2493	3114	1327	1533	769	579	474	342	296	764	620	189	228	126	246	130	212	71	110	44	41	52	28	59	80	30	27	30	25	7	21	16	20	23	12	17	4	8	4	18	3	1	2	11	4	4	3	3	0	2	1	1	0	4	0	0	0	0	3	0	0	0	1	0	1	0	0	0	0	0	1	1	0	1	5	0	0	1	0	0	0	0	0	0
0.03	north20_active	80	12616	2240	1160	2519	668	1167	387	184	237	120	90	703	549	65	151	44	204	88	187	22	85	13	19	34	11	48	70	6	19	25	19	3	18	3	13	19	6	15	2	5	2	16	2	0	1	9	1	4	0	2	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	5	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	15784	4139	2453	3274	1330	1458	748	529	494	327	291	870	557	160	198	135	244	111	212	82	111	57	61	41	40	46	63	24	22	26	19	12	22	9	17	7	6	28	5	14	4	22	6	8	0	5	3	4	4	9	2	1	4	0	0	4	2	1	3	1	0	0	1	3	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	12537	2114	1160	2674	689	1086	408	192	211	113	86	793	496	45	130	68	199	51	190	21	87	18	24	18	18	32	56	5	14	19	14	1	19	1	14	5	3	26	3	11	2	21	2	4	0	3	0	2	3	9	0	0	3	0	0	3	2	1	0	1	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	15751	4159	2459	3178	1345	1489	792	532	492	370	310	865	563	181	208	142	248	112	196	87	92	60	59	47	44	43	55	26	17	31	21	14	18	13	17	10	5	30	6	9	4	19	7	10	3	6	1	7	5	7	3	1	3	0	0	5	0	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_active	80	12520	2128	1138	2568	684	1121	409	188	221	125	95	781	514	43	129	68	211	52	175	24	73	21	20	22	20	31	44	3	9	21	14	2	16	3	13	7	3	26	3	6	3	18	2	6	3	5	1	4	5	6	2	0	2	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	15236	4228	2486	3116	1288	1443	788	519	477	365	304	862	556	164	202	147	220	117	181	84	90	53	57	44	45	52	54	28	23	30	31	17	22	13	17	14	6	19	5	10	5	10	5	9	8	4	2	7	5	11	3	0	3	0	0	5	0	0	3	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_active	80	11951	2107	1139	2482	645	1078	390	175	219	117	90	773	501	36	117	59	185	57	161	22	67	24	18	22	20	38	42	4	15	21	25	4	20	4	14	9	4	17	3	8	5	9	3	7	7	3	1	3	5	10	2	0	2	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	14432	4130	2445	2949	1228	1351	776	523	448	374	312	821	550	172	201	151	236	118	159	75	75	54	55	50	39	53	45	31	31	31	30	18	15	16	22	18	5	17	7	10	6	9	3	6	9	5	3	6	4	7	4	0	1	1	0	3	0	1	3	1	0	0	1	4	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_active	80	10945	1937	1062	2301	596	988	354	164	203	108	83	732	485	39	113	59	196	62	134	21	49	25	20	27	14	41	33	2	21	18	24	6	14	3	14	12	3	13	5	7	4	8	1	5	8	5	1	3	4	6	2	0	1	0	0	1	0	1	1	0	0	0	1	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	13461	4021	2376	2754	1183	1266	744	519	431	343	309	735	477	181	176	156	219	109	154	74	97	49	46	48	30	51	41	34	33	28	26	14	19	18	17	14	7	16	9	12	5	12	5	4	8	3	2	4	4	5	2	0	1	1	0	2	0	2	2	1	1	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	9895	1762	988	2089	535	887	317	152	180	98	75	654	406	40	101	55	172	54	122	18	60	19	14	26	7	39	33	5	23	17	19	5	17	3	10	10	6	11	6	8	2	10	2	3	7	3	0	3	3	5	0	0	1	0	0	1	0	1	1	0	1	0	0	5	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	12747	3933	2359	2519	1205	1175	742	509	458	321	312	703	389	187	176	145	207	112	138	73	97	43	42	51	31	59	57	33	28	25	10	10	13	16	18	10	9	19	10	9	5	7	6	2	3	6	4	2	3	2	2	0	3	2	0	2	0	3	3	0	1	0	1	5	0	0	0	0	0	1	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	9097	1679	938	1864	527	803	325	155	172	87	75	621	302	37	96	51	161	53	106	18	57	14	9	24	9	48	45	5	17	13	4	5	12	0	10	7	6	14	6	6	2	5	2	1	2	6	2	2	1	1	0	0	2	0	0	1	0	2	1	0	1	0	1	5	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	12501	3861	2334	2479	1225	1200	720	524	461	334	295	634	379	191	183	139	192	112	147	81	97	42	41	45	33	54	57	27	34	29	11	5	18	19	13	7	7	18	7	5	4	7	5	2	4	7	4	2	3	1	2	0	2	1	0	1	0	2	2	0	1	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_active	80	8892	1611	882	1779	538	806	323	142	159	93	67	545	299	41	107	51	146	51	115	18	56	9	8	21	9	43	43	6	17	19	5	4	12	2	10	5	5	15	4	3	1	4	2	0	2	7	2	2	1	0	0	0	1	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	12462	3963	2374	2519	1205	1209	709	546	457	356	292	604	382	184	192	134	200	117	139	77	89	45	47	38	37	51	65	24	33	29	11	7	18	15	8	2	6	14	7	9	2	9	6	3	7	7	3	2	1	1	2	3	2	1	0	1	0	1	1	0	0	0	1	2	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_active	80	8777	1671	936	1828	529	818	310	141	149	97	62	507	311	38	107	56	155	65	104	14	55	10	12	16	14	35	52	5	18	17	4	3	12	2	6	1	3	11	4	8	1	6	2	0	3	7	2	2	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	12754	3982	2363	2565	1190	1207	696	551	444	376	303	612	435	191	198	139	212	117	145	78	92	44	39	39	43	45	61	18	31	34	19	12	19	16	7	5	7	10	3	12	3	6	6	3	6	5	2	0	0	2	2	4	1	1	1	1	1	1	1	1	0	0	0	2	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_active	80	9096	1711	933	1864	540	834	299	146	149	103	55	507	373	38	106	61	170	66	111	17	61	7	11	23	14	31	50	5	14	25	14	3	11	7	5	3	5	9	2	12	1	5	2	0	3	5	1	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	13747	4016	2422	2703	1217	1269	689	546	462	385	314	620	492	204	182	149	243	122	180	70	96	42	37	41	44	37	63	24	31	36	22	14	22	11	7	8	8	17	2	13	3	7	8	3	4	6	1	0	1	2	2	4	1	0	2	1	1	0	3	1	0	0	0	2	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0
0.03	south30_active	80	10176	1818	1031	2045	590	915	330	155	189	118	66	537	427	47	93	65	197	63	152	17	63	9	14	25	18	24	53	6	19	30	14	2	16	6	5	5	5	16	1	11	1	6	5	0	2	6	1	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south31_all	80	14756	4130	2404	3019	1278	1453	759	526	458	358	287	766	601	189	201	129	262	109	162	54	83	44	48	54	42	39	55	24	39	45	26	16	26	17	16	11	8	14	14	7	5	14	4	4	7	7	5	4	2	1	2	0	4	2	0	1	3	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0
0.03	south31_active	80	11281	2031	1060	2399	622	1075	363	169	200	102	72	693	514	42	125	50	226	57	125	16	58	11	19	26	22	21	49	3	27	36	16	5	21	9	8	8	6	7	9	3	0	13	3	2	4	3	2	4	2	1	1	0	4	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south32_all	80	13884	3964	2313	2676	1280	1367	738	522	473	355	291	678	475	180	182	133	217	106	166	65	73	40	49	44	43	41	43	26	36	39	27	12	25	14	13	13	7	18	12	6	4	17	1	5	3	5	6	5	1	1	2	0	0	2	0	2	2	0	0	1	2	0	1	0	0	0	0	1	0	0	0	0	1	2	0	0	0	1	0	0	1	0	0	0	0	0
0.03	south32_active	80	10282	1838	976	2069	596	969	321	160	199	107	76	596	399	35	107	41	187	53	132	15	50	12	19	13	18	22	37	4	25	31	19	3	19	7	8	9	5	10	7	3	0	16	0	2	0	3	3	4	1	1	1	0	0	1	0	2	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south33_all	80	12657	3860	2288	2415	1216	1265	724	536	460	366	288	563	405	179	186	124	199	103	160	69	79	52	52	35	39	38	39	30	36	22	25	10	13	12	8	9	7	17	10	6	8	14	1	8	3	3	5	3	2	2	2	0	0	2	1	1	2	0	0	1	3	0	1	1	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_active	80	8973	1703	887	1768	511	846	300	158	178	92	76	476	323	35	102	35	164	56	126	19	54	14	19	15	13	21	35	7	25	15	17	2	6	7	5	5	6	10	6	3	1	14	1	4	0	1	3	2	1	1	1	0	0	1	1	1	1	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	12231	3789	2414	2482	1196	1234	730	542	453	345	278	617	402	173	177	119	162	108	137	65	92	52	45	41	32	46	42	27	32	13	22	11	14	13	10	11	12	13	6	5	11	26	1	8	2	4	4	3	1	1	0	0	1	1	1	1	2	0	0	1	2	2	0	1	0	0	0	1	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_active	80	8579	1648	917	1828	494	821	305	156	161	82	73	539	319	28	95	39	130	57	109	22	62	13	15	18	11	28	39	5	19	6	15	3	8	6	7	6	7	11	5	2	2	25	1	4	0	2	1	1	0	0	0	0	1	1	1	1	1	0	0	0	2	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	12367	3864	2421	2540	1194	1271	729	540	442	355	283	615	407	180	183	125	163	96	136	62	98	54	48	37	33	45	37	27	31	15	21	11	13	12	16	12	13	12	7	5	12	27	2	8	3	4	4	2	1	1	0	1	1	0	2	1	1	0	0	1	2	2	0	1	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
