label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69
0.03	north1_all	80	4158	4271	1342	2447	625	424	360	416	214	468	287	102	466	112	91	84	49	127	26	24	19	20	22	19	8	5	31	15	4	8	9	6	10	2	5	8	6	2	0	3	3	3	0	0	1	2	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	1088	3471	728	2160	298	101	177	288	50	403	207	28	435	85	51	57	17	108	9	7	7	4	7	4	3	1	27	10	3	4	3	4	10	0	2	5	2	1	0	3	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	4273	4327	1304	2397	625	422	378	431	216	501	276	111	433	123	107	74	46	127	25	20	23	19	25	16	8	5	35	11	4	8	9	4	17	4	3	6	7	3	0	3	5	3	1	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	1101	3555	713	2102	300	102	192	306	52	430	201	25	403	96	63	52	15	107	9	5	13	4	6	4	2	1	30	8	3	2	3	2	17	2	0	3	3	2	0	3	2	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	4278	4286	1320	2429	599	413	368	410	201	489	250	116	451	139	113	74	53	111	32	28	26	22	29	12	9	6	46	16	5	12	8	2	16	3	2	6	5	3	1	2	3	2	2	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	1092	3509	722	2134	284	80	184	288	41	429	176	25	423	101	65	51	17	90	13	6	16	8	10	4	2	1	39	11	4	7	1	1	16	2	0	3	2	3	0	1	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	4310	4287	1392	2364	588	418	379	422	211	491	224	109	456	145	109	73	55	126	29	32	29	21	26	9	7	7	30	10	9	14	4	0	11	6	3	6	4	2	1	6	4	1	3	0	1	1	0	0	0	0	1	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	1131	3520	750	2061	268	81	181	307	54	436	160	22	428	107	71	50	15	110	9	4	21	9	9	1	1	1	25	6	3	11	0	0	11	5	1	4	2	2	0	4	4	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	4244	4180	1366	2288	591	381	365	406	199	474	215	108	446	154	110	65	50	131	33	36	29	23	30	11	9	11	28	14	14	10	1	0	11	6	3	1	2	2	1	7	2	3	2	1	1	1	0	0	0	0	1	3	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	1143	3399	739	2014	260	77	155	304	52	418	151	26	420	113	71	44	13	115	9	7	20	10	12	2	2	3	25	8	7	10	0	0	10	5	1	1	1	1	0	5	2	2	1	0	0	1	0	0	0	0	1	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	4301	3854	1356	2082	614	393	367	404	203	425	198	128	446	128	104	60	48	114	37	38	33	27	23	9	12	11	17	11	17	12	2	1	16	5	6	1	2	2	2	8	5	3	1	2	1	1	0	1	0	0	1	3	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north6_active	80	1098	3074	709	1780	251	91	156	299	61	361	143	32	421	90	63	38	11	100	10	9	23	12	11	2	5	3	14	7	9	10	1	0	15	4	3	1	1	1	0	7	3	2	0	1	0	1	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	4382	3518	1296	1940	618	425	349	389	188	386	223	129	457	121	111	71	51	105	38	32	35	24	23	8	17	12	18	9	13	6	3	2	26	7	4	2	2	2	1	5	4	2	2	2	0	0	0	1	0	0	0	3	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0
0.03	north7_active	80	1060	2708	627	1638	243	114	140	279	48	313	153	28	435	83	72	43	13	89	10	10	21	8	11	1	6	4	14	4	7	4	1	0	24	3	2	1	1	0	0	4	2	2	1	1	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north8_all	80	4422	3309	1283	1758	610	440	359	349	178	349	210	120	373	103	93	64	51	81	34	33	25	22	18	9	18	12	25	11	14	9	3	5	25	7	3	1	4	5	3	3	4	3	1	3	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0
0.03	north8_active	80	1001	2466	575	1442	224	112	143	220	47	276	134	22	346	69	60	35	12	67	8	10	14	12	10	2	6	2	18	5	10	2	1	1	23	3	2	0	1	3	1	3	2	2	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north9_all	80	4377	3269	1271	1687	592	442	367	342	176	340	202	109	338	108	79	79	54	73	39	30	12	20	13	11	19	16	19	10	9	10	4	5	19	8	4	4	4	6	3	5	3	3	2	4	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0
0.03	north9_active	80	1008	2446	554	1382	218	118	154	212	48	275	130	18	302	68	54	45	14	58	6	8	3	11	7	1	6	3	9	6	5	3	0	1	16	2	2	1	2	4	1	5	1	2	1	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north10_all	80	4357	3364	1246	1593	577	434	368	354	185	343	205	113	281	109	90	67	55	75	45	26	12	22	19	16	19	16	22	10	10	9	5	7	7	6	4	4	5	6	2	4	0	5	1	3	0	0	1	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0
0.03	north10_active	80	980	2516	515	1304	197	112	153	219	47	284	130	21	247	64	61	42	11	62	6	6	6	10	10	3	5	1	13	8	5	3	1	2	5	2	0	1	2	4	1	4	0	4	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north11_all	80	4353	4188	1289	2201	592	456	355	422	197	479	262	104	448	105	124	75	55	108	39	33	35	26	21	23	13	22	28	23	12	6	7	4	35	6	2	2	4	4	2	3	3	5	2	7	0	1	1	1	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	1117	3355	677	1930	232	107	174	313	39	409	202	28	416	79	87	57	21	86	12	6	20	10	12	6	5	6	27	14	6	4	4	2	34	3	0	1	1	0	1	3	2	2	0	6	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
