label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76
0.03	north1_all	80	6317	4073	1631	2599	656	644	994	464	324	323	472	146	214	108	88	145	66	81	44	41	37	39	23	24	25	32	40	17	17	6	7	10	12	4	4	3	6	2	1	2	4	2	3	1	1	3	1	4	0	3	0	2	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	1	0	0	0	0	1
0.03	north1_active	80	3283	2418	851	1680	320	352	629	243	194	175	330	68	143	53	54	88	40	47	24	21	22	26	14	12	18	24	29	8	9	4	4	8	10	1	1	1	4	0	1	2	1	1	3	1	0	2	1	4	0	2	0	2	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	6315	4111	1679	2590	666	635	1055	484	315	314	461	138	211	126	96	151	58	69	43	41	26	46	29	27	33	47	40	17	19	5	4	13	12	7	6	4	3	1	1	1	3	2	6	1	1	4	0	3	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	3	0	0	0	1	0	0	0	0	0
0.03	north2_active	80	3242	2428	865	1632	329	332	679	274	177	171	290	66	142	56	54	83	34	36	19	22	15	28	15	13	23	35	27	8	12	2	3	9	10	3	3	2	3	0	1	1	0	0	3	1	0	2	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	6275	3937	1742	2683	681	665	1076	484	305	310	479	151	216	122	94	136	64	62	46	38	30	41	27	27	31	59	30	18	11	11	3	16	12	10	6	4	6	1	1	2	5	4	6	1	2	3	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
0.03	north3_active	80	3183	2318	888	1706	324	342	699	278	165	170	295	66	147	51	51	76	35	23	21	19	17	23	13	12	19	48	24	14	5	8	2	12	9	4	4	3	6	0	1	1	1	2	3	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	6250	3918	1752	2523	671	670	1029	483	312	320	473	133	200	119	101	121	63	66	42	35	32	31	32	32	30	56	32	25	21	9	3	10	7	12	7	3	4	2	1	2	10	6	3	2	5	3	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
0.03	north4_active	80	3172	2297	875	1589	312	357	664	282	173	182	280	59	133	50	50	70	31	27	17	15	17	15	20	18	17	47	25	21	15	7	1	7	4	5	4	2	4	0	1	1	3	4	0	1	4	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	6238	3816	1745	2515	680	671	983	509	309	313	483	128	181	124	104	120	64	71	41	33	38	25	34	30	30	47	25	21	21	9	5	10	4	9	4	6	4	3	2	2	10	5	1	1	5	1	1	1	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0
0.03	north5_active	80	3204	2192	868	1642	312	368	633	301	165	173	292	54	113	59	51	70	22	31	17	15	22	14	19	17	15	32	20	17	14	7	3	7	1	5	3	4	4	1	1	0	5	4	1	0	4	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north6_all	80	6164	3902	1721	2307	650	663	924	498	318	326	479	118	172	117	102	125	74	74	39	30	45	36	38	31	30	31	23	24	22	9	7	8	3	7	5	6	3	3	3	4	12	3	2	2	5	2	1	2	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
0.03	north6_active	80	3128	2279	847	1467	301	361	596	299	174	188	299	49	110	57	51	77	26	42	19	14	29	18	21	18	15	19	18	18	13	4	4	7	1	3	3	3	3	1	2	2	7	2	1	0	5	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north7_all	80	6126	3866	1663	2312	620	637	924	503	311	318	438	114	194	111	107	137	68	69	47	28	45	41	44	30	31	22	20	13	14	9	7	7	6	8	4	8	5	1	4	3	10	3	2	2	2	2	1	2	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
0.03	north7_active	80	3101	2278	805	1484	296	330	581	309	159	187	276	52	117	58	56	84	20	41	19	16	30	18	24	17	16	9	16	6	5	2	3	5	3	2	3	4	4	1	2	2	7	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north8_all	80	6214	3883	1614	2255	644	621	893	482	317	350	448	123	197	112	108	130	59	70	47	29	38	42	34	29	29	30	20	15	13	10	5	7	5	7	4	5	5	0	2	3	5	1	2	2	3	3	1	1	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north8_active	80	3159	2290	757	1434	328	317	537	293	157	213	300	55	114	61	63	85	20	40	20	16	25	18	21	16	15	16	14	7	5	3	1	4	3	1	2	2	3	0	1	2	3	0	1	1	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north9_all	80	6300	3872	1616	2329	673	634	912	457	313	325	430	121	182	106	106	128	58	68	47	29	31	37	29	29	29	31	24	17	13	9	9	8	7	8	4	4	3	1	1	3	6	1	7	5	3	2	1	1	0	2	2	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	3290	2292	796	1444	343	326	573	266	152	197	301	58	92	53	65	75	27	32	25	16	22	16	15	13	19	19	13	9	7	4	4	3	4	1	1	1	1	0	0	0	1	0	6	5	1	2	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	6454	3882	1651	2507	726	671	964	484	310	342	440	132	184	109	89	132	64	67	45	26	30	34	29	31	27	33	24	16	18	10	7	8	8	4	4	4	4	1	1	4	7	5	7	4	5	3	1	0	1	3	3	1	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	3444	2274	852	1601	352	345	611	274	141	199	310	64	99	60	53	75	31	33	30	14	18	15	16	14	21	18	10	10	8	6	4	3	4	1	2	1	2	0	1	1	3	2	7	4	3	3	0	0	1	2	2	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
