label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74
0.03	north7_active	80	10177	1081	2337	302	176	2520	165	230	205	230	140	34	47	215	20	125	28	20	17	10	14	13	7	129	3	1	14	1	27	8	28	1	11	5	16	6	1	7	2	2	4	4	2	0	2	0	2	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north8_all	80	11708	2561	2881	1021	696	2593	421	400	351	338	234	152	126	197	98	149	60	58	43	34	30	29	25	131	17	12	26	8	29	8	26	6	12	7	16	4	4	8	3	3	4	2	1	1	3	2	1	2	1	1	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north8_active	80	9578	1017	2231	305	171	2416	147	223	231	211	144	37	41	160	18	119	26	26	17	9	13	11	6	119	4	1	17	0	27	6	24	1	8	3	15	2	3	7	2	2	4	2	1	0	1	0	1	0	0	1	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north9_all	80	10864	2532	2523	985	680	2393	416	391	354	323	194	156	126	172	98	147	70	56	46	44	31	27	27	98	19	13	27	15	27	5	25	11	12	8	16	3	4	3	3	1	5	8	2	2	3	1	0	2	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	8593	963	1882	279	161	2198	136	189	231	193	108	40	37	133	17	112	31	23	16	12	11	14	6	87	5	0	17	2	25	3	22	2	9	2	14	1	2	2	1	1	4	8	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	9658	2521	2332	967	690	1920	404	403	347	310	204	158	125	160	98	138	75	61	61	47	25	26	27	49	27	14	29	16	13	3	21	7	8	13	17	4	5	2	5	1	3	7	3	1	2	1	0	2	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	7345	923	1648	241	163	1720	121	184	224	181	109	43	36	116	18	108	34	21	22	12	6	11	4	39	7	0	17	2	11	2	19	1	6	4	15	1	2	0	2	1	2	7	1	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	12030	2615	2969	1011	702	2623	423	387	358	351	257	163	137	251	92	180	61	60	54	43	40	37	24	87	16	7	25	10	22	9	19	4	18	8	40	4	3	1	4	1	3	4	4	2	0	0	0	0	1	2	1	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north11_active	80	9894	1107	2313	308	195	2468	142	229	232	261	162	36	42	219	27	152	30	28	20	15	11	19	7	81	3	0	24	0	19	7	17	1	14	1	40	2	1	0	2	1	3	3	4	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	12187	2577	3016	1039	688	2627	461	362	391	359	243	153	145	281	87	184	68	59	55	45	39	42	28	79	10	6	27	12	24	7	23	6	15	8	31	4	3	2	4	3	3	4	6	2	1	0	0	1	1	2	1	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0
0.03	north12_active	80	10004	1126	2371	316	193	2463	176	221	260	264	157	29	47	256	26	155	30	26	12	13	11	23	7	76	1	0	23	1	22	4	21	1	13	1	29	2	1	0	2	2	3	2	6	1	1	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	12214	2573	3043	1032	705	2719	432	396	426	340	248	148	129	278	88	171	69	58	49	51	39	43	33	99	11	9	25	11	29	15	27	9	15	5	38	4	2	2	0	5	4	12	6	2	1	1	0	1	2	2	0	0	0	0	3	3	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	1
0.03	north13_active	80	10051	1121	2424	304	186	2542	163	246	294	240	165	29	43	253	25	144	33	21	14	14	10	25	6	96	3	1	21	2	26	12	25	2	14	1	36	2	0	0	0	2	4	10	6	1	1	1	0	1	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
0.03	north14_all	80	12222	2588	3029	1019	684	2606	444	401	402	381	245	127	127	280	94	209	69	66	49	45	38	34	36	113	16	13	20	15	32	18	20	8	9	7	38	3	2	5	0	5	4	11	3	4	1	2	1	3	1	1	1	0	0	0	2	4	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1
0.03	north14_active	80	10062	1130	2447	290	182	2433	168	238	277	264	165	23	48	251	21	180	36	27	11	13	9	20	6	111	6	2	15	3	29	14	17	2	7	4	33	2	0	0	0	2	4	10	3	4	1	1	1	3	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
0.03	north15_all	80	12243	2623	2967	987	713	2552	452	422	389	349	237	133	129	243	95	177	67	71	47	42	41	33	32	107	14	17	9	17	33	21	13	4	15	7	34	3	2	6	1	6	2	13	3	4	1	2	1	2	2	0	1	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1
0.03	north15_active	80	10069	1120	2403	310	183	2388	159	233	269	220	155	24	42	212	25	145	34	24	13	12	10	22	7	105	6	2	8	4	27	17	9	2	13	6	31	2	1	1	0	3	1	13	3	4	1	1	1	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
0.03	north16_all	80	12337	2680	2868	989	708	2591	421	383	389	336	241	126	127	253	102	176	67	68	56	39	37	26	27	133	22	12	9	16	29	27	22	7	14	8	31	2	4	5	2	5	3	3	2	3	2	1	1	3	2	0	1	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	10184	1129	2286	310	173	2432	134	205	268	216	148	20	38	226	27	148	37	24	15	9	9	16	6	129	9	3	8	2	23	22	18	5	12	8	28	0	1	1	0	3	2	3	2	3	0	0	1	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	12475	2660	2839	1025	711	2721	411	397	374	286	231	142	123	233	88	143	74	58	49	36	36	27	16	120	23	13	13	15	21	21	22	9	19	9	20	4	6	5	3	4	4	4	1	2	2	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	10314	1104	2261	339	188	2542	140	215	261	184	129	31	37	205	33	114	36	21	14	9	11	15	5	117	6	3	12	2	17	16	19	5	17	9	20	1	2	1	1	4	2	4	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	12382	2673	2897	1011	683	2758	397	398	418	310	244	128	109	244	87	145	90	61	50	35	28	33	20	138	24	18	15	13	19	23	28	12	21	7	15	5	6	4	5	8	3	3	2	0	2	1	0	1	3	0	0	1	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	10187	1110	2308	324	180	2566	133	215	295	206	147	27	32	214	29	118	43	25	16	9	9	18	4	132	5	4	13	1	17	17	25	6	18	6	15	1	2	1	3	4	2	3	2	0	0	0	0	0	2	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	12142	2636	2873	985	666	2729	394	380	409	326	243	124	121	231	89	182	89	69	45	42	32	29	22	123	19	19	14	14	23	21	18	13	18	8	17	5	6	3	3	8	7	3	2	1	1	1	2	0	3	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	9915	1093	2292	315	175	2548	130	202	280	219	151	24	36	190	27	155	36	34	17	14	13	18	3	119	4	4	11	2	21	17	15	2	13	5	17	1	2	1	3	3	5	3	2	0	0	0	1	0	2	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	11760	2606	2983	1024	687	2759	400	400	386	362	222	125	124	233	102	203	83	71	42	42	28	34	27	103	17	17	17	14	31	20	20	11	16	6	18	3	5	2	2	7	6	3	2	1	1	1	2	0	3	2	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	9604	1090	2391	312	188	2593	136	197	263	247	141	24	44	190	29	180	32	32	19	16	12	20	5	97	5	2	15	2	27	15	16	2	10	2	18	1	1	1	2	2	5	3	2	0	0	0	1	0	2	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	8045	2654	1534	1579	1132	591	412	335	402	233	203	136	132	111	118	225	75	57	45	43	37	36	51	54	24	56	20	27	19	9	9	9	13	4	7	9	6	6	3	2	2	2	0	4	1	1	2	3	1	0	3	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0
0.03	south21_active	80	5494	1223	361	1094	783	238	133	97	281	118	63	46	45	44	62	194	39	19	12	26	18	20	47	48	5	47	11	27	6	2	7	3	12	1	2	6	4	4	1	0	1	2	0	1	0	1	1	3	1	0	3	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	7405	2584	1557	1480	1096	580	429	350	356	198	201	133	114	106	105	194	76	58	54	43	43	35	51	49	24	50	14	17	15	9	14	9	10	5	5	10	8	8	3	1	2	3	0	4	0	1	2	3	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south22_active	80	4807	1121	374	990	718	212	117	96	234	84	59	46	34	44	49	163	37	20	12	22	21	14	46	41	5	42	7	14	4	2	8	4	6	2	1	7	5	6	1	0	1	3	0	1	0	1	1	3	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	6919	2511	1511	1366	1014	568	404	363	309	198	199	130	126	103	101	179	78	57	52	40	46	33	37	54	22	26	19	15	16	9	13	9	11	2	5	8	8	8	3	2	3	4	0	4	1	1	1	2	2	2	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south23_active	80	4132	1014	401	868	633	177	104	83	198	69	52	31	33	36	45	144	35	17	10	20	18	13	30	43	2	18	9	12	6	1	5	4	6	1	2	6	6	6	1	0	2	3	0	2	0	1	0	2	1	2	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	6439	2469	1461	1252	876	541	413	337	317	190	188	124	118	114	87	163	83	61	55	37	34	34	41	41	21	22	16	15	14	8	14	6	8	1	3	3	6	6	2	3	2	2	0	4	1	1	0	2	2	2	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south24_active	80	3541	888	405	734	500	155	91	71	182	64	46	28	23	35	33	130	35	16	9	21	10	11	34	30	2	19	8	11	5	0	6	2	3	1	2	2	5	4	0	0	1	1	0	2	0	1	0	2	1	2	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south25_all	80	6605	2506	1449	1326	937	530	395	331	314	184	179	128	131	124	102	182	81	57	53	49	32	35	54	50	19	23	14	21	14	7	10	3	7	2	2	0	3	6	2	2	5	2	0	2	2	0	1	0	2	2	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south25_active	80	3807	945	390	796	595	154	81	70	175	79	39	22	33	49	42	153	35	18	7	27	9	16	44	41	3	19	7	17	5	0	4	0	5	0	1	0	2	2	1	0	2	1	0	1	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south26_all	80	7125	2531	1479	1400	964	552	410	308	340	214	159	143	126	118	102	193	74	54	51	56	27	43	98	42	21	35	15	23	11	5	7	3	12	4	0	1	4	6	3	2	4	1	0	4	1	2	3	0	0	2	0	0	1	4	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south26_active	80	4416	1037	372	899	645	195	99	81	203	107	33	43	32	50	44	169	36	13	11	34	11	22	91	34	6	28	7	20	3	1	5	0	8	1	0	0	3	2	2	0	1	0	0	2	0	1	0	0	0	2	0	0	0	3	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south27_all	80	7813	2619	1512	1562	1046	560	417	342	353	242	155	151	126	128	105	227	63	54	48	66	30	36	116	63	19	74	17	26	11	4	4	6	15	5	3	2	7	5	4	2	5	0	0	5	2	3	5	0	0	0	0	0	2	4	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south27_active	80	5180	1151	346	1055	737	225	102	101	230	139	39	53	39	66	50	202	32	10	13	46	15	20	106	55	5	66	9	22	3	1	3	0	11	1	1	1	5	1	2	0	3	0	0	1	0	2	2	0	0	0	0	0	0	3	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	8268	2616	1508	1601	1036	582	430	369	376	256	148	144	125	112	95	213	68	59	48	67	47	41	111	62	22	102	18	34	13	6	8	4	24	5	3	4	7	4	4	2	4	1	0	5	1	3	4	0	0	0	0	0	1	4	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south28_active	80	5650	1234	330	1117	724	240	118	121	261	139	41	60	34	60	46	191	43	12	13	44	22	22	98	55	6	95	11	26	5	3	6	0	16	2	1	1	5	1	2	1	3	0	0	1	0	2	2	0	0	0	0	0	0	3	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	8240	2632	1512	1618	1061	575	409	389	396	241	160	133	116	114	89	218	63	52	53	56	41	42	101	55	23	99	15	29	12	6	7	9	21	9	7	6	6	6	3	3	3	2	0	2	2	3	4	0	1	0	0	1	2	1	0	0	1	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
0.03	south29_active	80	5675	1241	330	1138	737	238	119	126	272	137	48	56	35	50	50	196	38	10	14	36	18	26	88	50	3	95	11	20	6	3	5	2	14	2	2	3	4	3	0	1	2	0	0	0	1	3	2	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	8179	2628	1450	1655	1092	532	434	381	402	228	168	130	118	123	85	222	66	53	55	48	40	41	91	66	23	100	16	28	11	9	6	11	17	9	5	7	9	7	2	4	2	2	0	0	2	3	2	0	1	0	5	1	2	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
0.03	south30_active	80	5631	1206	337	1170	759	202	131	129	266	121	53	54	32	50	44	195	35	14	11	28	18	27	81	58	4	98	14	20	4	6	3	2	10	2	1	4	6	5	0	1	1	0	0	0	1	3	0	0	0	0	5	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	7175	2476	1479	1328	1010	571	439	338	348	225	192	152	138	95	100	159	50	73	50	32	31	31	76	45	20	31	12	19	7	9	12	14	7	1	2	4	7	5	1	2	5	0	0	2	2	2	0	1	0	1	0	0	0	5	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
0.03	south31_active	80	4391	926	366	829	644	182	113	103	207	103	48	47	42	45	44	138	22	15	11	17	13	16	65	36	7	23	3	12	4	4	9	4	6	0	1	2	6	0	0	2	4	0	0	2	1	2	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south32_all	80	7320	2516	1514	1341	1026	565	439	340	327	213	200	151	142	95	101	153	65	66	49	37	37	28	74	47	15	36	12	27	7	10	8	15	6	2	3	2	6	4	3	3	2	1	0	1	2	2	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_active	80	4561	1001	365	865	657	180	116	95	193	102	47	40	46	41	48	134	33	12	12	19	12	15	65	39	7	25	3	16	3	4	6	4	4	0	0	2	5	0	1	2	1	0	0	1	1	2	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	7625	2608	1497	1525	1076	580	434	342	338	205	214	140	143	93	101	158	86	65	44	41	37	37	77	68	15	45	15	21	6	11	9	15	10	3	2	3	8	6	4	4	3	2	0	1	1	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_active	80	4905	1089	350	1030	716	196	128	101	214	115	51	45	50	40	47	137	44	18	10	21	18	23	67	61	6	35	4	13	1	4	6	5	9	0	0	3	6	1	1	2	3	1	0	1	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	7932	2629	1494	1652	1093	572	428	332	316	224	202	148	120	97	97	187	87	62	52	44	43	34	78	63	22	51	14	37	7	11	7	9	16	4	2	3	12	5	3	2	3	2	0	1	1	5	0	1	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_active	80	5263	1171	343	1153	748	207	127	103	205	127	52	47	40	49	53	170	42	18	10	28	23	24	71	58	8	47	5	31	2	4	4	4	11	0	0	3	7	3	1	0	3	1	0	1	0	5	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	8224	2646	1468	1711	1114	586	424	311	336	227	184	158	124	105	87	191	84	67	43	46	38	41	91	70	27	47	14	41	9	9	9	9	18	3	3	3	11	5	3	3	3	2	0	2	1	5	0	2	1	3	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south35_active	80	5652	1245	312	1236	774	227	114	110	225	129	54	52	43	50	49	173	41	19	8	23	21	31	85	59	8	44	6	34	2	3	5	4	14	0	0	3	6	3	0	1	3	2	0	1	0	5	0	0	0	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	8164	2725	1471	1698	1173	582	414	295	332	236	173	167	114	110	97	214	72	59	46	53	40	35	153	76	29	47	16	40	9	8	9	7	15	2	3	8	11	6	1	3	1	3	1	2	1	6	0	3	1	3	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south36_active	80	5652	1284	306	1224	803	232	111	105	214	124	53	59	35	50	56	191	36	12	10	31	19	24	146	68	6	44	8	36	5	3	6	2	9	0	0	6	6	3	0	1	1	3	1	1	0	6	0	1	0	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	8202	2702	1505	1710	1143	545	401	299	337	253	159	164	112	112	102	194	60	52	43	55	40	37	152	71	24	47	16	30	11	10	13	6	11	2	7	9	4	4	2	2	1	3	1	1	1	2	0	3	1	3	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south37_active	80	5671	1241	304	1240	797	223	99	105	206	124	52	56	31	49	62	170	35	10	13	30	14	21	145	61	4	43	8	25	6	2	10	2	9	0	1	7	3	3	1	1	1	3	1	0	0	2	0	1	0	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	8215	2753	1481	1662	1106	540	406	287	343	251	166	160	93	118	100	211	63	51	49	55	43	33	160	74	17	50	11	15	12	9	12	5	11	1	8	12	4	3	1	2	0	3	3	1	2	2	0	2	1	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south38_active	80	5639	1262	289	1200	765	212	113	109	215	125	58	60	29	57	59	182	34	8	14	35	21	19	150	66	5	44	6	10	5	0	9	3	9	0	3	10	3	1	1	2	0	3	2	0	1	2	0	1	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	8163	2715	1518	1722	1080	529	410	327	368	265	176	144	89	114	104	215	65	56	54	52	52	34	102	58	20	77	8	22	12	10	12	5	15	4	8	9	5	2	2	1	2	5	2	1	4	1	0	7	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
0.03	south39_active	80	5592	1247	314	1231	779	208	108	113	246	132	53	49	25	58	56	187	34	14	14	32	26	22	93	52	7	70	3	19	5	1	6	1	14	0	3	7	4	1	2	1	2	4	1	0	3	1	0	7	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south40_all	80	8197	2706	1540	1673	1086	521	423	330	358	260	178	138	98	111	104	243	67	56	54	55	48	28	90	58	21	97	8	35	8	8	10	9	12	7	4	4	5	5	3	3	3	4	2	1	4	0	0	7	0	0	1	1	0	0	0	1	0	0	0	0	0	0	3	0	0	0	1	1	0	0	0	0	0	0	0
0.03	south40_active	80	5589	1217	311	1214	780	203	118	103	245	140	53	43	33	52	46	210	37	18	16	32	23	16	81	50	7	90	2	33	2	1	5	3	10	0	2	3	4	2	3	2	2	3	1	0	4	0	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0
