label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149	Otu150	Otu151	Otu152	Otu153	Otu154	Otu155	Otu156	Otu157	Otu158	Otu159	Otu160	Otu161	Otu162	Otu163	Otu164	Otu165	Otu166	Otu167	Otu168	Otu169	Otu170	Otu171	Otu172	Otu173	Otu174
0.03	north17_active	80	1513	1371	499	367	290	444	714	564	230	388	254	304	143	307	235	92	71	80	42	44	41	56	38	24	62	34	50	31	45	32	56	37	23	11	44	21	13	64	7	16	53	7	9	3	9	6	16	14	8	4	8	5	27	6	4	12	5	1	18	8	5	7	1	8	4	2	6	2	4	1	3	3	1	0	6	2	13	0	1	0	0	1	1	0	0	0	1	1	1	1	0	1	0	0	0	1	0	0	3	1	0	0	2	2	0	2	0	0	1	0	0	3	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	3243	2438	1063	714	565	794	955	828	448	590	386	466	259	444	341	168	144	138	73	85	75	88	79	55	95	48	95	58	89	54	84	71	28	34	72	37	23	66	18	31	78	13	16	14	15	10	28	24	10	12	13	8	23	17	11	17	8	7	19	10	6	12	5	13	7	8	11	4	5	3	8	3	2	1	5	3	9	1	1	0	1	3	4	0	0	0	2	1	3	1	0	2	4	2	0	1	3	0	3	0	0	1	2	2	0	2	6	0	0	0	1	1	0	0	0	1	4	2	0	0	0	2	2	3	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
0.03	north18_active	80	1529	1411	514	343	277	439	622	567	257	389	237	306	156	276	221	92	79	71	34	44	39	45	36	23	60	29	61	28	54	30	53	41	14	15	53	24	15	48	9	17	52	4	7	6	6	5	15	16	8	5	9	5	20	11	7	12	3	2	14	9	5	7	0	11	5	2	11	2	4	0	3	2	1	1	3	1	7	0	0	0	0	2	3	0	0	0	1	1	2	1	0	2	0	0	0	1	1	0	3	0	0	1	2	2	0	2	6	0	0	0	1	1	0	0	0	1	4	0	0	0	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	3240	2474	1040	748	576	800	972	777	450	631	394	503	233	453	337	149	127	129	76	90	80	96	75	59	87	52	90	61	94	54	88	68	32	37	63	33	24	55	15	31	83	9	14	13	18	14	20	27	15	15	12	7	27	17	16	16	13	5	16	12	7	11	6	12	7	6	8	3	3	1	3	5	1	3	4	2	10	3	1	0	1	2	3	2	0	0	2	1	4	0	0	2	4	1	0	2	4	0	3	1	0	2	1	0	0	2	9	0	2	0	1	1	0	0	1	2	4	2	0	0	0	2	2	2	0	1	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
0.03	north19_active	80	1510	1420	502	341	270	439	636	507	264	414	259	340	128	285	223	83	67	67	30	45	32	47	39	26	48	27	59	31	65	28	59	39	18	13	43	19	17	30	6	16	60	2	4	8	9	6	11	18	10	9	8	4	23	11	9	12	7	2	11	11	6	6	1	11	6	2	8	2	3	0	2	4	1	2	1	0	7	0	0	0	0	1	2	2	0	0	1	1	2	0	0	2	1	0	0	1	2	0	3	0	0	1	0	0	0	2	9	0	0	0	1	1	0	0	1	2	4	0	0	0	0	1	2	2	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	3221	2398	1069	713	569	747	977	816	446	674	369	490	228	430	352	139	122	135	85	91	94	98	69	77	96	51	80	52	92	47	107	78	28	39	78	29	21	51	15	24	47	9	17	18	19	16	21	24	17	14	16	9	37	16	14	16	14	8	11	16	7	13	6	14	5	4	8	2	3	5	1	12	1	4	5	3	6	3	1	0	4	2	2	3	1	0	4	3	3	0	3	1	3	0	0	1	3	0	0	1	0	2	2	1	1	0	10	1	2	0	1	1	0	0	1	2	4	0	0	0	0	2	2	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
0.03	north20_active	80	1455	1388	526	302	256	427	646	550	262	427	219	333	140	277	235	82	70	62	31	50	46	54	33	36	47	25	51	22	66	24	66	45	15	15	51	17	13	31	7	12	34	4	8	8	9	6	17	15	10	8	8	4	32	12	8	12	7	4	8	12	4	8	1	13	3	1	8	1	3	1	1	5	1	3	2	0	2	0	0	0	1	1	2	2	1	0	3	1	2	0	2	1	1	0	0	0	2	0	0	0	0	1	0	1	0	0	10	0	0	0	1	1	0	0	1	2	4	0	0	0	0	1	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	3270	2497	998	716	575	757	944	841	394	556	365	462	264	510	383	142	128	139	89	109	89	73	84	58	65	44	67	58	94	48	120	79	40	25	83	24	29	47	15	28	30	18	28	11	12	11	45	12	25	23	11	11	30	11	9	15	11	6	9	9	21	3	6	14	4	5	5	3	4	10	10	2	3	2	3	2	10	6	4	2	2	2	0	3	0	3	2	0	1	5	0	0	1	1	0	1	2	1	1	1	0	0	1	0	2	0	1	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	1467	1431	482	315	258	447	589	488	235	360	229	301	163	337	272	80	72	76	45	61	43	31	43	39	44	24	32	32	57	22	89	47	20	14	58	9	13	34	11	10	16	8	18	5	3	3	27	8	18	14	7	6	20	8	7	5	10	5	8	4	12	1	4	10	2	1	3	1	3	9	7	2	1	1	3	2	8	5	4	0	2	2	0	2	0	2	1	0	1	5	0	0	1	1	0	1	2	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	3213	2484	1019	721	538	718	984	806	370	555	371	451	256	509	381	158	137	144	84	102	76	66	77	63	66	40	72	52	104	50	117	83	33	21	93	28	24	55	18	21	42	15	30	15	17	15	47	15	21	16	12	10	28	14	8	15	10	8	11	5	15	5	5	16	4	4	6	2	4	6	10	3	2	7	4	2	8	6	4	1	2	2	1	3	0	3	5	1	1	5	0	0	2	2	0	0	1	1	0	1	0	0	3	2	2	0	1	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_active	80	1466	1403	485	326	250	423	629	499	205	371	224	275	148	350	256	86	71	79	43	62	35	28	41	36	42	22	44	26	57	25	84	53	16	14	63	12	11	39	11	7	22	7	19	6	7	5	32	7	17	11	9	6	18	8	7	10	10	7	8	2	6	3	2	12	3	1	3	1	2	5	7	3	1	4	4	1	6	5	3	0	1	2	0	1	0	2	4	1	1	5	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	3210	2410	1032	717	567	714	973	779	365	613	370	437	240	463	360	155	138	149	81	86	76	74	71	73	69	45	76	53	98	35	126	100	42	25	97	28	27	52	17	18	48	14	28	14	19	14	54	16	26	16	12	8	30	20	9	17	10	8	10	11	9	7	4	8	7	7	5	2	4	4	8	6	2	7	4	4	7	5	4	0	1	1	3	1	0	0	8	1	0	5	1	0	2	2	0	1	1	2	2	0	0	0	2	3	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south23_active	80	1503	1365	470	308	258	412	617	479	204	403	206	276	141	315	246	80	73	85	35	49	35	41	35	46	42	21	47	23	53	22	88	66	17	9	63	16	18	39	8	6	30	6	17	6	8	4	36	10	17	13	8	5	18	13	6	15	9	6	6	3	5	4	2	4	5	3	1	1	2	1	5	6	2	4	4	2	6	4	2	0	0	1	2	0	0	0	6	1	0	5	0	0	1	1	0	1	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	3203	2326	995	683	575	727	1060	776	387	616	379	460	232	443	354	179	134	141	78	78	89	87	75	74	67	37	70	45	94	39	144	96	50	29	78	24	23	49	20	16	56	14	17	13	20	12	56	18	17	12	12	8	20	22	8	14	12	7	13	12	8	7	5	7	6	7	4	2	3	8	6	7	3	6	4	5	5	0	4	0	1	1	3	1	1	1	8	2	0	1	1	0	2	1	0	1	1	2	2	0	0	1	2	4	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south24_active	80	1497	1345	465	296	268	428	681	476	229	395	223	285	135	296	249	88	65	87	32	47	42	43	37	36	34	12	47	22	44	21	106	67	25	14	50	15	17	35	8	8	35	8	11	5	10	5	36	12	9	7	6	5	14	14	4	13	7	5	6	3	5	4	2	3	3	3	1	2	1	4	2	6	3	3	4	2	2	0	1	0	0	1	2	0	1	0	6	2	0	1	0	0	1	0	0	1	1	1	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	3163	2261	1000	678	550	758	1049	768	402	585	376	480	217	454	364	176	130	150	71	88	95	90	77	60	73	48	61	44	91	38	132	95	62	34	62	21	27	44	17	18	69	14	15	16	19	12	47	20	18	14	9	5	26	22	14	13	10	14	13	19	8	5	4	9	6	13	7	4	4	10	5	6	4	3	3	3	4	1	4	0	2	1	3	1	1	1	5	2	1	1	1	0	1	1	2	1	0	1	10	0	0	1	1	3	0	2	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south25_active	80	1466	1343	486	309	257	457	673	484	239	370	228	311	122	320	268	86	69	92	28	54	45	40	35	30	36	18	36	18	47	17	98	63	35	17	41	14	16	25	7	10	50	8	9	8	10	7	27	16	9	11	3	3	14	13	7	12	4	8	6	8	6	3	2	4	4	7	4	3	2	4	2	4	3	1	2	1	1	0	1	0	0	1	2	0	1	0	3	2	0	1	0	0	1	0	1	1	0	1	8	0	0	0	0	2	0	2	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	3134	2376	1001	679	582	811	1088	748	417	617	400	459	228	406	351	184	129	134	78	101	100	86	76	48	67	50	70	48	84	36	146	85	55	37	57	21	23	42	16	22	73	14	13	15	12	9	41	22	12	12	9	7	22	18	15	14	9	11	9	16	11	5	4	13	5	13	9	6	3	7	8	6	4	3	7	3	4	1	1	1	2	1	1	1	1	2	3	1	1	0	0	0	1	0	3	1	0	0	8	0	0	3	2	2	0	3	4	0	2	0	0	0	0	0	1	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	1454	1390	490	327	271	493	710	483	251	390	257	297	124	265	255	101	70	82	37	60	53	41	36	19	33	22	44	19	50	16	104	53	38	20	43	9	10	26	8	14	56	9	8	9	7	5	25	13	7	8	3	4	7	11	7	6	3	5	3	7	10	4	2	7	2	6	8	4	2	3	5	4	2	2	6	0	1	0	0	1	0	1	0	1	1	0	2	1	0	0	0	0	1	0	2	1	0	0	8	0	0	1	0	2	0	2	4	0	1	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	3240	2370	1009	718	565	779	1019	747	411	634	425	474	231	423	345	164	122	115	80	126	91	74	76	56	65	52	66	57	81	29	111	84	51	41	73	23	21	37	12	20	66	12	17	14	15	14	38	23	12	13	11	5	19	13	13	18	4	13	9	20	12	5	4	12	4	12	8	7	4	7	13	1	3	5	10	3	1	1	0	3	2	1	1	2	2	1	2	0	1	0	1	1	0	1	4	1	0	1	8	1	0	2	3	1	0	3	2	0	2	0	0	0	0	0	0	0	2	2	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south27_active	80	1525	1391	491	343	261	460	684	506	242	414	277	311	128	285	243	95	64	66	40	79	51	37	37	28	36	27	37	27	47	13	70	62	34	21	44	9	5	19	7	13	54	8	9	8	10	9	23	14	6	9	4	2	5	8	6	9	0	5	3	15	10	5	3	7	1	7	7	3	2	2	11	0	1	3	8	0	1	0	0	2	0	0	0	2	1	0	2	0	0	0	1	0	0	1	2	1	0	0	8	0	0	1	0	1	0	2	2	0	1	0	0	0	0	0	0	0	2	2	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	3246	2416	1032	699	570	751	1031	764	401	648	431	433	230	441	346	144	120	126	85	118	101	88	85	63	65	53	62	52	65	30	107	63	42	34	90	22	21	49	19	17	45	13	20	16	17	19	51	20	12	9	14	9	28	8	7	22	2	9	4	17	8	11	5	10	2	8	9	8	4	8	12	2	3	7	7	2	3	0	3	4	1	1	1	2	1	1	2	0	1	0	3	1	0	1	4	1	0	1	0	1	0	2	3	2	1	1	2	1	2	1	0	0	0	0	0	0	2	2	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south28_active	80	1553	1404	490	342	268	445	644	514	239	420	277	275	137	298	233	81	62	81	43	64	56	52	49	36	44	22	33	28	40	18	69	48	26	12	58	9	5	34	11	11	31	4	10	7	9	12	34	10	7	4	3	5	14	4	3	13	0	4	2	14	6	7	4	6	0	4	8	3	2	3	10	1	1	3	6	0	3	0	2	3	0	0	0	2	0	0	2	0	0	0	1	0	0	1	1	1	0	0	0	0	0	1	0	2	1	0	2	0	1	0	0	0	0	0	0	0	2	2	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	3197	2369	1017	687	534	724	1042	791	419	644	417	437	221	456	365	140	121	140	83	102	100	84	86	65	74	49	57	41	58	30	94	65	45	29	102	24	21	59	23	16	34	17	23	13	20	26	47	18	14	9	14	10	27	13	8	22	3	9	8	15	12	9	5	8	3	6	4	5	3	7	18	5	2	6	5	1	6	2	4	4	2	1	1	1	1	1	5	1	2	0	4	4	0	1	4	1	0	1	0	1	0	1	1	1	1	0	1	2	2	1	0	1	0	0	0	0	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south29_active	80	1514	1370	485	328	251	430	645	529	255	403	250	275	124	298	236	81	58	82	43	57	59	47	48	36	45	26	33	21	37	20	57	50	26	11	64	13	6	42	14	10	19	3	12	5	8	16	34	10	6	5	4	5	17	10	4	14	2	1	5	10	10	5	4	5	0	5	2	2	2	3	16	4	1	2	3	0	4	2	2	3	1	0	0	1	0	1	4	1	1	0	2	3	0	1	1	1	0	0	0	0	0	1	0	1	1	0	1	0	1	0	0	1	0	0	0	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	3122	2401	1003	664	556	717	1005	807	455	613	400	447	209	492	348	127	131	149	83	99	108	88	79	62	77	47	67	36	55	37	109	56	38	31	77	21	19	56	24	20	45	16	27	18	20	22	36	12	12	9	10	16	29	11	7	16	3	9	8	13	18	10	5	9	2	12	3	4	4	7	14	6	4	3	2	4	5	3	5	3	2	0	2	1	1	3	4	1	2	1	3	3	0	1	2	0	0	1	0	1	1	0	1	1	1	0	0	2	0	1	0	1	0	0	0	0	0	1	0	1	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_active	80	1433	1425	481	313	259	404	624	505	283	394	244	292	117	325	222	65	63	86	44	59	61	51	39	34	46	21	43	20	36	26	77	42	21	14	56	14	6	43	13	12	27	4	15	8	8	13	20	6	6	4	3	7	20	8	4	14	2	1	5	7	14	6	3	6	1	12	2	2	2	4	13	4	2	1	0	4	3	3	2	3	1	0	0	1	0	3	2	1	1	0	1	3	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	3325	2396	1030	654	541	682	968	741	392	619	381	529	248	459	348	143	125	140	83	86	78	64	78	69	73	44	60	41	52	30	110	78	28	30	73	27	19	55	15	15	56	13	27	14	18	8	28	14	12	10	12	12	34	19	16	18	4	4	16	18	29	4	7	16	3	8	10	7	4	12	8	2	3	1	9	3	4	2	1	0	2	1	1	1	3	1	3	7	1	2	0	2	1	1	0	3	1	0	0	0	2	0	2	3	0	0	1	0	0	0	3	0	5	0	0	3	1	1	0	3	1	0	0	0	0	0	0	0	1	4	0	1	1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
0.03	south31_active	80	1520	1375	457	312	262	409	635	473	234	415	242	343	167	311	223	75	68	74	33	44	35	40	32	39	43	18	39	26	37	15	71	50	12	12	51	11	10	36	6	7	40	2	10	7	8	5	25	8	10	4	8	5	18	15	10	12	3	2	11	16	19	1	5	12	1	3	6	4	2	9	4	1	0	1	5	1	1	2	1	0	1	0	1	1	1	1	3	6	1	0	0	1	0	1	0	2	1	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	5	0	0	3	0	1	0	3	1	0	0	0	0	0	0	0	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	3255	2410	1064	687	530	682	959	741	381	615	408	484	247	433	353	154	126	126	85	89	83	66	82	54	70	51	60	41	60	27	118	85	32	32	76	30	22	60	13	18	57	9	20	18	10	10	23	17	25	11	16	12	43	17	17	11	5	7	19	22	15	5	8	20	6	7	10	6	4	12	10	4	4	2	4	4	4	1	3	2	2	4	1	1	2	1	3	2	1	1	0	1	2	1	0	3	1	0	0	0	2	0	1	2	0	0	0	1	0	0	2	3	5	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south32_active	80	1504	1369	488	328	252	404	646	437	215	417	262	317	167	285	205	97	69	71	34	40	40	35	34	31	44	19	42	28	45	17	72	53	12	14	50	14	14	38	6	11	41	1	8	7	3	7	17	10	8	5	10	5	25	14	11	8	4	5	12	15	8	2	5	12	1	4	7	3	2	8	2	3	1	1	1	2	1	1	3	1	0	2	1	1	1	1	3	2	1	0	0	1	1	1	0	2	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	3	5	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	3334	2414	1041	680	517	665	985	728	359	600	362	488	260	405	401	161	127	131	96	100	79	67	77	59	61	51	62	42	70	31	109	75	37	30	65	32	16	49	14	20	51	11	20	15	13	9	25	18	24	13	14	9	42	14	12	6	8	6	17	19	11	6	6	18	10	8	11	8	4	10	7	8	2	2	5	6	4	2	4	3	3	5	0	2	2	0	3	3	0	1	2	1	3	1	0	3	1	0	0	0	1	0	1	1	0	1	0	1	0	1	1	4	1	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_active	80	1545	1372	497	313	253	409	654	433	181	382	230	315	166	282	261	100	65	75	44	50	42	35	39	36	39	20	40	21	46	19	68	51	15	15	41	18	10	26	8	11	43	6	11	7	6	8	18	11	7	6	8	2	25	11	6	4	5	5	7	11	7	3	3	10	4	6	5	3	2	8	1	8	1	1	1	4	3	1	4	1	0	3	0	2	1	0	2	2	0	0	1	1	1	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	3236	2411	1027	688	529	693	972	753	365	605	378	475	249	414	391	176	133	136	87	115	79	75	63	52	74	60	66	44	70	28	99	75	32	30	68	31	16	47	14	19	58	17	19	13	16	13	29	12	29	14	13	7	30	11	18	12	9	9	22	16	12	8	6	15	9	9	11	8	2	17	7	10	2	2	5	5	7	2	4	3	5	7	2	2	2	0	3	3	0	1	3	3	3	4	0	1	1	0	3	0	1	0	0	1	0	1	0	2	0	1	1	4	1	2	0	0	1	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_active	80	1498	1361	472	310	273	400	644	456	196	382	231	296	157	272	269	95	72	79	48	59	51	33	34	27	47	25	33	24	40	19	57	54	12	19	46	17	12	26	7	12	49	8	10	6	8	10	19	8	12	8	7	1	14	7	11	9	5	7	13	9	9	2	3	6	3	7	6	2	0	14	1	9	1	1	1	4	7	1	4	1	1	5	2	1	1	0	2	2	0	0	2	3	1	4	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	4	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	3216	2361	996	678	551	676	1030	791	360	618	378	529	248	405	407	164	128	148	74	113	83	70	56	59	76	51	74	45	67	29	118	77	29	25	63	27	20	54	15	15	48	18	15	13	21	14	39	15	15	12	6	10	18	18	20	14	8	9	28	13	15	10	3	11	9	7	8	9	3	18	5	9	0	1	4	4	8	4	2	2	4	4	5	2	1	0	2	3	0	1	4	3	2	4	0	1	0	1	3	0	0	0	0	2	0	1	0	2	0	1	0	2	1	2	0	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
