label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149	Otu150	Otu151	Otu152	Otu153	Otu154	Otu155	Otu156	Otu157	Otu158	Otu159	Otu160	Otu161	Otu162	Otu163	Otu164	Otu165	Otu166	Otu167	Otu168	Otu169	Otu170	Otu171	Otu172	Otu173	Otu174	Otu175	Otu176	Otu177	Otu178	Otu179	Otu180	Otu181	Otu182	Otu183
0.03	north6_active	80	17591	1350	2354	891	691	650	414	152	293	481	329	369	349	91	234	97	155	49	65	160	65	422	146	42	48	252	26	31	31	43	68	28	59	11	18	15	24	39	51	17	22	12	68	5	8	27	33	13	40	4	5	6	7	17	20	7	9	13	6	8	15	3	15	15	1	2	20	2	3	0	4	10	1	1	6	0	5	4	4	1	1	3	1	0	1	3	10	2	1	5	5	2	1	0	0	1	0	5	5	9	5	2	1	1	3	0	1	0	1	0	2	0	1	0	0	7	0	0	3	0	0	0	0	0	4	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	19592	3372	3302	1674	1292	1107	835	614	592	667	552	515	485	288	386	243	250	201	178	262	163	439	183	105	88	228	77	84	83	81	108	53	91	51	45	46	52	55	74	39	46	35	66	34	17	42	35	23	38	15	19	18	16	26	32	13	14	16	14	16	16	11	15	19	9	8	30	7	7	3	11	11	3	5	9	1	7	7	8	1	4	2	4	5	5	1	12	2	2	6	6	5	3	1	1	1	0	2	5	7	4	0	4	4	3	1	2	0	1	0	3	0	0	1	2	9	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	2	1	0	2	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	17370	1402	2472	840	702	617	419	143	295	459	357	364	355	86	239	102	145	45	76	179	76	400	131	40	43	208	23	30	20	44	81	27	63	10	18	13	25	33	59	20	24	14	59	7	2	26	32	9	28	3	6	5	7	19	25	4	8	8	8	8	10	6	13	17	0	1	25	2	3	0	5	8	0	2	6	1	5	5	4	1	1	2	1	1	2	1	11	2	1	4	5	2	1	0	0	1	0	1	5	7	4	0	2	4	3	0	1	0	0	0	0	0	0	1	2	9	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	19733	3305	3345	1682	1301	1102	810	629	606	670	544	539	468	281	347	252	255	191	182	231	156	432	171	104	102	247	68	92	85	70	104	55	107	54	51	51	50	51	74	40	37	38	66	27	20	48	35	15	35	14	23	19	11	22	28	15	11	15	14	21	13	11	17	22	10	7	22	9	5	5	9	4	2	22	9	4	5	6	2	2	6	2	4	3	7	2	13	3	2	6	6	3	1	1	1	2	1	2	2	7	2	1	5	6	2	1	2	1	3	0	3	0	0	1	3	10	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	1	0	2	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	17544	1376	2527	819	715	627	411	148	306	449	364	385	332	84	210	103	151	41	73	151	73	393	113	36	52	225	22	31	24	34	77	28	74	8	21	15	25	32	63	20	19	14	54	5	4	33	31	4	27	2	8	6	5	17	22	6	7	6	9	9	10	5	13	19	1	1	19	3	2	1	4	3	0	20	5	2	3	4	1	1	2	1	0	1	4	1	12	2	1	4	2	1	0	0	0	1	1	1	1	7	2	0	3	6	2	0	1	0	1	0	0	0	0	1	3	10	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	19945	3332	3304	1599	1348	1099	799	620	639	691	549	546	455	292	348	260	225	183	177	247	173	445	159	117	115	228	72	96	81	72	126	59	102	55	52	49	48	49	66	46	34	41	73	27	28	40	38	16	39	14	23	16	13	18	26	17	13	15	15	19	13	13	21	17	14	6	24	9	3	6	9	8	3	24	6	6	6	6	4	3	5	2	3	4	6	3	9	2	7	4	6	2	2	1	2	5	1	2	2	4	0	1	4	7	4	2	1	5	3	0	2	0	0	1	6	3	0	0	0	1	0	0	1	0	2	2	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	17757	1388	2474	777	749	652	397	147	331	472	377	381	320	86	223	97	127	34	66	169	83	408	105	37	57	204	20	30	25	35	96	23	69	7	26	17	21	29	53	22	17	17	61	4	3	30	33	5	29	7	8	7	6	14	20	9	6	5	8	7	8	6	17	13	3	1	20	2	2	3	7	5	2	20	3	2	2	3	2	0	2	0	0	1	4	1	9	1	5	3	2	1	1	0	0	3	1	0	1	4	0	0	2	7	4	0	1	4	1	0	0	0	0	1	3	3	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	19841	3238	3238	1619	1366	1116	781	618	617	669	515	549	459	299	339	239	240	178	184	241	168	425	180	122	124	231	83	109	74	57	124	65	97	45	59	53	52	56	69	47	35	42	79	21	25	46	37	20	32	18	25	15	13	15	13	18	24	14	14	15	16	12	15	17	9	7	17	6	3	4	12	9	6	21	4	9	7	3	4	3	6	3	4	2	6	2	6	2	6	6	4	2	2	1	3	11	3	3	2	1	0	1	2	5	3	1	0	5	3	0	1	0	0	0	4	1	0	0	0	3	1	0	2	0	2	1	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	17677	1337	2403	775	765	670	383	150	319	439	344	393	323	77	218	92	135	32	63	166	76	384	123	38	60	205	23	29	29	20	99	24	67	7	25	18	25	37	54	24	16	18	68	2	4	38	29	12	23	8	8	9	7	11	9	10	17	5	8	4	7	3	10	14	3	1	15	1	2	3	9	6	4	19	1	1	3	1	2	0	3	0	1	0	3	0	6	1	5	5	1	1	1	0	1	9	2	2	1	1	0	0	1	4	3	0	0	4	2	0	0	0	0	0	1	1	0	0	0	3	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	19688	3359	3370	1620	1330	1036	841	597	573	700	552	601	532	304	378	222	244	180	184	292	161	473	167	98	106	226	82	91	84	76	97	68	82	60	37	44	46	79	104	47	41	43	61	25	33	46	34	22	31	27	19	17	10	27	27	18	18	15	7	11	18	8	17	31	7	8	24	8	6	8	6	9	5	10	4	3	6	4	3	5	3	1	4	3	1	1	24	2	1	4	1	3	2	0	1	7	1	5	0	0	6	3	3	0	0	0	0	0	0	0	2	1	4	2	5	0	2	1	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	1	0	0	1	0	1	0	1	0	2	0	0	0	0	1	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	17504	1402	2547	834	714	621	397	125	282	484	382	418	396	79	254	73	139	46	72	213	73	428	118	28	57	198	28	30	19	37	66	34	57	14	16	19	20	60	87	24	23	17	46	4	8	37	27	11	19	8	8	2	6	18	20	13	12	10	4	3	16	3	16	24	3	4	22	1	2	2	4	6	3	9	3	2	3	3	0	2	1	0	0	1	1	0	24	1	1	1	1	1	2	0	0	4	0	5	0	0	6	3	2	0	0	0	0	0	0	0	1	1	1	1	5	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	1	0	0	0	0	1	0	1	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	19569	3423	3317	1630	1317	1031	827	634	609	700	534	549	499	295	381	224	237	163	168	275	164	508	187	124	106	208	77	90	77	71	100	73	88	61	38	34	47	73	113	36	36	44	51	29	32	40	32	23	37	22	21	18	10	31	27	15	22	16	7	13	15	8	21	37	6	8	27	7	7	8	13	8	3	9	4	3	6	4	2	8	5	1	5	2	4	2	19	1	2	3	1	5	1	1	0	7	2	7	2	7	5	3	2	1	0	1	0	0	1	0	2	1	5	1	9	0	2	0	1	2	0	0	0	0	1	1	0	0	0	0	1	0	0	0	8	1	0	0	1	0	1	0	1	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	17424	1396	2468	836	699	628	401	136	294	476	373	381	374	77	253	73	125	43	59	195	68	457	132	34	53	180	23	30	20	39	70	40	59	19	16	14	26	59	96	17	17	14	36	6	9	32	25	11	25	4	10	3	5	23	21	10	15	12	4	5	13	3	19	28	1	3	25	1	3	5	11	5	3	8	2	2	3	3	0	4	1	1	0	0	4	0	19	0	2	1	1	2	1	0	0	4	1	6	2	7	5	3	2	0	0	1	0	0	0	0	1	1	2	0	9	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	8	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	20095	3467	3344	1606	1308	1061	805	644	621	685	550	544	498	297	355	228	237	162	145	263	162	487	194	134	107	221	83	85	77	63	85	73	83	52	35	37	44	65	100	45	26	42	59	30	30	26	23	21	37	25	16	16	9	33	24	14	13	15	10	13	11	10	22	39	4	5	26	11	5	8	11	8	3	8	7	3	4	6	2	8	5	2	5	2	8	1	3	2	5	4	1	5	2	3	1	3	2	7	2	7	4	2	3	1	0	1	0	0	1	0	1	1	4	1	10	0	2	0	2	2	0	0	0	0	1	1	0	0	0	0	1	0	0	0	8	0	0	0	0	0	0	0	1	0	2	0	3	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	17897	1416	2469	819	688	626	396	146	292	470	369	382	359	66	239	79	128	40	47	188	75	436	139	38	54	188	25	30	24	31	58	32	60	15	18	14	25	47	81	26	13	15	44	7	6	16	19	13	32	4	8	2	5	28	18	9	9	9	7	7	10	3	21	31	1	0	26	3	3	5	10	3	2	6	5	2	2	4	0	5	1	2	0	0	6	0	3	0	4	2	1	2	1	1	0	2	1	6	2	7	4	2	1	0	0	1	0	0	0	0	1	1	2	0	10	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	8	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	19991	3338	3348	1596	1280	1066	777	625	605	712	555	556	498	297	327	232	238	175	152	253	156	514	214	133	115	241	93	87	78	75	89	70	77	53	39	35	43	64	95	42	34	38	61	30	25	26	16	22	37	29	16	15	13	29	26	13	18	14	7	16	15	16	29	35	5	9	12	11	6	8	19	12	4	4	8	0	5	7	3	6	5	3	3	2	7	2	2	2	12	3	0	5	2	3	3	9	1	8	3	7	3	1	2	1	0	1	0	0	1	0	1	0	3	0	10	1	1	0	1	2	0	0	0	0	1	0	0	0	2	0	1	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	17827	1369	2487	802	696	612	398	152	286	488	351	391	349	73	223	83	135	37	40	187	77	469	148	36	54	210	30	29	19	33	62	30	53	11	23	9	24	46	79	25	17	13	48	7	8	18	12	12	31	6	8	2	7	25	23	7	13	7	4	9	12	4	27	27	0	1	12	5	4	3	16	6	1	3	6	0	3	4	1	3	2	2	0	2	5	0	2	0	11	2	0	3	1	1	2	7	1	6	2	7	3	1	0	0	0	1	0	0	0	0	1	0	1	0	10	1	0	0	1	0	0	0	0	0	1	0	0	0	2	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	20109	3368	3298	1600	1244	1070	759	641	552	711	566	580	500	292	339	232	255	187	167	263	151	483	201	123	114	231	95	96	84	85	101	71	77	56	48	46	48	58	72	50	30	45	76	25	27	28	27	25	42	24	15	14	13	24	22	12	27	12	6	18	9	17	31	29	6	9	8	12	6	10	21	10	9	6	8	0	4	7	3	4	3	6	4	2	8	3	12	1	15	6	0	6	3	2	3	8	0	6	2	7	0	1	2	0	0	1	1	0	1	0	1	0	1	0	2	1	1	1	1	0	1	1	0	0	1	0	0	0	2	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	17918	1408	2443	816	686	607	387	169	264	495	351	423	344	71	237	87	146	40	47	196	75	434	139	37	50	205	33	34	23	37	73	31	57	11	24	8	25	41	62	25	15	18	66	5	7	19	21	13	38	8	5	2	7	21	20	6	22	5	4	12	6	7	30	23	2	2	7	5	4	2	18	5	3	5	8	0	2	5	2	1	1	3	0	2	4	0	12	0	13	6	0	5	1	1	2	7	0	5	1	7	0	1	0	0	0	0	0	0	0	0	1	0	1	0	2	1	0	1	1	0	0	0	0	0	1	0	0	0	2	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	19712	3327	3270	1580	1274	1053	783	624	552	706	569	567	503	295	325	239	244	192	165	289	155	472	191	116	103	238	94	102	83	79	112	68	59	58	58	43	42	60	64	46	33	49	86	31	25	34	34	16	36	24	14	11	16	20	20	8	26	12	5	17	11	14	23	20	8	8	7	11	6	6	16	9	11	4	11	1	3	9	7	4	7	7	6	2	5	2	11	1	10	7	2	5	3	1	4	6	1	4	1	1	1	1	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	1	1	0	1	1	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
