label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149	Otu150	Otu151	Otu152	Otu153	Otu154	Otu155	Otu156	Otu157	Otu158	Otu159	Otu160	Otu161	Otu162	Otu163	Otu164	Otu165
0.03	north6_all	80	4508	4071	1204	1124	814	1345	551	958	271	526	269	569	256	166	148	171	164	152	138	116	119	82	92	141	138	69	85	87	150	38	82	36	26	33	40	40	58	34	15	50	64	14	17	61	13	26	21	19	14	50	7	20	16	13	6	19	8	17	16	8	17	7	3	8	16	7	11	6	16	5	4	4	2	7	3	5	2	5	5	0	8	2	9	3	1	9	4	4	1	2	0	1	2	1	2	0	1	0	2	2	2	1	1	4	0	3	1	1	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north6_active	80	2383	2528	569	583	402	835	300	633	129	310	143	356	134	69	65	95	86	85	79	56	71	36	41	91	90	36	45	53	98	15	44	24	16	23	28	22	46	25	8	31	45	7	4	46	5	15	12	6	10	26	4	11	11	8	4	16	4	9	11	6	16	4	1	4	13	4	9	3	15	3	1	1	2	5	2	3	2	4	3	0	5	1	9	1	0	4	2	3	0	1	0	0	2	1	1	0	0	0	1	2	0	0	0	3	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	4561	4012	1261	1100	824	1370	537	1021	266	555	321	595	253	184	142	169	161	149	121	119	133	79	90	125	141	80	84	92	139	35	76	45	34	28	34	32	57	36	19	48	58	21	18	71	12	43	18	17	16	31	9	21	16	11	5	22	9	17	15	7	10	8	6	5	14	6	8	4	13	4	9	5	5	9	4	3	1	3	6	0	9	0	9	3	0	7	5	4	3	2	1	1	2	2	2	0	1	0	2	2	1	2	2	3	0	2	1	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north7_active	80	2426	2486	586	562	409	854	291	671	121	333	186	392	122	63	58	81	82	87	63	53	79	34	38	76	78	44	47	59	83	15	43	27	18	16	17	16	46	20	10	28	43	10	6	48	4	30	9	2	10	20	6	15	11	4	4	19	3	11	11	5	8	5	2	4	12	4	6	2	11	2	1	1	4	7	3	2	1	3	3	0	6	0	9	2	0	2	3	3	1	1	0	1	2	1	1	0	0	0	1	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	4617	3979	1252	1058	774	1281	510	1049	277	599	312	627	250	197	144	158	164	148	124	119	134	78	81	129	126	85	70	80	137	43	73	52	39	28	28	36	56	34	22	53	68	23	14	52	9	39	12	21	15	27	9	17	11	11	5	22	9	11	16	5	18	9	7	4	12	3	5	3	10	3	11	3	6	7	4	1	2	0	9	0	9	0	7	7	1	3	9	4	4	1	3	2	2	2	2	0	0	0	2	3	0	2	1	3	0	1	1	3	2	0	0	1	0	0	1	0	0	1	0	1	0	0	0	1	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	2413	2471	573	530	386	775	273	706	125	364	185	431	119	66	64	75	88	83	58	56	74	30	34	71	71	45	36	52	82	24	46	28	19	13	11	19	44	18	10	28	47	13	8	31	3	26	5	6	9	24	5	13	6	3	4	17	2	8	8	4	13	5	5	4	11	2	4	2	9	0	3	1	5	4	2	0	2	0	7	0	5	0	7	4	0	0	8	4	2	0	2	1	2	1	1	0	0	0	1	2	0	0	0	3	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	4755	3963	1256	1007	775	1256	532	992	294	595	315	640	248	197	160	151	172	133	125	107	143	78	76	126	111	79	70	81	123	48	72	57	37	32	36	38	43	36	23	48	62	22	13	41	12	43	11	20	14	35	9	16	11	10	9	8	8	9	14	5	19	10	10	4	11	3	6	1	5	4	11	3	5	7	4	0	2	0	6	0	6	1	0	8	1	3	10	1	4	0	3	3	0	3	2	1	0	0	0	1	2	2	1	1	0	2	1	2	2	0	0	1	1	0	1	0	0	1	0	1	0	0	0	2	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	2499	2498	568	495	398	769	281	664	127	369	191	419	117	68	74	61	92	69	58	43	85	31	35	58	60	40	46	55	68	27	42	26	20	19	12	17	29	17	12	27	47	10	6	17	3	31	6	8	7	23	3	13	7	1	7	4	1	6	8	4	14	6	8	3	9	2	3	1	0	1	4	1	3	3	3	0	2	0	5	0	2	0	0	6	0	0	8	1	2	0	2	2	0	1	0	1	0	0	0	0	2	0	0	1	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	4794	3980	1259	980	757	1281	547	968	316	578	292	607	246	207	165	146	180	123	135	103	130	82	79	121	132	78	80	83	136	54	58	57	37	31	39	39	48	40	15	41	64	18	14	36	16	39	14	22	13	36	9	16	11	8	8	16	7	13	11	6	25	11	10	4	7	7	10	0	4	4	9	3	3	5	4	1	2	2	7	0	4	1	2	6	2	2	7	1	3	0	2	3	0	3	2	2	2	1	0	1	3	1	0	1	0	1	1	3	2	0	0	1	3	0	1	0	0	1	0	0	0	0	0	1	1	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	2509	2512	583	493	392	813	267	628	138	349	170	392	120	81	75	69	95	60	73	55	84	37	44	58	87	40	53	54	81	29	34	29	18	18	17	15	29	21	8	24	51	7	7	14	5	29	6	10	8	24	3	14	6	2	5	8	3	8	5	3	21	7	9	2	5	4	5	0	0	2	5	1	1	2	2	1	1	2	5	0	1	0	1	4	0	1	6	1	2	0	2	1	0	2	1	2	2	0	0	0	2	0	0	1	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	4669	3824	1260	1077	799	1355	572	949	314	595	307	610	240	180	132	152	170	134	123	121	137	83	75	149	134	52	58	66	117	51	81	48	49	39	51	44	76	38	22	49	63	17	18	37	13	54	19	9	9	30	13	15	14	11	7	17	10	13	9	6	16	11	11	6	8	5	4	5	13	5	15	4	5	11	6	1	4	1	16	3	2	4	2	12	2	5	4	2	2	2	0	5	1	1	1	3	1	1	3	5	2	0	8	1	1	0	1	1	3	0	2	0	3	2	1	4	0	0	0	0	0	1	0	1	0	1	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north11_active	80	2442	2424	598	556	419	877	307	628	135	376	161	433	119	85	67	78	79	66	61	63	81	44	32	88	80	32	31	39	80	28	56	32	28	18	32	28	48	17	10	38	50	3	7	29	6	29	9	7	5	17	5	7	7	3	5	10	3	9	4	4	12	6	4	2	4	2	2	3	6	2	7	2	3	8	6	0	1	0	4	1	2	2	1	7	2	5	4	2	1	0	0	4	1	0	0	2	0	1	2	2	2	0	8	1	1	0	1	0	0	0	1	0	3	2	0	2	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	4670	3812	1281	1024	797	1322	575	963	317	611	277	607	237	176	146	156	153	136	134	110	131	79	92	157	134	63	62	70	113	53	89	46	41	39	50	50	84	34	20	44	60	18	17	39	15	53	15	7	12	25	12	20	18	10	6	17	14	11	9	10	13	12	10	6	13	5	7	6	16	6	15	4	6	6	7	1	4	2	7	3	3	3	2	11	3	4	4	5	2	2	0	4	0	1	1	2	1	1	3	0	0	0	8	0	0	0	0	1	2	0	1	0	1	0	1	5	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	3	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
0.03	north12_active	80	2425	2372	626	543	421	877	313	641	144	355	151	402	116	91	72	85	67	63	71	54	66	40	41	94	82	41	34	42	73	27	61	26	19	20	32	35	51	18	10	35	39	2	5	27	8	33	5	5	9	14	6	11	7	3	5	11	3	7	3	7	11	4	3	4	11	1	2	5	9	2	8	1	5	1	6	0	1	1	0	1	1	2	1	11	3	4	4	3	1	0	0	3	0	0	0	0	0	1	3	0	0	0	8	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	4717	3939	1276	989	796	1318	590	1018	322	608	253	583	228	190	148	165	155	123	124	102	127	78	86	158	124	62	67	68	110	51	78	43	38	44	51	44	61	28	21	47	63	20	16	40	21	50	19	10	24	25	12	27	16	15	9	16	12	8	9	10	13	13	12	4	14	2	10	7	25	5	12	6	6	10	5	1	2	3	8	5	4	3	3	15	3	2	5	7	2	2	0	4	0	1	1	2	1	1	3	0	1	0	10	0	1	0	0	0	2	1	0	0	1	0	2	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north13_active	80	2442	2522	626	512	434	866	313	685	152	365	129	366	110	94	69	95	65	60	71	48	63	41	39	105	75	44	33	38	71	22	56	27	18	22	30	35	36	16	8	36	33	4	4	24	14	33	8	6	16	17	9	13	8	7	5	9	3	6	3	6	8	5	5	3	10	0	4	5	18	2	3	2	5	4	4	1	1	2	1	1	1	2	2	14	3	1	5	5	1	0	0	3	0	0	0	0	0	1	3	0	1	0	10	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	4767	3924	1275	1002	795	1389	591	1060	308	638	261	585	212	178	164	164	151	120	119	113	135	75	84	138	125	70	63	73	105	48	69	36	37	43	46	48	71	32	21	38	47	15	20	43	19	38	19	10	25	21	10	22	13	15	10	16	10	6	8	13	21	10	9	6	13	2	7	8	25	4	9	7	4	9	3	2	2	3	9	4	4	3	1	14	3	4	5	6	4	1	1	4	0	0	1	2	1	1	1	0	1	0	2	0	1	2	0	0	2	2	0	0	1	0	1	4	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north14_active	80	2479	2473	631	515	431	948	318	719	146	394	140	369	100	86	82	86	70	53	63	55	75	33	39	85	76	49	36	41	70	26	44	20	22	24	27	31	49	20	12	28	16	5	10	22	13	27	11	4	17	15	6	12	5	9	4	9	4	2	3	9	15	3	4	6	10	0	3	6	20	1	6	1	4	4	2	2	2	2	2	1	0	1	1	13	3	3	5	4	1	0	0	1	0	0	0	0	0	1	1	0	1	0	2	0	0	1	0	0	1	1	0	0	0	0	1	3	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	4787	3798	1251	1042	816	1419	569	1059	320	652	267	616	225	188	152	143	147	138	114	105	135	80	78	132	120	72	66	67	106	47	70	41	40	40	50	52	74	33	25	50	47	14	18	32	18	41	23	12	23	27	13	19	14	18	10	12	8	10	6	12	20	9	10	8	19	3	9	7	17	3	8	4	3	13	2	3	2	3	14	5	3	3	2	10	1	4	3	3	2	0	1	6	0	0	0	2	1	1	1	0	1	0	3	2	1	2	0	0	0	2	0	1	1	0	1	3	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	2516	2392	598	535	421	942	309	713	149	396	132	376	109	88	67	78	68	66	56	47	79	32	42	96	73	45	35	31	64	26	47	25	22	20	27	31	54	17	9	26	19	7	9	13	14	26	14	6	14	21	6	13	7	13	4	6	3	5	3	8	13	5	6	5	12	1	3	5	12	2	5	1	2	6	2	2	2	1	6	1	0	2	1	9	1	3	3	3	0	0	0	1	0	0	0	1	0	1	1	0	1	0	3	0	0	1	0	0	0	1	0	1	0	0	1	3	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	4759	3770	1253	1081	836	1379	546	1013	316	630	313	647	216	180	160	134	149	145	111	111	127	82	90	132	132	77	62	75	128	47	71	46	40	43	48	58	75	50	23	59	37	11	16	30	13	44	21	14	16	25	13	20	14	14	12	11	9	13	7	6	19	8	11	10	15	4	5	10	9	6	15	4	4	12	2	4	3	5	12	4	1	2	3	2	1	2	1	3	3	0	1	6	0	2	0	2	2	1	1	0	3	0	3	2	1	2	0	0	0	1	0	1	0	0	1	3	0	1	0	0	0	0	1	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	2504	2346	590	559	438	918	309	671	126	394	167	421	108	93	87	67	70	78	64	50	78	29	55	89	80	43	37	43	83	25	48	23	25	24	25	28	57	26	7	31	19	7	10	11	8	26	12	7	9	20	5	16	6	10	5	5	3	6	2	4	13	5	7	4	11	3	3	7	5	5	11	2	3	8	2	2	2	3	5	1	0	1	0	1	1	2	1	3	0	0	0	1	0	1	0	1	0	1	1	0	2	0	3	0	0	1	0	0	0	0	0	1	0	0	1	3	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	4791	3759	1231	1039	800	1316	552	967	308	596	315	690	214	171	154	136	145	144	112	103	135	96	95	147	137	80	65	72	131	47	76	53	33	36	55	68	66	39	25	62	50	16	10	38	12	55	17	12	14	31	17	18	18	9	13	17	9	24	7	7	19	8	9	8	17	6	5	10	10	7	13	4	4	13	2	4	4	3	9	2	1	2	3	4	1	1	1	1	2	0	2	7	0	2	0	1	2	1	1	1	2	1	1	8	0	1	0	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	2479	2329	568	533	413	857	307	643	120	389	168	458	111	92	85	69	70	84	62	46	86	43	60	94	84	42	32	43	76	23	46	28	17	21	34	38	45	20	6	35	29	8	6	20	6	39	10	5	8	24	7	15	8	6	6	9	2	15	2	3	16	4	6	1	10	5	2	7	7	6	10	2	3	9	2	2	1	2	4	1	0	2	0	2	1	1	1	0	0	0	1	3	0	1	0	1	0	1	1	0	1	1	1	6	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	4804	3697	1187	1039	786	1329	581	947	327	587	320	682	222	159	154	145	157	146	119	104	128	98	106	159	137	67	71	85	122	39	56	51	28	37	47	57	55	35	25	57	64	24	15	38	18	53	13	14	17	34	15	28	14	5	16	13	11	25	6	5	16	6	8	8	21	9	4	12	12	6	18	4	2	8	4	3	3	3	1	1	2	1	2	3	3	0	4	2	2	1	3	3	0	2	0	0	2	0	1	1	2	1	2	8	1	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
