label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49
0.03	north1_all	80	48213	15267	11541	4668	3082	2148	2180	1050	760	748	426	283	200	191	185	111	74	94	88	36	27	23	12	8	26	8	9	10	6	3	3	2	3	3	1	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0
0.03	north1_active	80	31590	6895	7945	905	1067	903	1533	244	245	466	197	72	44	43	106	54	36	73	73	6	9	6	3	5	20	2	8	7	0	2	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	48518	15466	11502	4639	3039	2129	2196	1011	774	736	408	279	205	204	162	100	72	106	93	42	31	23	11	14	21	8	5	11	3	1	3	2	4	3	1	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0
0.03	north2_active	80	32029	7119	7996	931	1069	929	1517	236	239	450	189	70	43	53	92	56	31	86	75	7	10	6	4	4	16	4	3	8	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	51234	15886	12312	4649	3139	2166	2228	1034	794	779	404	278	206	194	167	113	79	125	101	35	34	20	14	16	17	11	9	10	3	2	2	0	2	4	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0
0.03	north3_active	80	35422	7835	8996	985	1180	1028	1578	267	260	516	194	61	50	45	109	59	36	98	77	5	11	5	6	6	12	3	7	7	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	54890	16424	13027	4686	3181	2169	2430	1049	789	767	444	305	203	189	186	125	83	133	101	33	33	17	11	16	16	12	9	9	5	2	0	0	3	5	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1
0.03	north4_active	80	39763	8488	9915	1054	1267	1073	1842	305	286	527	230	70	55	37	136	61	44	107	77	5	9	2	4	5	11	2	8	7	3	2	0	0	0	1	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	57676	16684	13571	4660	3306	2260	2614	1033	766	749	470	291	193	169	174	139	74	159	109	26	32	20	8	12	21	9	15	4	3	3	2	1	2	4	3	0	0	3	2	0	0	0	1	0	0	0	0	0	0	1
0.03	north5_active	80	43196	9083	10595	1110	1386	1155	2064	324	315	559	242	74	62	33	134	59	41	137	91	4	11	1	3	6	15	1	14	2	3	2	1	1	0	1	3	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	58408	16636	13332	4708	3279	2293	2747	1028	734	813	501	301	204	167	197	137	86	107	108	31	28	17	11	12	19	7	19	3	4	4	2	2	5	3	5	0	0	3	2	0	0	0	0	0	0	0	0	0	0	1
0.03	north6_active	80	44094	9150	10365	1099	1405	1174	2195	327	304	602	243	77	73	37	157	58	39	90	92	6	9	1	2	6	14	1	19	3	4	2	1	1	1	1	5	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	55256	16031	12694	4588	3225	2247	2660	1015	764	798	454	300	216	183	185	135	86	84	98	35	26	21	9	11	16	3	14	2	1	9	2	3	3	2	5	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	40244	8266	9416	1097	1313	1111	2076	305	287	555	199	73	69	43	139	53	39	67	86	6	12	4	1	5	15	1	14	2	1	4	1	1	1	1	5	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	50444	15441	11446	4577	3136	2155	2338	1031	780	800	458	307	215	166	181	114	78	74	80	38	27	20	14	11	10	4	11	2	1	9	0	2	3	1	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	34138	7154	7863	1097	1147	935	1678	271	258	492	179	88	61	43	125	43	30	44	63	6	12	5	1	4	9	1	10	2	1	5	0	0	1	1	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	45432	14660	10396	4524	3008	2091	2107	1009	788	775	407	338	205	152	155	101	79	79	69	40	27	21	13	13	15	5	10	2	0	10	1	1	3	1	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	27917	5893	6479	1125	969	770	1390	229	228	426	145	103	38	34	88	33	27	45	46	6	8	8	0	4	12	0	7	0	0	6	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	41921	14192	9560	4502	2945	1975	1902	969	751	738	410	348	184	145	153	105	80	85	94	42	30	20	13	14	14	5	7	4	1	3	1	1	2	2	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0
0.03	north10_active	80	23322	5131	5492	1148	836	628	1153	203	197	366	130	124	29	35	82	31	28	51	69	9	4	8	0	3	10	0	4	2	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	48340	15280	11116	4575	3108	2181	2166	1000	736	625	423	287	199	175	171	122	93	137	74	41	21	17	14	11	10	11	13	7	1	5	5	0	1	2	0	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0
0.03	north11_active	80	31766	6878	7654	839	1035	921	1534	203	244	390	179	78	54	29	96	56	42	104	60	7	5	5	4	4	9	1	9	6	0	2	1	0	1	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0
0.03	north12_all	80	49637	15371	11634	4595	3125	2197	2111	1028	749	663	404	282	214	180	168	127	104	114	78	44	22	14	18	15	17	9	10	7	5	6	5	0	1	1	4	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0
0.03	north12_active	80	33206	7083	8133	893	1063	931	1474	223	253	418	167	62	56	34	98	61	57	91	64	11	2	4	7	9	15	1	8	7	1	2	0	0	1	0	4	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
0.03	north13_all	80	52715	15716	12433	4593	3178	2226	2238	1001	786	728	434	274	214	192	191	116	101	104	77	43	30	11	23	17	17	6	6	7	6	7	4	0	1	0	4	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0
0.03	north13_active	80	36880	7708	9092	931	1172	1016	1623	253	275	498	201	59	57	43	126	55	59	83	62	10	3	3	14	9	15	0	5	6	1	4	0	0	1	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north14_all	80	55432	16351	12987	4565	3220	2276	2588	1020	810	787	429	273	236	193	183	107	88	97	85	42	31	16	26	20	20	3	5	7	6	3	3	0	1	0	4	2	0	0	0	1	0	0	0	1	0	0	1	0	0	0
0.03	north14_active	80	40327	8589	9856	993	1275	1115	1980	295	310	550	205	49	72	45	128	51	51	80	66	11	7	5	15	12	18	0	4	4	1	2	0	0	1	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north15_all	80	58072	16770	13554	4579	3216	2368	2795	1076	827	811	417	260	236	193	207	106	76	133	88	42	31	22	22	17	18	4	8	6	5	2	2	0	2	0	4	2	0	6	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north15_active	80	43559	9177	10526	1049	1389	1251	2232	344	354	580	227	49	77	54	151	55	38	120	74	6	9	5	13	8	15	0	6	3	1	2	0	0	2	0	4	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	57883	16876	13602	4593	3257	2367	2839	1078	839	843	428	255	222	175	211	97	72	164	88	37	24	26	20	18	16	7	13	5	4	3	0	1	2	0	5	2	0	9	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north16_active	80	43549	9322	10582	1060	1403	1226	2283	333	369	608	218	53	77	52	141	51	38	153	75	5	11	4	11	13	15	1	11	2	1	0	0	0	2	0	5	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	57831	16738	13473	4590	3314	2399	2769	1046	816	852	465	262	212	155	196	103	72	148	87	34	25	30	18	20	8	8	13	3	7	3	1	1	2	0	5	1	0	9	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	43575	9172	10451	1039	1434	1218	2222	332	366	592	246	57	72	42	135	57	43	133	68	6	8	4	8	11	6	1	12	1	2	0	0	0	2	0	5	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	53365	16031	12528	4626	3285	2325	2483	1008	765	830	460	275	199	161	196	105	82	129	75	38	26	26	18	21	10	8	12	3	6	3	3	1	3	0	1	1	0	9	0	0	0	0	0	0	0	0	0	3	0	0
0.03	north18_active	80	37839	7998	9258	1066	1255	1079	1900	274	307	523	224	67	57	47	130	48	40	106	57	9	9	5	6	10	7	1	12	2	2	0	0	0	3	0	1	0	0	9	0	0	0	0	0	0	0	0	0	3	0	0
0.03	north19_all	80	49251	15239	11281	4665	3155	2208	2204	954	709	725	443	290	195	174	183	117	92	125	75	38	27	21	19	17	9	7	7	7	3	2	4	0	2	2	0	1	0	3	0	0	0	0	0	0	0	0	0	3	0	0
0.03	north19_active	80	32342	6754	7773	1145	1062	970	1587	237	244	407	187	73	47	42	112	42	37	95	49	14	9	6	4	5	6	2	7	4	1	0	1	0	1	1	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0
0.03	north20_all	80	48337	15037	10835	4586	3157	2189	2080	993	743	733	413	292	196	174	191	104	105	126	66	38	26	15	14	13	17	5	7	23	1	2	6	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0
0.03	north20_active	80	31181	6512	7284	1128	1054	962	1441	249	234	439	166	72	53	38	112	36	41	93	46	14	6	6	4	3	13	1	7	20	1	0	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
0.03	south21_all	80	33937	16981	8311	4621	5813	3677	1441	1872	964	562	368	300	216	150	117	92	69	179	36	66	50	20	51	7	18	12	6	4	2	8	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	7571	9525	3765	1382	4654	2811	511	1502	600	203	99	133	34	44	23	32	27	149	13	59	40	5	46	3	15	5	2	2	1	4	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	33933	16805	8255	4636	5611	3538	1420	1856	931	540	400	313	227	164	127	98	73	173	33	60	62	20	90	5	17	9	7	4	2	6	2	2	2	15	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_active	80	7342	9220	3606	1302	4447	2643	468	1472	585	194	115	142	41	44	19	29	31	144	12	52	52	3	75	2	15	3	2	2	1	2	2	2	1	13	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	33849	16410	8131	4520	5235	3175	1394	1694	943	527	401	327	234	165	134	106	79	123	40	53	61	24	79	12	17	8	6	6	8	2	4	1	2	14	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_active	80	6872	8498	3343	1165	4008	2275	409	1280	569	170	107	136	47	41	23	29	26	97	10	44	51	6	65	3	14	0	3	4	8	1	4	1	1	12	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	34019	15844	7998	4498	5194	3012	1382	1674	912	509	402	316	225	175	139	101	73	117	41	60	68	22	55	12	28	9	4	7	9	2	6	1	2	12	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_active	80	6506	7875	3089	1095	3883	2087	384	1220	510	164	122	141	44	38	23	21	19	90	13	52	59	6	41	3	25	1	2	4	8	1	4	1	1	12	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	34258	15752	7940	4455	5114	3036	1421	1632	942	549	389	313	215	167	139	106	87	120	57	63	41	18	22	16	23	13	5	4	13	1	5	1	0	3	5	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	6603	7742	3026	1079	3781	2121	407	1160	516	187	118	135	44	35	29	21	21	93	14	55	33	7	21	6	22	4	4	2	12	1	3	1	0	3	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	34276	15828	8053	4572	5238	3128	1425	1612	903	549	405	316	199	163	132	101	74	125	60	54	37	21	21	13	31	13	6	4	25	1	7	1	0	3	5	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	6631	7749	3087	1082	3912	2228	421	1155	469	184	118	132	38	34	36	16	16	100	14	49	28	6	20	5	30	4	6	2	24	1	5	1	0	3	5	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	34438	15805	8026	4618	5174	3178	1445	1604	908	532	400	311	179	147	137	116	79	139	55	67	36	19	17	16	26	13	4	4	25	1	6	1	1	3	3	2	0	2	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south27_active	80	6700	7753	3066	1082	3859	2256	426	1196	477	181	119	120	28	34	35	16	17	118	12	60	26	5	16	8	23	4	4	3	24	1	5	1	0	3	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	34313	15804	7890	4640	5116	3130	1419	1630	866	518	404	281	187	158	132	121	78	109	46	61	42	24	23	21	33	9	6	3	26	0	5	1	1	3	1	1	1	1	13	0	1	0	0	0	1	0	0	0	0	0
0.03	south28_active	80	6572	7742	3045	1098	3824	2222	430	1221	444	168	126	106	27	36	35	19	18	90	9	53	34	10	21	11	30	1	4	3	24	0	5	1	0	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	34232	15753	7939	4662	5158	3127	1445	1665	868	535	390	263	200	161	128	120	92	131	40	62	40	22	23	15	28	6	3	4	13	0	3	1	1	3	0	0	1	0	13	0	1	0	0	0	1	0	0	0	0	0
0.03	south29_active	80	6487	7682	3125	1141	3894	2212	447	1241	471	175	131	97	33	36	35	20	24	109	6	52	33	8	21	8	24	1	1	3	11	0	2	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	33936	15973	7973	4593	5096	3077	1412	1745	908	520	399	276	214	161	118	111	99	115	48	68	43	28	26	17	22	6	6	3	6	4	4	2	1	6	0	1	1	0	13	0	1	0	0	0	1	0	0	0	0	0
