label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49
0.03	north1_all	80	42612	12623	7879	5658	3656	3279	1857	1228	634	945	653	366	324	149	188	206	105	66	38	25	41	12	18	10	24	14	3	3	4	1	5	0	1	2	3	0	1	1	2	0	0	0	1	1	0	0	1	0	0	0
0.03	north1_active	80	23574	5939	4025	3118	2051	2001	1056	691	276	640	410	207	166	68	114	138	57	33	21	9	31	4	10	5	9	14	1	3	0	0	5	0	1	1	2	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0
0.03	north2_all	80	44023	12824	7850	5806	3696	3376	1946	1201	633	982	663	379	327	164	207	210	121	67	42	23	45	16	15	13	18	15	7	2	4	2	4	1	1	2	2	0	2	2	2	0	0	0	1	1	0	0	1	1	0	0
0.03	north2_active	80	24543	6075	4044	3241	2089	2064	1148	655	291	634	395	214	173	76	121	142	70	35	20	10	36	5	8	8	9	13	4	2	1	0	4	0	1	1	2	0	1	1	2	0	0	0	0	1	0	0	1	0	0	0
0.03	north3_all	80	45503	13181	7962	5973	3860	3511	2044	1281	627	1034	718	395	346	164	214	215	138	73	41	32	50	26	17	28	15	19	8	2	2	1	6	1	1	2	2	0	2	3	2	0	0	0	1	1	0	0	1	1	0	0
0.03	north3_active	80	25709	6373	4141	3412	2215	2178	1231	688	291	653	435	218	190	77	124	135	83	38	16	10	39	9	8	18	4	17	5	1	1	0	4	0	1	1	2	0	1	1	2	0	0	0	0	1	0	0	1	0	0	0
0.03	north4_all	80	46501	13231	8237	6112	4121	3622	2077	1321	620	1151	743	407	359	148	225	200	147	72	41	28	45	27	17	33	8	25	8	2	2	1	7	1	0	1	1	0	1	3	0	0	0	0	1	0	0	0	0	1	0	0
0.03	north4_active	80	26634	6455	4369	3542	2409	2256	1237	720	286	719	469	230	213	64	136	125	93	35	16	9	30	8	5	22	2	11	5	0	1	0	3	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	47262	13290	8407	6127	4135	3647	2145	1324	637	1151	775	401	371	148	210	209	146	74	31	31	46	32	14	43	12	18	7	2	2	2	6	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north5_active	80	27393	6485	4438	3628	2372	2282	1276	731	308	732	513	231	227	62	129	143	94	39	13	10	23	11	2	28	3	5	5	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	46851	13290	8341	6082	4100	3663	2175	1340	637	1184	771	424	386	133	235	179	134	66	30	29	40	31	16	43	16	17	5	2	3	2	7	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north6_active	80	27218	6489	4372	3592	2321	2252	1265	758	313	760	515	250	246	56	147	114	81	38	14	12	21	12	5	28	7	5	4	0	2	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	47185	13294	8265	6142	4063	3672	2134	1296	654	1167	758	444	370	140	254	189	134	68	30	27	41	26	17	30	15	7	3	4	2	5	8	0	0	1	2	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0
0.03	north7_active	80	27427	6469	4350	3565	2286	2217	1234	746	318	748	473	266	219	55	175	124	72	42	16	12	18	10	6	15	8	6	2	2	2	2	6	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	47477	13301	8313	6284	3982	3766	2157	1358	664	1127	754	427	310	133	269	238	127	60	39	33	43	26	20	18	13	7	5	5	2	5	8	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
0.03	north8_active	80	27421	6550	4346	3619	2262	2327	1243	771	293	697	461	257	179	56	174	159	70	34	28	14	20	12	13	6	7	6	3	2	2	3	7	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	47705	13260	8302	6531	4004	3748	2171	1418	694	1083	755	432	323	124	249	255	133	54	43	35	40	19	22	17	8	12	7	8	3	5	8	0	0	0	6	1	1	0	0	0	0	0	0	0	2	0	0	0	1	0
0.03	north9_active	80	27691	6511	4305	3774	2315	2347	1268	811	308	669	435	283	168	49	147	160	73	27	28	16	19	7	14	7	5	10	2	4	1	4	8	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north10_all	80	47661	13148	8427	6618	4019	3762	2201	1388	694	1163	748	433	309	133	233	260	144	50	57	37	38	19	19	14	11	13	6	8	3	5	4	0	1	0	4	2	1	0	1	0	0	0	0	0	2	0	0	0	0	0
0.03	north10_active	80	27708	6435	4349	3905	2368	2358	1307	792	304	765	431	282	165	51	108	170	86	25	36	16	20	5	14	7	4	9	2	4	1	3	2	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north11_all	80	46174	13285	8325	6158	3919	3605	1947	1380	658	1044	724	437	362	135	212	193	154	61	36	21	52	20	13	19	8	14	5	5	2	5	5	2	1	0	2	2	0	2	0	3	1	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	26552	6431	4394	3570	2230	2232	1140	803	324	658	451	270	200	59	139	112	83	31	16	12	32	12	5	10	4	6	1	3	0	3	4	0	0	0	2	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	46929	13547	8381	6400	3929	3650	2028	1407	648	1131	704	392	358	133	214	199	163	62	36	25	55	23	18	22	22	10	11	5	2	2	7	4	2	0	3	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1
0.03	north12_active	80	27020	6560	4390	3717	2249	2208	1191	833	320	726	437	234	203	64	138	120	99	33	20	14	37	18	7	14	17	5	3	4	0	0	6	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	46983	13557	8491	6398	3917	3751	2091	1445	620	1108	720	403	373	129	231	210	144	65	38	22	51	19	18	17	22	7	13	2	1	1	6	4	2	0	3	2	1	0	0	0	1	0	0	0	0	0	0	0	0	1
0.03	north13_active	80	27115	6608	4477	3674	2237	2231	1228	851	294	689	443	233	215	60	154	132	88	35	21	13	29	15	9	8	18	5	5	2	0	0	6	1	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	47247	13499	8591	6332	3914	3635	2142	1428	615	1119	717	412	353	131	203	211	130	62	40	27	48	20	17	18	25	8	11	3	5	1	8	4	2	1	1	1	1	0	0	0	0	0	0	0	2	0	0	0	0	1
0.03	north14_active	80	27295	6628	4568	3653	2215	2120	1223	844	284	723	444	226	198	61	126	143	75	33	21	16	28	16	8	14	15	6	6	3	2	1	8	1	0	1	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0
0.03	north15_all	80	47344	13580	8615	6219	4082	3639	2145	1341	610	1141	715	416	365	137	200	212	117	59	39	35	42	15	17	17	16	9	8	3	5	4	8	1	1	1	0	1	1	0	0	0	0	1	0	0	2	0	0	0	0	0
0.03	north15_active	80	27574	6648	4640	3619	2315	2172	1230	765	287	730	450	221	210	51	126	150	67	30	22	19	24	11	8	13	3	6	6	3	2	2	7	0	0	1	0	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0
0.03	north16_all	80	47202	13389	8456	6190	4018	3580	2124	1312	641	1146	753	403	356	141	213	207	136	56	44	40	32	16	21	22	16	18	6	5	7	5	12	0	2	1	0	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0
0.03	north16_active	80	27515	6624	4542	3634	2253	2170	1195	755	320	744	467	223	209	58	128	139	77	27	23	20	15	10	12	12	3	11	4	5	4	3	6	0	0	1	0	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0
0.03	north17_all	80	47197	13414	8413	6182	4139	3651	2171	1291	646	1207	717	404	321	133	201	187	129	51	51	45	37	15	27	24	15	21	7	3	3	5	16	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
0.03	north17_active	80	27395	6545	4508	3573	2338	2270	1222	724	322	769	428	237	185	53	111	112	73	30	26	25	23	9	16	9	3	12	4	3	2	2	10	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
0.03	north18_all	80	47350	13319	8416	6252	4095	3712	2125	1320	620	1197	689	414	335	155	227	190	139	44	59	33	39	17	24	24	5	18	5	4	5	5	16	0	1	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0
0.03	north18_active	80	27350	6507	4524	3583	2322	2282	1202	741	306	770	418	253	197	73	125	107	82	26	25	20	20	11	16	7	3	12	3	3	3	2	10	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
0.03	north19_all	80	47285	13318	8453	6368	4152	3813	2140	1367	617	1131	709	415	353	162	218	202	105	45	50	23	43	18	28	20	8	21	5	5	3	2	15	1	0	1	1	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	27239	6437	4538	3637	2357	2336	1265	764	286	731	429	248	217	81	126	112	65	29	19	15	18	9	13	11	3	18	3	3	1	1	10	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	47354	13415	8508	6299	4103	3861	2149	1377	591	1126	655	413	352	180	202	222	112	43	43	27	36	20	25	20	16	24	3	5	4	2	0	2	5	1	1	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0
