label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47
0.03	north1_all	80	33297	21547	8826	5694	2635	1647	2144	1383	687	491	688	758	211	206	139	211	119	97	40	30	36	17	18	11	12	7	9	12	2	2	1	2	2	2	0	1	0	1	1	0	0	0	1	0	0	1	0	0
0.03	north1_active	80	16548	13017	4847	3095	1239	739	1298	788	372	228	407	472	95	114	63	158	73	56	19	13	19	13	7	4	7	3	3	3	1	0	1	0	1	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0
0.03	north2_all	80	33060	21106	8757	5594	2578	1664	2113	1376	667	487	700	674	220	202	128	203	108	95	44	29	43	19	18	8	13	6	9	10	4	3	1	2	2	2	0	2	0	1	1	0	0	0	1	0	0	1	0	0
0.03	north2_active	80	16165	12729	4766	3038	1171	726	1247	782	360	218	417	448	102	108	60	145	68	54	22	15	21	13	7	2	8	3	5	1	1	0	1	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0
0.03	north3_all	80	32702	21412	8900	5615	2539	1653	2062	1380	663	480	679	669	224	240	115	202	87	103	37	35	44	22	19	10	16	5	7	5	5	2	1	3	3	1	0	1	0	1	1	0	0	0	1	0	0	0	0	0
0.03	north3_active	80	16000	12916	4825	3158	1151	727	1264	796	343	212	402	424	105	137	51	143	49	70	20	20	23	13	8	2	9	2	5	1	1	0	1	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0
0.03	north4_all	80	32853	21194	8953	5606	2603	1652	2032	1431	684	476	719	625	229	249	119	172	115	120	45	38	42	25	18	14	12	2	8	5	7	2	2	2	3	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	16057	12686	4881	3165	1199	717	1195	829	327	212	441	396	120	152	52	112	70	85	25	22	25	11	8	3	5	1	2	1	3	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	33060	21150	8903	5480	2632	1667	2057	1390	681	472	702	592	211	276	116	161	120	138	45	36	33	34	18	14	10	3	10	3	5	6	1	2	3	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0
0.03	north5_active	80	16194	12641	4804	3038	1214	727	1212	805	319	209	432	365	115	178	47	93	69	99	25	21	20	19	9	4	3	1	1	1	2	5	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0
0.03	north6_all	80	33236	21128	8976	5666	2660	1707	2105	1397	684	491	694	605	205	271	138	179	141	147	50	32	30	32	16	8	6	7	12	5	4	9	3	1	2	1	1	0	1	0	0	0	0	0	0	0	0	0	3	0
0.03	north6_active	80	16495	12500	4901	3142	1227	760	1279	798	332	218	425	383	105	166	64	100	83	111	28	16	20	16	7	3	1	4	2	1	2	6	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	3	0
