label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43
0.03	north1_all	80	33704	16330	7786	7872	3383	2063	1341	1051	724	942	880	309	205	335	138	154	81	138	128	31	23	55	25	11	21	14	11	10	3	3	2	1	3	2	3	1	0	0	0	0	0	0	0	0
0.03	north1_active	80	7632	8611	2915	5930	1728	444	367	457	136	683	747	94	32	257	26	101	36	119	92	7	6	46	4	4	11	10	10	9	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	33581	15999	7695	7667	3261	2030	1374	1060	750	918	812	307	219	292	136	133	80	125	161	34	24	40	24	10	23	12	9	13	2	2	1	0	4	3	2	1	0	0	0	0	0	0	0	0
0.03	north2_active	80	7009	8048	2798	5645	1581	413	364	420	129	649	672	98	36	225	31	91	31	106	129	10	7	35	3	3	14	9	9	11	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	33626	16168	7642	7629	3244	2021	1377	1075	724	882	816	291	223	270	119	120	70	114	139	35	29	31	19	11	13	2	10	10	4	1	1	0	3	2	2	1	0	0	0	0	0	0	0	0
0.03	north3_active	80	6971	8129	2746	5593	1592	429	362	421	130	655	671	93	37	200	25	92	23	94	120	9	10	28	1	2	8	1	9	8	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	33470	15950	7721	7480	3347	2051	1424	1047	712	927	875	285	213	264	127	114	72	95	101	30	27	23	15	11	15	5	11	14	4	1	1	0	2	3	0	0	0	2	0	1	0	0	0	0
0.03	north4_active	80	7026	8048	2836	5413	1640	420	367	406	133	661	727	95	40	196	29	84	25	76	85	7	8	22	2	2	10	3	10	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	33579	15881	7749	7355	3412	2026	1433	1095	703	949	898	301	193	263	116	124	62	97	75	28	30	43	20	16	12	7	15	11	6	1	2	0	3	1	0	0	0	2	0	1	0	0	0	0
0.03	north5_active	80	7017	8057	2815	5306	1675	401	372	404	125	689	739	98	30	179	27	90	15	67	65	6	14	39	5	4	9	3	14	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	33604	15878	7789	7479	3502	1949	1418	1097	711	914	868	312	197	251	129	122	64	109	82	29	30	67	22	21	13	10	9	4	5	2	1	0	2	2	0	0	0	2	0	1	0	0	0	0
0.03	north6_active	80	7018	8051	2830	5393	1716	373	370	399	121	657	700	94	30	175	30	79	23	78	70	8	15	62	6	6	9	5	8	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
