label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76
0.03	north6_all	80	4485	3906	1259	849	597	710	391	372	236	709	164	116	115	107	190	98	57	89	62	65	37	46	31	39	20	34	16	26	10	10	4	10	3	6	7	3	4	13	2	2	7	2	2	2	1	1	1	0	11	11	0	4	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north6_active	80	1273	3015	287	290	152	499	172	234	89	654	60	28	35	54	168	62	9	72	45	49	22	32	23	31	9	31	12	18	4	3	1	2	0	2	2	1	0	10	0	2	7	1	1	2	0	0	0	0	11	11	0	4	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north7_all	80	4457	3853	1249	861	611	671	376	413	240	760	173	112	114	94	202	92	55	108	69	72	35	39	27	45	23	36	24	20	11	11	6	10	5	5	6	4	5	12	3	4	8	1	2	1	2	1	2	0	2	11	1	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north7_active	80	1260	2939	284	295	147	450	173	260	92	701	59	28	40	46	177	63	6	90	47	55	18	27	19	35	10	30	18	16	5	2	1	2	0	1	2	0	1	10	0	4	8	1	1	1	2	0	0	0	2	11	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north8_all	80	4463	3897	1243	827	646	700	385	417	239	838	170	108	109	94	214	99	51	101	83	66	35	40	29	45	20	24	26	20	17	8	7	9	5	4	4	5	4	15	5	5	8	1	0	1	3	3	3	0	3	6	2	1	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	1295	3008	271	294	158	489	176	273	90	783	58	25	41	43	185	66	7	81	51	50	21	23	22	34	11	19	20	13	9	1	1	2	0	1	0	0	3	13	1	5	8	1	0	1	3	0	0	0	3	6	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	4417	4241	1263	835	649	724	394	443	233	986	163	122	117	108	244	106	57	108	89	60	36	38	28	46	17	38	37	17	15	8	7	9	7	2	6	3	3	7	5	4	14	0	0	1	4	2	2	0	3	6	2	0	1	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north9_active	80	1362	3385	273	310	154	525	174	293	95	936	64	32	37	51	215	80	11	89	58	43	19	21	23	38	10	35	32	8	7	1	1	2	1	1	0	0	3	6	1	3	13	0	0	0	4	0	0	0	3	6	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	4534	4260	1234	870	621	774	395	455	238	958	166	121	124	96	212	119	59	100	95	54	38	43	39	54	14	48	36	21	15	11	5	9	5	2	8	2	4	6	2	3	16	1	1	1	4	2	2	0	3	0	1	1	1	1	1	1	1	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north10_active	80	1371	3446	258	324	152	575	180	322	98	905	69	34	39	47	183	90	13	78	62	33	24	19	34	48	8	44	30	13	7	1	1	2	2	1	0	0	4	5	1	2	15	0	0	0	4	0	0	0	3	0	0	1	0	1	1	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	4594	4313	1297	875	667	743	393	391	234	904	159	115	120	96	215	102	54	112	65	53	34	33	31	67	18	41	36	24	11	10	7	4	9	7	8	3	2	28	2	4	4	5	0	1	2	1	0	1	14	0	1	1	0	2	0	2	5	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	1337	3500	281	340	164	555	198	292	108	835	72	29	39	56	186	72	13	91	51	37	17	21	23	56	6	31	32	18	6	1	2	3	2	1	0	1	1	27	0	2	4	1	0	1	1	0	0	0	14	0	0	0	0	2	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	4596	4424	1307	876	637	725	407	397	232	1017	174	126	104	91	214	93	46	121	71	48	41	40	32	73	16	34	37	29	13	10	6	3	9	4	9	4	3	18	3	3	4	3	0	1	3	1	0	0	0	0	0	2	1	2	0	2	4	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	1397	3587	296	360	150	528	199	286	104	942	80	29	45	51	191	62	13	97	54	36	22	27	24	56	5	27	33	23	7	1	1	3	1	1	0	2	2	15	0	2	4	1	0	1	3	0	0	0	0	0	0	0	0	2	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	4642	4319	1306	858	631	762	374	397	240	942	186	127	95	103	217	103	55	121	72	51	45	58	32	73	19	21	32	27	16	16	7	3	9	3	9	6	2	29	4	2	2	3	0	2	2	1	0	1	0	3	0	1	1	4	0	3	4	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	1378	3436	304	345	148	554	179	291	101	880	83	29	44	64	197	69	11	99	55	38	24	42	23	61	7	18	27	21	9	5	2	3	1	1	1	2	2	25	0	1	1	1	0	1	2	0	0	0	0	3	0	0	0	2	0	1	4	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	4660	4111	1296	858	628	735	392	379	244	785	174	139	98	100	193	106	57	119	73	44	44	50	25	71	19	19	23	30	14	14	7	3	9	3	6	6	3	35	4	3	2	2	0	3	2	0	1	1	1	4	1	1	1	3	0	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north14_active	80	1300	3152	317	336	137	507	187	253	90	726	65	30	40	59	167	67	14	93	50	33	23	35	19	59	10	18	19	21	8	5	2	2	3	1	1	2	3	31	0	2	1	2	0	2	2	0	0	0	1	4	0	0	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	4656	3795	1237	813	638	713	355	369	258	622	163	153	93	106	175	98	68	100	67	44	42	44	27	76	20	19	19	19	15	11	8	5	6	3	4	8	1	31	4	3	2	1	2	4	0	1	2	1	1	4	1	0	0	2	0	1	2	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1
0.03	north15_active	80	1223	2805	310	291	141	479	169	231	102	557	59	41	28	57	144	62	16	77	41	30	19	34	19	64	10	18	11	14	10	4	2	2	3	0	1	2	1	29	1	1	1	1	0	2	0	0	1	0	1	4	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north16_all	80	4596	3586	1236	837	668	644	358	359	254	616	155	142	103	111	183	99	64	92	63	40	36	28	32	50	19	17	19	16	16	5	9	7	7	3	1	5	4	17	4	4	2	1	3	3	1	1	3	1	1	2	1	0	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1
0.03	north16_active	80	1191	2648	311	300	135	417	151	227	99	544	65	37	34	50	147	65	21	66	34	26	10	18	17	45	11	14	13	8	10	1	2	3	3	0	0	0	3	17	1	1	1	1	0	1	1	0	1	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north17_all	80	4447	3835	1212	804	643	658	396	378	241	734	154	139	106	112	198	107	61	119	81	48	34	45	33	53	20	27	24	18	13	5	9	7	6	3	3	6	3	8	5	5	4	2	3	2	1	1	3	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1
0.03	north17_active	80	1229	2966	294	309	147	437	172	255	98	661	70	39	32	47	167	77	19	97	47	35	12	33	17	46	12	23	18	12	7	1	2	2	1	0	0	1	2	8	1	0	4	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north18_all	80	4529	4082	1173	874	657	681	406	441	232	833	156	127	118	119	218	105	66	115	86	49	31	54	39	46	21	40	21	21	12	8	11	6	8	1	6	7	3	5	4	4	6	3	1	2	3	0	1	0	1	9	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	1335	3240	267	351	157	469	177	300	95	770	77	34	35	59	188	77	22	94	53	34	14	41	22	38	12	36	14	13	7	2	5	2	2	0	0	3	2	4	0	0	5	1	0	1	3	0	0	0	1	7	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	4553	4380	1193	894	665	700	419	451	220	909	161	150	127	104	211	112	59	124	88	60	31	52	35	51	24	42	19	25	14	10	11	6	4	4	6	5	0	2	5	5	8	3	3	2	4	1	0	0	1	17	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	1418	3544	271	375	181	495	203	303	91	848	75	40	35	55	190	87	14	105	59	41	15	40	21	41	12	38	13	17	10	3	7	3	1	1	0	3	0	1	1	1	6	1	0	1	4	0	0	0	1	16	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	4711	4454	1214	908	652	754	390	481	237	821	171	135	127	92	245	101	55	116	75	46	27	41	36	53	18	49	18	23	13	11	10	9	3	8	5	2	0	2	5	5	8	2	3	2	5	1	0	0	3	16	0	7	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0
0.03	north20_active	80	1467	3604	258	363	179	537	199	336	99	765	80	38	39	47	218	73	12	94	56	24	16	29	28	47	9	47	12	15	8	3	8	3	1	2	0	2	0	1	1	2	6	1	1	1	5	0	0	0	3	16	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
0.03	south21_all	80	4715	4502	1266	904	684	777	394	447	233	948	182	130	100	109	186	85	66	103	58	83	40	33	32	74	22	30	30	22	14	6	6	10	6	1	2	5	3	22	1	3	10	0	2	2	0	1	0	0	20	18	0	1	1	2	1	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	1412	3662	284	384	167	558	212	321	98	885	89	36	36	57	165	56	14	76	40	63	17	24	22	65	5	23	23	20	9	3	5	2	2	1	0	3	2	22	0	1	9	0	1	1	0	0	0	0	19	18	0	0	0	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	4762	4280	1281	883	666	805	377	437	262	944	178	139	104	97	192	90	70	108	50	81	42	45	34	65	20	22	26	22	14	15	7	12	5	4	3	5	3	22	2	2	9	4	2	2	1	1	0	0	19	1	0	0	1	12	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
0.03	south22_active	80	1433	3444	273	366	167	600	185	317	119	877	82	34	37	55	168	56	16	87	37	56	23	33	22	59	4	12	23	20	7	6	4	3	1	1	0	3	3	22	0	1	9	4	0	2	0	0	0	0	19	1	0	0	0	11	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	4719	4244	1217	899	651	803	378	447	264	962	175	129	108	94	205	85	67	132	66	64	42	50	37	66	19	26	20	23	12	14	7	10	4	5	4	6	4	19	3	3	9	4	1	2	1	1	0	0	13	1	0	0	1	12	0	0	6	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south23_active	80	1435	3365	263	360	160	590	184	325	125	898	82	32	33	46	179	57	12	117	49	49	21	39	24	62	6	18	17	22	5	4	4	4	1	1	0	3	2	19	0	2	9	4	0	2	0	0	0	0	13	1	0	0	0	11	0	0	6	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	4585	4252	1270	849	656	823	393	479	260	1022	181	125	116	100	239	97	47	134	68	69	39	54	35	49	21	30	17	22	14	14	7	10	3	6	7	8	4	7	3	3	8	4	1	1	1	1	1	0	12	1	0	0	1	12	1	0	6	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south24_active	80	1395	3355	274	312	150	601	181	346	119	965	87	29	32	54	208	71	8	120	50	51	21	43	25	46	7	22	13	19	5	4	3	4	0	1	0	3	2	7	1	2	8	4	0	1	0	0	0	0	12	1	0	0	0	11	0	0	6	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	4552	4317	1261	871	659	791	389	497	244	1023	177	116	117	104	218	116	35	142	66	60	38	51	29	68	19	42	23	17	14	10	7	10	4	3	7	8	2	2	2	3	1	4	0	0	1	2	1	0	4	4	0	0	0	0	1	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	1415	3406	270	333	148	572	194	362	117	967	89	31	31	53	189	93	5	115	50	50	20	44	18	63	5	35	19	15	7	3	4	3	1	1	0	1	0	2	1	2	1	2	0	0	0	1	0	0	4	4	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	4510	4392	1260	869	649	790	429	460	229	934	160	119	112	111	209	106	38	110	52	75	37	55	27	75	20	52	22	13	15	9	7	8	6	5	8	5	2	2	2	2	3	3	1	0	1	1	2	0	4	10	0	0	0	0	1	0	6	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	1388	3530	279	319	150	580	200	328	101	883	67	31	34	57	177	87	7	83	38	59	19	41	16	69	5	45	17	9	8	2	5	1	2	2	0	1	0	2	1	1	3	1	0	0	0	1	0	0	4	9	0	0	0	0	0	0	6	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	4534	4374	1256	860	643	786	433	441	242	824	172	130	109	117	197	120	43	121	63	68	39	50	27	62	20	52	18	13	11	14	6	14	5	2	3	2	1	5	0	3	6	3	1	1	1	1	1	0	5	11	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south27_active	80	1415	3520	276	352	143	583	214	315	108	773	67	33	39	67	172	93	11	94	46	57	20	31	19	56	6	46	14	10	5	4	5	4	2	1	0	0	0	4	0	0	6	1	0	0	0	1	0	0	5	8	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	4595	4367	1263	864	633	770	411	416	254	807	174	135	97	116	210	111	57	105	59	61	42	48	34	50	23	60	16	17	8	13	4	13	6	2	4	3	1	13	2	3	6	1	3	1	3	2	1	0	5	12	0	0	0	0	0	0	0	0	8	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south28_active	80	1427	3508	287	344	141	572	210	287	111	756	70	38	37	69	189	85	12	90	44	47	16	26	27	47	9	51	13	13	3	5	2	4	2	1	0	0	0	11	1	0	6	1	0	0	3	1	0	0	5	9	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	4644	4219	1255	905	624	751	373	432	254	831	173	137	104	107	241	110	50	105	55	61	40	52	40	44	21	36	16	24	11	16	8	13	7	5	3	2	1	13	3	3	6	1	5	2	3	1	0	0	1	4	0	0	0	1	0	0	0	0	15	0	0	2	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south29_active	80	1428	3386	299	357	135	565	180	298	112	782	73	33	42	64	222	77	11	94	37	50	14	31	34	41	9	29	14	22	5	7	2	4	1	2	1	0	1	11	2	0	6	1	0	0	3	0	0	0	1	1	0	0	0	1	0	0	0	0	15	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	4598	4191	1205	867	612	749	351	451	257	888	161	135	101	105	250	106	54	98	43	63	36	40	44	52	18	45	20	22	14	11	7	8	9	6	5	6	1	11	4	3	0	3	5	1	3	1	0	1	1	1	0	0	0	1	1	0	0	0	7	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_active	80	1397	3347	282	339	139	554	176	306	116	842	72	35	36	62	232	71	13	88	28	48	11	26	37	49	7	38	17	21	7	5	0	2	2	3	1	3	1	9	2	0	0	1	0	0	3	0	0	0	1	1	0	0	0	1	1	0	0	0	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	4586	4364	1288	865	607	782	382	437	269	869	140	129	121	109	214	101	60	121	62	59	34	59	35	72	16	33	25	21	9	6	16	12	8	10	6	6	5	8	0	2	7	2	1	2	5	2	1	1	7	0	0	0	0	0	0	0	3	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south31_active	80	1448	3492	289	342	134	558	188	298	107	816	66	30	36	68	179	65	11	107	48	46	17	45	22	64	8	25	20	18	3	0	12	7	4	5	1	1	5	8	0	1	7	1	0	1	4	1	1	0	7	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	4627	4441	1284	870	590	770	392	449	271	816	141	132	113	110	270	106	62	132	62	53	41	58	30	70	15	38	24	31	10	6	9	11	7	10	2	6	3	6	0	3	6	3	1	3	7	2	1	1	4	3	1	0	1	5	0	0	1	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south32_active	80	1438	3621	264	348	129	566	198	315	117	767	58	31	32	70	233	73	15	115	47	43	18	46	18	61	9	32	19	27	3	0	5	5	3	5	1	1	3	6	0	2	5	1	0	1	6	1	1	0	4	3	1	0	0	5	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	4522	4406	1287	884	589	817	384	483	259	876	156	131	112	102	253	104	61	147	65	50	41	67	33	62	5	33	20	33	9	5	5	8	6	10	2	4	3	17	0	4	13	2	2	4	6	2	1	1	5	3	1	0	1	5	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
0.03	south33_active	80	1431	3570	266	374	143	575	204	329	103	826	68	35	37	63	224	71	17	123	48	42	15	50	21	55	2	28	14	30	3	1	2	3	2	5	2	1	3	16	0	2	12	1	1	2	5	1	1	0	5	3	1	0	0	5	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south34_all	80	4450	4382	1267	874	567	820	429	470	255	859	148	129	99	102	236	107	61	129	74	60	48	55	32	46	10	28	15	25	9	3	7	12	5	9	6	5	1	18	1	2	11	2	2	3	7	2	0	1	5	3	1	0	2	5	0	1	5	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0
0.03	south34_active	80	1383	3516	265	359	135	591	220	326	102	807	59	28	35	61	207	81	14	105	53	51	24	41	24	36	4	26	8	21	4	1	0	2	1	3	4	2	1	17	0	1	10	1	1	1	6	1	0	0	5	3	1	0	0	5	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south35_all	80	4509	4265	1279	881	592	805	414	447	228	901	167	117	95	112	195	97	50	129	82	72	45	52	41	55	14	25	13	21	9	7	9	9	6	12	7	5	2	22	2	2	11	0	2	3	6	2	0	1	4	4	1	0	1	3	0	1	4	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south35_active	80	1435	3415	298	362	147	579	205	317	84	839	61	28	39	65	170	74	8	98	60	60	24	34	34	46	3	23	9	17	4	2	3	1	2	3	4	3	2	20	0	1	11	0	1	1	4	1	0	0	4	4	0	0	0	3	0	1	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south36_all	80	4543	4375	1274	856	600	761	413	422	235	907	172	104	108	105	217	99	48	104	84	69	38	43	45	49	21	30	19	16	11	9	10	10	7	6	6	4	4	40	2	1	4	1	2	2	6	2	1	1	9	1	1	0	1	3	0	3	2	0	0	1	1	1	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south36_active	80	1406	3534	322	358	136	550	199	306	97	835	63	22	42	57	187	74	9	78	63	56	24	30	34	41	7	23	14	12	5	1	4	1	3	1	3	3	3	38	0	0	4	1	0	1	3	1	0	0	9	1	0	0	0	3	0	2	2	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	4506	4418	1261	900	630	766	400	415	231	848	172	110	112	107	208	106	47	107	77	61	37	53	37	58	25	32	17	15	14	8	6	6	7	8	2	3	4	44	3	2	13	2	2	2	6	1	1	0	5	1	1	0	0	3	0	3	0	0	0	1	1	1	3	0	0	0	0	1	0	0	0	1	0	0	0	0	0
0.03	south37_active	80	1370	3576	311	364	153	569	194	296	105	778	63	23	47	52	183	75	9	84	62	50	23	38	28	51	9	25	13	11	7	1	4	0	2	1	1	2	3	42	0	0	13	1	0	1	3	1	0	0	5	1	0	0	0	3	0	2	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south38_all	80	4471	4398	1209	902	639	770	395	405	237	820	176	119	113	106	206	111	48	95	76	52	38	50	40	79	21	42	25	17	18	5	5	4	9	5	1	6	6	45	2	2	13	2	3	3	4	0	1	0	5	2	0	0	0	0	0	3	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
0.03	south38_active	80	1355	3573	289	358	164	568	196	286	107	757	77	25	41	57	177	75	11	80	66	42	18	33	27	72	9	33	20	13	8	0	2	1	2	1	0	2	5	43	1	0	13	1	0	3	2	0	0	0	5	2	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south39_all	80	4455	4293	1224	904	662	762	420	416	223	817	175	127	111	107	232	110	58	91	74	51	37	45	40	80	15	39	31	18	15	6	8	5	10	5	4	8	7	18	4	2	15	2	2	2	4	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south39_active	80	1331	3448	284	360	181	574	211	294	96	760	74	29	41	65	203	76	11	78	59	44	15	28	27	73	7	31	28	12	7	1	4	1	0	1	1	2	6	17	1	1	15	0	0	2	2	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
