label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77
0.03	north1_all	80	5581	4428	1684	930	1931	460	628	358	659	467	205	414	198	106	143	73	49	53	88	57	52	50	29	53	36	27	22	19	10	5	10	16	20	5	10	14	8	15	4	7	6	4	6	0	4	2	3	0	0	1	3	6	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0
0.03	north1_active	80	2832	2753	915	441	1275	224	397	170	426	283	108	290	119	53	94	43	23	15	45	37	24	29	16	37	23	17	9	6	4	2	6	13	11	2	8	7	3	9	3	4	5	3	5	0	2	2	1	0	0	1	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
0.03	north2_all	80	5555	4554	1766	941	2035	466	661	367	641	485	206	391	176	96	131	70	53	53	116	57	48	52	31	42	37	20	19	23	13	8	8	17	20	3	11	23	10	11	2	6	4	6	6	0	0	3	2	0	0	0	3	4	2	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north2_active	80	2852	2889	979	463	1379	217	423	169	420	269	110	258	102	44	84	38	24	17	76	40	20	28	15	31	23	12	8	9	4	1	4	14	14	2	7	16	4	6	2	3	3	4	4	0	0	2	0	0	0	0	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north3_all	80	5516	4563	1782	962	2095	447	741	344	620	474	185	389	179	106	130	63	55	55	114	46	51	46	28	33	49	20	20	26	12	13	8	14	20	3	13	24	5	11	2	3	4	8	3	2	1	3	1	0	0	0	4	3	2	0	1	0	0	0	2	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	2818	2843	969	465	1451	214	458	161	409	263	96	246	102	55	80	27	26	21	67	25	27	25	10	23	31	14	10	10	4	2	6	11	13	2	8	17	3	6	2	1	3	4	0	2	0	1	0	0	0	0	4	2	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	5515	4534	1780	954	2150	473	743	339	584	473	183	441	173	107	133	63	60	53	139	42	54	45	26	31	36	23	19	25	10	14	12	19	28	2	12	16	8	6	1	1	2	7	5	11	1	4	2	0	0	0	1	1	1	0	1	0	0	0	2	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0
0.03	north4_active	80	2833	2790	974	480	1480	222	439	164	375	275	89	287	86	58	89	25	29	23	86	23	27	31	10	22	24	12	9	13	4	2	10	15	22	0	7	15	3	4	1	0	0	2	3	7	0	1	1	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north5_all	80	5496	4296	1728	970	2098	467	732	336	605	493	179	438	196	116	130	66	54	43	126	60	59	43	19	41	45	31	19	23	12	15	10	23	15	4	10	16	15	5	1	2	5	4	10	13	1	2	1	0	1	0	1	2	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0
0.03	north5_active	80	2828	2668	933	472	1476	222	430	161	407	298	88	304	100	59	76	31	24	20	73	32	32	32	7	22	32	15	6	15	5	3	8	14	12	1	5	15	10	3	1	2	3	1	7	9	0	0	1	0	0	0	1	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
