label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77
0.03	north1_all	80	16866	4205	4625	2497	1854	904	704	594	746	400	277	262	214	503	226	146	359	117	153	78	110	159	46	115	79	50	26	18	17	33	10	12	12	34	20	11	5	13	2	15	11	4	1	7	2	3	4	1	1	3	5	2	3	4	0	0	0	1	0	1	0	7	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	13366	1846	3677	1789	1298	277	226	261	590	161	68	136	110	435	164	91	312	81	124	28	80	142	18	100	67	37	7	6	2	23	7	7	7	30	15	4	2	11	2	11	9	3	1	4	2	1	4	1	1	0	4	2	1	3	0	0	0	0	0	1	0	7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	16815	4277	4606	2535	1838	933	709	607	756	403	276	272	212	498	233	135	299	109	143	82	104	118	55	113	73	38	24	20	19	27	9	15	10	24	18	11	8	4	5	11	8	4	1	7	3	4	4	1	1	3	1	2	2	4	2	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	13352	1884	3663	1798	1292	294	225	274	591	152	61	148	106	434	172	81	248	72	105	31	75	102	25	103	61	24	6	6	6	17	6	8	6	22	13	4	4	3	5	8	7	2	1	3	3	0	4	1	0	0	0	2	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	16937	4308	4782	2523	1859	956	705	620	780	375	301	303	236	510	225	154	318	111	169	74	97	106	50	100	80	36	23	22	19	22	13	14	9	22	27	13	10	3	9	9	6	6	0	7	4	4	5	0	2	2	1	2	0	3	2	1	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	13480	1895	3823	1802	1328	306	240	281	589	141	70	169	123	452	153	99	272	70	115	28	73	95	24	85	68	21	8	8	8	16	6	4	5	20	23	4	5	2	8	6	5	2	0	3	3	0	4	0	1	0	0	2	0	3	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	16845	4256	4650	2578	1875	920	688	621	774	352	302	329	251	493	261	151	283	121	151	76	101	116	59	119	69	30	21	19	23	27	16	13	9	13	25	13	13	5	8	7	3	4	1	4	4	4	6	0	5	2	2	2	0	1	5	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	13472	1860	3675	1863	1360	303	242	290	568	132	73	204	138	433	184	92	239	71	103	31	76	104	31	101	53	13	10	8	9	20	9	4	4	13	21	3	6	5	7	3	1	1	0	2	3	1	5	0	2	1	0	2	0	1	3	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	17036	4329	4591	2561	1834	918	708	612	765	355	297	313	270	489	257	169	308	130	167	68	97	153	46	98	69	34	23	16	25	28	15	16	9	19	25	14	11	9	5	7	6	3	1	5	4	3	2	1	8	2	1	0	0	1	5	1	0	0	0	2	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	13640	1858	3647	1839	1314	284	241	311	553	137	83	196	140	426	179	104	264	73	120	26	74	136	26	82	56	17	13	5	9	21	9	4	5	19	21	3	6	9	4	4	4	1	0	3	3	1	1	0	5	1	0	0	0	1	3	0	0	0	0	2	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
