label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44
0.03	north1_all	80	2259	1458	586	372	357	329	409	89	142	58	152	34	39	18	12	17	16	6	10	16	9	1	1	0	2	1	2	6	9	1	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	1136	839	287	190	202	194	256	33	81	29	111	16	26	9	5	8	10	2	4	7	6	1	1	0	1	0	2	6	9	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	2278	1503	579	397	352	351	414	96	147	67	152	37	36	16	15	18	25	5	14	13	13	2	5	1	3	0	1	12	11	1	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	1089	861	272	214	188	214	292	42	83	34	107	18	26	8	6	9	15	1	8	6	10	2	5	1	2	0	0	10	11	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	2240	1603	557	388	338	339	370	93	145	72	162	38	34	17	18	15	25	4	11	12	10	2	6	2	2	0	1	13	10	1	0	0	3	5	0	0	0	4	0	0	2	0	0	0	0
0.03	north3_active	80	1088	929	253	215	194	212	267	41	82	32	117	20	24	8	6	8	16	2	6	5	8	1	5	1	2	0	0	11	10	1	0	0	2	5	0	0	0	4	0	0	2	0	0	0	0
0.03	north4_all	80	2294	1571	551	371	344	343	329	91	161	74	156	36	32	13	16	22	23	8	25	7	9	2	7	2	5	0	1	10	13	1	0	0	8	5	0	0	0	4	0	0	2	0	0	0	0
0.03	north4_active	80	1104	909	245	201	189	211	228	47	103	34	117	21	17	5	5	13	15	5	23	3	6	1	5	1	5	0	0	8	13	1	0	0	2	5	0	0	0	4	0	0	2	0	0	0	0
0.03	north5_all	80	2287	1509	551	364	352	346	288	94	147	63	155	34	36	13	18	23	20	7	24	6	13	1	5	1	4	0	2	4	3	1	1	0	8	4	0	0	0	4	0	0	2	0	0	0	0
0.03	north5_active	80	1105	871	247	193	197	220	187	49	88	25	108	18	19	4	8	12	13	5	22	3	10	0	2	0	4	0	0	3	3	1	0	0	2	4	0	0	0	4	0	0	2	0	0	0	0
0.03	north6_all	80	2318	1451	540	379	342	310	320	84	151	65	142	43	35	15	19	24	21	8	27	5	17	2	3	2	3	0	1	1	3	1	1	0	7	0	0	0	0	4	0	0	0	0	0	0	0
0.03	north6_active	80	1116	828	248	183	189	203	212	42	95	29	93	25	18	5	7	13	17	5	25	2	12	1	0	2	3	0	0	1	3	1	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0
0.03	north7_all	80	2294	1436	531	401	336	321	340	92	123	74	136	36	37	17	22	18	18	5	25	4	20	4	2	2	4	1	2	1	3	1	2	0	7	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north7_active	80	1075	819	242	197	196	196	225	44	74	32	86	20	24	5	9	11	12	3	19	1	14	2	0	2	3	0	0	1	3	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north8_all	80	2287	1473	530	419	348	311	397	85	140	81	128	38	32	21	25	15	21	6	26	4	11	5	1	2	2	2	1	1	3	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north8_active	80	1086	846	263	209	209	183	270	39	96	39	93	19	22	5	10	7	16	3	19	0	7	3	0	2	1	1	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
