label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48
0.03	north1_all	80	11910	3970	2649	1402	2569	614	682	430	889	182	150	122	104	104	98	47	36	43	24	30	24	15	39	23	1	7	8	3	4	0	7	1	1	1	0	0	6	0	1	0	0	0	0	0	0	1	1	0	0
0.03	north1_active	80	7728	2015	1621	661	2258	151	493	265	807	58	69	48	69	69	87	24	22	31	6	19	16	2	35	21	1	5	2	2	1	0	6	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
0.03	north2_all	80	11768	3983	2701	1445	2762	613	639	391	844	178	158	115	112	120	104	58	39	46	26	28	17	19	33	13	3	11	7	2	5	1	9	1	0	1	0	0	2	1	0	0	0	0	0	0	0	1	1	0	0
0.03	north2_active	80	7686	1994	1658	687	2457	160	445	236	757	59	68	44	76	87	87	31	20	36	8	19	11	3	30	11	2	9	1	1	0	1	8	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
0.03	north3_all	80	11852	4040	2662	1432	2772	611	644	391	812	187	155	112	93	108	92	52	35	35	25	25	12	17	23	17	6	11	6	2	4	3	9	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0
0.03	north3_active	80	7761	2013	1581	682	2475	165	447	216	718	59	65	42	55	86	74	20	15	23	9	17	9	5	21	15	2	9	0	1	0	2	8	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	11830	4017	2736	1415	2726	608	710	384	815	202	147	123	98	100	96	58	47	34	27	16	19	14	21	19	8	9	2	2	4	4	7	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0
0.03	north4_active	80	7801	2036	1651	676	2420	158	498	217	724	64	60	50	58	82	69	26	23	22	7	11	16	4	18	17	4	7	0	1	0	2	7	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
0.03	north5_all	80	11853	4131	2743	1443	2699	612	727	404	857	205	143	131	95	101	95	54	48	32	22	20	24	15	16	34	9	13	3	1	2	4	4	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0
0.03	north5_active	80	7811	2090	1675	675	2390	156	505	242	771	70	56	47	49	83	65	22	28	21	7	13	18	4	11	32	3	10	1	1	0	2	3	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north6_all	80	11781	4093	2731	1361	2542	635	768	419	880	209	148	137	105	92	96	48	53	28	18	26	25	17	17	27	10	11	2	3	3	2	5	1	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0
0.03	north6_active	80	7800	2060	1647	610	2224	164	548	254	798	74	60	50	55	72	68	21	28	20	5	20	19	4	12	25	6	8	1	2	1	0	3	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north7_all	80	11955	4157	2649	1400	2566	614	743	438	837	217	155	122	107	92	115	49	37	31	19	29	18	18	36	26	12	11	3	3	4	2	5	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	7924	2066	1567	632	2259	135	527	266	764	79	54	43	59	72	87	19	21	20	6	20	13	4	30	23	8	7	2	2	2	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	11922	4056	2622	1334	2465	640	706	417	770	206	168	127	102	89	105	44	28	38	20	29	13	13	50	19	16	6	3	2	3	3	3	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	7824	2020	1518	610	2172	147	501	240	701	67	56	44	59	66	84	21	11	26	7	19	10	3	45	15	10	4	1	1	2	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	11907	4064	2640	1353	2548	650	708	404	808	193	158	115	101	87	123	51	24	38	24	23	16	8	52	19	17	6	4	1	3	3	4	3	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	7832	2047	1546	615	2257	135	526	216	737	63	51	44	59	67	93	23	12	28	9	11	10	1	48	17	12	4	2	1	1	0	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
