label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64
0.03	north13_all	80	9085	3869	2398	1519	2261	746	706	487	356	290	491	213	172	163	213	78	79	54	43	70	53	68	26	15	21	8	11	18	16	6	3	3	8	5	2	3	5	2	3	2	3	0	5	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north13_active	80	3425	1225	1107	455	1918	205	375	198	107	82	404	128	88	103	183	24	32	28	13	52	29	60	7	4	15	0	6	13	9	2	0	1	7	1	1	0	4	2	1	2	2	0	4	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north14_all	80	9097	3872	2400	1531	2414	765	671	481	356	294	527	222	150	164	245	81	74	57	42	64	44	73	26	13	19	4	20	18	9	7	4	3	10	3	3	3	3	1	4	2	6	0	1	1	3	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north14_active	80	3444	1232	1120	454	2032	202	354	193	106	84	435	147	71	102	214	26	33	29	12	43	25	58	9	4	14	0	11	13	4	2	0	2	9	1	2	1	2	0	2	2	5	0	0	0	2	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north15_all	80	9109	3870	2444	1508	2740	780	664	448	351	272	598	234	169	168	315	82	64	74	38	61	40	67	20	11	17	6	17	16	6	6	5	5	7	4	4	4	1	1	4	1	5	0	1	0	3	1	0	1	2	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0
0.03	north15_active	80	3606	1280	1181	470	2377	178	354	188	110	82	505	163	88	102	288	21	30	41	9	41	23	50	8	3	10	2	10	11	2	0	1	1	6	0	3	2	1	0	2	1	3	0	0	0	2	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north16_all	80	9220	3842	2626	1520	3208	787	694	477	369	275	705	233	159	169	380	76	73	72	39	58	59	79	15	12	15	10	19	12	6	8	5	4	8	4	6	2	1	2	3	2	6	0	1	0	4	2	0	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	4140	1412	1405	486	2884	161	403	250	139	80	626	168	88	113	353	18	29	41	7	41	42	62	4	3	7	3	10	8	2	0	1	1	7	0	4	2	1	0	2	2	5	0	0	0	3	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	9214	3829	2670	1502	3354	799	681	475	382	272	716	237	160	161	325	77	68	82	45	64	60	61	15	18	15	14	18	11	6	7	6	6	7	2	11	2	5	2	2	1	3	0	1	1	1	2	0	1	2	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	4242	1385	1471	483	3044	165	403	249	145	73	645	162	88	111	294	14	29	49	11	45	47	49	5	3	6	3	11	9	4	0	3	0	6	0	9	2	5	1	1	1	2	0	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	9311	3863	2631	1504	3207	788	711	496	368	260	750	238	177	161	303	74	69	80	46	56	75	58	16	25	15	16	15	16	7	10	6	7	6	2	11	1	14	4	2	2	3	1	1	2	1	2	3	2	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	4296	1410	1440	480	2877	172	433	257	147	72	673	164	99	108	267	14	32	55	13	39	62	44	6	5	6	4	10	13	4	1	2	1	5	0	9	1	14	1	1	2	2	0	0	1	1	0	3	1	0	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	9245	3894	2657	1493	3258	767	751	482	371	268	763	247	184	154	277	75	77	84	48	72	75	55	20	27	18	15	17	15	7	7	6	8	4	2	8	4	25	5	1	2	2	1	0	2	1	0	3	1	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	4239	1424	1470	474	2915	160	473	248	140	73	687	167	106	107	246	18	42	59	13	49	65	45	7	5	8	3	13	13	6	1	2	1	4	1	8	4	25	1	0	2	0	0	0	1	1	0	3	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	9361	3949	2644	1461	3239	751	759	477	369	253	776	261	182	153	330	80	82	83	44	68	60	61	18	29	16	10	16	18	8	8	6	6	3	4	5	4	37	4	2	2	3	1	0	1	0	0	3	1	0	3	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	4332	1440	1439	449	2870	161	481	245	145	68	695	172	110	105	299	23	45	55	10	50	52	47	6	9	6	2	13	16	5	2	0	1	2	2	5	3	37	1	0	2	1	0	0	0	0	0	3	0	0	3	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	20231	4540	5799	3863	1032	1956	1371	503	577	301	209	198	206	248	182	262	129	50	80	40	50	32	48	53	18	16	16	13	25	8	9	16	6	4	4	7	5	3	1	2	0	1	4	2	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	17151	2498	4986	3375	318	1685	1180	273	415	134	70	106	155	213	122	235	93	23	57	21	36	18	34	46	11	11	5	5	14	2	2	14	2	0	4	6	2	1	0	1	0	1	2	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	20392	4554	6076	3754	1038	1952	1399	491	565	300	224	198	199	244	161	249	135	45	75	41	45	22	36	81	19	15	14	14	21	7	10	23	6	4	4	6	4	3	2	1	2	0	3	2	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_active	80	17278	2539	5212	3294	320	1682	1211	273	407	136	72	106	147	210	111	220	106	19	50	18	33	15	28	75	9	10	2	7	10	1	3	20	3	0	4	5	4	1	1	1	1	0	1	1	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	20436	4638	6205	3792	1022	1975	1379	508	576	287	224	214	203	242	155	251	123	47	88	43	53	19	28	96	25	12	14	11	20	6	7	27	7	5	5	4	2	5	2	1	3	0	2	3	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_active	80	17395	2566	5339	3361	315	1712	1193	274	423	123	63	107	143	211	100	224	101	17	58	16	41	11	19	91	11	9	3	8	11	2	3	26	4	0	4	3	2	2	2	1	1	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	20664	4655	6056	3880	1023	1990	1356	485	594	295	234	217	198	277	150	253	114	56	86	44	53	21	22	97	19	22	11	13	11	6	6	25	4	3	10	5	6	4	2	1	6	0	5	1	0	0	1	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0
0.03	south24_active	80	17540	2601	5238	3445	318	1745	1165	254	461	117	69	120	139	236	98	229	92	19	65	20	42	10	13	90	7	15	3	10	5	2	3	23	3	0	9	4	6	1	2	1	3	0	3	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0
0.03	south25_all	80	20704	4618	5877	3862	1049	2008	1286	497	548	284	229	209	222	292	149	285	119	53	92	62	56	33	25	94	18	23	12	12	7	10	7	23	3	5	10	5	7	3	3	1	5	1	3	2	0	0	0	3	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0
0.03	south25_active	80	17521	2578	5092	3412	298	1753	1091	251	422	115	52	112	166	248	97	258	94	22	72	34	40	15	14	86	8	16	5	7	3	4	2	21	2	1	9	5	7	1	2	1	3	1	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0
0.03	south26_all	80	20464	4538	5764	3873	1061	2096	1330	465	559	288	225	214	212	296	152	283	121	56	81	69	66	33	24	62	20	22	12	16	5	11	7	17	3	3	8	4	8	3	3	1	5	2	3	3	1	0	0	3	0	1	0	0	0	0	0	0	0	2	0	0	0	1	0	2	0
0.03	south26_active	80	17246	2537	4977	3389	300	1847	1125	226	427	123	54	115	152	248	102	253	91	21	66	36	51	14	14	53	10	16	5	11	3	5	2	15	1	1	8	4	8	0	2	1	3	1	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0
0.03	south27_all	80	20388	4540	5823	3776	1067	2000	1356	476	555	288	219	206	221	282	143	222	139	50	79	76	62	26	20	53	26	16	12	18	8	11	6	18	6	3	10	3	10	4	4	0	3	2	3	2	2	0	0	3	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0	2	0
0.03	south27_active	80	17183	2496	5032	3285	290	1752	1148	249	420	134	46	109	155	240	101	192	105	19	66	43	46	11	9	49	15	11	5	12	4	5	2	16	1	1	9	3	8	1	2	0	3	1	3	0	0	0	0	3	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	2	0
0.03	south28_all	80	20284	4595	5937	3757	1094	2086	1401	461	557	296	201	191	212	288	148	273	153	48	75	63	63	29	21	54	27	21	12	15	9	9	5	21	6	2	3	2	9	4	4	0	1	1	0	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0
0.03	south28_active	80	17090	2493	5110	3250	291	1836	1188	254	405	136	48	101	145	248	106	245	121	22	66	33	44	13	13	48	17	16	4	11	4	6	2	18	2	0	1	1	6	1	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south29_all	80	20479	4503	6127	3894	1117	2046	1409	479	546	307	207	202	229	284	156	309	133	68	70	55	60	27	21	75	24	19	16	14	9	6	5	28	8	5	9	3	8	3	4	0	0	2	0	0	8	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0
0.03	south29_active	80	17286	2454	5294	3379	301	1806	1189	277	393	141	57	114	159	252	119	286	105	31	57	29	43	18	12	71	17	14	6	10	5	4	3	25	2	0	7	2	5	1	2	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	20494	4547	6031	3968	1170	2023	1461	496	515	283	188	211	204	292	151	333	123	59	72	48	60	30	25	95	21	16	21	14	7	4	6	28	8	8	16	3	6	1	3	0	0	1	0	1	10	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south30_active	80	17331	2569	5212	3424	320	1774	1242	259	371	117	51	109	144	257	114	315	102	25	58	28	42	18	16	83	14	11	4	10	4	3	2	26	1	0	14	2	5	0	2	0	0	0	0	0	9	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	20928	4534	5878	3765	1087	1951	1430	554	547	302	233	203	236	279	157	220	122	62	75	50	46	34	33	45	19	25	15	9	6	3	7	8	6	6	4	6	7	7	0	2	0	1	0	3	6	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0
0.03	south31_active	80	17755	2539	5110	3268	324	1685	1194	302	412	123	56	110	160	249	116	188	83	37	62	34	33	15	22	40	10	17	5	6	3	3	5	8	1	1	3	4	6	1	0	1	0	0	0	3	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south32_all	80	20604	4464	5708	3735	1119	1946	1473	566	539	285	229	207	229	266	132	242	130	65	74	47	41	36	27	68	18	22	9	12	11	7	7	6	6	5	6	8	5	7	0	1	2	0	0	5	8	1	0	1	0	0	0	0	0	1	1	0	1	1	0	1	0	0	1	0	0
0.03	south32_active	80	17524	2516	4995	3243	332	1689	1229	309	405	127	64	110	162	232	94	212	93	34	55	29	30	16	21	63	10	15	4	8	7	6	5	6	1	0	5	5	4	1	0	1	0	0	0	5	7	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0
0.03	south33_all	80	20436	4536	5837	3768	1130	1912	1462	530	565	300	242	213	234	270	132	265	124	55	60	34	44	30	29	79	14	25	12	13	9	8	7	5	5	5	7	7	3	6	0	1	2	0	0	4	8	1	0	1	0	0	0	0	0	1	1	0	1	0	0	1	0	0	1	0	0
0.03	south33_active	80	17369	2503	5080	3271	316	1650	1227	288	433	136	76	113	176	227	99	231	81	31	37	17	27	13	21	70	8	19	4	8	6	5	5	5	1	0	6	4	2	1	0	1	0	0	0	4	7	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	20490	4475	5742	3945	1066	1835	1404	514	576	302	245	221	217	297	139	249	147	60	62	33	48	31	35	86	17	21	10	13	8	7	7	8	3	3	6	6	4	4	0	2	2	0	1	2	3	1	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0
0.03	south34_active	80	17390	2449	4978	3414	294	1582	1181	265	413	139	75	117	169	240	95	216	113	31	39	20	29	16	23	77	8	13	2	7	4	3	5	8	0	0	5	3	2	0	0	2	0	0	0	2	2	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	21098	4537	5718	4014	1074	1844	1395	509	570	308	246	243	221	335	136	276	141	52	61	32	45	28	38	71	23	21	9	8	9	8	6	9	2	2	5	6	6	5	0	1	1	0	1	1	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0
0.03	south35_active	80	17964	2514	4940	3497	296	1598	1181	244	403	142	69	136	173	285	92	238	108	26	40	22	27	14	19	64	12	14	2	4	6	3	4	9	0	0	4	3	2	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	20757	4538	5785	3998	1038	1852	1410	510	592	285	245	262	202	307	154	262	132	56	65	39	48	32	34	62	27	29	8	4	11	5	11	10	2	2	4	2	10	5	1	2	0	0	1	1	0	1	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0
0.03	south36_active	80	17609	2510	5026	3488	269	1612	1204	244	420	136	61	155	158	254	103	224	102	30	42	29	29	17	16	60	13	24	1	2	7	2	8	10	0	1	3	2	6	1	1	2	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south37_all	80	20908	4504	5806	3941	1039	1924	1472	491	571	294	224	251	192	309	167	248	133	53	67	42	44	31	29	44	36	29	8	6	14	10	13	15	4	3	7	3	7	5	3	2	1	0	0	3	0	1	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0
0.03	south37_active	80	17738	2544	5044	3438	282	1667	1271	248	413	141	55	145	147	268	117	213	106	29	47	25	26	16	12	40	17	25	1	5	9	8	8	15	1	1	6	3	4	1	3	2	0	0	0	3	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south38_all	80	20790	4494	5814	3788	1039	1964	1503	485	537	291	212	258	223	275	164	211	131	46	66	47	42	27	28	45	27	31	10	5	9	12	13	17	6	5	9	3	5	4	5	1	3	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south38_active	80	17636	2535	5065	3315	277	1682	1303	261	391	135	60	149	173	230	113	179	101	24	41	30	26	16	9	40	13	26	2	5	6	8	8	16	1	1	9	3	4	1	4	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south39_all	80	21073	4396	5849	3705	989	1947	1462	472	500	297	216	250	231	285	166	201	133	46	74	50	39	32	27	87	21	22	14	12	8	17	11	18	12	7	10	5	9	3	5	1	3	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_active	80	17901	2462	5075	3212	268	1660	1261	264	359	134	56	136	177	234	123	172	99	25	49	30	22	17	10	80	9	19	4	10	7	12	6	17	2	0	10	4	8	0	4	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	20975	4570	5678	3591	1012	2051	1396	509	497	300	240	227	253	274	151	243	121	38	76	50	30	21	30	86	16	16	15	13	5	16	4	10	10	6	9	6	7	4	6	1	2	0	0	2	1	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_active	80	17801	2505	4895	3110	266	1761	1209	288	356	127	64	113	184	225	113	210	90	20	50	32	18	8	11	81	5	14	4	11	4	9	1	9	2	0	9	4	7	0	4	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
