label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40
0.03	north1_all	80	3667	1458	1289	594	323	1005	595	109	97	294	36	41	66	54	31	9	21	7	39	4	3	3	4	8	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north1_active	80	983	535	944	350	98	925	544	28	55	276	7	30	54	45	26	4	16	5	39	3	1	0	2	8	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	3716	1491	1353	578	351	1012	689	117	106	290	30	34	54	44	26	11	16	9	36	5	3	1	3	20	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	994	571	965	328	110	936	644	26	64	271	4	26	45	35	24	5	9	6	36	3	0	0	1	20	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	3746	1468	1324	575	340	1058	705	103	116	249	35	41	67	43	19	15	23	12	37	4	2	0	3	34	0	0	0	1	11	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	1018	533	948	315	117	969	655	21	77	230	6	29	60	34	16	9	17	6	37	2	1	0	1	34	0	0	0	0	11	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	3713	1492	1304	607	342	1006	652	105	123	191	37	49	56	52	19	13	21	17	42	4	3	2	4	51	1	0	0	1	9	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	993	538	914	358	118	917	584	19	84	171	7	36	48	41	14	6	18	10	42	3	1	2	2	51	0	0	0	0	9	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	3739	1506	1274	640	341	1002	655	115	104	178	35	55	61	48	24	13	22	18	46	5	6	3	3	47	1	0	0	1	9	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	987	534	884	370	117	913	584	23	68	151	5	43	55	41	18	5	21	13	45	4	2	2	1	47	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	3800	1482	1311	646	331	932	602	110	107	179	30	68	41	46	34	11	26	17	58	5	5	3	3	17	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	1022	535	915	403	109	840	535	22	71	154	3	52	32	41	27	2	24	12	57	5	1	2	1	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	3818	1509	1344	628	315	931	605	108	100	194	30	51	51	38	40	11	35	8	33	4	5	3	0	3	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0
0.03	north7_active	80	1022	548	962	390	112	842	542	21	65	169	4	38	43	35	35	1	34	5	30	4	1	2	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	3728	1482	1375	621	327	960	639	91	91	194	33	49	43	35	38	12	35	7	30	5	4	0	1	12	0	1	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0
0.03	north8_active	80	1016	525	997	380	122	873	579	23	55	169	6	36	32	34	33	3	33	3	28	4	0	0	0	12	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	3658	1511	1439	626	309	880	693	92	89	181	38	42	55	26	34	9	26	8	12	9	4	0	1	12	0	2	1	2	0	1	0	0	0	0	1	0	0	0	0	0	0
0.03	north9_active	80	997	516	1040	383	120	798	632	22	52	165	6	30	41	25	28	5	25	3	10	7	0	0	0	12	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	3663	1503	1374	638	330	896	708	88	96	188	46	34	54	25	29	9	16	10	14	9	5	0	2	12	0	2	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	988	530	995	379	116	821	652	23	55	170	8	29	37	20	24	7	14	5	13	7	1	0	0	12	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	3588	1595	1334	579	305	884	623	110	117	212	50	58	62	52	32	5	16	10	24	1	7	1	2	14	3	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north11_active	80	964	557	988	323	111	819	581	27	67	188	10	48	52	45	25	3	16	8	23	1	1	1	2	14	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north12_all	80	3670	1603	1266	593	312	954	723	111	126	203	47	61	61	53	44	7	14	10	20	1	3	1	1	12	1	2	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north12_active	80	994	583	944	319	104	882	677	34	77	177	11	52	49	45	35	3	13	8	19	1	1	1	1	12	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	3681	1595	1353	584	311	970	706	108	112	221	45	50	54	60	42	7	13	6	24	0	4	1	1	2	1	2	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north13_active	80	1024	563	996	318	103	891	645	34	65	194	8	38	42	51	34	3	12	4	22	0	0	1	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	3746	1560	1355	591	330	1025	641	120	112	194	43	57	50	56	48	11	9	12	25	1	3	1	0	2	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north14_active	80	1050	537	987	340	107	952	575	41	66	176	10	42	37	50	43	6	7	8	22	1	0	1	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	3696	1583	1364	577	316	989	664	119	105	216	50	65	54	47	46	10	23	12	29	1	3	1	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north15_active	80	1022	544	968	329	103	914	597	32	62	193	14	46	42	44	44	7	20	8	26	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	3712	1567	1294	577	302	969	652	118	112	203	50	64	39	31	42	15	27	12	24	1	1	1	0	10	2	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north16_active	80	1017	543	921	315	96	881	585	31	72	183	13	45	30	27	39	11	24	9	22	1	0	0	0	10	2	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	3767	1587	1292	583	323	950	675	101	104	243	48	70	55	33	36	13	36	6	30	2	2	2	0	10	2	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north17_active	80	1033	570	920	329	106	859	601	20	68	221	10	53	46	29	30	10	33	3	30	0	0	1	0	10	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	3738	1571	1335	576	321	922	654	99	94	245	45	68	52	38	33	17	36	6	36	5	2	1	0	10	2	0	1	0	6	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	1076	559	948	316	103	832	586	19	61	227	7	45	38	33	27	12	32	5	36	2	0	1	0	10	1	0	0	0	6	0	0	1	0	0	0	0	0	0	0	0	0
