label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44
0.03	north8_active	80	12083	1879	2193	543	430	264	205	120	124	112	191	90	69	52	29	22	20	11	5	10	3	1	4	1	0	2	3	2	1	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0
0.03	north9_all	80	19043	3946	3611	1198	868	564	375	254	213	218	282	146	116	68	43	34	33	14	17	12	10	4	5	4	0	0	6	2	2	1	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0
0.03	north9_active	80	11992	1878	2188	549	386	264	181	116	118	118	195	87	73	57	22	22	21	10	6	9	4	1	1	1	0	0	4	2	1	1	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0
0.03	north10_all	80	19057	3882	3615	1183	904	544	371	252	210	213	252	142	111	79	45	36	25	11	19	16	9	6	4	4	1	0	6	2	0	0	2	0	0	0	0	1	0	0	0	2	0	0	0	0	0
0.03	north10_active	80	12020	1866	2190	539	413	255	178	116	109	124	157	86	70	57	28	25	14	8	7	11	5	3	1	1	1	0	1	2	0	0	2	0	0	0	0	1	0	0	0	2	0	0	0	0	0
0.03	north11_all	80	17326	3673	3323	1209	796	551	386	306	224	204	244	149	85	64	50	41	27	22	17	13	10	7	5	5	2	0	4	0	2	1	1	0	0	1	2	0	1	0	1	0	0	0	0	0	0
0.03	north11_active	80	10730	1647	1983	547	382	242	175	149	119	120	156	81	45	41	29	29	14	13	9	10	5	3	2	1	1	0	1	0	1	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0
0.03	north12_all	80	17392	3714	3357	1230	756	559	372	294	240	200	232	167	86	53	52	42	26	24	17	16	12	6	6	6	3	1	4	1	2	2	2	1	0	0	3	0	1	0	1	0	0	0	0	0	0
0.03	north12_active	80	10689	1694	2024	573	377	240	163	131	124	114	145	101	46	34	26	30	8	15	10	11	7	5	3	1	2	0	1	1	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0
0.03	north13_all	80	18165	3783	3546	1199	770	566	389	299	238	214	228	186	111	53	51	42	30	18	16	15	7	8	6	6	3	1	2	1	0	2	4	1	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	11344	1751	2125	543	381	238	178	129	131	131	138	128	66	30	23	28	8	11	8	9	4	6	3	1	2	0	0	1	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	19057	3829	3575	1242	829	551	388	300	240	223	229	200	113	46	47	43	31	23	11	10	5	10	9	3	3	1	6	2	0	2	4	2	0	0	2	0	0	2	0	0	0	0	0	0	0
0.03	north14_active	80	12031	1823	2169	559	401	234	183	137	133	137	144	138	70	22	21	26	9	13	6	5	2	8	6	1	2	0	6	2	0	0	3	1	0	0	1	0	0	2	0	0	0	0	0	0	0
0.03	north15_all	80	19399	3856	3445	1254	879	563	377	296	231	237	259	176	107	50	47	46	28	24	12	10	3	16	8	3	4	0	9	2	0	0	2	2	0	0	0	0	0	2	0	0	0	0	0	0	1
0.03	north15_active	80	12334	1855	2094	561	430	243	174	141	122	155	156	117	69	24	27	31	10	16	5	6	2	12	6	1	3	0	8	1	0	0	2	1	0	0	0	0	0	2	0	0	0	0	0	0	1
0.03	north16_all	80	19084	3910	3502	1242	903	564	358	283	216	248	294	169	87	66	49	43	32	23	12	5	2	15	14	4	4	1	11	4	1	1	0	1	0	0	0	0	0	2	0	0	1	0	0	0	1
0.03	north16_active	80	12083	1895	2055	564	435	242	163	139	103	160	195	110	60	36	28	30	16	16	4	3	1	12	11	2	3	1	8	1	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1
0.03	north17_all	80	19144	3911	3469	1200	885	580	353	279	211	230	293	165	92	67	63	46	32	22	15	6	1	14	17	4	2	1	5	4	3	1	0	1	0	0	0	1	0	2	0	0	1	0	0	0	1
0.03	north17_active	80	12075	1916	2035	552	448	268	153	130	99	151	198	108	59	34	36	32	15	12	5	2	1	9	14	2	2	1	2	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1
0.03	north18_all	80	18950	3871	3554	1165	878	570	362	260	219	230	322	170	93	68	51	40	24	22	19	11	4	12	14	4	1	2	2	3	3	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1
0.03	north18_active	80	11918	1870	2096	524	440	274	164	125	116	146	233	115	57	34	29	27	9	14	6	6	3	7	13	3	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north19_all	80	19159	3866	3516	1138	897	566	393	261	208	211	292	152	115	59	51	35	18	17	19	12	5	15	10	6	1	3	2	1	2	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0
0.03	north19_active	80	12059	1823	2136	488	464	274	180	134	115	129	215	106	74	31	31	23	4	10	7	7	3	7	8	3	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	19236	3754	3461	1175	891	546	406	254	219	199	317	128	118	64	39	32	22	17	23	13	7	12	11	6	2	4	1	1	2	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	12084	1785	2137	509	454	247	211	124	117	124	229	76	79	36	22	20	10	8	11	8	3	4	8	3	1	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	18634	5423	4642	1768	920	907	556	255	242	154	98	73	66	105	40	26	16	10	44	25	7	5	14	7	13	1	5	3	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0
0.03	south21_active	80	11570	3150	3039	1014	480	547	300	126	128	79	33	33	30	77	18	13	9	6	35	13	4	3	5	4	7	0	4	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
0.03	south22_all	80	18004	5213	4488	1767	907	834	557	250	260	152	117	75	63	103	36	26	18	7	39	25	8	3	14	5	6	0	2	3	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
0.03	south22_active	80	11097	2954	2926	988	454	504	312	129	134	75	46	32	35	69	16	15	10	4	31	13	4	1	5	1	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	17130	5079	4231	1673	887	771	532	263	243	153	109	76	67	101	35	21	19	13	33	22	6	3	9	7	7	1	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_active	80	10321	2845	2713	948	428	458	288	132	128	76	53	37	41	70	17	8	11	6	21	12	4	2	6	5	3	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	16467	4934	3994	1606	872	699	526	278	230	147	114	88	73	74	34	25	23	15	25	18	4	5	10	7	6	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_active	80	9855	2742	2536	881	409	382	300	137	128	72	60	46	45	51	20	10	14	7	14	11	2	1	6	6	3	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	16175	4900	3899	1626	883	704	543	274	207	147	97	91	71	71	42	27	23	18	25	13	4	4	7	6	5	3	5	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	9679	2683	2430	858	435	375	302	131	111	75	52	40	45	54	24	9	15	7	14	10	1	1	3	6	3	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	16274	4950	3877	1659	903	754	553	272	192	160	90	85	63	68	44	22	21	20	29	10	8	6	5	4	5	3	6	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south26_active	80	9716	2705	2409	885	448	411	309	126	100	84	41	34	38	52	27	8	13	6	19	7	3	2	3	4	1	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south27_all	80	16250	4904	3985	1699	899	765	562	244	191	157	87	80	58	64	44	17	16	19	26	10	11	6	8	5	3	3	5	1	2	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south27_active	80	9676	2689	2482	901	441	435	316	113	99	77	39	28	33	49	21	8	9	5	18	6	5	3	5	5	1	2	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south28_all	80	16633	4989	4038	1701	927	795	558	257	193	160	95	75	62	84	37	20	16	17	26	11	14	8	8	8	7	2	5	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south28_active	80	10102	2753	2491	915	464	449	312	126	102	79	45	31	32	56	16	8	9	6	17	3	7	4	5	8	3	2	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south29_all	80	17507	5144	4335	1757	935	781	529	255	209	159	102	65	71	82	45	23	20	8	28	8	8	9	10	9	10	2	3	0	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south29_active	80	10803	2886	2724	963	479	451	286	115	108	81	49	36	36	49	19	10	13	3	21	1	5	4	8	9	7	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south30_all	80	18339	5308	4544	1790	938	846	563	282	241	159	105	78	79	89	43	28	19	10	36	13	6	8	9	7	9	3	2	0	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0
0.03	south30_active	80	11411	3006	2836	1003	500	481	307	133	118	83	45	44	41	48	22	11	11	5	27	5	4	2	8	7	6	3	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	19196	5304	4769	1842	983	886	571	243	257	153	111	60	78	121	39	29	34	15	38	13	10	4	7	6	5	0	7	0	0	4	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
0.03	south31_active	80	12108	3050	3181	1051	498	505	325	110	145	65	50	38	34	77	20	15	15	5	28	6	4	3	6	3	4	0	1	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	19150	5403	4853	1870	941	900	570	266	238	140	103	63	82	140	52	28	28	10	37	13	13	6	8	3	4	0	6	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_active	80	12042	3088	3226	1101	491	549	314	126	132	63	54	31	39	94	25	13	13	3	28	6	6	4	6	1	4	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	18419	5246	4626	1788	925	860	581	279	230	145	110	67	74	117	43	24	29	12	33	10	15	6	8	2	2	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_active	80	11484	2975	2994	1013	488	534	325	134	128	61	62	29	34	79	18	8	17	5	28	4	4	3	4	0	2	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	17470	5161	4331	1744	882	835	548	277	240	144	121	84	68	102	40	23	23	14	30	11	14	6	8	2	4	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_active	80	10801	2914	2766	1005	450	522	304	137	129	66	67	33	34	68	16	7	12	4	25	4	4	3	2	0	3	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	16561	4985	4009	1697	891	749	522	272	250	149	112	97	61	94	31	20	25	15	18	12	13	6	8	7	6	2	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_active	80	10036	2731	2509	951	444	448	305	133	131	69	62	44	29	65	13	6	16	6	10	3	3	4	2	4	3	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	16304	4866	3853	1716	853	751	547	271	253	134	110	95	57	86	30	22	19	17	24	11	7	8	7	10	6	2	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_active	80	9803	2697	2425	955	411	423	335	135	141	61	56	48	31	52	11	10	10	6	13	2	2	4	2	8	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	16902	4998	3999	1714	893	781	574	274	247	139	101	77	57	92	31	23	22	15	26	9	4	7	4	9	4	1	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south37_active	80	10238	2756	2502	957	438	435	332	132	136	67	47	41	29	54	12	12	12	7	15	1	2	2	1	8	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	17821	5078	4250	1743	918	788	584	300	235	131	98	84	69	79	37	33	23	14	28	7	4	7	4	4	3	0	2	0	2	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south38_active	80	11047	2832	2731	989	469	449	339	145	124	65	37	41	38	45	18	19	13	7	18	1	2	2	1	4	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	18792	5232	4429	1768	949	819	544	300	253	148	107	81	74	88	32	34	24	16	26	5	5	5	6	2	1	0	1	0	2	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	south39_active	80	11782	2971	2868	993	483	480	317	138	133	75	41	36	41	58	17	16	14	8	18	1	3	1	2	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	19110	5371	4666	1800	930	816	542	307	255	156	94	86	78	94	32	40	27	16	30	8	3	4	4	4	0	1	2	0	2	1	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0
0.03	south40_active	80	12080	3072	2976	1031	491	497	328	143	128	79	35	40	44	59	20	23	18	8	21	1	2	2	1	3	0	0	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0
