label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41
0.03	north1_all	80	9705	4816	1357	841	1104	1703	252	195	344	116	88	67	40	36	21	14	23	13	11	20	26	8	3	3	5	1	1	7	1	0	1	1	0	1	0	0	0	0	0	0	0	0
0.03	north1_active	80	6654	3694	286	191	872	1581	113	121	306	66	47	37	12	20	7	2	19	5	2	13	26	4	0	2	5	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	9688	4772	1343	812	1128	1632	259	200	334	112	90	73	46	36	24	18	21	13	13	16	24	16	5	3	7	1	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	6695	3655	287	183	893	1509	103	129	287	62	50	36	12	22	7	4	18	6	4	14	24	12	0	2	7	1	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	9659	4658	1387	832	1155	1632	263	224	388	115	92	76	49	38	22	22	19	7	11	21	10	12	5	4	9	2	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	6619	3544	303	170	913	1488	105	132	338	65	49	38	12	24	7	8	15	2	3	16	10	8	0	3	9	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	9700	4651	1370	838	1155	1668	260	259	403	130	89	76	44	34	25	20	18	4	8	18	10	10	5	4	7	2	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	6684	3539	316	170	910	1520	105	158	347	81	52	38	9	21	9	6	14	2	2	13	8	8	1	3	7	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	9639	4667	1385	841	1159	1618	266	251	409	142	100	62	39	39	20	19	17	3	5	20	25	1	3	4	4	2	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	6601	3597	315	167	929	1475	111	145	347	97	55	33	15	24	8	8	12	1	1	14	23	1	1	3	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	9636	4744	1340	883	1147	1604	264	250	341	137	93	66	34	37	19	16	17	8	7	13	22	1	2	3	1	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	6570	3677	277	171	908	1489	113	145	293	99	54	44	15	23	7	6	13	3	1	9	20	1	1	3	1	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	9507	4715	1391	886	1107	1533	283	223	363	130	97	72	37	31	25	16	13	9	7	7	26	5	2	3	0	3	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	6451	3685	265	176	883	1408	115	125	320	93	54	43	15	15	9	5	11	4	1	4	24	5	1	3	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	9454	4741	1410	882	1168	1580	301	218	361	124	79	67	48	33	18	15	16	13	9	2	11	5	3	2	3	3	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	6491	3701	255	165	936	1446	117	115	320	79	41	42	18	16	7	4	13	6	1	1	9	5	0	2	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	9443	4652	1404	841	1162	1575	291	250	375	117	66	71	55	37	22	13	15	14	6	3	13	6	3	2	5	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	6535	3588	277	168	940	1451	108	150	333	72	32	36	14	20	10	0	13	6	0	1	10	6	0	2	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
