label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36
0.03	south22_all	80	2799	1574	1598	549	416	188	87	112	74	34	123	27	40	25	16	19	7	10	1	4	1	4	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0
0.03	south22_active	80	1378	885	1035	317	221	89	45	59	30	19	80	13	28	13	10	8	5	7	0	2	1	4	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	2830	1577	1594	551	395	186	88	101	76	46	110	24	32	20	15	22	8	9	1	6	5	3	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_active	80	1386	882	1023	323	225	92	46	52	32	23	57	14	19	10	9	10	5	6	1	2	5	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	2959	1642	1585	552	388	198	93	103	78	42	129	22	39	21	18	14	8	6	8	6	5	3	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south24_active	80	1457	953	1011	323	226	110	44	54	37	19	76	10	17	10	11	7	5	3	8	2	4	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	2949	1652	1495	570	353	206	95	95	82	42	130	28	37	18	18	16	11	3	10	4	11	2	2	1	0	0	0	1	0	0	0	0	0	0	1	0	0
0.03	south25_active	80	1397	941	937	341	209	117	45	51	40	20	75	11	20	9	11	6	7	1	9	2	5	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	2947	1670	1430	565	335	202	100	104	74	41	116	27	40	23	11	17	17	6	16	4	8	3	2	1	0	0	0	1	0	1	0	0	0	0	1	0	0
0.03	south26_active	80	1393	936	913	342	201	116	49	56	31	22	77	11	28	14	6	7	10	3	13	2	2	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
0.03	south27_all	80	2907	1629	1367	561	350	187	93	107	73	39	93	33	28	25	14	26	14	8	17	5	9	2	1	0	0	1	1	0	0	1	0	0	0	1	1	0	0
0.03	south27_active	80	1372	932	875	327	203	101	49	61	33	18	48	15	25	17	8	12	7	3	13	3	1	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
0.03	south28_all	80	2881	1638	1351	569	387	190	94	114	64	46	96	32	25	30	13	28	12	10	18	3	7	3	2	1	0	1	1	0	0	1	0	0	0	1	1	0	0
0.03	south28_active	80	1398	915	850	340	235	91	43	60	26	25	58	17	20	16	7	17	5	5	12	1	1	3	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0
0.03	south29_all	80	2964	1569	1427	579	391	198	102	111	73	40	93	33	22	28	14	23	11	8	16	4	3	3	2	3	4	1	1	0	0	0	0	0	0	1	0	0	0
0.03	south29_active	80	1442	897	938	348	223	95	48	62	31	21	60	18	12	13	5	15	4	5	13	1	1	3	2	1	4	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south30_all	80	2938	1601	1596	562	417	210	105	93	84	36	82	25	21	30	17	15	9	6	9	4	5	2	7	3	4	0	1	1	0	0	0	0	0	1	0	0	0
0.03	south30_active	80	1412	892	1053	322	249	105	53	44	39	17	61	11	10	10	9	13	4	4	7	3	3	2	7	1	4	0	0	1	0	0	0	0	0	1	0	0	0
0.03	south31_all	80	2892	1616	1435	601	399	201	112	117	81	42	93	23	33	16	21	23	13	7	12	7	21	1	3	2	1	2	0	1	1	1	0	0	0	0	0	0	1
0.03	south31_active	80	1404	964	903	336	260	114	51	59	37	26	58	15	16	9	7	11	10	3	10	4	13	0	0	1	1	0	0	1	1	1	0	0	0	0	0	0	0
0.03	south32_all	80	2972	1652	1444	612	414	205	103	116	82	45	99	22	30	22	29	20	18	7	16	5	13	2	2	3	1	2	0	1	0	0	0	0	0	0	0	0	1
0.03	south32_active	80	1434	991	903	352	256	114	49	56	44	29	66	15	16	11	17	12	11	4	15	2	6	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	2923	1667	1498	584	437	197	108	102	87	37	92	30	28	24	30	24	17	9	14	6	13	2	1	3	1	1	0	1	0	0	0	0	0	0	0	1	0
0.03	south33_active	80	1415	967	925	331	260	109	49	48	46	23	56	17	16	11	18	19	11	4	13	3	6	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south34_all	80	2961	1615	1529	585	429	191	110	91	103	39	97	34	27	25	28	27	10	12	10	2	5	1	5	2	3	0	0	1	0	0	0	0	0	0	0	1	0
0.03	south34_active	80	1402	916	935	342	258	100	52	43	52	20	62	19	16	8	16	22	4	6	9	1	4	0	5	0	3	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south35_all	80	2847	1633	1523	588	413	178	103	92	109	39	76	34	28	25	17	29	8	9	10	2	2	0	5	0	5	1	0	1	0	0	0	0	0	0	0	1	0
0.03	south35_active	80	1355	906	959	343	245	92	49	48	51	17	52	18	13	11	7	22	6	4	6	2	1	0	5	0	5	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south36_all	80	2866	1601	1458	611	364	178	104	96	107	44	108	32	38	25	20	22	6	5	21	4	7	0	5	1	7	1	0	1	0	0	0	0	0	0	0	0	0
0.03	south36_active	80	1335	905	918	364	211	92	47	48	54	18	79	18	19	13	9	19	5	2	12	2	4	0	5	0	7	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	2898	1649	1506	626	393	172	111	108	80	44	128	27	39	29	24	22	7	1	34	4	8	0	0	2	4	2	0	1	0	0	0	1	0	0	0	0	0
0.03	south37_active	80	1347	944	928	381	233	91	51	61	43	21	84	15	21	18	12	16	5	0	13	2	3	0	0	1	4	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south38_all	80	2995	1631	1519	648	372	179	108	96	81	42	120	25	37	29	23	20	7	2	28	3	11	1	0	2	4	2	0	1	0	1	0	1	0	0	0	0	0
0.03	south38_active	80	1416	912	941	394	217	91	48	53	43	21	78	14	20	18	13	10	5	1	9	1	4	0	0	1	3	1	0	0	0	0	0	1	0	0	0	0	0
0.03	south39_all	80	3022	1613	1517	609	398	180	102	95	74	52	108	22	29	32	29	19	5	5	20	2	11	2	3	2	2	2	0	0	0	1	0	1	0	0	0	0	0
0.03	south39_active	80	1417	903	933	364	245	84	47	52	38	26	65	10	13	23	19	8	2	2	2	1	4	0	2	1	1	1	0	0	0	0	0	1	0	0	0	0	0
0.03	south40_all	80	2997	1597	1501	597	394	174	98	77	68	50	77	27	28	26	35	21	10	6	18	1	11	2	6	0	3	1	0	0	0	1	0	0	0	0	0	0	0
0.03	south40_active	80	1417	863	916	359	242	83	43	41	29	26	47	16	13	17	25	10	8	2	4	1	7	0	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0
