label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36
0.03	north1_all	80	2902	1539	1474	627	355	170	112	95	82	47	101	24	26	24	13	16	4	15	6	5	7	4	1	2	3	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north1_active	80	1353	874	959	376	203	76	51	51	34	18	64	13	12	14	6	11	4	13	4	4	4	3	1	1	3	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north2_all	80	2959	1543	1533	613	356	166	113	93	82	53	83	28	25	33	16	23	4	17	9	5	15	5	2	0	2	1	0	0	1	0	0	0	0	0	0	0	0
0.03	north2_active	80	1373	843	1007	367	187	70	52	52	38	19	48	13	15	22	6	15	4	14	6	3	13	4	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north3_all	80	3028	1588	1549	606	338	185	109	90	81	38	80	28	27	35	19	33	4	15	9	4	14	5	1	1	4	1	0	0	0	0	0	0	2	0	0	0	0
0.03	north3_active	80	1428	873	1036	365	179	87	50	52	43	17	45	12	18	25	13	24	3	11	7	3	13	4	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0
0.03	north4_all	80	2934	1605	1497	562	350	196	104	92	78	34	68	31	23	42	24	33	7	9	14	3	18	6	4	2	5	1	0	0	0	0	0	0	2	0	0	0	0
0.03	north4_active	80	1418	889	988	341	201	104	54	56	49	17	41	17	15	28	17	22	5	6	10	2	17	5	1	1	3	0	0	0	0	0	0	0	2	0	0	0	0
0.03	north5_all	80	2881	1608	1476	564	348	203	99	97	83	30	69	33	24	43	17	33	11	9	9	0	7	2	3	3	3	0	0	0	0	0	0	0	2	0	0	0	0
0.03	north5_active	80	1400	908	964	329	195	106	52	53	49	14	44	22	15	27	13	27	8	6	6	0	7	1	1	2	1	0	0	0	0	0	0	0	2	0	0	0	0
0.03	north6_all	80	2858	1620	1446	573	359	193	106	109	83	37	76	28	46	34	12	34	8	4	9	0	8	1	3	2	1	0	0	0	0	0	0	0	2	0	0	0	0
0.03	north6_active	80	1364	913	919	315	208	106	54	57	48	18	49	21	30	19	6	26	6	3	6	0	8	1	1	2	1	0	0	0	0	0	0	0	2	0	0	0	0
0.03	north7_all	80	2847	1676	1419	579	382	183	100	99	71	45	84	26	47	34	11	29	10	3	5	1	4	2	6	2	0	0	0	1	1	0	0	0	0	0	0	0	0
0.03	north7_active	80	1359	956	879	314	213	95	46	54	36	22	44	17	32	18	7	20	4	2	2	0	4	2	1	2	0	0	0	1	1	0	0	0	0	0	0	0	0
0.03	north8_all	80	2879	1681	1479	599	373	162	103	92	64	51	96	28	47	27	14	25	10	4	7	3	4	1	7	1	0	0	0	1	1	0	0	0	0	0	0	0	0
0.03	north8_active	80	1401	961	934	329	207	85	46	52	35	27	50	13	30	15	9	16	3	2	2	0	4	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0
0.03	north9_all	80	2883	1721	1464	602	382	170	96	96	63	48	102	30	28	32	18	14	10	9	8	3	9	1	8	1	1	0	0	1	1	0	0	0	0	0	0	0	0
0.03	north9_active	80	1351	1007	942	338	229	83	47	63	36	23	59	13	14	16	12	7	4	7	3	0	9	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0
0.03	north10_all	80	2833	1647	1562	605	384	181	101	108	73	51	124	28	24	34	28	15	8	9	13	2	7	0	5	1	1	0	1	0	1	1	0	0	0	1	0	0	0
0.03	north10_active	80	1338	956	1007	350	226	88	44	73	44	25	75	12	10	23	15	10	4	6	7	0	6	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north11_all	80	2840	1591	1353	564	386	178	96	96	75	42	96	27	32	24	15	27	10	8	24	2	10	5	1	1	1	0	0	2	2	0	0	0	0	0	0	0	0
0.03	north11_active	80	1374	890	821	318	224	95	45	50	44	17	73	16	15	19	10	18	8	6	23	1	6	2	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north12_all	80	2847	1540	1381	588	388	167	89	97	74	42	88	30	30	34	13	15	8	4	20	4	8	3	2	1	2	1	0	2	2	1	1	0	0	0	0	0	0
0.03	north12_active	80	1344	840	870	326	213	80	45	53	36	19	70	17	12	25	10	8	3	1	18	1	8	2	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north13_all	80	2844	1534	1405	577	381	170	99	96	73	34	88	28	29	27	19	11	5	6	11	4	8	4	4	1	1	1	0	1	1	2	1	0	0	0	0	0	0
0.03	north13_active	80	1367	819	908	316	204	77	50	50	34	21	64	13	15	18	14	5	1	3	8	1	7	2	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0
0.03	north14_all	80	2898	1590	1509	613	370	181	95	108	86	29	106	26	31	33	25	20	8	6	11	9	9	3	4	0	1	1	0	1	1	2	1	0	0	0	0	0	0
0.03	north14_active	80	1423	855	978	344	216	85	45	60	40	23	80	10	18	24	15	10	3	3	7	6	7	2	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0
0.03	north15_all	80	2899	1571	1529	589	399	179	105	118	88	26	99	27	28	24	29	19	6	5	9	9	7	10	3	0	0	0	0	1	0	2	0	0	0	0	0	0	0
0.03	north15_active	80	1426	872	1010	320	231	83	49	61	54	18	68	12	20	15	15	13	3	2	5	8	4	9	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north16_all	80	2921	1593	1570	554	422	167	110	121	94	32	106	34	28	31	24	23	11	6	6	12	5	9	1	0	2	1	0	0	2	1	0	0	0	0	0	0	0
0.03	north16_active	80	1419	900	1060	309	240	78	46	62	58	21	65	18	20	20	10	16	8	2	3	9	2	9	1	0	2	0	0	0	2	1	0	0	0	0	0	0	0
0.03	north17_all	80	2853	1625	1575	586	404	187	119	116	87	33	86	37	34	26	31	19	14	9	7	8	12	7	2	0	4	1	0	0	2	1	0	0	0	0	0	0	0
0.03	north17_active	80	1358	915	1054	327	225	78	55	55	53	17	49	22	20	13	17	14	12	4	4	6	10	7	1	0	4	0	0	0	2	0	0	0	0	0	0	0	0
0.03	north18_all	80	2873	1630	1538	594	434	190	129	125	93	39	85	36	27	27	24	11	13	8	9	5	10	8	2	0	8	1	0	0	2	1	0	0	0	0	0	0	0
0.03	north18_active	80	1378	955	1003	351	255	84	63	62	55	17	43	27	14	18	16	6	11	5	7	3	10	8	1	0	8	0	0	0	2	0	0	0	0	0	0	0	0
0.03	north19_all	80	2809	1621	1462	598	382	203	128	121	88	41	83	37	38	19	23	19	11	7	9	3	10	5	1	0	7	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north19_active	80	1322	934	904	353	237	98	54	65	44	17	49	26	24	13	16	14	9	6	8	1	9	4	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	2885	1525	1483	615	399	193	121	106	91	41	98	35	31	15	17	21	6	10	9	2	4	5	2	1	5	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north20_active	80	1368	841	931	354	247	104	50	58	46	18	57	25	18	10	9	16	3	9	8	1	2	4	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	2795	1532	1537	559	387	200	84	129	77	36	118	33	37	27	21	15	8	11	3	4	4	2	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0
0.03	south21_active	80	1375	853	992	327	195	94	40	73	37	18	88	15	27	16	14	6	6	6	0	1	3	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
