label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54
0.03	north1_all	80	3699	916	854	718	434	679	187	151	108	260	52	204	41	47	87	24	30	23	13	17	9	9	3	11	1	4	2	2	3	0	0	0	0	1	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	2159	424	469	420	248	457	112	95	48	165	33	138	15	29	53	15	18	13	6	9	5	4	2	4	0	1	2	2	3	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	3763	957	816	694	439	655	201	130	106	274	58	164	35	48	80	24	29	27	20	15	8	7	3	10	2	4	4	5	5	0	3	0	2	1	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	2213	441	441	411	253	439	124	83	48	178	36	110	15	30	48	13	21	16	7	5	4	3	2	4	0	1	4	5	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	3611	1008	818	667	403	646	211	129	110	244	52	150	40	43	85	22	33	33	22	16	8	5	4	5	3	4	3	8	4	0	3	0	4	2	0	1	0	1	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0
0.03	north3_active	80	2118	461	450	409	220	430	132	78	55	169	30	96	17	26	52	11	22	15	8	4	1	2	2	3	0	1	3	6	2	0	0	0	2	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	3445	996	790	594	397	615	205	133	111	261	47	145	33	38	98	21	37	30	14	12	11	7	4	3	2	4	3	9	4	1	3	0	7	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0
0.03	north4_active	80	2012	449	423	362	210	396	124	74	62	181	26	98	15	22	66	12	24	13	4	1	3	3	2	2	0	0	3	6	2	1	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	3457	990	791	579	360	579	167	134	102	223	47	162	34	40	92	20	41	26	12	13	15	4	2	2	1	3	2	6	3	3	0	0	5	1	0	0	1	1	0	0	3	0	0	0	0	0	0	1	1	1	0	1	0	0	0
0.03	north5_active	80	2017	445	432	344	187	356	85	72	62	151	23	100	17	19	59	12	26	10	6	5	6	1	0	1	0	1	1	2	1	3	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	3534	986	796	617	353	614	173	139	96	221	42	188	27	38	87	29	33	25	9	12	13	5	3	6	1	4	4	3	0	4	3	2	5	1	0	0	3	1	0	0	3	0	0	0	0	0	0	1	0	0	0	1	0	0	0
0.03	north6_active	80	2111	459	424	350	190	385	87	76	56	148	20	134	15	19	56	14	18	12	4	7	7	3	1	4	0	2	2	0	0	4	2	2	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	3641	999	873	659	351	610	155	148	89	208	46	193	24	45	105	26	38	29	11	10	9	8	3	8	3	4	4	4	0	4	3	3	2	1	0	0	3	1	0	0	3	0	0	0	0	1	0	1	0	0	0	0	0	0	0
0.03	north7_active	80	2145	475	515	380	203	404	75	81	50	122	22	139	14	19	80	8	29	21	5	6	5	7	1	6	1	3	2	2	0	4	2	3	1	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	3704	1003	870	692	374	642	157	150	86	264	47	224	31	49	119	34	35	26	9	6	9	7	4	11	3	7	4	13	0	5	6	4	3	2	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	2188	467	520	403	210	454	76	85	46	158	21	173	14	20	94	12	23	22	3	3	3	6	2	7	1	5	2	6	0	5	5	4	2	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	3673	974	894	697	414	599	160	135	94	318	53	219	35	49	108	29	39	25	8	7	10	11	3	15	4	6	2	18	0	2	3	3	2	4	1	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	2140	441	534	393	235	425	81	73	51	226	28	156	14	19	93	12	31	20	3	3	2	7	1	11	2	4	2	12	0	2	3	3	2	2	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	3631	987	819	688	398	618	173	141	96	329	53	204	39	41	87	29	39	25	10	11	10	8	3	14	5	6	3	26	2	3	4	2	2	3	1	0	4	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	2103	447	456	401	212	424	92	83	57	220	25	135	15	19	68	17	25	13	5	6	3	4	2	9	3	3	3	20	2	2	3	1	2	2	1	0	4	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	3667	980	787	681	435	690	163	128	111	258	45	224	36	39	113	28	35	10	12	4	14	12	7	7	4	8	2	15	1	1	1	0	2	1	2	1	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	2097	453	457	441	258	436	85	59	65	185	23	170	17	23	85	18	22	7	7	0	11	7	3	3	2	5	1	12	0	0	0	0	1	1	1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	3649	980	817	704	429	611	161	146	97	290	50	200	39	52	123	30	33	14	8	6	10	13	5	9	3	9	3	14	1	1	0	0	4	0	1	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	2092	438	471	458	248	390	76	73	58	209	21	153	17	30	82	20	22	6	7	2	6	8	2	2	2	7	1	11	0	0	0	0	3	0	1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	3717	998	827	707	425	607	177	154	94	272	53	160	34	59	109	32	35	24	10	10	15	9	6	9	6	8	5	17	1	3	2	0	4	0	1	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	2177	456	477	446	252	401	88	86	51	194	20	120	16	33	80	22	27	12	9	5	10	6	4	3	4	8	2	11	0	1	2	0	3	0	1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	3684	974	848	705	437	564	185	159	103	254	66	152	31	65	127	28	27	30	13	16	12	8	2	12	4	7	4	10	6	3	2	0	2	2	1	0	11	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	2161	468	478	429	262	352	85	87	48	147	22	106	13	40	99	16	23	14	9	11	7	5	2	7	2	7	1	5	5	2	2	0	2	1	1	0	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	3704	978	832	705	417	596	179	160	120	227	69	169	33	56	133	20	25	36	13	18	16	5	4	10	4	4	3	11	7	5	2	0	1	2	2	0	4	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
