label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50
0.03	north18_active	80	619	190	104	286	188	184	45	74	21	17	9	9	11	9	11	5	6	2	2	0	8	5	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	1183	450	265	434	299	260	87	145	38	25	24	27	26	31	19	5	10	7	5	4	10	4	2	4	1	0	2	4	2	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	585	192	109	278	194	184	42	81	19	14	12	11	13	17	13	5	5	1	2	2	10	3	1	2	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	1251	424	275	471	321	292	89	157	42	23	23	32	25	35	20	8	8	5	9	5	8	1	3	3	1	0	0	5	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	639	200	116	295	211	203	49	84	20	10	13	15	15	19	15	7	3	1	3	2	8	0	1	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	1163	449	1368	160	280	123	75	63	124	96	89	26	117	15	14	11	10	16	10	15	4	3	1	3	0	8	1	1	2	1	4	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0
0.03	south21_active	80	561	207	911	70	174	60	33	40	77	57	54	14	80	12	8	8	9	8	6	12	1	0	1	0	0	5	0	0	1	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	1132	439	1328	166	300	131	68	65	118	91	87	23	115	13	11	10	6	27	9	11	6	3	2	3	2	7	2	1	2	1	6	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0
0.03	south22_active	80	529	197	896	79	193	62	29	36	70	59	53	15	79	9	5	7	5	20	7	9	1	0	0	0	2	4	0	0	2	0	5	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	1105	441	1321	175	306	146	67	69	113	107	76	20	107	15	7	10	6	37	9	6	4	3	2	1	4	6	2	0	1	2	5	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0
0.03	south23_active	80	510	203	881	78	203	68	30	34	79	77	43	12	75	10	3	7	3	27	4	5	1	0	0	0	4	2	0	0	1	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	1091	472	1393	170	310	153	79	65	121	105	72	20	57	16	15	8	10	32	12	5	6	1	4	0	4	3	1	0	1	4	4	4	0	0	1	1	0	0	0	3	0	0	0	0	0	1	0	1	0	0	0
0.03	south24_active	80	516	214	913	84	222	73	41	35	86	76	49	13	42	10	8	5	5	28	6	5	1	0	1	0	4	1	0	0	1	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0
0.03	south25_all	80	1145	469	1404	187	282	153	79	59	130	114	71	19	40	19	14	10	17	22	13	6	5	0	4	2	3	4	2	1	5	5	5	4	0	0	1	1	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0
0.03	south25_active	80	545	229	925	92	190	73	47	27	88	86	46	10	25	14	8	5	7	19	7	6	1	0	1	1	3	3	0	1	2	0	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0
0.03	south26_all	80	1150	475	1371	190	296	144	86	60	117	120	75	21	32	23	16	13	16	18	13	4	5	0	3	2	0	6	1	2	5	5	2	4	0	0	1	1	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0
0.03	south26_active	80	576	223	877	95	184	72	49	23	81	84	49	14	19	15	10	6	8	12	8	3	1	0	1	1	0	5	0	2	2	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0
0.03	south27_all	80	1169	459	1342	178	280	137	73	54	114	104	70	23	51	27	15	13	14	19	10	5	7	1	3	2	1	9	2	2	10	2	2	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_active	80	578	223	882	97	163	71	41	22	85	76	42	15	35	14	11	5	5	12	8	3	4	0	1	1	1	9	0	2	5	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	1104	456	1197	159	262	134	70	62	127	87	75	25	55	28	15	13	9	22	6	7	8	1	1	2	2	8	1	1	7	1	2	3	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_active	80	559	223	773	88	147	75	37	30	105	57	44	14	37	14	13	4	8	13	4	4	5	0	0	1	1	8	0	1	4	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	1051	449	1085	166	268	123	62	53	117	66	60	23	48	23	14	14	8	17	7	5	7	3	0	1	2	6	2	2	5	1	0	3	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_active	80	500	223	698	88	150	67	30	33	85	45	33	14	34	10	13	8	7	10	4	3	4	1	0	1	1	5	0	2	3	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	999	449	781	157	241	115	56	59	115	78	44	19	42	15	12	10	7	6	8	6	3	3	0	1	2	1	3	1	0	0	0	2	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_active	80	461	226	485	73	139	63	22	37	78	49	26	12	24	7	11	6	5	2	6	3	1	1	0	1	1	0	1	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	1114	440	1295	175	264	136	48	54	99	85	54	33	47	33	8	14	16	13	7	9	6	6	1	4	2	11	4	0	1	4	3	4	0	0	2	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_active	80	540	210	832	81	163	74	23	30	58	56	27	19	33	20	4	9	10	11	4	6	3	4	0	1	2	8	2	0	1	3	2	3	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	1128	437	1483	190	297	140	54	62	100	107	55	33	43	28	10	14	7	10	10	14	3	3	2	2	5	16	1	0	0	4	3	4	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_active	80	550	199	972	93	196	68	32	32	62	75	27	18	27	17	6	9	2	7	2	10	1	2	1	1	4	13	1	0	0	2	2	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	1124	442	1512	192	297	141	63	63	106	105	51	30	59	25	10	17	7	33	14	15	3	1	1	2	5	14	3	0	0	4	0	5	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_active	80	569	188	1017	91	191	69	40	28	61	74	28	15	44	15	8	9	2	21	5	11	1	0	1	2	4	11	2	0	0	3	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	1076	420	1455	185	278	119	76	68	107	92	54	24	70	18	14	25	5	33	17	16	2	1	2	2	4	14	2	2	0	3	0	2	1	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south34_active	80	551	163	968	83	177	57	48	29	72	65	33	15	56	9	10	11	1	19	8	11	0	0	2	2	3	12	1	2	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	1040	447	1500	179	260	130	79	68	104	75	55	27	79	14	18	23	5	50	15	14	6	1	4	2	1	3	3	4	1	1	0	2	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1
0.03	south35_active	80	528	184	1007	84	147	67	43	31	69	51	29	14	62	5	13	12	2	35	8	10	2	0	3	2	0	1	1	4	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
0.03	south36_all	80	1021	413	1491	172	238	124	65	70	98	72	50	29	73	8	16	23	10	44	8	10	7	2	4	1	0	3	2	4	1	0	0	1	1	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	1
0.03	south36_active	80	483	174	1009	79	123	73	33	31	65	44	26	15	55	3	12	11	3	29	4	9	2	0	3	1	0	1	0	4	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1
0.03	south37_all	80	1055	408	1420	165	244	144	57	68	99	73	43	31	76	8	14	24	11	29	2	7	7	3	4	2	0	2	2	2	1	0	0	1	1	1	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1
0.03	south37_active	80	489	174	948	76	130	83	21	35	62	42	18	14	54	3	10	12	5	22	2	5	2	0	2	2	0	0	1	2	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1
0.03	south38_all	80	1066	429	1229	164	230	157	64	62	101	65	37	31	57	15	17	14	10	19	4	9	4	3	3	1	3	0	1	1	0	0	1	1	0	1	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0
0.03	south38_active	80	506	187	822	73	118	95	25	34	56	37	18	16	38	7	11	8	4	14	2	5	1	0	2	1	3	0	1	1	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	1030	439	959	172	223	126	73	59	101	56	40	22	39	18	20	14	8	9	6	8	4	2	1	2	3	0	1	2	2	0	1	5	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
0.03	south39_active	80	478	191	646	75	125	72	33	36	58	37	19	11	22	9	14	10	5	5	4	3	1	0	0	1	3	0	1	1	2	0	1	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	1013	465	821	185	203	125	63	51	86	52	29	21	51	22	15	14	3	10	5	6	4	2	1	2	3	1	0	2	2	1	4	4	0	0	0	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0
0.03	south40_active	80	461	226	556	82	117	67	32	29	49	35	16	8	30	12	9	10	2	5	3	2	4	0	0	1	3	0	0	1	2	0	3	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
