label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137
0.03	north7_active	80	3108	1138	466	371	644	592	148	357	302	324	211	95	114	81	50	67	111	34	46	60	21	35	24	31	22	40	22	17	27	10	13	13	27	53	7	10	16	14	7	16	5	2	6	4	20	4	10	2	0	13	2	3	7	0	4	4	2	7	0	8	4	1	1	3	3	3	3	1	2	1	0	1	1	2	3	1	0	3	0	1	0	2	0	0	0	1	1	0	0	1	1	0	0	2	0	0	0	1	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	3	0	0	0	0	1	0	0	1	0
0.03	north8_all	80	5443	2140	988	728	1063	980	320	578	510	538	304	206	207	186	99	125	163	71	87	102	61	64	54	48	35	58	33	25	49	26	18	24	42	78	19	19	25	22	12	25	16	6	22	6	29	5	16	7	2	14	13	18	4	3	9	10	3	5	1	12	8	4	3	3	3	8	3	4	4	3	0	1	1	2	6	1	1	4	1	1	1	1	0	0	1	2	2	0	4	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	1	0	0	1	0	0	1	1	0	1	0	0	0	0	1	1	0	0	1	0	1	0	3	0	0	0	0	0	0	0	1	0
0.03	north8_active	80	3167	1178	471	372	673	562	146	336	316	335	189	108	117	100	58	71	104	35	54	58	19	27	31	27	17	41	16	13	35	14	8	11	30	53	10	10	17	13	5	11	7	1	16	4	18	2	11	2	0	12	4	4	3	0	4	6	1	3	0	9	4	3	1	3	3	3	3	1	1	2	0	1	1	2	6	0	0	3	0	1	0	0	0	0	0	1	1	0	4	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	3	0	0	0	0	0	0	0	1	0
0.03	north9_all	80	5386	2094	955	733	1047	1003	327	523	543	532	308	204	228	169	112	108	169	76	98	105	61	50	55	54	38	67	27	31	48	26	24	20	38	71	18	21	28	15	8	23	18	6	29	7	23	2	13	7	1	16	12	21	4	3	5	15	6	4	0	10	10	5	0	2	5	6	6	3	11	4	0	1	1	0	7	1	1	3	1	0	1	0	0	0	2	1	0	0	4	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
0.03	north9_active	80	3187	1178	469	358	668	598	155	280	330	328	180	112	133	97	60	56	104	37	59	62	23	24	27	33	18	48	13	18	35	15	10	11	28	50	11	9	18	8	3	11	9	1	21	5	13	1	7	2	0	12	5	9	4	1	1	7	2	3	0	7	6	3	0	2	5	3	6	1	7	3	0	1	1	0	7	0	0	3	0	0	0	0	0	0	1	1	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
0.03	north10_all	80	5306	2074	949	697	1015	1003	307	505	558	497	289	202	231	170	114	112	168	78	97	109	63	49	49	59	38	53	29	32	47	27	36	25	41	63	18	16	32	11	15	29	23	5	34	10	18	2	11	6	0	11	10	27	3	4	5	15	5	4	3	8	9	4	0	5	4	1	3	3	13	5	0	1	1	0	4	3	0	0	1	0	1	0	2	0	2	1	0	0	4	0	0	0	2	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	3176	1191	452	323	643	614	145	274	353	312	164	101	146	93	50	57	92	41	59	69	27	23	29	32	17	30	17	16	27	17	18	17	31	43	12	7	21	5	6	19	12	3	20	7	10	1	9	4	0	8	6	8	2	1	0	7	2	3	2	6	4	3	0	2	4	1	3	0	7	4	0	1	1	0	4	2	0	0	0	0	0	0	0	0	2	1	0	0	4	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	4627	1841	939	691	846	796	330	479	441	447	270	180	182	148	107	98	137	98	79	81	42	58	49	55	36	48	35	35	38	30	19	31	32	57	24	23	28	21	20	15	16	10	25	6	21	14	25	14	6	6	4	8	0	5	1	8	5	10	6	18	6	1	4	3	6	8	6	1	1	3	5	2	0	2	3	1	0	0	3	2	1	3	0	0	1	4	1	0	0	2	0	0	0	6	1	2	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	2593	984	431	323	529	497	165	274	263	267	151	89	88	79	45	55	75	44	37	52	20	29	26	23	18	27	16	18	20	17	7	13	17	41	12	16	13	14	8	8	9	4	18	1	10	6	15	7	5	3	2	5	0	3	1	8	3	3	4	7	3	0	4	1	3	7	5	1	1	0	4	2	0	1	3	0	0	0	0	2	0	2	0	0	1	4	0	0	0	2	0	0	0	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	4847	1960	957	693	929	889	360	497	505	473	305	188	191	136	116	110	147	95	89	98	44	63	57	60	43	62	32	38	45	29	19	26	29	60	22	28	27	21	19	18	15	16	24	12	13	13	35	22	5	9	3	10	1	7	3	10	1	9	6	22	8	0	8	2	6	8	8	1	2	3	5	2	1	2	3	1	1	0	4	0	1	2	0	0	1	1	1	0	2	2	0	1	0	6	0	3	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	2793	1041	458	320	578	580	169	292	304	291	178	93	97	68	53	58	80	52	43	62	23	33	36	30	21	37	14	20	29	14	7	9	16	36	9	15	14	13	6	12	10	7	16	5	6	6	21	12	3	4	1	8	1	4	2	7	1	2	4	7	4	0	7	1	3	7	6	1	1	0	4	2	1	1	3	0	1	0	1	0	0	1	0	0	0	1	0	0	0	2	0	1	0	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	5219	2045	952	709	990	1060	359	533	530	572	299	181	221	153	111	115	173	83	93	111	48	65	58	72	47	57	30	36	60	31	21	24	34	44	23	19	33	18	11	15	13	14	23	13	16	13	37	28	6	11	3	21	3	10	6	7	2	10	5	14	10	1	8	1	3	4	6	2	2	2	5	3	1	2	3	1	1	0	3	0	0	2	0	0	1	0	1	0	3	2	0	1	0	5	0	3	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	3099	1078	463	321	632	691	153	341	327	386	180	99	120	84	48	52	90	46	44	64	25	31	35	34	26	31	14	21	41	16	7	11	22	19	9	7	18	7	4	10	9	6	11	5	10	6	23	13	4	4	1	19	2	5	2	4	1	3	2	9	6	1	7	1	1	4	5	1	1	0	4	2	1	1	3	0	1	0	1	0	0	1	0	0	0	0	1	0	0	2	0	1	0	4	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	5544	2109	941	714	1040	1070	350	555	526	588	313	188	235	153	102	122	173	88	92	125	47	68	58	66	52	57	29	32	54	27	27	22	46	49	24	22	26	18	10	21	18	13	21	18	14	10	29	32	3	13	3	22	4	7	6	12	2	9	4	18	11	2	9	2	3	5	6	1	1	2	3	1	1	2	0	2	2	1	2	1	0	3	2	0	1	0	1	0	3	1	1	1	1	4	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	3308	1127	462	330	615	702	139	363	326	406	196	108	129	84	49	52	98	52	49	74	24	36	31	34	31	29	14	16	39	11	10	12	34	23	10	5	13	6	3	16	14	4	8	9	9	5	14	17	2	8	1	19	3	3	2	8	1	6	1	13	10	1	7	2	2	5	5	0	0	1	0	0	1	0	0	2	1	1	1	1	0	2	0	0	0	0	1	0	0	1	1	1	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	5525	2128	925	730	1040	1059	342	543	508	579	302	188	258	168	87	123	173	97	93	122	52	57	56	49	57	41	30	30	55	29	32	18	35	32	23	20	25	22	13	29	23	10	25	18	15	7	19	26	3	14	6	24	4	5	6	11	2	7	3	11	8	3	4	1	3	6	5	4	0	2	3	2	0	2	0	2	3	2	0	1	0	2	2	0	0	0	1	0	4	0	1	1	2	4	0	1	2	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	3290	1162	446	344	613	670	155	349	319	394	194	109	149	92	41	64	91	52	54	72	27	30	27	26	34	21	17	12	41	16	11	12	27	19	9	7	11	8	5	20	16	3	9	9	9	3	5	14	3	8	3	21	3	2	1	7	0	5	1	10	8	1	2	1	2	6	5	3	0	1	0	0	0	1	0	2	1	2	0	1	0	2	0	0	0	0	1	0	1	0	1	1	0	4	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	5395	2118	963	730	1032	1001	344	556	479	553	310	188	260	155	89	137	176	103	93	112	51	63	55	53	59	41	28	24	57	25	31	17	44	56	19	22	18	21	13	26	21	8	32	12	14	6	14	13	4	8	6	22	5	4	6	11	1	5	1	9	7	2	6	3	1	6	9	3	0	2	2	2	1	3	1	2	2	2	0	1	1	3	2	0	0	0	0	0	1	0	2	0	2	0	0	1	2	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	3230	1171	465	334	599	626	161	343	278	374	204	106	150	84	40	78	101	55	52	63	26	31	26	29	31	27	18	9	41	15	8	10	30	37	9	8	9	10	8	17	12	2	12	6	9	2	5	10	4	7	4	18	3	2	2	9	0	3	0	9	7	0	2	3	1	6	8	3	0	1	0	0	0	1	1	2	0	2	0	1	0	3	0	0	0	0	0	0	1	0	2	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	5388	2151	967	709	1020	1032	371	553	504	526	292	196	258	152	95	134	187	89	75	107	53	59	56	47	58	43	33	25	54	32	24	15	31	55	17	20	19	22	16	25	21	11	31	12	15	7	10	10	4	9	5	11	6	5	6	11	1	5	1	5	9	2	6	4	1	4	10	3	0	3	3	3	1	3	2	3	2	4	0	1	1	2	0	0	2	0	0	0	1	0	1	0	1	0	0	1	1	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	3194	1198	482	334	611	658	183	331	300	347	185	94	146	77	48	77	115	51	42	64	22	27	29	25	32	31	20	6	36	17	6	9	15	40	6	8	11	14	10	14	15	3	16	6	8	5	3	8	3	7	3	8	3	2	3	9	0	1	0	5	8	0	0	4	1	3	9	3	0	1	2	0	0	1	2	2	0	4	0	1	0	2	0	0	2	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	5424	2158	1016	682	1096	1013	363	549	524	556	299	185	241	151	105	136	183	88	80	100	58	58	58	58	50	53	32	30	57	23	18	15	33	61	12	14	17	27	17	19	18	8	27	8	15	10	9	12	5	11	2	18	6	9	4	6	1	9	1	2	12	1	9	4	0	6	9	2	0	3	2	2	1	1	2	2	2	4	0	2	1	2	0	1	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	3197	1188	491	308	697	641	165	322	311	375	182	92	133	74	47	77	116	48	41	48	26	29	26	30	25	34	18	8	37	14	4	9	18	41	4	6	9	17	8	9	13	3	16	4	8	6	2	10	3	9	1	15	3	2	2	4	0	4	0	2	11	0	3	3	0	5	8	2	0	0	2	0	0	0	2	0	0	4	0	1	0	2	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	5467	2132	995	702	1079	1028	370	582	552	539	302	189	244	164	115	135	208	83	69	94	58	61	60	56	41	56	33	34	55	20	15	20	32	64	13	12	20	27	17	21	15	9	27	10	25	8	11	14	8	12	3	15	9	6	5	9	2	16	2	4	13	1	8	3	1	6	9	3	0	3	2	1	2	0	2	2	1	5	0	2	1	2	0	1	2	0	0	0	1	0	1	0	0	0	0	0	0	5	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	3207	1182	475	335	697	635	162	354	348	354	183	95	141	94	49	70	127	40	24	41	28	36	24	23	23	32	18	10	36	9	5	11	18	45	3	4	10	18	7	13	9	3	17	5	15	6	5	12	2	8	1	13	5	0	1	6	2	11	1	3	11	0	3	1	1	5	9	3	0	0	2	0	0	0	2	0	0	5	0	1	0	2	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	5471	2134	981	707	1031	1017	352	538	564	544	289	183	262	171	119	118	210	79	80	102	55	55	61	47	41	52	28	31	53	20	21	19	28	63	17	13	21	26	14	23	10	7	30	10	22	14	12	17	7	15	3	27	6	9	5	8	2	15	2	2	9	2	6	4	2	7	11	6	1	2	3	1	1	1	1	3	0	7	0	6	1	3	0	1	2	0	0	0	1	0	1	0	2	0	0	0	0	5	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	3264	1198	452	337	660	631	153	322	345	348	174	96	152	109	49	59	129	33	34	49	28	30	28	18	18	26	15	11	33	7	9	9	18	40	3	5	8	16	5	17	6	2	21	4	13	8	9	14	1	8	2	23	5	2	1	6	2	10	1	1	8	2	4	1	2	7	11	5	1	0	2	0	0	0	0	1	0	4	0	4	1	3	0	1	2	0	0	0	1	0	0	0	2	0	0	0	0	5	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	3331	3763	1024	1149	698	569	376	366	532	253	329	360	335	239	265	213	92	143	210	83	55	61	63	42	60	62	58	65	28	37	30	31	15	24	23	26	10	24	56	15	20	32	14	5	9	5	6	10	2	5	10	7	9	4	4	8	7	3	10	3	7	8	2	2	4	1	2	0	2	1	3	1	5	4	3	2	1	1	0	2	4	0	0	0	2	0	0	0	3	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0
0.03	south21_active	80	1543	2455	524	675	344	319	185	211	322	141	195	221	210	152	171	148	56	71	139	43	24	23	38	24	35	34	32	32	13	13	16	19	4	14	12	13	5	12	33	3	16	12	7	2	4	1	4	5	0	0	8	2	5	3	2	4	4	3	5	2	4	6	1	0	2	1	0	0	2	1	2	0	2	2	2	1	0	1	0	2	1	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	3237	3633	1010	1146	671	550	400	345	499	245	327	376	291	220	208	187	94	150	191	83	59	51	61	43	57	59	51	72	33	40	23	31	16	18	20	24	16	14	65	15	23	23	12	6	9	6	8	9	4	5	7	4	8	4	5	7	9	4	10	2	3	4	1	3	3	2	2	0	1	2	3	1	7	5	2	2	1	2	0	2	4	0	0	0	1	0	0	0	3	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
