label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88
0.03	north8_all	80	2214	1144	990	600	501	724	205	172	212	107	88	82	61	47	69	105	31	80	37	31	24	30	38	8	25	16	12	9	16	7	15	6	7	7	5	10	9	5	1	6	3	1	2	2	0	3	3	3	0	0	0	3	1	2	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north8_active	80	973	548	557	324	280	478	87	61	117	44	38	31	27	19	40	64	16	58	22	14	13	14	24	4	19	6	7	3	11	2	7	2	3	4	3	5	5	4	0	4	1	1	1	1	0	3	0	2	0	0	0	3	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	2177	1160	990	576	503	720	196	182	193	103	88	83	55	48	70	87	29	82	40	41	23	26	42	12	23	12	9	8	17	9	13	6	10	5	11	6	8	2	1	3	3	0	1	1	0	2	5	2	0	0	0	3	1	1	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north9_active	80	952	576	561	310	293	451	82	68	112	40	43	34	22	21	41	52	16	51	27	18	12	13	30	6	15	7	4	4	13	4	6	2	5	3	5	1	2	2	0	1	1	0	0	0	0	2	0	2	0	0	0	3	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	2137	1161	1003	564	495	709	209	183	215	101	90	80	54	43	62	104	33	77	34	40	27	22	43	15	23	10	4	8	13	12	11	5	14	8	16	8	4	4	2	2	1	0	3	0	1	1	4	3	0	1	0	3	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north10_active	80	955	584	592	304	296	439	92	79	131	43	42	40	22	18	40	65	17	46	18	14	11	7	31	7	16	5	1	4	10	6	5	2	8	4	8	2	0	3	0	0	0	0	1	0	0	0	0	3	0	1	0	3	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	2281	1252	1151	648	662	973	193	161	301	113	108	86	66	56	94	118	44	127	28	43	29	20	54	16	36	21	15	11	12	10	12	9	6	16	7	10	7	11	2	13	5	2	1	4	4	3	7	0	1	0	0	1	0	2	0	1	4	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0
0.03	north11_active	80	1075	625	689	363	420	675	87	74	182	56	41	47	33	30	59	66	21	99	13	26	18	12	36	7	22	15	5	4	6	5	3	5	2	9	3	9	4	9	1	11	4	0	1	4	4	3	5	0	0	0	0	0	0	1	0	0	3	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0
0.03	north12_all	80	2265	1284	1221	661	647	1013	187	176	308	123	111	80	62	72	93	107	44	121	17	49	42	18	43	12	31	23	15	11	18	5	10	6	7	20	7	10	7	9	2	11	5	2	0	0	5	1	7	0	0	0	0	1	0	2	0	1	5	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0
0.03	north12_active	80	1072	651	733	365	413	695	76	82	179	56	39	38	31	40	55	57	21	87	6	30	31	10	25	6	19	13	7	4	11	1	2	4	3	14	4	9	4	8	1	8	2	0	0	0	5	1	5	0	0	0	0	0	0	1	0	0	4	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0
0.03	north13_all	80	2295	1293	1198	664	615	1079	179	174	287	129	118	75	63	66	90	120	37	125	23	43	41	16	42	10	20	18	10	13	21	7	11	7	11	17	14	12	13	8	1	12	5	3	0	1	5	0	5	0	1	1	0	2	0	2	1	1	1	0	2	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0
0.03	north13_active	80	1095	657	708	371	380	734	72	74	167	57	51	30	32	39	51	72	17	86	8	25	29	10	22	4	11	10	6	8	13	5	3	6	8	14	9	12	4	7	1	9	2	1	0	1	3	0	4	0	1	0	0	1	0	2	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0
0.03	north14_all	80	2312	1292	1231	672	587	1066	191	172	273	136	119	86	60	65	88	106	45	119	31	36	40	23	43	11	25	16	7	9	24	17	11	12	8	15	13	8	12	6	1	14	5	1	0	1	5	0	1	1	1	1	1	8	0	1	1	0	1	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	1090	667	728	379	367	697	79	65	157	59	54	33	30	38	49	65	23	75	15	21	30	13	22	3	13	9	6	6	17	13	4	8	6	12	9	7	4	5	0	9	0	1	0	1	3	0	1	1	1	0	0	7	0	1	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	2287	1290	1217	641	568	1107	196	168	245	128	122	107	66	54	75	103	49	115	42	29	34	32	53	15	27	20	4	9	23	20	9	10	7	16	13	10	11	6	7	7	5	3	0	1	8	0	1	3	1	2	1	8	0	1	1	0	1	0	0	0	1	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	1037	672	717	349	346	733	85	63	152	53	64	52	35	29	43	65	29	80	22	19	23	16	31	4	11	11	2	6	21	16	6	6	5	13	7	9	3	3	3	3	0	1	0	1	5	0	1	2	1	0	0	8	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	2314	1250	1158	594	579	1103	209	167	244	138	115	98	60	53	61	102	42	104	35	30	24	40	62	22	31	25	6	5	20	18	5	12	1	13	9	8	6	10	9	4	5	5	2	1	6	1	0	4	0	3	1	7	2	0	0	0	0	0	0	1	1	1	1	1	0	0	1	0	4	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	1061	644	693	320	363	711	92	73	142	58	58	48	29	28	39	65	26	70	18	18	15	18	37	7	13	12	3	2	15	15	3	7	0	9	6	7	5	5	5	1	1	2	1	0	5	1	0	2	0	0	0	7	2	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	2306	1238	1112	590	577	1121	188	160	247	127	118	93	60	60	66	114	44	105	37	37	39	40	55	25	33	25	10	9	27	12	8	10	5	12	7	7	6	9	9	2	6	4	2	2	6	2	1	5	1	2	0	2	2	2	0	1	0	0	0	1	0	1	1	2	0	0	1	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	1080	625	695	321	351	746	78	72	131	45	55	46	26	31	35	71	28	74	20	22	24	18	40	8	20	8	5	6	18	11	4	8	3	7	3	7	5	4	6	1	4	1	1	1	5	1	0	1	0	0	0	2	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	2330	1306	1109	604	613	1162	191	162	286	121	115	76	61	64	75	116	39	106	37	48	36	33	55	26	31	28	13	9	28	9	6	11	13	12	6	6	3	8	4	2	11	3	2	3	0	3	1	5	1	1	0	1	2	2	0	1	0	0	0	3	0	0	1	2	0	1	1	0	3	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
0.03	north18_active	80	1102	655	680	329	368	821	81	81	148	45	56	35	22	33	48	68	23	78	20	28	22	15	39	15	24	13	7	6	17	8	4	9	5	6	3	6	3	4	3	1	10	1	1	2	0	1	0	1	0	0	0	1	2	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	3	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
0.03	north19_all	80	2382	1316	1106	637	613	1232	194	158	276	113	120	70	70	71	80	111	38	129	40	50	35	29	57	22	28	22	17	11	31	10	11	10	15	18	6	7	1	4	4	1	11	1	0	3	0	2	4	3	2	0	0	1	3	3	0	1	0	0	0	2	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0
0.03	north19_active	80	1127	650	663	365	374	923	81	72	142	50	58	32	31	34	50	66	24	93	22	30	22	14	39	14	23	12	8	8	22	7	8	9	7	11	4	5	1	3	2	0	10	0	0	2	0	0	1	0	0	0	0	1	2	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0
0.03	north20_all	80	2400	1301	1117	652	613	1229	191	165	251	107	112	86	64	70	90	96	38	126	41	54	29	25	61	20	23	25	15	10	28	6	11	7	15	14	8	13	2	5	3	4	8	0	0	4	1	3	13	2	3	1	0	0	6	1	0	0	1	1	0	2	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	2	2	0	0	0	0	0	0
0.03	north20_active	80	1138	625	645	356	373	892	82	80	141	57	54	51	30	35	57	61	23	89	20	34	19	13	44	15	16	19	9	7	22	3	7	5	7	11	5	6	0	2	1	2	7	0	0	3	1	1	10	0	2	1	0	0	4	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0
0.03	south21_all	80	3208	1064	672	435	342	253	293	607	159	123	140	80	139	86	59	82	68	31	32	89	30	27	17	20	17	15	17	12	16	15	9	16	4	8	7	7	0	4	5	10	2	1	3	1	2	0	3	1	4	4	5	1	2	1	4	2	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	1768	518	292	222	162	122	169	401	72	61	83	36	85	45	40	48	42	12	19	58	15	18	6	12	11	6	9	4	12	9	5	10	2	5	5	0	0	2	3	5	1	0	2	0	1	0	2	0	2	4	4	1	1	0	4	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	3165	1039	656	442	351	263	305	616	145	115	121	78	129	90	62	91	57	39	27	99	27	36	13	24	14	15	19	10	15	19	5	21	4	10	6	9	2	5	5	6	2	3	4	1	8	0	5	1	4	5	5	1	1	1	4	2	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south22_active	80	1745	487	283	220	166	123	176	399	69	51	66	29	80	51	42	65	35	19	16	65	12	22	4	15	8	8	8	5	11	13	3	13	2	5	3	4	2	3	3	0	1	1	2	0	6	0	4	0	3	5	4	1	0	0	4	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south23_all	80	3155	1072	623	441	358	278	304	624	133	106	124	87	110	80	67	83	61	41	23	107	32	28	16	20	15	15	20	10	14	21	3	27	5	7	3	10	2	3	12	5	3	3	3	1	7	1	4	2	4	2	7	1	1	1	4	2	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
0.03	south23_active	80	1781	514	283	211	169	135	171	420	69	46	66	36	75	49	42	52	39	20	14	64	17	15	9	10	10	8	10	6	11	15	2	19	2	3	1	5	2	3	10	0	2	1	1	1	6	0	3	0	3	2	5	1	0	1	4	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
0.03	south24_all	80	3103	1122	624	464	345	280	294	634	136	98	103	100	103	83	85	87	62	40	24	104	22	20	17	24	14	11	11	11	16	13	5	29	3	7	6	11	2	1	10	1	2	2	4	1	7	1	8	2	3	3	6	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
0.03	south24_active	80	1759	555	281	217	158	130	160	392	60	40	45	47	65	50	48	54	28	23	13	70	12	9	11	9	9	5	3	7	13	10	2	22	1	4	3	5	2	1	10	0	1	1	1	1	6	0	2	0	2	3	5	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
0.03	south25_all	80	3082	1175	633	456	343	275	278	620	138	94	118	101	103	83	95	112	75	33	25	116	22	23	23	20	16	10	12	9	18	14	11	36	2	4	8	8	0	1	11	3	3	3	3	1	6	1	5	2	3	2	6	0	0	2	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south25_active	80	1757	587	287	219	152	136	162	377	58	40	46	52	63	50	45	72	33	16	9	76	12	12	16	10	9	3	5	4	14	9	7	28	0	3	3	5	0	1	9	2	1	3	1	1	4	0	0	0	2	2	5	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south26_all	80	3205	1189	658	466	349	247	275	617	128	102	93	103	109	102	88	118	88	30	30	121	25	22	15	18	13	9	10	11	14	16	15	36	3	4	7	8	2	2	5	9	3	2	3	2	4	0	5	1	2	1	0	0	0	5	1	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
0.03	south26_active	80	1828	593	301	213	156	114	167	378	55	43	35	53	77	62	45	64	40	15	12	97	11	10	10	11	6	3	5	7	11	10	9	29	0	3	3	4	1	2	3	7	1	2	1	2	1	0	0	0	1	1	0	0	0	5	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
0.03	south27_all	80	3223	1175	681	440	344	252	278	600	121	103	98	91	113	92	82	114	98	29	34	119	24	28	15	16	14	15	4	9	6	13	16	25	4	4	4	7	3	2	4	11	2	5	1	2	6	0	0	2	3	0	1	0	1	4	2	1	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0
0.03	south27_active	80	1858	577	322	205	147	114	167	382	56	48	43	44	76	54	48	68	48	16	16	93	12	15	9	12	7	6	3	6	3	7	10	18	0	2	0	5	2	2	2	9	0	4	1	2	3	0	0	0	1	0	0	0	1	4	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
0.03	south28_all	80	3276	1180	668	438	380	249	283	663	131	101	100	90	117	94	73	112	99	27	38	91	28	25	18	17	14	14	6	12	6	12	11	18	5	8	1	7	3	4	3	13	1	6	0	2	3	0	0	4	2	0	3	0	1	4	1	1	0	0	1	0	3	0	0	1	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0
0.03	south28_active	80	1855	586	322	191	167	108	153	450	59	50	46	42	68	51	40	64	55	16	20	71	15	14	8	14	6	5	4	6	4	7	5	13	0	5	0	4	2	3	2	10	0	3	0	2	2	0	0	2	1	0	1	0	1	4	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
0.03	south29_all	80	3266	1145	642	438	354	265	328	681	123	109	103	92	112	91	74	122	94	32	37	79	29	29	20	16	14	15	6	12	10	14	9	17	4	9	5	4	2	4	6	7	2	5	1	2	4	0	2	8	2	0	3	1	1	1	1	0	0	0	0	2	3	1	0	1	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0
0.03	south29_active	80	1832	570	300	194	164	121	182	461	55	53	51	42	62	47	49	72	59	19	16	56	18	20	7	8	7	6	3	2	9	10	3	10	1	6	0	3	1	3	5	6	1	2	0	2	4	0	2	5	1	0	1	0	1	0	0	0	0	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
0.03	south30_all	80	3141	1141	654	453	348	248	325	729	130	105	118	92	121	106	75	122	78	36	32	71	31	34	20	17	16	12	6	12	13	8	10	14	5	11	8	3	0	5	7	7	2	4	1	1	4	1	2	9	3	0	2	1	1	1	1	0	0	1	1	2	4	1	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_active	80	1748	553	292	202	158	110	180	497	53	52	59	44	64	52	46	66	50	16	12	40	19	22	6	7	9	4	4	2	11	6	2	7	1	7	0	2	0	3	4	5	1	1	0	1	4	0	2	7	2	0	1	0	1	0	0	0	0	0	0	1	4	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	3187	1098	639	462	334	279	269	566	132	128	105	89	112	103	74	116	57	34	24	83	36	23	23	36	7	13	13	8	18	20	7	11	10	10	4	9	8	4	6	4	7	2	3	1	9	2	1	1	4	2	2	3	0	1	0	2	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_active	80	1728	561	292	206	157	129	154	381	60	56	57	45	66	61	47	76	31	13	11	47	26	16	10	21	4	8	8	3	11	9	6	7	3	2	2	6	2	3	4	2	3	2	1	0	9	2	0	0	3	1	2	0	0	1	0	2	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	3183	1103	616	481	336	270	259	592	126	122	104	99	116	104	74	122	63	28	19	115	33	31	27	30	10	13	12	6	24	17	7	12	8	6	3	7	6	5	5	10	7	1	2	2	7	0	9	0	3	1	4	4	0	1	2	2	2	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_active	80	1744	546	289	225	163	117	152	414	63	50	57	50	76	64	47	80	37	10	5	65	19	17	12	15	8	9	7	3	15	8	5	7	3	1	1	5	1	3	2	7	3	1	1	0	7	0	7	0	3	1	4	0	0	1	1	2	2	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	3239	1125	618	477	343	258	271	599	123	110	94	94	120	80	68	120	71	30	21	138	36	31	30	27	13	10	9	6	23	14	7	15	7	7	2	4	3	6	6	11	4	0	1	1	6	4	8	1	0	5	4	3	0	1	2	3	2	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_active	80	1762	581	287	208	168	109	147	387	62	49	51	52	80	41	42	73	42	12	6	96	18	13	15	16	10	6	2	4	12	7	4	7	4	3	1	3	0	4	3	8	2	0	1	0	6	1	7	0	0	5	4	0	0	1	1	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	3241	1146	636	467	335	255	279	615	120	110	96	99	132	76	68	115	71	28	26	144	28	39	25	21	16	8	8	6	27	13	9	18	5	8	4	5	2	4	4	13	3	0	0	1	2	4	12	1	0	6	3	3	0	2	2	3	0	1	2	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_active	80	1788	590	292	217	166	106	152	392	58	60	52	53	85	44	44	67	43	12	9	100	12	13	11	13	13	4	3	5	11	6	6	12	2	3	2	3	1	2	2	10	2	0	0	0	2	1	11	0	0	5	2	0	0	1	1	1	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
