label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90
0.03	north6_all	80	4960	3715	1230	1563	715	1076	670	330	254	288	301	165	153	124	125	121	72	95	111	50	61	58	48	41	27	22	29	24	44	52	15	10	18	24	11	15	10	8	3	10	5	3	8	1	3	1	2	1	0	3	4	0	2	4	1	1	1	1	0	2	0	0	0	1	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	2373	2243	570	923	361	695	404	151	128	149	185	71	59	58	68	82	33	45	71	25	31	37	30	23	12	15	16	13	26	27	7	5	11	17	8	9	5	2	2	7	3	1	7	1	2	1	1	0	0	2	3	0	2	4	1	0	0	1	0	1	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	4995	3981	1261	1661	724	1134	721	334	248	288	347	163	151	118	117	121	83	113	125	48	74	66	49	47	27	24	27	23	41	47	18	10	18	16	18	10	13	7	4	7	5	3	8	1	2	2	2	1	0	2	1	1	2	1	1	1	3	2	2	2	0	0	0	1	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	2404	2417	593	986	372	723	438	169	119	160	220	69	66	55	64	79	38	64	75	22	36	47	26	22	14	15	15	12	22	33	10	4	11	11	15	6	9	1	1	4	3	2	7	1	1	1	0	0	0	1	0	0	2	0	1	0	2	1	1	1	0	0	0	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	5095	4166	1316	1699	762	1214	794	337	251	307	343	164	141	102	138	107	84	126	149	48	74	56	45	53	35	24	32	18	41	48	17	11	12	20	23	20	14	5	8	8	7	4	8	5	3	2	4	1	2	3	1	2	2	2	0	2	2	1	2	1	0	1	0	2	1	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	2450	2529	629	1021	390	766	474	161	114	171	212	65	68	46	79	66	35	68	91	21	32	38	26	30	22	13	15	10	26	32	8	5	6	13	21	15	13	0	3	6	5	3	4	4	1	1	2	0	2	1	0	1	2	0	0	1	2	0	1	0	0	1	0	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	5074	4343	1331	1770	764	1190	790	359	237	315	327	162	138	94	128	106	87	145	167	49	70	66	39	55	37	22	32	16	44	57	16	14	11	24	25	24	21	7	8	12	8	2	8	6	4	3	5	1	2	3	1	3	1	4	0	4	2	1	2	0	0	1	0	1	1	0	0	0	0	0	0	2	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	2491	2670	623	1066	376	760	462	185	114	184	198	72	74	49	72	62	42	79	107	26	35	44	21	34	24	9	13	10	27	44	7	5	6	11	18	18	14	0	3	7	3	2	4	4	1	1	3	0	2	1	0	2	1	0	0	2	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	5044	4348	1332	1864	762	1156	775	381	231	351	321	170	146	96	133	90	82	156	156	60	53	70	39	43	29	25	36	18	39	65	12	15	7	22	26	31	23	6	12	20	7	2	9	9	5	4	4	2	5	2	3	5	1	3	0	5	2	0	0	1	0	2	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	2514	2662	648	1157	373	730	445	187	107	205	200	76	70	49	72	53	38	85	98	35	27	49	25	30	16	8	20	10	25	47	3	6	5	9	18	24	14	1	6	17	3	2	6	5	1	1	3	1	3	1	0	3	1	0	0	3	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	5199	4227	1295	1847	776	1156	805	330	284	360	332	165	136	120	140	106	73	119	118	46	71	64	49	41	31	20	29	19	40	67	15	15	19	23	21	24	29	5	14	24	5	8	3	2	2	3	7	3	1	2	7	5	2	0	1	1	1	3	0	1	0	0	0	0	0	0	1	0	0	0	2	1	1	0	0	0	1	1	0	0	0	0	0	1	0	1	1	0	0	0	0
0.03	north11_active	80	2607	2575	625	1116	399	726	465	165	119	200	182	76	64	58	80	51	33	74	82	20	46	41	21	21	17	13	19	8	32	52	9	6	11	13	15	11	8	2	2	12	2	2	3	0	1	3	5	1	1	1	5	4	0	0	0	1	1	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north12_all	80	5108	4066	1254	1710	763	1186	773	339	270	324	327	143	131	107	134	109	83	130	111	49	74	55	48	39	29	25	36	19	41	53	13	10	15	13	23	26	32	5	10	22	3	7	3	3	3	6	6	2	0	3	10	6	1	0	2	1	0	3	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	2	0	0	0	0	0	1	0	1	1	0	0	0	0
0.03	north12_active	80	2530	2472	613	1016	382	731	464	157	121	185	194	68	56	51	72	56	38	79	79	19	47	35	25	20	18	11	24	6	29	45	10	4	10	5	15	12	11	2	5	11	2	2	2	0	1	5	3	2	0	1	10	4	0	0	1	1	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north13_all	80	5073	4075	1313	1639	769	1163	773	354	271	312	315	148	137	103	134	111	77	112	101	52	74	49	49	45	35	31	32	22	44	34	12	13	16	7	32	23	16	4	8	20	1	4	3	5	2	6	4	3	0	2	9	1	0	0	2	4	0	6	0	7	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north13_active	80	2471	2447	634	968	387	716	477	169	125	168	193	73	62	52	78	57	35	65	60	23	48	31	26	27	23	12	20	8	30	26	10	9	10	3	22	11	11	3	5	10	1	2	2	4	0	4	0	3	0	1	9	0	0	0	1	3	0	4	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	4958	4105	1312	1626	764	1135	720	333	253	334	285	157	126	98	134	131	77	112	122	67	64	52	49	49	33	31	36	20	58	34	16	17	13	11	29	17	13	4	11	12	2	0	2	7	2	5	3	4	2	4	9	2	0	0	2	3	0	4	3	7	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	2432	2492	623	983	375	706	459	146	110	174	173	70	56	50	76	79	38	75	58	32	48	29	26	30	21	9	20	10	41	24	12	13	8	4	19	4	10	3	9	6	1	0	1	6	0	2	1	4	2	3	9	1	0	0	2	2	0	2	3	7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	5014	4213	1279	1661	726	1099	732	326	260	343	300	164	128	90	143	122	68	108	139	64	69	64	46	46	36	32	31	22	47	48	16	17	17	14	26	13	18	7	6	7	4	2	4	11	3	3	2	4	4	4	7	2	0	0	1	4	1	3	4	7	2	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	2526	2524	608	990	357	661	469	158	112	162	185	71	56	48	79	78	30	68	68	33	52	37	27	27	21	10	15	10	36	29	9	13	10	6	16	8	14	3	6	3	3	1	1	10	1	0	1	4	3	3	7	1	0	0	1	2	1	1	4	7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	5019	4256	1277	1779	731	1095	792	302	274	363	276	175	129	100	142	112	77	119	142	64	75	68	40	41	38	25	31	20	45	68	13	19	16	17	19	14	25	10	8	6	4	4	6	9	2	3	1	6	4	3	4	3	0	0	2	1	2	3	4	1	1	0	1	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0
0.03	north16_active	80	2527	2569	592	1086	355	684	506	140	115	189	168	78	59	49	76	72	37	74	77	33	55	42	21	23	19	8	17	10	32	44	5	15	8	8	10	10	17	4	6	4	3	2	2	7	1	1	1	4	3	3	4	2	0	0	2	0	1	3	4	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
0.03	north17_all	80	5057	4280	1226	1849	761	1140	797	323	279	386	276	161	134	105	146	118	79	112	134	61	76	66	38	34	34	20	33	22	26	63	16	22	17	19	12	19	24	10	8	14	4	5	7	11	2	4	0	4	2	2	5	2	0	4	3	4	2	4	3	2	1	0	0	1	0	1	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
0.03	north17_active	80	2546	2585	594	1127	374	733	516	167	111	205	176	74	67	53	72	65	32	60	83	31	57	41	20	15	16	5	18	11	13	40	8	16	11	13	5	9	17	4	6	12	2	3	2	9	2	1	0	2	1	2	2	1	0	3	3	2	1	4	3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north18_all	80	5057	4257	1279	1819	803	1195	852	339	284	359	302	169	118	106	148	118	79	127	103	62	79	61	42	42	35	18	33	21	32	63	14	19	15	23	10	13	25	8	11	11	3	6	9	16	5	6	1	3	2	0	5	1	4	7	2	4	2	4	1	3	2	0	0	1	1	1	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north18_active	80	2531	2585	615	1102	420	745	552	184	116	202	207	85	64	53	74	69	27	66	66	32	49	36	25	17	17	6	24	10	15	38	6	14	10	11	6	3	15	4	8	9	2	2	6	11	3	1	1	1	1	0	2	1	3	6	2	2	0	4	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north19_all	80	5066	4270	1296	1799	803	1210	795	376	287	341	301	161	134	101	136	130	83	115	112	58	66	53	53	44	39	17	30	18	33	46	16	10	16	22	9	12	15	9	13	15	2	5	10	17	5	5	2	0	0	0	6	1	5	9	1	6	1	1	1	3	2	2	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	2520	2605	631	1060	436	735	505	206	123	194	210	81	65	50	75	72	26	59	68	31	36	35	30	17	20	9	20	9	20	28	9	4	12	12	8	2	7	6	7	10	0	1	7	11	3	0	2	0	0	0	2	0	3	8	1	4	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	5093	4257	1327	1737	819	1165	784	388	270	327	311	163	135	102	133	147	81	126	105	58	77	50	48	52	34	21	25	25	31	52	17	14	16	17	16	9	21	6	11	7	1	5	7	17	4	5	4	1	4	1	6	3	7	5	1	4	2	4	0	2	2	2	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	2554	2644	642	1003	435	720	493	214	121	184	197	79	66	49	82	86	24	68	56	35	35	30	31	25	23	10	18	15	16	32	12	9	12	7	12	2	7	3	6	2	0	0	5	10	2	1	4	1	0	0	4	2	4	5	1	2	1	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	5061	4348	1298	1717	785	1163	818	323	260	383	332	193	139	132	154	129	78	149	140	55	69	60	47	54	30	27	26	18	33	41	13	21	18	14	22	25	21	5	15	19	5	8	5	28	7	2	9	1	3	2	3	1	0	5	6	3	3	1	1	1	0	1	3	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	2444	2750	603	1088	408	729	497	160	131	223	214	94	69	59	89	78	36	86	91	26	43	31	32	27	16	14	12	10	12	28	6	15	11	7	13	21	14	3	12	14	1	5	0	23	1	1	6	1	3	2	3	1	0	5	6	0	1	1	0	1	0	1	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	5077	4340	1372	1729	795	1214	837	344	238	361	300	182	139	129	157	131	69	148	134	55	63	58	41	50	29	31	29	22	41	39	11	17	18	19	16	25	20	4	18	20	5	9	9	29	7	3	5	1	3	1	1	0	0	2	7	2	3	1	1	1	0	1	3	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_active	80	2501	2732	657	1098	427	777	521	153	118	218	187	94	73	54	92	78	33	92	89	28	38	32	23	23	17	18	15	13	17	24	6	11	11	11	12	20	16	2	14	13	0	4	3	26	1	1	3	1	3	1	1	0	0	2	7	0	0	1	0	1	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	5034	4325	1330	1697	803	1225	835	373	246	334	325	154	144	130	168	124	65	144	142	58	72	51	38	53	28	31	32	23	52	35	16	14	12	20	23	17	14	5	17	18	5	7	9	21	10	4	4	3	3	1	0	0	2	0	5	3	1	1	2	1	0	1	2	0	1	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_active	80	2486	2738	615	1076	416	746	532	179	120	207	204	78	76	55	89	76	30	98	97	32	41	23	17	27	21	16	21	10	27	21	6	8	8	13	17	10	7	2	13	8	1	3	4	16	2	1	3	3	3	1	0	0	0	0	5	1	0	1	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	5011	4256	1296	1755	831	1167	835	373	259	301	309	167	150	136	141	129	72	119	130	63	71	51	44	42	32	33	37	26	51	36	14	17	10	25	27	15	18	1	11	13	4	4	7	16	8	4	3	3	2	0	3	1	2	0	3	2	1	1	2	1	0	1	2	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south24_active	80	2510	2684	617	1113	428	689	518	179	129	186	198	80	67	55	75	77	32	78	82	35	42	23	25	25	18	18	28	12	32	17	6	7	8	17	19	9	9	0	6	1	1	2	4	9	3	2	3	2	2	0	3	0	0	0	3	1	0	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	4928	4189	1275	1804	800	1140	834	339	279	317	330	173	163	134	139	131	79	125	139	71	69	68	45	44	35	27	39	25	50	46	15	23	12	20	26	19	16	4	9	12	5	5	8	8	7	4	4	3	0	1	3	1	3	0	3	2	0	1	1	2	0	1	1	0	3	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south25_active	80	2418	2612	587	1150	403	683	515	177	143	193	208	86	81	59	77	76	38	68	95	39	41	37	30	26	16	11	31	14	28	23	6	10	8	15	12	11	8	1	5	2	2	2	6	1	4	1	3	2	0	0	3	0	1	0	3	1	0	0	1	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	5011	4242	1305	1847	767	1088	781	318	274	344	338	189	170	128	127	149	83	123	146	63	63	80	50	39	39	25	43	30	48	41	17	26	17	20	23	23	14	5	8	18	6	6	13	4	4	2	4	1	0	3	4	1	1	0	2	2	0	2	1	2	0	2	1	0	2	0	1	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south26_active	80	2487	2604	593	1171	383	654	467	171	132	193	218	90	85	53	78	91	36	70	93	36	37	46	33	22	20	13	34	17	24	19	8	14	10	14	10	15	8	1	5	9	2	2	5	0	3	1	3	0	0	0	4	0	1	0	2	1	0	1	1	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	5030	4104	1310	1805	729	1087	791	311	276	361	305	166	156	117	128	145	71	113	142	59	59	78	54	45	34	21	45	29	50	58	14	27	27	19	16	18	17	6	7	13	6	6	15	3	2	2	6	3	1	3	2	1	1	0	4	1	0	3	1	1	1	1	1	0	2	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_active	80	2513	2479	602	1125	362	651	481	163	128	212	200	83	87	49	76	85	33	59	90	31	27	48	34	27	15	10	33	17	27	37	9	17	17	14	7	11	9	2	5	9	3	1	7	0	2	0	4	2	1	0	2	0	1	0	0	1	0	2	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	5093	4272	1304	1763	741	1115	765	308	274	376	315	176	142	110	141	149	69	133	144	57	67	78	46	52	36	21	50	20	45	43	14	28	32	21	12	23	15	8	6	30	8	6	11	3	4	2	6	3	2	2	2	0	1	0	4	3	0	2	1	4	1	1	1	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_active	80	2626	2552	617	1118	388	677	471	165	126	213	194	83	83	45	81	83	32	80	90	31	30	50	28	29	20	11	38	9	27	28	9	19	22	13	5	16	10	2	5	8	4	2	4	1	3	0	5	2	2	0	1	0	1	0	0	3	0	2	1	2	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	5156	4270	1268	1812	767	1140	773	334	261	370	297	165	124	108	139	139	65	118	124	60	68	66	44	50	36	24	37	19	47	49	11	27	25	20	17	12	15	7	6	25	8	6	5	8	3	3	8	3	2	1	2	0	2	5	5	5	0	2	0	3	1	0	0	1	0	0	1	2	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_active	80	2639	2554	609	1114	391	709	470	166	122	217	170	78	75	42	76	74	27	72	74	28	27	42	29	30	20	14	25	9	26	34	8	13	17	12	9	8	7	2	3	3	3	1	4	6	2	0	6	2	2	0	0	0	2	5	1	5	0	2	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	5147	4311	1273	1805	751	1135	820	328	268	345	328	148	130	109	150	152	67	122	120	62	72	68	39	55	40	27	28	18	32	40	9	21	23	22	22	17	20	10	8	24	7	5	3	10	2	4	5	3	3	1	6	0	2	6	3	4	0	3	0	3	1	0	0	1	1	0	2	2	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_active	80	2588	2623	599	1112	399	763	499	157	126	195	197	68	68	45	73	82	25	76	68	31	39	39	21	32	25	12	19	7	24	29	5	10	11	11	16	11	12	4	3	3	2	2	2	8	1	1	4	2	3	0	4	0	2	5	1	4	0	3	0	1	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	5222	4481	1291	1889	842	1195	837	361	243	292	323	163	124	126	129	121	68	109	120	55	65	50	46	44	34	20	39	26	29	31	20	18	22	20	19	14	21	5	15	17	5	5	6	12	2	9	5	4	1	1	1	1	1	6	0	5	0	3	1	2	1	0	5	0	1	1	0	0	1	2	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south31_active	80	2664	2850	581	1126	443	747	514	160	124	162	186	65	63	55	71	74	28	69	74	24	28	35	31	29	20	10	23	12	15	19	12	10	10	12	8	8	13	1	6	12	3	2	3	9	1	8	5	4	0	0	1	0	0	6	0	3	0	2	1	1	1	0	4	0	1	1	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south32_all	80	5226	4445	1293	1814	849	1186	837	373	250	302	313	173	118	128	137	134	63	127	111	57	56	67	53	53	35	18	30	26	28	43	20	15	18	19	19	20	25	4	9	11	4	3	7	12	3	8	7	2	1	1	2	1	1	6	0	2	0	2	1	1	1	0	5	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south32_active	80	2647	2794	568	1092	444	740	512	174	126	176	173	72	58	56	72	77	29	85	64	22	32	43	33	30	19	9	21	13	17	29	11	8	10	15	14	15	16	1	3	8	2	2	3	9	1	7	7	2	0	0	1	0	0	5	0	1	0	2	0	0	1	0	4	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south33_all	80	5143	4353	1310	1705	825	1178	832	392	244	308	287	159	127	127	135	145	76	153	116	53	57	71	54	59	31	20	29	32	28	52	18	12	17	17	17	20	24	10	14	6	5	6	7	11	3	7	4	4	2	1	1	1	0	1	0	1	0	7	1	0	1	0	4	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south33_active	80	2600	2735	588	1026	424	725	516	194	124	182	161	64	64	54	69	84	39	96	81	20	29	41	25	40	11	7	17	17	17	30	9	7	8	13	13	10	14	5	6	4	3	5	3	10	1	5	4	3	1	0	0	1	0	0	0	0	0	7	0	0	1	0	3	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
